id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds	copyOfCardId
69817	1	"69817-scarlet-crusader"	12	[]	4	1646	1	"Gonzalo Ordonez"	1	3	3	"붉은십자군 성전사"	"<b>천상의 보호막</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/619b6e98606cdddb71b14f680e7d60c6b4b09f444848da9ee59fd3495d762941.png"	""	"세탁할 때 흰 옷이 물들지 않게 조심해야겠군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/04ac45c2e61a9f2658f1d171ea1d6ab71f319316a21ee8c2c112642779ec9c25.png"	[3]	642
102674	1	"102674-kabal-courier"	12	[4,6,9]	4	1898	3	"Arthur Bozonnet"	2	2	2	"비밀결사 급사"	"<b>전투의 함성:</b> 마법사, 사제, 흑마법사 카드를 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68258973b273577778452db9373750ef2f49abe7b1bebec83fc893423fdf0a43.png"	""	"하피 둥지 밑에 코도를 주차하고 무사할 거라 생각한 건 아니죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/11ae0423fd9149ad9c8d13166036499ec6f94ef9892343d8ffd14c7977ced251.png"	[8,21,29]	40496
103203	1	"103203-kabal-crystal-runner"	4	[]	4	1898	3	"L. Lullabi & K. Turovec"	5	6	6	"비밀결사 수정배달부"	"이번 게임에서 내가 낸 <b>비밀</b> 하나당 비용이 (2)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/553e1622dbc0145ba97ec649204c6e30871e46250296fb46bfa2830bf47f6b32.png"	""	"늦으면 흥이 다 깨져버렸으니 책임지라고 해서 언제나 서두릅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/516bf438fdb05327bdd7c7a503783537e1acd0a0efb8ee0412417889288d062c.png"	[5]	40583
69842	1	"69842-cabal-shadow-priest"	6	[]	4	1646	4	"Chippy"	5	4	6	"비밀결사단 어둠사제"	"<b>전투의 함성:</b> 공격력이 2 이하인 적 하수인을 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d34d1318c0c4f21dbb976eb982b9cfbb6dc34d2979cc5d9667d38578f16a337.png"	""	"누가 비밀결사단을 위해 일하고 있는지 여러분은 상상조차 못할 겁니다..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/226a565eaa10cd7958997abf9730966fe62ccecb8fa0eb2be3c94be2fbe38240.png"	[8]	272
69837	1	"69837-secretkeeper"	12	[]	4	1646	3	"Evgeniy Zagumyenny"	2	1	1	"비밀지기"	"각 플레이어가 <b>비밀</b>을 낼 때마다 +1/+1을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68927f2e219e4fe5c35a24347b4723b8394eb7b9cb9dc8388e4eea48f5c791f3.png"	""	"만크릭의 부인이 어디 있는지 절대로 말하지 않겠다고 하는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac07ddbc0f0f21e80cc0d718960636a020775bd7ef50056951ddbeface785c86.png"	[5]	158
69841	1	"69841-arcane-golem"	12	[]	4	1646	3	"Sedhayu Ardian"	2	4	3	"비전 골렘"	"<b>돌진</b>. <b>전투의 함성:</b> 상대편에게 마나 수정을 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fc243a33c6355c618f788afed8ed00a4ed3e77c2fa76d25ac942600c742152ff.png"	""	"집에 비전 골렘이 있으면 집안 분위기가 참 고급스러워집니다. 아, 이들은 좋은 대화 상대이기도 하지요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/44b85a51c8927a3d8e818af5e8702db76be1e5f4aea700b997b8047060c0982d.png"	[4,8]	466
103193	1	"103193-jade-behemoth"	2	[]	4	1898	1	"Zoltan Boros"	6	3	5	"비취 괴수"	"<b>도발</b>, <b>전투의 함성:</b> <b>비취 골렘</b>을 소환합니다. <b>도발</b>, <b>전투의 함성:</b> <b>비취 골렘</b>을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac0f22bbfee0f9ba8c3a3d97ce764c232ae5c9b67c0f5ab85d23bd47e0a97a5c.png"	""	"비취 코끼리를 냉장고에 넣으려면 냉장고를 열고 비취 코끼리를 넣고 냉장고를 닫으면 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/25149765ee97a8d9c2d82dd636f10e0426c2ba081d897d04e9bb7214c434a038.png"	[1,8,26]	40797
102602	1	"102602-jade-swarmer"	7	[]	4	1898	1	"Slawomir Maniak"	1	1	1	"비취 무리전사"	"<b>은신</b>, <b>죽음의 메아리:</b> <b>비취 골렘</b>을 소환합니다. <b>은신</b>, <b>죽음의 메아리:</b> <b>비취 골렘</b>을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d8c69217249f0d276ddf59fe8b646139999078df6769a730eef29298dad9969c.png"	""	"무리를 짓는 걸 즐깁니다. 무리해서라도요! ...죄송합니다. 무리수였네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/00b3c0b56e6a8481c3d7ed0300ed84cac24ae9afff8d2bcdf3b8cf68cd10ed27.png"	[6,12,26]	40697
103235	1	"103235-lotus-agents"	12	[2,7,8]	4	1898	3	"Grace Liu"	3	3	3	"비취 연꽃 요원"	"<b>전투의 함성:</b> 드루이드, 도적, 주술사 카드를 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5cd774f766ed3333dca4751b352ed64ef48afab164c51cf92a217b2fa1bb44bb.png"	""	"할 일이 없으면 그냥 서 있습니다. 그러기만 해도 멋있거든요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d231f0499a3ccd4d8fc4451e1a8139b0f1a08eaacf6f1d65ab84486f6a3a6914.png"	[8,21,28]	40742
102626	1	"102626-jade-chieftain"	8	[]	4	1898	1	"A. J. Nazzaro"	5	5	6	"비취 족장"	"<b>전투의 함성:</b> <b>비취 골렘</b>을 소환하고 <b>도발</b>을 부여합니다. <b>전투의 함성:</b> <b>비취 골렘</b>을 소환하고 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2e909877f8c694c00cd6a6ff64e36144d9673d03687caa2b78e4b687f3d2ac7d.png"	""	"애지중지하며 키운 비취 골렘이 훤칠하고 인물 좋은 6/6으로 자란 걸 봤을 때 감격에 겨워 눈물을 흘렸다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/295f7a6dbed7f4f68e9cd88e705920a5f065cb9e28f70c97b04d82a0e9fbb9a1.png"	[1,8,26]	40422
68426	1	"68426-houndmaster"	3	[]	4	1646	2	"Dan Brereton"	3	4	4	"사냥개조련사"	"<b>전투의 함성:</b> 아군 야수에게 +2/+2와 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ae74e1c8ce523d9b704cd86d59b5c774229649b1c9d8d59c0cfee7cc20a6052c.png"	""	"\"누가 개들을 풀었어?\"라고 묻네요. 몰라서 물으십니까?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4a6fc150b0201369b2757c0f3ab651456a10029617e6c381e5d3054b749c996b.png"	[1,8]	1003
70060	1	"70060-temple-enforcer"	6	[]	4	1646	1	"Daren Bader"	6	6	6	"사원 집행자"	"<b>전투의 함성:</b> 아군 하수인에게 생명력을 +3 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/722990eb1e8e82616483949763345d606882773b2ef5b8d3b7e04e00ff399a04.png"	""	"\"집행\"이라는 이름의 검을 강탈당하고 속세를 떠나 사원으로 들어왔기에 사원 집행자라는 이름을 갖게 되었답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/502f83aaa6063f4c50ba5ea74fbed8215759c7cc23e02e7670995fc077b92437.png"	[8]	1364
68441	1	"68441-acidic-swamp-ooze"	12	[]	4	1646	2	"Chris Rahn"	2	3	2	"산성 늪수액괴물"	"<b>전투의 함성:</b> 상대편의 무기를 파괴합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/196adbbb97aefbb36f375975042d8adb2b814d0db641d49f642d979aa9873af4.png"	""	"늪수액괴물은 플라멩코 모자를 매우 좋아합니다. 이유는 묻지 마십시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b5fb6aa536272119249e5ef25ecc1338e838115d5bedcf7f443895c5a0522d51.png"	[8]	906
102572	1	"102572-ivory-knight"	5	[]	4	1898	3	"Zoltan Boros"	4	4	4	"상아색 나이트"	"<b>전투의 함성:</b> 주문을 <b>발견</b>합니다. 그 주문의 비용만큼 내 영웅의 생명력을 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2fab11e57600274f3c85aa157e24267795c443b0501c5ca26afb9b0751cfa5f5.png"	""	"<i>절대로</i> \"말\"이라고 부르지 마세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ce6d9efa2d52cce0c2866628230c4508ea6a5b60163aea505a44b83981890856.png"	[8,21]	39439
68382	1	"68382-frostwolf-grunt"	12	[]	4	1646	2	"Richie Marella"	2	2	2	"서리늑대 그런트"	"<b>도발</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6be792c22ad75a0e08c89aac776caa3a73e6895cc0444b6a1b66c77e05b4a971.png"	""	"대대로 그런트 직책을 물려받으며 기술을 전수하고 있다고 합니다. 도대체 무슨 말로 상대를 열받게 하는지 궁금하네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d1b111de4e30ccfb3494b586c787c1221ce163d5f3a41666d972426eac5e64c8.png"	[1]	41
68411	1	"68411-frostwolf-warlord"	12	[]	4	1646	2	"James Ryman"	4	4	5	"서리늑대 전쟁군주"	"<b>전투의 함성:</b> 전장의 다른 아군 하수인 하나당 +1/+1을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/730f003d5f934e567c18fa1226f380bb97d958fd881794642e1fede7e88739a7.png"	""	"서리늑대 부족은 알터랙 계곡에서 스톰파이크 원정대와 수많은 전투를 치렀습니다. 평화 협정을 체결하러 올 때마다 부대장 갈반가르가 사절을 죽였다는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ef6792e637f93586fb2769708294c1709f4869cdc75990245c2de19e5a065e5.png"	[8]	496
69823	1	"69823-windfury-harpy"	12	[]	4	1646	1	"Luke Mancini"	5	4	6	"성난바람 하피"	"<b>질풍</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/58ed55b45451d1cf58e24109ad9c3fafb7fc5ba131030e2b0f5bce808c73bd35.png"	""	"하피는 참 거슬리는 소리를 냅니다. 이보다 더 상냥하게 묘사할 순 없을 것 같네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d837ff58003272aee7922a7894d03c2eba430f1cef385035b68bf5ee7fec8892.png"	[11]	567
69833	1	"69833-sunfury-protector"	12	[]	4	1646	3	"James Ryman"	3	2	2	"성난태양 파수병"	"<b>전투의 함성:</b> 양옆의 하수인들에게 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/58f2fe74b293dad73404af35b80c324c07067edbb9d0916f2926d9f1574a95bf.png"	""	"방패를 가지고는 있지만, 다른 이들에게 넘기고 자신은 숨어버리더군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1d91daf777b7f98e170cea2610f6c63848fffd5faaf0084745cc698f913647f5.png"	[1,8]	891
68399	1	"68399-senjin-shieldmasta"	12	[]	4	1646	2	"Brian Despain"	5	3	4	"센진 방패대가"	"<b>도발</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cfd7c567dd925caae59b10ce549b0d91a14ecd8cbded054480777b5891a0f3ee.png"	""	"센진 마을은 쾌적합니다. 트롤과 먼지만 감당할 수 있으면요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7f895da90de785673c28c82b17e0d23b0c8934b891104a6d83d1d0e60792f101.png"	[1]	635
69901	1	"69901-unbound-elemental"	8	[]	4	1646	1	"Matt Gaser"	4	2	3	"속박 풀린 정령"	"내가 <b>과부하</b> 카드를 낼 때마다 +1/+1을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c3066af9ef81ea5276bb34db4900803d4606bc30faa5758cf0aa38943b44319e.png"	""	"구속된 정령과 달리, 속박 풀린 정령은 뜨거운 밤을 즐길 줄 압니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2a13649b8d907547e5060f8ebc3b59a846ba5b6bd6eec4ed5bf5e183e74d080.png"	[14]	774
69745	1	"69745-fen-creeper"	12	[]	4	1646	1	"Monica Langlois"	6	3	5	"수렁이끼괴물"	"<b>도발</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/226a27a090a234eb557b357d622622752a11a3c0155725b74b4d6ca3a1a2a803.png"	""	"원래 이름은 수렁야수였지만, 실제로는 야수가 아니라서 헷갈려하는 분들이 많았습니다. 그래서 더 예쁜 이름을 붙여줬죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1fb02ab20a0321852a328f70482dcf8ff6a7c09d4c08f8bde1e2308a9acbea76.png"	[1]	602
103237	1	"103237-mysterious-challenger"	5	[]	4	1898	4	"Zoltan Boros"	5	5	5	"수수께끼의 도전자"	"<b>전투의 함성:</b> 내 덱에 있는 모든 종류의 <b>비밀</b>을 하나씩 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8e631290cf5b5d0dfc88df93623a9e56a2f26297eddbb3cf967f2cd3c94adc38.png"	""	"겉으로는 차갑지만 당신에게 자신의 비밀을 털어놓고 싶어 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c9d3ff601c833e9c880968f6d399c74a841c802646e24caf4c2bba0e1c257b1d.png"	[5,8]	2726
69873	1	"69873-keeper-of-the-grove"	2	[]	4	1646	3	"Gabor Szikszai"	4	2	4	"숲의 수호자"	"<b>선택 -</b> 피해를 2 줍니다. 또는 하수인을 <b>침묵</b>시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e6b2707592f54a65e7c798a9ec4e900b5a511be7fbcc1b5e53f498e031c2da7.png"	""	"숲의 수호자라면서 왜 여태까지 나무정령을 일으키며 숲을 파괴했을까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/71ed646923fcffe51088d3249487708e12736de760fb275a324e28a5a0c61a27.png"	[15]	601
69818	1	"69818-thrallmar-farseer"	12	[]	4	1646	1	"Efrem Palacios"	3	2	3	"스랄마 선견자"	"<b>질풍</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e0bef9724df638722b55f0091ae8f4440ce3d0e35699d75b77b5e5aa0a64a1fb.png"	""	"지금은 지옥불 반도에서 근무 중이지만, 오그리마에 더 가까운 곳으로 배치되길 원합니다. 최소한 땅에서 불을 뿜지는 않은 곳으로요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3271427a1315e2287439b9e0537d77f29dfecae4de7d54579b92cf2f40dfa413.png"	[11]	765
68388	1	"68388-stormwind-knight"	12	[]	4	1646	2	"Ladronn"	5	2	4	"스톰윈드 기사"	"<b>돌진</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ff149c37e21022e930f6f0a5a26e66f085dcd2af457cf1c442b5fa65e4ad694d.png"	""	"이렇게 된 이상 오그리마로 간다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a217989f0a7d49ea39702030c1d9e93e24b9196f59d7ee831681213ffd020d19.png"	[4]	622
68392	1	"68392-stormpike-commando"	12	[]	4	1646	2	"Kev Walker"	2	4	5	"스톰파이크 특공대"	"<b>전투의 함성:</b> 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/519f598c3ca9f209a478d94094c6033b46c1be15251e09b211e9eee8ac6a8de6.png"	""	"스톰파이크 특공대는 파괴 전문가들입니다. 그렇다고 컵케이크까지 그런 방식으로 만들 필요는 없었잖아요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/854a7749632213edd415389efd37111385b01960d710be6ed8ce73183446325a.png"	[8]	413
69815	1	"69815-sylvanas-windrunner"	12	[]	4	1646	5	"Glenn Rane"	5	5	6	"실바나스 윈드러너"	"<b>죽음의 메아리:</b> 무작위 적 하수인을 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fe095b37918e6b9f5f0ad35e330d1c58faa9cc564fe688cc7c1267dbd028154b.png"	""	"실바나스는 \"아서스에 의해\" 밴시 여왕으로 되살아났으나, 그냥 놔두는 게 나았을지도 모릅니다. 그 사실이 실바나스를 열 받게 했으니까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7667a3fbc96d7706517e7346c6e41682d9b4fb346026d4996a2ff0b231932527.png"	[12]	1721
69819	1	"69819-silvermoon-guardian"	12	[]	4	1646	1	"Phroilan Gardner"	3	3	4	"실버문 수호병"	"<b>천상의 보호막</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ab4e2ebcdc5af9c3e6abf228e3936ec4a0de731fc5d19adef5e0a0df702d281.png"	""	"수호병들이 처음 스컬지로부터 실버문을 지키려 했을 때는 결과가 좋지 않았습니다..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/93fcd7216ce41745726d54bbb5cfaf0e4c7bb440205179d4595adb5791eda6b3.png"	[3]	34
102675	1	"102675-crazed-worshipper"	12	[]	4	1898	4	"Gonzalo Ordonez"	6	3	4	"실성한 신봉자"	"<b>도발</b>, 이 하수인이 피해를 받을 때마다 내 크툰에게 +1/+1을 부여합니다. <i>(어디에 있든)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8897b06d6554a39a08d243eea4df9a62915f9a0056baa00d2cb1d6f63f39a4ca.png"	""	"매달 전혀 실성하지 않은 신봉자들과 함께 아침을 먹습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4a53817f5034b3a018bd99ed90d4b047c976e99d3cf9e0749570ac060d16fa7.png"	[1]	38958
102627	1	"102627-thunder-bluff-valiant"	8	[]	4	1898	3	"Sean McNally"	6	3	5	"썬더 블러프 용맹전사"	"<b>전투의 함성과 격려:</b> 내 토템들에게 공격력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/961ce94407863962fd79e58ae2575e490d11f4ef2b5deb9e43c937f63978e9e1.png"	""	"빛샘이나 소환의 문도 공격하는데 토템이 공격하지 못할 이유는 없죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5fb7504ce2760021d63e93a9d118930924017eacfe6acb027dbbc6b7f0b6bca6.png"	[8,20]	2615
69843	1	"69843-defender-of-argus"	12	[]	4	1646	3	"Alex Horley Orlandelli"	3	2	4	"아르거스의 수호자"	"<b>전투의 함성:</b> 양옆의 하수인들에게 +1/+1과 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d122ee44ae3dff652d3df2efeee54ce30db4a6c15c8cb20999df36edce7ffbe2.png"	""	"아르거스에도 수호자가 필요할까 싶으셨겠지만, 네. 보시다시피 필요한 것 같네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/999138907e6468c286991b56c0382d72e32aa3ddec6471c35400eb49de218f94.png"	[1,8]	763
102681	1	"102681-aya-blackpaw"	12	[2,7,8]	4	1898	5	"Glenn Rane"	3	6	6	"아이야 블랙포우"	"<b>전투의 함성과 죽음의 메아리:</b> <b>비취 골렘</b>을 소환합니다. <b>전투의 함성과 죽음의 메아리:</b> <b>비취 골렘</b>을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b84d277f3bbef7a8361e9388813466f0d05b1b6f6cd94c8e61da09940f07b93.png"	""	"아이야는 남다른 지도력과 타고난 감각으로 어린 나이에 비취 연꽃의 우두머리가 되었습니다. 그녀의 선임자가 비취 골렘에 깔려 세상을 떠난 이유도 있지만요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ea629b6ee1f42d3d893f86627da5f0214c00bc4033a5cbb76abf914836ae829.png"	[8,12,26,28]	40596
68389	1	"68389-ironforge-rifleman"	12	[]	4	1646	2	"Tooth"	2	2	3	"아이언포지 소총병"	"<b>전투의 함성:</b> 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab913dc297e231bbea63be2270c023a6de879cde258cade84036d80dccd204b7.png"	""	"\"준비! 조준! 마셔!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4a395905731befa04c7dce532b4148c844e02a851a258753226ef279eaf2b1d7.png"	[8]	339
69941	1	"69941-aldor-peacekeeper"	5	[]	4	1646	3	"Dany Orizio"	3	3	3	"알도르 평화감시단"	"<b>전투의 함성:</b> 적 하수인의 공격력을 1로 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b2b691ffdeddbe559ce03f27241341c59b4bdebb8ad278c0717aea7fbf7b43ae.png"	""	"알도르는 딱 두 가지를 싫어합니다. 점술가 길드와 점술가 길드원이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9662e2241c0b59834ccc2c11d5b454eb42fa47b00ff7951688e52c171d04c4fb.png"	[8]	1167
68478	1	"68478-nightblade"	12	[]	4	1646	2	"Raymond Swanland"	4	4	5	"암흑칼날"	"<b>전투의 함성: </b>적 영웅에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cace5324bff25bac096cc3cf96219aaf0e978cc39af11c02bd77039a171695d2.png"	""	"단검을 가장 피하고 싶은 부분은 당신의 얼굴일 겁니다. 그러니 도적이 그곳을 노릴 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/448097e39ebc0e63ade69b2b07f35a3ef81680b45b430d391cfb90bf07d797fb.png"	[8]	670
103213	1	"103213-steward-of-darkshire"	5	[]	4	1898	3	"Phroilan Gardner"	3	4	3	"어둠골 감시대원"	"내가 생명력이 1인 하수인을 소환할 때마다 그 하수인에게 <b>천상의 보호막</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cb1d5bb1201b113c1cba07bff5a61c842693d33cd4d1131f98e703e24bf71031.png"	""	"천상의 보호막도 대량 구매를 하면 할인해주는 모양이군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/079c22aec041630d6fe17ee615bebbcd7c47027bc2b9aa52c4892f3a478e9ff9.png"	[3]	38911
103218	1	"103218-darkshire-alchemist"	6	[]	4	1898	1	"Chris Seaman"	5	5	5	"어둠골 연금술사"	"<b>전투의 함성:</b> 생명력을 5 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cd901d097aeb05e49988590e6c6e5b7d3ac25c8f69de4214340339e14fc0b6aa.png"	""	"끈적한 외형에 비해 효력은 꽤 괜찮은 편입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/91dab65ddc6f7de6407d1f9e3273c946257029837bd8c4746e82910c85394c90.png"	[8]	38764
68425	1	"68425-darkscale-healer"	12	[]	4	1646	2	"Jesper Ejsing"	5	4	5	"어둠비늘 치유사"	"<b>전투의 함성:</b> 모든 아군 캐릭터의 생명력을 2 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0f6abddc17f327dd7150a259edc8e4e1e32569300383685a067d3af9240c5eda.png"	""	"차가워 보이지만 사실은 따스하게 회복해주는 여자입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1132b006ee97df943624e14ac0979f2d8cc61f078507f581bda3e2bc56170fbc.png"	[8]	582
103194	1	"103194-dark-arakkoa"	2	[]	4	1898	1	"Nutchapol Thitinunthakorn"	7	5	6	"어둠에 물든 아라코아"	"<b>도발</b>, <b>전투의 함성:</b> 내 크툰에게 +4/+4를 부여합니다. <i>(어디에 있든)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e897b3302a90de3cf3b03b3a2b008fd1fc5fa46a376dd8271b6c9895b7f645a8.png"	""	"마음에 드는 색채의 아라코아를 선택하세요! 얘는 빛깔이 좀 어둡긴 하네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e44d7929d73bbe8499b1151f9698483810da23d903bc8e4c9cafb049ec46ab78.png"	[1,8]	38882
69980	1	"69980-faceless-manipulator"	12	[]	4	1646	4	"Raymond Swanland"	3	3	5	"얼굴 없는 배후자"	"<b>전투의 함성:</b> 선택한 하수인으로 변신합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d6283efdc67018ce7e77bd6c236fa1a2eba4006583a00546221c8b0fe4981ce6.png"	""	"얼굴 없는 자들은 공포를 먹고 사는 요그사론의 하수인입니다. 지금도 좋은 카드들을 실수로 마력 추출해버리면 어쩌나 걱정하고 있는 당신의 공포를 먹고 있죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7bb1c31f43118212c7c2bfe9eea42c75449dae739c28394d587c0716a010d50c.png"	[8]	531
70053	1	"70053-edwin-vancleef"	7	[]	4	1646	5	"Efrem Palacios"	2	2	3	"에드윈 밴클리프"	"<b>연계:</b> 이번 턴에 앞서 낸 카드 1장당 +2/+2를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cc1b115a71d4e73238a4a96d4f9397aa79b66ca697da693d24179f9d6b00d7f2.png"	""	"그는 스톰윈드를 재건하는 석공 길드를 이끌었는데, 귀족들이 돈을 지불하지 않자 데피아즈단을 결성해 <i>오히려</i> 스톰윈드를 마구 부쉈답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0f623eb3104947b57ec54f1ffbe7e13ea7482b3a59ebcebf6185d13815c7d9bf.png"	[13]	306
69903	1	"69903-ethereal-arcanist"	4	[]	4	1646	3	"Michael Komarck"	3	3	4	"에테리얼 비전술사"	"내 턴이 끝날 때 내 전장에 <b>비밀</b>이 있으면, +2/+2를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/22b1fea4f7c8c037d3b5c7e067f5a2b9b8e957cd16d0fc947dca8749da8246b8.png"	""	"에테리얼은 형체 없는 몸의 라인을 살리기 위해 붕대로 자신을 감쌉니다. 사실 붕대가 좀 따뜻하고 부드럽기도 하고요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c296e0f830c7c203fab48576440dd039f1ecff501105011d42c26fd5b32cc85f.png"	[5]	1737
70035	1	"70035-priestess-of-elune"	12	[]	4	1646	1	"Dan Scott"	4	5	6	"엘룬의 여사제"	"<b>전투의 함성:</b> 내 영웅의 생명력을 4 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ee1889ca0bffa61f69da6f456d6293af9ba60078c211a73b94beea8c5a43f6bd.png"	""	"탐스럽고 예쁜 저 달이 좋아."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d25e91d7e65d5852294b65ec1e108447d889848f7c2527df72dfe47a5606a06e.png"	[8]	424
68403	1	"68403-elven-archer"	12	[]	4	1646	2	"Steve Prescott"	1	1	1	"엘프 궁수"	"<b>전투의 함성:</b> 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45abfa875c6f42b66799c49331dafa3ef5526290b05517cf167796270fa5a58f.png"	""	"그녀에게 작업 걸 생각 마세요. 머리에 화살 맞습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c7f910db8222e297db58396c8878990ccef27fad1c83c2357e6f10cfec16ad55.png"	[8]	389
