id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	duels
614	1	"614-sorcerers-apprentice"	4	[]	4	3	1	"Alex Horley Orlandelli"	2	3	4	"마술사의 수습생"	"내 주문의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf582a73f241d251ab5ebec406f46d35fb63fd66e825f966efe9a8d980da8aee.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca5fdec029b3d566636e78bc819eb50d75d7e08232acf4a76fe0f2b73f35934f.png"	"수습생들은 이래라 저래라 시키기 좋습니다. \"마나 찐빵 만들어 와! 커피도! 마나는 두 스푼만!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f1e00e98afc369e63476fb74a2f711d581528df5f80945c7a941dc52542a3d45.png"	{"relevant":true,"constructed":true}
39442	1	"39442-priest-of-the-feast"	6	[]	4	23	1	"Paul Mafayon"	6	3	4	"만찬의 사제"	"내가 주문을 시전할 때마다 내 영웅의 생명력을 3 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/648d3bc1c675a8ef19c56aa96325407682eab169d066da99a14fc876ab9eb4f0.png"	""	"세계 정상급 치즈 케이크군요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d241d9179736f184434dc64aaa3ddeb5c8bdd029c9815c877177edb1afd73a65.jpg"	{"relevant":true,"constructed":true}
2080	1	"2080-mogor-the-ogre"	12	[]	4	13	5	"Michal Ivan"	6	7	6	"모고르"	"<b>모든</b> 하수인이 50%의 확률로 엉뚱한 적을 공격합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fe3828d44688dc626319860f7f1f47534ed603d0199ba623cba0a7da6b1e928c.png"	""	"옛날, 모고르의 도움으로 어둠의 문을 다시 열었던 적이 있었습니다. 이제 오우거에게 의지하면 어떻게 되는지 잘 아시겠죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1fe8a1e8046ca2e205bce182e949109d4aa18c2589716547b70f29562853758b.jpg"	{"relevant":true,"constructed":true}
54408	1	"54408-dune-sculptor"	4	[]	4	1158	3	"Servando Lupini"	3	3	3	"모래 조각사"	"내가 주문을 시전한 후에, 무작위 마법사 하수인을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ceebacc8d764103ef7d96fc866c5bc0a400a61e792a33091127721db4595734f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/29f0d43d41c5bab678dd55a9e04b03fe449a3a4a90e56160aa78f2a3de00bd0c.png"	"달빛으로도 조각할 수 있는데 모래로 못할 건 없죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2212f54550c449ee14f44db6e0a7f48882c4096bfbccb5e227374f194f68d519.png"	{"relevant":true,"constructed":true}
53969	1	"53969-sandhoof-waterbearer"	6	[]	4	1158	1	"A.J. Nazzaro"	5	5	5	"모래발굽 물동이꾼"	"내 턴이 끝날 때, 피해를 받은 아군 캐릭터의 생명력을 5 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1ebfc161378afd6b69f5ba303fa7d38b5b5a870c23c5bc99333d6decb73d5a83.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2a8c90627ee2e2a4493b4cdf74a61a4cdb082b607bea11ba870255edba63241.png"	"\"살으세요, 곤충 같은 분!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/70b75feedb5b50e1839dc3b0a638d65b3dc33c4a0b3fab0b84ed0e8b9880e5e0.png"	{"relevant":true,"constructed":true}
54390	1	"54390-armored-goon"	10	[]	4	1158	1	"Alex Horley Orlandelli"	7	6	6	"무장한 떡대"	"내 영웅이 공격할 때마다 방어도를 +5 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/efe31f55df3eb2e0be03976d4dbcc19d611c223bc95c463577383ab695a44475.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/72fa8bcd138bfc32f8a209224ea0a03c4ff8892e13501dc6880bb71ca0902061.png"	"정작 무장해야 할 곳들은 무장하지 않았네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c5d521ea864b1e6acc1670c971659b5d59882dbbfc52894615c3f2c4d38e34d4.png"	{"relevant":true,"constructed":true}
211	1	"211-sea-giant"	12	[]	4	3	4	"Svetlin Velinov"	8	8	10	"바다 거인"	"전장의 다른 하수인 하나당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5bca07fa5745b5416a7a6015e98757d3a0a9550debd39d36cdfc345b0b025f58.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e31cc2fe7e9d8df8f8f3ef1a1474ee739a694db4377b599d8e0e63c9a35fb689.png"	"거인과 바다"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d42d76ca907beca75bc617855b5b43165050d59d018915b897c8abd7e8695229.png"	{"relevant":true,"constructed":true}
62813	1	"62813-prospectors-caravan"	3	[]	4	1525	3	"Tiffany Chiu"	3	1	2	"발굴조사단의 짐마차"	"내 턴이 시작될 때, 내 손에 있는 모든 하수인에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e77fd1735ae3672c390ebbc077b6016e87e5f63e5584dd7c71da7271752743d7.png"	""	"황금 전설 카드가 발견되었다는 소식을 듣고 전역에서 발굴조사단이 몰려왔습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4507a38c7e134ec02818c628d002e5803dca1d9720bd3b06b0aa741d6a91d31e.png"	{"relevant":true,"constructed":true}
42445	1	"42445-night-howler"	12	[]	4	1001	1	"Nicola Saviori"	4	3	4	"밤의 울음꾼"	"이 하수인은 피해를 받을 때마다 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2c539da7c045aabbf3cf7ba43bb81190be5c74332dc4806e06b3a2503b6a0988.png"	""	"솔직히 말하자면, 낮에도 웁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0fa762a9c0709402f28d2961f83eeaa1dd3c3c28b6390bab84364f7bef3e4892.png"	{"relevant":true,"constructed":true}
2072	1	"2072-hobgoblin"	12	[]	4	13	4	"Laurel Austin"	3	2	3	"밥통고블린"	"내가 공격력이 1인 하수인을 낼 때마다 그 하수인에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c4b03068afe55aadfc39f1fdb904ea9ef25a9daed713108a392442f3b538a67b.png"	""	"야, 이 밥통아!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2077388e6d0d2fdef31b70f74e208e69d3e97ef8e3ecae2cc1cd5ca5866d689.jpg"	{"relevant":true,"constructed":true}
596	1	"596-armorsmith"	10	[]	4	3	3	"Greg Hildebrandt"	4	1	2	"방어구 제작자"	"아군 하수인이 피해를 받을 때마다 방어도를 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d68618b0a08113cb2d74bd0dd032597cbf040727f01da38bf93a46dbeb53664a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e782ccc602bdd99b4bd65a21b88d0b10d874f0c7987691b49d7af07c4d9d402.png"	"길드 자금 환영!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a165b7374d54f0c381a7bd0591cace8b2f39ce174547b61bd1c32ca9f9b3829a.png"	{"relevant":true,"constructed":true}
84299	1	"84299-disruptive-spellbreaker"	10	[]	4	1776	4	"Anton Zemskov"	6	4	5	"방해하는 주문파괴자"	"내 턴이 끝날 때, 상대편은 주문을 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e101c3ff20e0ae1121d000ce2af11aea1d1b0477d32c11ceca1f1a5a511800c1.png"	""	"블러드 엘프는 대체 누구에게 치아 미백 시술을 받는 겁니까?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/93d1b0e2459d0c3856fbefe6dbce2bbf47c6232e9b7ec8e383621d20c4f3e16a.png"	{"relevant":true,"constructed":true}
38475	1	"38475-shifter-zerus"	12	[]	4	21	5	"Daria Tuzova"	1	1	1	"변신수 제루스"	"이 하수인은 내 손에 있으면 내 턴이 시작될 때마다 무작위 하수인으로 변신합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d92ed499d7055405927fc5be6b0c45ecc3e13f14aee4af14104196eb872f6a09.png"	""	"내 턴이 시작될 때마다 위습, 아기 멀록, 혹은 화난 닭으로 변신합니다. 안 그럴 것 같죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/844618885b4ef336c2001678842bd1be5e6712626fd6745fedcf3b8dedf4fd98.jpg"	{"relevant":true,"constructed":true}
38531	1	"38531-aberrant-berserker"	12	[]	4	21	1	"Jim Nelson"	5	3	4	"변종 광전사"	"피해를 받은 상태면 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f3109b408285f374069f129e01aef94e282e78fc9c2d2e79923633877251b2ca.png"	""	"나는 격노한다. 고로, 나는 존재한다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/daf542e71b3b3315fcc833c8b7bda5da991468860753af9eb1ddaf4e97bb77ce.png"	{"relevant":true,"constructed":true}
59601	1	"59601-robes-of-protection"	12	[]	4	1443	3	"Vladimir Kafanov"	4	2	3	"보호의 로브"	"내 하수인들이 \"주문이나 영웅 능력의 대상으로 지정되지 않습니다.\"를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7e1e48195e330450fb34dc403583f540715eee05dbc6af00f26c728b431c4a9.png"	""	"경고: 보호의 로브는 대상을 지정하는 효과에만 유효합니다. 불기둥, 뒤틀린 황천, 또는 기타 광역 공격에는 보호 효과가 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/425531b4a705563bc9744e0138eccc55b0dc4af03386a6022751a0d96bb6a6e7.png"	{"relevant":true,"constructed":true}
2031	1	"2031-bolvar-fordragon"	5	[]	4	13	5	"Tooth"	7	1	5	"볼바르 폴드라곤"	"내 손에 이 카드가 있으면, 아군 하수인이 죽을 때마다 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ba5531a08b7935ceb0dfe4f60e4fa2a2de1bc8624abbebf50fc0f3903c317edd.png"	""	"스포일러 경고: 볼바르는 용암 인간이 되어 얼어붙은 왕좌에 앉고, 모두 그를 잊어버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f5d5eb8c785b07bfd5ed7c826192b8e026b06fadec87abfb44f99334a77715dc.jpg"	{"relevant":true,"constructed":true}
1650	1	"1650-northshire-cleric"	6	[]	4	1635	1	"Terese Nielsen"	3	1	1	"북녘골 성직자"	"하수인이 치유될 때마다 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ec71cfc8d29a837a6f233d4427b2a8139b97c8a06d47f11ecebd5768633bc1b3.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5a7acd707636e81868e38de1775eec5c11408e6c3849f8f37cc3a64da6c4b837.png"	"탄압받고 괴로워하는 자들을 돕습니다. 쿠키도 팝니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7bcaff0c2bfcd2378212e3eca1e308fe25cd580dff11fc0513665e29f743ab73.png"	{"relevant":true,"constructed":true}
59400	1	"59400-vulpera-toxinblade"	7	[]	4	1443	1	"Ivan Fomin"	3	3	3	"불페라 독날"	"내 무기의 공격력이 +2 증가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fe2608b7fb7ff23d4a678279f8c463a1854d9122c31655493f3053bae6cf5bfc.png"	""	"날이 잘 들긴 하지만... 혹시 모르잖아요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fcabc7eda32441ebfdc216f48fe7b6cbd808333b9afd8c57c2ff7dd01d3b8106.png"	{"relevant":true,"constructed":true}
46118	1	"46118-shrieking-shroom"	12	[]	4	1004	3	"Matt Dixon"	2	1	3	"비명쟁이 버섯"	"내 턴이 끝날 때, 비용이 1인 무작위 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/acc808ff1c26f9fcb51412198dc53a7e58a0f030b996b23b74c6c7bfe596c6a3.png"	""	"버섯스타 K에 나갈 준비 중인 연습생이라 늘 60초 후에 말을 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0791b996c3dcfcde447648e432afbb468afb2ec1768eb8fc583d9ae3a1502d65.jpg"	{"relevant":true,"constructed":true}
79581	1	"79581-crooked-cook"	12	[]	4	1691	3	"Matt Dixon"	4	1	2	"비열한 요리사"	"내 턴이 끝날 때, 적 영웅에게 피해를 3 이상 줬다면, 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/22e2ceaf487bce00705a98f6d417e7339fe4bcfe4cfa42ffa65b5ef977b904c6.png"	""	"사람은 언제 죽는다고 생각하냐고요? 독버섯 수프를 먹으면 죽지요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/803fdffae7f75405e4a5d31d276c3ed76400beb49ae538bac8f1de1eb6a57617.png"	{"relevant":true,"constructed":true}
39426	1	"39426-arcane-giant"	12	[]	4	23	4	"Dan Scott"	8	8	12	"비전 거인"	"이번 게임에서 내가 시전한 주문 하나당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/098d09978149b1c0baeacd0765cda58f57ed99b9f7231e529128f36ed5ce8b35.png"	""	"카라잔의 지맥에 끌려 여기까지 왔다고 합니다. 사실은 모로스의 요리 솜씨에 반한 것이지만요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/09245cf0e68b9bc6615e44d8515a2ccb1b7a46c31662002119caabdf599cf467.jpg"	{"relevant":true,"constructed":true}
797	1	"797-lightwell"	6	[]	4	3	3	"Blizzard Entertainment"	5	0	2	"빛샘"	"내 턴이 시작될 때, 피해를 받은 아군 캐릭터의 생명력을 3 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3214f9345e1a72cd34f5b6134924bdfdbd1b2ee66aa3a5533899e092de3db60b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/73f267d3853d9dafc6bbf53ef5a0183e69d837fc0b9ac252fd6504dee2053dfc.png"	"사람들이 빛샘을 무시하는 걸까요, 아니면 안 보이는 걸까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4f712870c364c5bb5e43674aba2a06b722e063f7b065636e0be024184e96054.png"	{"relevant":true,"constructed":true}
1655	1	"1655-lightwarden"	12	[]	4	3	3	"Erik Ko"	2	1	1	"빛의 감시자"	"캐릭터가 치유될 때마다 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5fa2b4480b94890423c9f298cdd64e4d4e0e1db30bb5605b40b0605909a0971c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b8094540679887d00cde94de5d7978e63c101969425c7a584ca2f96bce8e4b6.png"	"빛의 감시자의 폭력성을 알아보기 위해 캐릭터를 치유해보겠습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9c087e4c2395431774ec055799156e38b5f26a4e381b254c7202ba62c6d58d27.png"	{"relevant":true,"constructed":true}
54288	1	"54288-desert-obelisk"	12	[]	4	1158	4	"Daria Tuzova"	5	0	5	"사막 방첨탑"	"내 턴이 끝날 때, 내 전장에 이 하수인이 셋 있으면 무작위 적에게 피해를 5 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b6436065cbdcf57e15ea5627098296719db582eab3c62b51d59fe1b504aa94db.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1845ad649c101c85d90e6aeb94c9295205e0ca498fe8226747abfc6568c17ccc.png"	"별의 방첨탑은 울둠 전체를 다른 이들에게서 숨길 수 있습니다. 혹은 무작위 적에게 피해를 줄 수도 있고요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/460742f0181ec7f58cf787c467815833374ca1b6056acb19c65e9042eaad01f4.png"	{"relevant":true,"constructed":true}
36111	1	"36111-animated-armor"	4	[]	4	20	3	"Mike Sass"	4	4	4	"살아 움직이는 갑옷"	"내 영웅이 한 번에 받는 피해가 1로 고정됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/46abc18b9e988d7bcafaef6111a61af3109f36f4726535b9e22ed64ceb629ecb.png"	""	"이걸 한번 입어보세요. 잠시만요, 카메라 좀 가져올게요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/93139b36c7a9a143ba47554d1376488fc66d10e122cb70c21115bcc4b07fdbf6.jpg"	{"relevant":true,"constructed":true}
42810	1	"42810-animated-berserker"	10	[]	4	1001	1	"Konstantin Turovec"	3	1	1	"살아 움직이는 광전사"	"내가 하수인을 낸 후에, 그 하수인에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a289f6c88468d295e6c0e67d4682c886725321e112dfa9443b6519eb43f75770.png"	""	"살기 전부터 움직여서 살려내기가 어렵다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b87aa148cf1aab82f58bb2c25e961d13b8c3d0d3b2c61e2685eb90287eeb4c0.png"	{"relevant":true,"constructed":true}
38669	1	"38669-validated-doomsayer"	12	[]	4	21	4	"Dany Orizio"	7	0	5	"살아남은 파멸의 예언자"	"내 턴이 시작될 때, 이 하수인의 공격력을 7로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7f94c30179a5a9ac4248d6b1ce95962cb02b241574a6506122faf5aff9605c8a.png"	""	"자신의 예언이 맞았다는 것에 아주 만족합니다. 하지만 벌목기에서 등장하면서 모든 이들의 주목을 받던 그때가 그립다고는 하는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0863605b5d932be5b384f7b5715e67a2a1ab2538398bba13ac27d83f76205baf.png"	{"relevant":true,"constructed":true}
59457	1	"59457-shando-wildclaw"	3	[2,3]	4	1443	5	"Zoltan Boros"	3	3	3	"샨도 와일드클로"	"<b>선택 -</b> 내 덱에 있는 모든 야수에게 +1/+1을 부여합니다. 또는 아군 야수로 변신합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/56b58af59618227edf5a0876f32c796d7b8fa8a40f22bf1530f79d306021e778.png"	""	"학위와 더불어 발톱 긁개도 갖추었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/560d8b14d3bc598ca24e3f383dd23bd401d5a9058cbd3766f0215e30df48fe38.png"	{"relevant":true,"constructed":true}
70238	1	"70238-frostwolf-warmaster"	12	[]	4	1626	3	"Arthur Bozonnet"	3	3	4	"서리늑대 전투대장"	"이번 턴에 내가 낸 카드 하나당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/af8a2bce693d18b74647584624966389df07e715399fa3aa6f55771c2fd504e0.png"	""	"\"전리품은 거저 얻을 수 없지... 물론 나에게는 해당하지 않는 말이지만!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aacf03fbc583ca8685732880b22c30b9282d501bd5de9cecac6b30e569eb7a71.png"	{"relevant":true,"constructed":true}
90	1	"90-chillwind-yeti"	12	[]	4	1635	2	"Mauro Cascioli"	5	4	4	"서리바람 설인"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7716f3bd457e639e3d56df081dad8f69a1cbd23fc40a55304b896d5564d46d13.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/09e2d99a7e5ffa3eb14a73aca3b2612cbdf2058340032d904b167ca0653be703.png"	"사실 산에서 내려와 국수 가게를 여는 게 꿈이지만, 차마 그럴 용기가 없다네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/376778eaa4e07202c06184221f5047bbc0a56c4fe23993118dea09d4b22b8b8c.png"	{"relevant":true,"constructed":true}
84398	1	"84398-keeneye-spotter"	3	[]	4	1776	1	"Valeria Styajkina"	4	3	3	"서슬눈 관측병"	"내 영웅이 하수인을 공격할 때마다 그 하수인의 생명력을 1로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b6315828d1f51d73d6a106df7639cbe864f90f231139a33ab81e1f2582feb201.png"	""	"\"아냐, 렉사르. 명치가 아니라 하수인! 그래, 그거. 잠깐, 안 돼!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f547f02b824e2d853e1b84a3ee722eeb4923f3c08b06a3f08f0861c280b1d480.png"	{"relevant":true,"constructed":true}
76968	1	"76968-creepy-painting"	12	[]	4	1691	1	"Vladimir Kafanov"	6	0	3	"섬뜩한 그림"	"다른 하수인이 죽은 후에, 그 하수인으로 변신합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2df00b89ace76dcba829ebf2189a674cb55b6e7853cc1e862bf65876e6a4805c.png"	""	"이 그림은 마음에 들지 않네요. 왠지 우릴 비웃는 것 같단 말이에요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a428c2dbb307c239cdd6b6f98f002ef900785ee8d4621eddee2ad1ee15af41e5.png"	{"relevant":true,"constructed":true}
84301	1	"84301-sunfury-champion"	10	[]	4	1776	4	"Caroline Gariba"	3	1	1	"성난태양 용사"	"내가 화염 주문을 시전한 후에, <b>모든</b> 하수인에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b57380e6c65521ad96709a28e2e1b512e7a86361d666e180c3308d07e9c15f7e.png"	""	"블러드 엘프 제과 대회 12회 연속 우승자입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5b8ff28f81631949daa1ed58159e163a71793c223c60079c0d8334e47d729d63.png"	{"relevant":true,"constructed":true}
93434	1	"93434-sanctum-spellbender"	12	[]	4	1776	4	"Vika Yarova"	6	3	4	"성소 주문왜곡사"	"상대편이 다른 하수인을 주문의 대상으로 지정할 때마다, 대신 이 하수인이 대상이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ffed575c29be6d42fbb8f8dbf164725419a8aa577f6a40d8bb452da320d454b6.png"	""	"\"이것도 주세요... 저것도... 그것도요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9f45f59a83e596d5660c8491a43fa51415fe6004a332d86241def4af1fe0f223.png"	{"relevant":true,"constructed":true}
45263	1	"45263-sonya-shadowdancer"	7	[]	4	1004	5	"J. Axer"	2	2	3	"소냐 섀도댄서"	"아군 하수인이 죽은 후에, 그 하수인을 비용이 (1)인 1/1 하수인으로 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/25fe5a719b433a38c4204ff8be40c0490cb6141b04ef8a84156a69cdd102e09a.png"	""	"사랑하라, 한 번도 상처받지 않은 것처럼. 춤춰라, 1/1 하수인이 지켜보는 것처럼."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/28ab8c10c05d3315eea3be1de486c2f472aa37a9506d63e2d5ce66df37339610.jpg"	{"relevant":true,"constructed":true}
64705	1	"64705-package-runner"	12	[]	4	1578	1	"Agatha Zhou"	6	5	3	"소포 배달원"	"내 손에 카드가 8장 이상일 때만 공격할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1a8fafb01b9f2dda3a77fb4c4fe8c62262b4cdbbd122876df97f8bfc9b8c324f.png"	""	"좌우명은 신속배달, 당일배송입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3685a524c327b529531e46f41729f568463b9bcff632873e2177810ae3a08892.png"	{"relevant":true,"constructed":true}
2958	1	"2958-summoning-stone"	12	[]	4	20	3	"Jason Kang"	6	0	5	"소환의 돌"	"내가 주문을 시전할 때마다 같은 비용의 무작위 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5972b671c7a1c8c9e54ec1288031ef06fb87c9d317afa490e79b9729aca9c39c.png"	""	"미리 오지 않고 상습적으로 소환을 해달라는 공격대원이 꼭 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dadbf6508edf186dad31cf856293d6a2b5cd8972b24137a61cf9014c4c807766.png"	{"relevant":true,"constructed":true}
969	1	"969-summoning-portal"	9	[]	4	3	1	"Tyler Walpole"	4	0	4	"소환의 문"	"내 하수인들의 비용이 (2) 감소합니다. 단, (1)보다 낮아지진 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7446d0187873002a878164b5a1b73901ef4f2c98474339b3d530f2c2fb970557.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a8293607b5ac2d0a22e336e8b95d87a081dc3bc79e8b909e59c84d689414edc.png"	"1 미만으로는 안 내려간다고요! 헛수고하지 마세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5129dd7ebb040758ff67c27b753afa997b55201109f68f748894fe151852f8b4.png"	{"relevant":true,"constructed":true}
53545	1	"53545-crystal-merchant"	2	[]	4	1158	4	"L. Lullabi & K. Turovec"	4	1	2	"수정 상인"	"내 턴이 끝날 때 마나가 남아 있으면, 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac4bc3111f2ef123231d7833caa97aea588f4c990b649f57e74717909021fe55.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d589175686368725769f10cd11258d5113fc874c4a54b29d0bfe0aaac5b27761.png"	"\"왜 딱코가 아니냐고 불편해하지 않을 테니 너도 이거 어디서 났냐고 묻지 마.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2f096ce7a055e8ddc1c6af2041cc122ec6a0ec7310dc81957fe8d6ed2e950b74.png"	{"relevant":true,"constructed":true}
2225	1	"2225-grove-tender"	2	[]	4	13	3	"Chris Rahn"	4	2	3	"숲 뜰지기"	"<b>선택 -</b> 각 플레이어가 마나 수정을 얻습니다. 또는 각 플레이어가 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/52b0f9311414f40adcdc4f82de8ad0e559654988304dadb8ea80bf033b533f00.png"	""	"\"아, 광활한 자연이여!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d816f34b8706aa24304d27850cb7884b94758b5a0586924c2de9b8bda59a5190.png"	{"relevant":true,"constructed":true}
71244	1	"71244-stormwind-avenger"	5	[]	4	1626	1	"Anton Zemskov"	5	1	3	"스톰윈드 복수자"	"내가 이 하수인에게 주문을 시전한 후에, 이 하수인은 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5ce0ae0e8f7d5cd98df2370a073152127468017eb2a8c17a2036708173681460.png"	""	"\"네가 힐해 주면 내가 딜 넣는다니까.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d14b8aab20fb52bcd4ef62fda6dbf0783a2a4395b3f84a7b46655b3d50f79630.png"	{"relevant":true,"constructed":true}
753	1	"753-stormwind-champion"	12	[]	4	1635	2	"Doug Alexander"	7	7	7	"스톰윈드 용사"	"내 다른 하수인들이 +1/+1을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a259803cb983041f0a74debaaf4e27d76fd460773356b5142ceaa75c85081563.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d4ff510d2a9355df3825b05d96de8392ace49f16f1c701b595c26d52b02fa698.png"	"데스윙이 스톰윈드를 쑥대밭으로 만들었을 때, 분대에서 유일하게 살아남은 병사입니다. 그는 지금 답답함에 속이 부글부글 끓습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1cba71d2febe5022935fe69fba600be9aab49d7c85444219fafa5a5f9be7dfc4.png"	{"relevant":true,"constructed":true}
