id	collectible	slug	classId	multiClassIds	minionTypeId	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds	duels
84302	1	"84302-darkhan-drathir"	9	[]	11	4	1776	5	"James Ryman"	6	6	7	"다르칸 드라시르"	"<b>생명력 흡수</b> 내 턴이 끝날 때, 적 영웅에게 피해를 6 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb6ccba768b138167225a107c8638b842dcf1e12e3d7afd0b659439c9581055b.png"	""	"혼을 쏙 빼놓는다니 정말 사악하군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c7776229257d43748c4281347eb7a8ccb481ca3d72cb179092a4b2e86520931.png"	[38]	{"relevant":true,"constructed":true}
65704	1	"65704-multicaster"	12	[]	23	4	1578	3	"Mauricio Herrera"	4	3	4	"다중 주문술사"	"<b>전투의 함성:</b> 이번 게임에서 내가 시전한 주문의 속성 종류만큼 카드를 뽑습니다. <i>( )</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ed46099857aac95c511395a47e490558d2dd8db41f44dcec749126b55518436e.png"	""	"무슨 특성인지 도통 알 방법이 없네."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8f79f559742416adca39d13c8ec8003ffdc10de673074f4258a62b45ced8fe88.png"	[8]	{"relevant":true,"constructed":true}
61629	1	"61629-darkmoon-rabbit"	12	[]	20	4	1466	4	"Matt Dixon"	1	1	10	"다크문 토끼"	"<b>속공</b>, <b>독성</b>, 공격하는 대상 양옆의 하수인들에게도 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6d6f078b3654db66ac3d287a25fb29c7c451f497cdce90b0b98660cb205f0034.png"	""	"자세히 보니 이 토끼는 시계가 없더군요! 이때 뭔가 아차 싶더라고요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f2024219b92e9f36faba0aa7482a8a2343e65f6c3c646491ec149c4a37749d60.png"	[32,53]	{"relevant":true,"constructed":true}
61699	1	"61699-darkmoon-tonk"	3	[]	17	4	1466	3	"Zoltan Boros"	5	8	7	"다크문 통통 전차"	"<b>죽음의 메아리:</b> 피해를 2씩 주는 포탄 네 개를 무작위 적들에게 발사합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/904e21787b6125f3146da2a956ad2bef08006dc14cf0c1ab881535f0a79c83ba.png"	""	"돌격 준비 완료!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/06c810b1ddfb2c9f57eb62154edc5fa14e16380f6d577f6d04954ca21f430e03.png"	[12]	{"relevant":true,"constructed":true}
45930	1	"45930-plated-beetle"	12	[]	20	4	1004	1	"Ian Ameling"	3	2	2	"단단한 딱정벌레"	"<b>죽음의 메아리:</b> 방어도를 +3 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/13ef732ceb1c21a611330a20070a6ba49854b93bd8096dad07c2ca266b79941f.png"	""	"\"딱정벌레를 머리에 둔 건 나 보라는 친절인가?\" \"뭐라고? 이건 그냥 최신 유행 모자야. 이거 완전히 도끼병이네.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/053d93f18639a6bde984798418ffefc98a35d0e664c0b474b7433d1b09ce2eb5.jpg"	[12]	{"relevant":true,"constructed":true}
54495	1	"54495-colossus-of-the-moon"	12	[]	11	4	1158	5	"Alex Horley Orlandelli"	10	10	10	"달의 거인"	"<b>천상의 보호막</b> <b>환생</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b470cb8d185b31a02713bca95ca08aecd8539bed1e6f0b80cdb615f3c7e1665d.png"	""	"부활하면 그믐달의 거인이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c891dda85ac2b8650fee180486573912dc1efc28fcc6a2401175f2dcfec576f9.png"	[3,78]	{"relevant":true,"constructed":true}
84388	1	"84388-daring-drake"	5	[]	24	4	1776	1	"L. Lullabi & K. Turovec"	4	4	4	"대담한 비룡"	"<b>속공</b>, <b>전투의 함성:</b> 내 손에 용족이 있으면, +1/+1을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c5fc3f2ebc4e0548d98962450526165f45aca8fca37d3a25b4856f9c6356806a.png"	""	"첫째도 대담함, 둘째도 <i>대담함</i>이랍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a63f75e53cd5795e6d7d94cbddbb95aaf71e3c16d3bd8959095d586c08014f14.png"	[8,53]	{"relevant":true,"constructed":true}
63508	1	"63508-earth-revenant"	8	[]	18	4	1525	3	"Jakub Kasper"	6	2	4	"대지 망령"	"<b>도발</b>, <b>전투의 함성:</b> 모든 적 하수인에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a6d120d41c5428cc1345a2fa0f53f2aa03aa1cd611a4dbebc572a2a13536b9ea.png"	""	"너희 내가 여기 둔 돌 다리 한 쌍 봤어?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/412627928261f904f1f30217077d3a1ab86cd07594fe6c78c50f0507e7ffc363.png"	[1,8]	{"relevant":true,"constructed":true}
1141	1	"1141-earth-elemental"	8	[]	18	4	3	4	"Dan Scott"	8	7	5	"대지의 정령"	"<b>도발</b> <b>과부하:</b> (2)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/728570ed70703670c264a48cea4f64367bc854d4eb7b43af5f10496142f359f5.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b6c3c584a492e2d047f970b5595ba3d477ade13efe1905a5d6fb73d66ded9271.png"	"한 대 치는 순간, 계란이 되는 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81420d8b43559cd9c848d4f484ea8f2c5118bba1b48cefabf767ab7dadea9c21.png"	[1,14]	{"relevant":true,"constructed":true}
834	1	"834-deathwing"	12	[]	24	4	3	5	"Bernie Kang"	12	12	10	"데스윙"	"<b>전투의 함성:</b> 전장의 다른 <b>모든</b> 하수인을 처치하고 내 손에 있는 카드를 모두 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3446c934daf167799fc829a4aa1bd1c9c071de8bbbe30e1d98c5d137fdc4bc7a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f6c077599e31e7d1eb698c04b246bba13b4fbbf7b6d82f403b37042408a2e5c0.png"	"한때 고귀한 용족 넬타리온이었던 데스윙은 이성을 잃고 아제로스를 산산조각 냈습니다. 사춘기였나봐요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c0b07efc3c0f66b333c6fb92945f2b9d3c56c034dd376d9daf6a4f84fc22ef61.png"	[8]	{"relevant":true,"constructed":true}
71295	1	"71295-spawn-of-deathwing"	9	[]	24	4	1626	1	"Ivan Fomin"	6	6	5	"데스윙의 피조물"	"<b>전투의 함성:</b> 무작위 적 하수인을 처치합니다. 무작위로 카드를 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/823c857f2abb3f3015259f2b9aa680fdca28d8361688194e067ed2cc73e59132.png"	""	"오구오구, 세계를 위협했다고? 아이고, 잘했다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3267957e37f3800c358b8f28e7d68fb93a2684a1280c0878dc01cefbd85a4f24.png"	[8]	{"relevant":true,"constructed":true}
65677	1	"65677-defias-leper"	6	[]	23	4	1578	1	"Anton Zemskov"	2	3	2	"데피아즈단 노움"	"<b>전투의 함성:</b> 내 손에 암흑 주문이 있으면, 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0e1d3109f377b2e7c23e030753933c49175741bfb4ab8017cef322f8b41cf56f.png"	""	"쿠키가 주는 해물잡탕은 절대 먹지 마세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0bd5b969ae92d8094422c4d43701b18d806a06cc542b9cd371d03f63b509fb83.png"	[8]	{"relevant":true,"constructed":true}
65645	1	"65645-edwin-defias-kingpin"	7	[]	23	4	1578	5	"Zoltan Boros"	4	4	4	"데피아즈단 두목 에드윈"	"<b>전투의 함성:</b> 카드를 뽑습니다. 이번 턴에 그 카드를 내면, +2/+2를 얻고, 이 효과를 반복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f37039cfa4727dec46b1554308de407d3d993383570ea46aea585be34a0194d3.png"	""	"명예의 전당에 앉아있으면서 스톰윈드를 전복시킬 순 없죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/249cb190e98b2a36174af68e7a0ad65415612f2f6865a9d3498acd7643b4da4e.png"	[8]	{"relevant":true,"constructed":true}
43474	1	"43474-stoneskin-basilisk"	12	[]	20	4	1004	1	"Julian Del Rey"	1	1	3	"돌가죽 바실리스크"	"<b>천상의 보호막</b> <b>독성</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b690403b06e2d2585d36b0ccdf757bd08240846b9c736f6608c204a1033d162f.png"	""	"바실리스크의 눈을 보면 돌이 된다고 하죠. 이 녀석은 거울을 들여다 본 뒤로 이렇게 됐습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a57077952561fa554a0eeea1d6516d7dadcb261e491bfadc860abcc0e1e2a28d.png"	[3,32]	{"relevant":true,"constructed":true}
63701	1	"63701-stonemaul-anchorman"	10	[]	23	4	1525	1	"Matt Dixon"	6	4	5	"돌망치 닻꾼"	"<b>속공</b>, <b>광폭:</b> 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/044f7f39ec617422e5f01ea2d8baa8568ebfae11c197863e0b2a4f2e6a3d7491.png"	""	"\"이 친구는 네가 양피지에 뭘 적어놓든 그대로 읽어줄 거야. 그 어떤 내용이라도.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9de619498e93f74017dc7b6d78a93c9bcd88eea9e259cccae98bbc729ee599c9.png"	[53,99]	{"relevant":true,"constructed":true}
648	1	"648-stonetusk-boar"	12	[]	20	4	1635	2	"Howard Lyon"	1	1	1	"돌엄니멧돼지"	"<b>돌진</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8b401bf0b3ecea67a286b316bf6da6ca0dc97897d1e4dfe32d17e1389aebb01b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a97888f24cf2c1081b9ff2615e39b84fa669082a68734df2311ae070d45a2344.png"	"손에서 나와 상대에게 달려가려고 안달입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1444899605de5229a5e19feae93fe21e75f074bb1a913cf1ef2e1f2abb2db62c.png"	[4]	{"relevant":true,"constructed":true}
39839	1	"39839-zoobot"	12	[]	17	4	23	1	"Matt Dixon"	3	3	3	"동물원로봇"	"<b>전투의 함성:</b> 무작위 아군 야수, 용족, 멀록에게 각각 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0acb79556f571192e1e46b144b683d5275bb121b07e4f7c2149e158c81ef461e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bcece65c338c2b6ee64cf7fe5873fa0580dcdd0bdbdd9eaa9b159b6fd0b73dad.png"	"멀록은 왜 없냐고요? 이 사진을 찍고 있었거든요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e0d62229cb9e5a79b105b19500fe2b40330d56c297af08709500db92e8f460a.jpg"	[8]	{"relevant":true,"constructed":true}
59027	1	"59027-steward-of-scrolls"	12	[]	18	4	1443	1	"Ware Lee"	4	4	5	"두루마리 관리자"	"<b>주문 공격력 +1</b> <b>전투의 함성:</b> 주문을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8d152c6308bdebac8b05b374cc387ed65b4c13e8d0333e55612ad07f71eed79a.png"	""	"이런 망할! 잉크 정령이 논문 위에 엎어졌잖아!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eedbaae63d1a996a175bbae25e0f3131d716f492362e27df58424753a57260a5.png"	[2,8,21]	{"relevant":true,"constructed":true}
63029	1	"63029-thickhide-kodo"	2	[]	20	4	1525	1	"Zoltan Boros"	5	3	4	"두툼가죽 코도"	"<b>도발</b>, <b>죽음의 메아리:</b> 방어도를 +5 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f42e81106089b3eb473c47057c6664e308f88b665f447943ead4fda6099d9618.png"	""	"전문 기술이 도입되자 코도의 개체수가 눈에 띄게 줄었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d198252bc4b935e6811d67b9723c2aeeb56bcf44197370c4784853811ae7a0a3.png"	[1,12]	{"relevant":true,"constructed":true}
41305	1	"41305-nesting-roc"	12	[]	20	4	27	1	"Paul Mafayon"	7	4	5	"둥지를 튼 로크"	"<b>전투의 함성:</b> 내 전장에 다른 하수인이 둘 이상 있으면, <b>도발</b>을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d2d24b4b10207b1b93f4d50b1b1c0934f524ee29b5e29529ab5363b771559ac7.png"	""	"로크의 알은 오믈렛이나 샌드위치를 만들 때 아주 좋습니다. 밀렵꾼을 유인할 때에도 유용하죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f8cd1644769a7011686c504d56fd6e98effe12967ef865b37530e0855fe700ac.jpg"	[1,8]	{"relevant":true,"constructed":true}
80087	1	"80087-drakkari-embalmer"	12	[]	11	4	1776	1	"Chris Rahn"	4	3	3	"드라카리 장의사"	"<b>전투의 함성:</b> 아군 언데드에게 <b>환생</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f7e0e3aebe8c7957729e26fa83e41025e46a7bc5a55dce97a96a030ebf0c251d.png"	""	"트롤은 어디에나 있습니다. 살아서도, 죽어서도, 온라인 토론장에서도."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/88f57437eaa97e9b72d694d6e472bb7d6bb1957c214fbe0ebcd117743d79ac15.png"	[8,78]	{"relevant":true,"constructed":true}
59947	1	"59947-rattlegore"	10	[]	11	4	1443	5	"Ivan Fomin"	9	9	9	"들창엄니"	"<b>죽음의 메아리:</b> 이 하수인을 -1/-1인 상태로 다시 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/600de1e0905e838bc82f525f520406f9cb1c80eff02fdc4d99554114a9c6fc39.png"	""	"지금은 흉측하지만 20/20 때는 꽤 잘생긴 하수인이었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ec8380c4adf22aa2ec25fd910fbd1a6417c452093f8b960564e9b7d2e7e94a75.png"	[12]	{"relevant":true,"constructed":true}
65678	1	"65678-copycat"	6	[]	20	4	1578	3	"Dave Allsop"	4	3	3	"따라쟁이"	"<b>전투의 함성:</b> 상대편이 다음에 내는 카드를 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4a0721bb9d8e480f9668ca7be585dbbfc6c8a7ee19c81d49b34bf24ee6e37c00.png"	""	"무슨 일이 있어도 그 둘이 서로를 만나게 둬서는 안 돼."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/22ece6f97174f740ceaa2a905c589c88c062075a83d1831866109a652a26d107.png"	[8]	{"relevant":true,"constructed":true}
41875	1	"41875-chittering-tunneler"	9	[]	20	4	27	4	"Slawomir Maniak"	3	3	3	"딸깍거리는 실리시드"	"<b>전투의 함성:</b> 주문을 <b>발견</b>합니다. 그 카드의 비용만큼 내 영웅에게 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6bddf2e28df04c04851068eb735ac7fe79296743a558afab6869293270df40f3.png"	""	"땅에 귀를 댄 그는 딸깍거리는 소리를 해석하기 시작했습니다. \"주문이 필요해? 나도 필요해...!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f0b266ea7d6172cbee2201f35e096bb40d3799582d29f9ca4a735de23325dad3.jpg"	[8,21]	{"relevant":true,"constructed":true}
41873	1	"41873-lakkari-felhound"	9	[]	15	4	27	1	"Dave Allsop"	8	3	4	"락카리 지옥사냥개"	"<b>도발</b>, <b>전투의 함성:</b> 비용이 가장 낮은 카드를 2장 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e43036e9692cefcacbde5510e692b4df19b270ec990213410e3b45956ef7225.png"	""	"재투성이인 몸으로 카펫에 뒹구는 걸 즐깁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e6e9134659703818bc89785ec3f36a0598cc1c2c902c329ed5271e0a8d84d069.png"	[1,8]	{"relevant":true,"constructed":true}
2922	1	"2922-mounted-raptor"	2	[]	20	4	20	1	"Ben Zhang"	2	3	3	"랩터 탈것"	"<b>죽음의 메아리:</b> 비용이 1인 무작위 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/722f57e3b973c1b0cbb0e4f0925a151c6ff16678a4afdfa359ace766b6df5690.png"	""	"영특한 녀석 같으니!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c7d05600564d87331a024e10fd8c89f0b0758d9ccc506ee772c73baebb2717e.jpg"	[12]	{"relevant":true,"constructed":true}
1914	1	"1914-loatheb"	12	[]	11	4	12	5	"Samwise"	5	5	5	"로데브"	"<b>전투의 함성:</b> 다음 턴에 상대편이 시전하는 주문의 비용이 (5) 증가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e0c4d11c94aafb81f9a32b88bb8758fa420be6eb6dbda2051c42116a5192212b.png"	""	"평범한 수렁 괴물 로데브, 몸에서 버섯 재배 수확 '충격'"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/483a1864c2e1ebae5846a1ba6ded9ef13c8b975e5330aafdeb3e8ebb13e706aa.png"	[8]	{"relevant":true,"constructed":true}
43031	1	"43031-lilian-voss"	7	[]	11	4	1001	5	"Gonzalo Ordonez"	5	4	4	"릴리안 보스"	"<b>전투의 함성:</b> 내 손에 있는 모든 주문을 <i>상대편 직업</i>의 무작위 주문으로 교체합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bd4d599995108331f2b3748c19a85085a22da4871b58d4537089b8546395a0ac.png"	""	"동정심도, 후회도, 공포도 느끼지 않습니다. 모든 강령술사들을 사냥하기 전까지 그녀는 멈추지 않을 것입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7626ba0860d7c4fd84ca3019da62d64c5b1c4e0a469a23a591660d52998ecb0.png"	[8]	{"relevant":true,"constructed":true}
59259	1	"59259-manafeeder-panthara"	12	[]	20	4	1443	1	"Jakub Kasper"	3	2	2	"마나탐식자 판타라"	"<b>전투의 함성:</b> 이번 턴에 내가 영웅 능력을 사용했다면, 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4dc9b17f933b5c9adfac53b8aa059b7a575b341dbab32b3bee65c5dab722a7d3.png"	""	"마나, 크리스탈 사료, 심지어 당신의 요깃거리까지 가리지 않고 먹습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cdc97a5e2386bc8dd2a6b96e00352765cc834e4715e0f074688f969730918032.png"	[8]	{"relevant":true,"constructed":true}
66869	1	"66869-malygos-the-spellweaver"	12	[]	24	4	1637	5	"Zoltan Boros"	12	4	9	"마법의 지배자 말리고스"	"<b>전투의 함성:</b> 내 손이 가득 찰 때까지 주문을 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d3e21693a405b9cf5179bcd0e1c6e5c9e3bba42a801382f8a9944fc067072ab1.png"	""	"수많은 해가 지나고, 말리고스는 필멸자들의 마법 사용을 허가했습니다. 모든 마법을요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ed54684fe2d822d052dadd2f6ae87ee3dbdcba8432940835884b7b8702951c88.png"	[8]	{"relevant":true,"constructed":true}
2047	1	"2047-force-tank-max"	12	[]	17	4	13	1	"Nutchapol Thitinunthakorn"	7	7	8	"막강 에너지 전차"	"<b>천상의 보호막</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/50e128047b260834bb6fc73913cf73c2a49ddcc820bcffa1b82831573cf031d6.png"	""	"이 에너지 전차를 만드는 공장은 타나리스에 있습니다. 하지만 딱 2대밖에 못 만들었답니다. 예산이 초과돼서요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/67ab314cbb879e3781085b9bacf21d977b7071845945f50e58da4e358a6bd06b.jpg"	[3]	{"relevant":true,"constructed":true}
61203	1	"61203-manari-mosher"	9	[]	15	4	1466	1	"L. Lullabi & A. Bozonnet"	4	3	3	"만아리 춤꾼"	"<b>전투의 함성:</b> 이번 턴에 아군 악마에게 공격력 +3과 <b>생명력 흡수</b>를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4aa3bbab6c7fde17202aac502aaf9426f470e4e5a7b5d2b070b7cf407c172317.png"	""	"아무 노래나 신나는 걸로 일단 틀어주면 춤을 춥니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/459ef6524e9c20a637623169b3f13f80ff83d5fddf0f9870c616d2fc3b998c01.png"	[8,38]	{"relevant":true,"constructed":true}
1986	1	"1986-malganis"	9	[]	15	4	13	5	"Wayne Reynolds"	7	9	9	"말가니스"	"내 영웅이 <b>면역</b> 상태가 됩니다. 내 다른 악마들이 +2/+2를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/941926dbdc542733841f0cb085ecfdd99c75dd9082fed031b7d7b81d2bc497f4.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2ec2899dd2aa3ded68d26b8e7a0b4914c1d3bf0ada413964e94b2be8379f94c7.png"	"배신을 무척이나 싫어하는 녀석이니 이 카드를 버렸다면 뒤통수 조심하세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/99cf4d88d85e72d7f36de2ebc7d84d99fed03c2ba3542325131d0ddefe0dfd15.png"	[17]	{"relevant":true,"constructed":true}
436	1	"436-malygos"	12	[]	24	4	3	5	"Michael Komarck"	12	4	9	"말리고스"	"<b>주문 공격력 +5</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1b9fa044f7d27ed4b8c48b2c19f9952263ce7e4b635c4b972010e978c37bb41d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9ef289f7d21e414dc65496ad9cc7217594876535df18a97d31868a3dc516ce00.png"	"말리고스는 필멸자들이 마법 쓰는 걸 싫어합니다. 완전 많이 싫어합니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/accec3824212110972cf98da3b3e54cb9b9bacd97c6524224328759c4908fca5.png"	[2]	{"relevant":true,"constructed":true}
86655	1	"86655-knight-of-the-dead"	5	[]	11	4	1776	1	"Paul Mafayon"	5	5	3	"망자의 기사"	"<b>전투의 함성:</b> 내 영웅에게 피해를 5 줍니다. <b>마나갈증 (7):</b> 대신 내 영웅의 생명력을 5 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81bd7c2b040ed404088ca0bd7ffed3775ddb91e5d65b8be309d961ddbb4a91e7.png"	""	"성기사는 무슨 일이 있어도 언데드를 처단하겠노라는 서약을 지킵니다. 설령 본인이 언데드로 전락하더라도 말이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9c6107483da82cdc64d5d0f4727bb66f1c9ea0426fee66be3504245605b3216e.png"	[8,257]	{"relevant":true,"constructed":true}
1791	1	"1791-maexxna"	12	[]	20	4	12	5	"Howard Lyon"	8	2	6	"맥스나"	"<b>독성</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/af4a2db4468c92407d70617ecd36a7daf3e7b4da07649b1dedd5ec61ba97ccd3.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a67754f06b01d00c6c3aa1429e8603710a21bdaf6e9dc5a66b8506abe658d29d.png"	"맥스나는 사람들이 자신을 \"맵시나\"라고 부르는 걸 싫어합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/004d94549301f1e1d6d4dc1ea257e96247c83a26d936448bb565f695dbd6d2c1.png"	[32]	{"relevant":true,"constructed":true}
62486	1	"62486-venomous-scorpid"	12	[]	20	4	1525	1	"Ian Ameling"	3	1	3	"맹독 전갈"	"<b>독성</b>, <b>전투의 함성:</b> 주문을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/08e5d0bde25021071b4b1c5a7738421e4aa9044d450802be1b1460eb583a5db2.png"	""	"\"아주 귀여운 전갈\"이란 거프의 말을 믿지 마세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d3b843636aff8e802a308327fc07fbb4ce99dfab8ca95bf96082c7836398329.png"	[8,21,32]	{"relevant":true,"constructed":true}
42446	1	"42446-venomancer"	12	[]	11	4	1001	1	"James Ryman"	5	2	5	"맹독술사"	"<b>독성</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c52cb491324dfecd4994974f32427293921f399828c37167344a36bd3f230ff7.png"	""	"일반 술사들보다 한 여덟 번은 더 죽는 듯합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/275ff600f6849831bb81faeab1b3014dd772b3fe60cf6d1b68ae72eb08565e09.png"	[32]	{"relevant":true,"constructed":true}
76261	1	"76261-inkveil-ambusher"	7	[]	92	4	1658	3	"Vika Yarova"	2	1	2	"먹물장막 잠복꾼"	"<b>은신</b>, 공격할 때 공격력을 +3 얻고 <b>면역</b> 상태가 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/221f986e7b36f0ebf1651940fd4aa0c22686ac6bfb54c00354d27876ad1bacc4.png"	""	"착각하고 계시군요. 겁먹은 <i>당신</i>에게 먹물을 뿜는 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a32c3ac367c3f8ce361b649be25a5cf55b9357816d069497a0a669981cc486ab.png"	[6,17]	{"relevant":true,"constructed":true}
618	1	"618-dust-devil"	8	[]	18	4	3	1	"Raymond Swanland"	1	3	1	"먼지 악령"	"<b>질풍</b> <b>과부하:</b> (2)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/88b06bc4a74f7a92291fe748df47ec11d7face2e7668801dbeb58950536e5332.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e77180e14b7ad0da3e2867a9845463828d39a06c16c87d8a3d4590ce58d2c0a1.png"	"서부 몰락지대는 먼지 악령, 대머리수리, 미친 골렘, 해적으로 가득합니다. 대체 왜 여기 사람이 살까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/980f0b95b5f51a6175778a4c381210b1952e8d4a6fa9e82e414a00fa050d4183.png"	[11,14]	{"relevant":true,"constructed":true}
79935	1	"79935-murloc-holmes"	12	[]	14	4	1691	5	"Matt Dixon"	4	3	3	"멀록 홈즈"	"<b>전투의 함성:</b> 상대편의 카드들에 대한 단서 3개를 풀면, 그 카드들을 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bea528b837c85e69ddfcad475a330a429208a5d80b15101bf1b9cad76bae6b4d.png"	""	"불개굴한 것을 제외하고 남은 것은 아무리 아옳이 되지 않더라도 진실일 수밖에 없지옳."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/29ee75c4b4f972c577b60cbee746d6d6664e6f0227d0521cd7d8932b41ab971b.png"	[8]	{"relevant":true,"constructed":true}
