id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds
40339	1	"40339-hidden-cache"	3	[]	5	25	3	"Dan Scott"	2	"숨겨둔 보관함"	"<b>비밀:</b> 상대편이 하수인을 낸 후에, 내 손에 있는 무작위 하수인에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d2081d2343d501269bbbb4d565ae745ab90cd723091f63b96a5d81edec5076a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/89ce87539e76699a559dd165d44bac666706153871907cd3ef01532d0f79749d.png"	"하수구 독성 수액은 풋내기 떡대 하나가 보관함 안에 뚜껑을 열어놓은 우유를 같이 숨겨서 나타났다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f2b956998e41dbea2df2a8d624d49fb337ccb3ae6e3665aa0184fb6e04f509e4.png"	[5]
42525	1	"42525-venomstrike-trap"	3	[]	5	1001	3	"Dave Allsop"	2	"독사 덫"	"<b>비밀:</b> 내 하수인이 공격받으면, <b>독성</b> 능력이 있는 2/3 코브라를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2f98f5656fcbaece63f7a05347a2e8976202f903cb097c9d1f8487a70871b88.png"	""	"내 하수인을 공격하면 배애애앰! 하고 이 녀석이 나오지."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/14fb0ee154cdf3eb581c441133012fb176846add5d6841b484dd2100eafc368c.jpg"	[5,32]
42648	1	"42648-toxic-arrow"	3	[]	5	1001	4	"Zoltan Boros"	2	"맹독 화살"	"하수인에게 피해를 2 줍니다. 그 하수인이 생존하면, <b>독성</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/404a3baaadd2e6262717374bb022078b828ad834cc0f52b65bfa8361dfa3f919.png"	""	"당신을 죽일 수 없는 것들은 당신에게 독성을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ec1566ecb7810e5dec65db82010e3f5c5f7bcbde1f6947ab7c038c9bd5110dae.jpg"	[32]
43359	1	"43359-wandering-monster"	3	[]	5	1004	3	"Trent Kaniuga & James Martin"	2	"떠도는 괴물"	"<b>비밀:</b> 적이 내 영웅을 공격할 때, 대신 맞아주는 비용이 3인 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e157b8b0b99137cece9758311716088cc4d2ace4ad9e4be9f405e267be268c8f.png"	""	"떠도는 자가 모두 길을 잃은 것은 아니...지만 이 괴물은 길을 잃은 게 분명합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/469931b625d47195e7b0fbf520bae7579cab5e6c11d321a12caa6235dcb2d6e0.jpg"	[5]
48770	1	"48770-goblin-prank"	3	[]	5	1127	4	"Mike Azevedo"	2	"고블린의 장난"	"아군 하수인에게 +3/+3과 <b>속공</b>을 부여합니다. 턴이 끝나면 그 하수인은 죽습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fcda7fb30bac000aa75d6d68d0e4c6510dc825aeef69a370c32924307e9ac7a1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/23f03934904644d0b29cac7918b82a00b79592e8bb585ddc7c3082e38251f27f.png"	"\"하하! 속았지?! ...야, 괜찮아?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8e6acf7fd8bda133c682565d4ea51197376bfdfbe7f2a74c4e150cbf372d3563.png"	[53]
48772	1	"48772-cybertech-chip"	3	[]	5	1127	3	"Garrett Hanna"	2	"사이버공학 칩"	"내 하수인들에게 \"<b>죽음의&nbsp;메아리:</b> 무작위 기계를 내 손으로 가져옴\" 능력을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2c5977d0210a5623d75ed347637a5691572983458d6d7651c7e212855c0fdc5e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d9a78a4c4541335f6d5df07941435916093d1847d4986fba664602af33b1a719.png"	"사이버공학 소스도 곁들여 드세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8f6db85de0bc29f30483e2292bf59cedd102ec3ade1df6c999c6e08ff3338e18.png"	[12]
53919	1	"53919-pressure-plate"	3	[]	5	1158	1	"Zoltan Boros"	2	"압력판"	"<b>비밀:</b> 상대편이 주문을 시전한 후에, 무작위 적 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/19d15ca2ca9e6c69f8ab7555de8138e43c8df441452b20651f11b167a3b96aae.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad930cd13ad175377eb6ffc73de75d24240b06d8cd3f94f8bcea854bc68dea1d.png"	"그런 판은 밟지 말았어야 했는데, 난 그 사실을 몰랐어..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d3af0eee62c8e6c4a39096fc1c1236ab6a18cd1e59343a398671e0637547f888.png"	[5]
56067	1	"56067-fresh-scent"	3	[]	5	1403	1	"Luca Zontini"	2	"사냥감의 냄새"	"<b>이중 주문</b> 야수에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/43ac53bb8813fd769f39dbd10317418de3abdb05194ea2659492f8e0283ef652.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4d4a86fdb07e44b5c3f353780d91322f3e45e8257214c1d9547c6caa0ce1353e.png"	"*킁킁* 완전무장한... *킁킁* ...엘리트 부대... *킁킁* ...고기 파티다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/edca0ff3159ab1b4ac9bff366cca983cb84db29574cb5016255b36cd524f3900.png"	[76]
56484	1	"56484-pack-tactics"	3	[]	5	1414	3	"Mauricio Herrera"	2	"무리 전술"	"<b>비밀:</b> 내 하수인이 공격받으면, 그 하수인을 3/3 하수인으로 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c3e63bb0d53697d163f0511d7d9520a6a5eb7d70d9fe7ccaf0b7638eade594f6.png"	""	"\"주 캐릭터로 들어올 거니깐 딱 기다리고 있어!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/65db20b556e9d730bf1d3bac5050f6d2228f72c36c0f661e500a8dc54a261730.png"	[5]
38329	1	"38329-infest"	3	[]	5	21	3	"Anton Zemskov"	3	"감염"	"내 하수인들에게 \"<b>죽음의 메아리:</b> 무작위 야수를 내 손으로 가져옴\" 능력을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f8a796c9279f646c59e4244102ba0ad67c6870789c6b24beff4ae3ec130b50dc.png"	""	"가끔은 왕 크루쉬처럼 자신의 몸집보다 큰 야수가 나올 때도 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/305ddc261f4e0015bab88ef8534e7b898da3eb87e65b4984d0943ef6002bbbd9.jpg"	[12]
50212	1	"50212-masters-call"	3	[]	5	1129	4	"Rudy Siswanto"	3	"주인의 부름"	"내 덱에서 하수인을 <b>발견</b>합니다. 그 하수인들이 모두 야수면, 카드 3장을 모두 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f2202df44b48ea985560e0b022c9032ac2e8f09152a230e0ca27594df5095c9c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ade59e8ae7a97b51c2e234d8f25e93a16c0c1449fec279a5d4d40db0cf0e0b4.png"	"\"킁킁이니?\" \"아뇨, 레오큰데요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/598d08517230c6216617bc0d635c0f43bcc0e079d55e84064c6281f876101b31.png"	[21]
52082	1	"52082-nine-lives"	3	[]	5	1130	4	"Anton Zemskov"	3	"아홉 개의 생명"	"이번 게임에서 죽은 아군 <b>죽음의 메아리</b> 하수인을 <b>발견</b>합니다. 그 하수인의 <b>죽음의 메아리</b>도 발동시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b15eced9e1b2bb32c3bf3355f70404fcf2c36df9557ee501826c75523124eb8.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/28a8d7d2625a2b95dfb1be00f47b0ce5c125db4fa507b45b943bf58c2bc7af6b.png"	"영원한 사냥이 시작됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a0a2d9263f5e817c111a23e3425a3254dae500ef205a09f07fe08c1b3cf5e1b0.png"	[12,21]
53861	1	"53861-hunters-pack"	3	[]	5	1158	1	"L. Lullabi & K. Turovec"	3	"사냥꾼의 가방"	"무작위 사냥꾼 야수, <b>비밀</b>, 무기를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a2bd9261e8663c933aab30296755f9ecc4be28bccbcd3ca7de7b6127b19e6c9.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7b0c4fe2bd96e7ecefc03d450c3c7131e7e8b15cc50352bb54b2cd1757f65694.png"	"저건 분명 함정일 거야!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f6afeef8e3952c31aedca1e058ac59ebd177fb02a5519d6cfe18e3729e2a995c.png"	[5]
52070	1	"52070-marked-shot"	3	[]	5	1130	1	"Alex Garner"	4	"징표 사격"	"하수인에게 피해를 4 줍니다. 주문을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a6ba343b6d41441dc30bde8a9116e10ea34ff460cfd5593284c4467a5fa8756.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c941690244c081d566decf9808a8bea44cb5b6c011e527084015b485517277a2.png"	"해골 점사요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/52fec6d486fe9b8db837d0c23814c79d7c302090ec5c542896c681b189098943.png"	[21]
54424	1	"54424-swarm-of-locusts"	3	[]	5	1158	3	"Rafael Zanchetin"	6	"메뚜기 떼"	"<b>속공</b> 능력이 있는 1/1 메뚜기를 7마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/946648749bc35c14d2d1ffa35dd9d14736d8fa67c88836736a2ea3846543ca39.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/adafe7366c7a11c02683e6e45e8ec74d17c8a1a447e594c8a62fe510e7ffd99f.png"	"이쯤 되면 메뚜기 역병이라고 해도 과언이 아니군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ee27ccd52271d81d9ed3a40f36b8f8f84294647de5bc14378236308962165926.png"	[53]
59539	1	"59539-guardian-animals"	3	[3,2]	5	1443	4	"Peter Stapleton"	7	"야수 동반자"	"내 덱에서 비용이 (5) 이하인 야수를 2마리 소환합니다. 그 야수들에게 <b>속공</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/09deb84f403cf79f0be11eea307fc9f7d99fdedab9262abce32aa734e1ddbd09.png"	""	"\"학생들은 무쇠부리 올빼미, 길고양이, 또는 두꺼비를 데려올 수 있습니다.\"라고 명시되어 있긴 합니다. 얼마나 커도 되는지는 아무 말도 없죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8d9a57e042487dfbfdcd662e109def7c2d004741c80e929d5b72faffb48b25f7.png"	[53]
40324	1	"40324-freezing-potion"	4	[]	5	25	1	"Arthur Bozonnet"	0	"혹한의 물약"	"적을 <b>빙결</b> 상태로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ea24a519eff54ed3c4f66df8ac7edc713ee173fb0a067f7b49f60d2f23c467f8.png"	""	"이거 생각보다 맛있... 두뇌 빙결!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ad479b109fbde3380e87b5c75c4a6a406fc439a0bd59d81358783d6292d3f36.png"	[10]
1084	1	"1084-mirror-image"	4	[]	5	2	2	"Jim Nelson"	1	"환영 복제"	"0/2 <b>도발</b> 하수인을 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d4bc1097c49eea9d60ecfdf405fb7587f943f5a2dd3dd0c9d75b6327bbfa872.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ec2dee80763445b52d3b372d33b3b98ae167ebbf8826bb1f4434804c801f0c3a.png"	"와 환영 복제다! !다제복 영환 와"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf933568cab43b474fad0d9ea18d097126669de4d2791eef7062c0fcfc131da0.png"	[1]
172	1	"172-ice-lance"	4	[]	5	4	1	"Alex Horley Orlandelli"	1	"얼음창"	"캐릭터를 <b>빙결</b> 상태로 만듭니다. 이미 <b>빙결</b> 상태라면, 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/551b79baea22ad8d76c5c7ae965adbc38aa32cdefe05b318211a1c2f321bc6e9.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a6fe2ec18002dca4d5714f04f8f712b93922a7bd30e3e18c061d1b73ee6e42c4.png"	"창이 부서지지 않는 게 중요합니다. 부서지면 성능이 꽝인 \"얼음 조각\"이 나가니까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a8bdd3a10e8d49307523ac8fa4dad1ac5e0d2d70431545aa9ac8eaea80025b53.png"	[10]
2572	1	"2572-arcane-blast"	4	[]	5	15	4	"Gabor Szikszai"	1	"비전 작렬"	"하수인에게 피해를 2 줍니다. 이 주문은 <b>주문 공격력</b>의 효과를 2배로 받습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bc7deb9b2381a643d962be683e6e6a5bbcdd0aed9a96d0836b32b713374fd3cb.png"	""	"주문 공격력이 더블! <빰빰빰> 더블!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68b85ebc4aa93b178f9716dd6d06a5a40f0de405277c21be4d20420e582b2510.jpg"	[2]
43502	1	"43502-breath-of-sindragosa"	4	[]	5	1001	1	"Eric Braddock"	1	"신드라고사의 숨결"	"무작위 적 하수인에게 피해를 2 주고 <b>빙결</b> 상태로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2759d96f0ead0df3f2be9dabf7d754b4b37a86aa1d227a22d63223027af16f3e.png"	""	"저만 추운 건가요? 아니면 그냥 신드라고사 때문일까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a65850de7f43f5a9dfa98bbf36e8991425783c3c38cd62fa04db2b7203c4a9e2.jpg"	[10]
52639	1	"52639-ray-of-frost"	4	[]	5	1130	1	"Alex Garner"	1	"서리 광선"	"<b>이중 주문</b>, 하수인을 <b>빙결</b> 상태로 만듭니다. 이미 <b>빙결</b> 상태라면, 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a118964a0ee5431b0af341f4d9f8814ab9fc001aa3a5ab9a1e34d66de0e99c86.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3da13e0da304bb20964b8a69ffcf4664f288a64996a02250db69ba4dda077a0c.png"	"머리를 식힐 방법이 필요하다면 추천합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/27a377396d6445f28e979e0a956edc5d72e3fea18fe6e5dbeb3ebd1183d03d27.png"	[10,76]
52991	1	"52991-magic-trick"	4	[]	5	1130	3	"Ivan Fomin"	1	"신기한 마술"	"비용이 (3) 이하인 주문을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d1a041bebd17621fdd33a90335a6e094cb2e29bb7cffcfa5586c827b05ef200f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/87950712f458a77d5b3079783c1b6ae0dd6a82024400adb91501d8fffb3c1072.png"	"세상은 아직 이렇게나 심오하고 복잡한 환술을 받아들일 준비가 되지 않았어요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/53816357e73e9c6c36983b01395914a287985b7b9f1f6247cd9f8a6d4a231a15.png"	[21]
54906	1	"54906-arcane-breath"	4	[]	5	1347	3	"MAR Studio"	1	"비전 숨결"	"하수인에게 피해를 2 줍니다. 내 손에 용족이 있으면, 주문을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2ed54b56657520f7e2ecc21da72108135f1a6cfbb22dc20215c82d0946715447.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/61e0cace53d09023c2d9642dc9fd26d9977491c6c18e841488aafb7dd233847d.png"	"마나 쿠키를 과식하면 생기는 부작용 중 하나입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36814217ebf7a4b8e99dc2602964ef033ebcc7495cf8c6d52d331939fce26dcc.png"	[21]
55283	1	"55283-elemental-allies"	4	[]	5	1347	3	"Anton Zemskov"	1	"정령의 도움"	"<b>부가 퀘스트:</b> 정령을 두 턴 연속으로 내야 합니다. <b>보상:</b> 내 덱에서 주문을 셋 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/47b5b8459345ef5b67dc8dd3f932966364dc84a7ac793c8e208223561c9db3c4.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e87b4555c60938fb9cfb444a9f5622cbea03e23aa1b75d5cfe01e60ee61b2cc9.png"	"불의 정령이 아니라서 다행이네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/54261cd41ad0f287c3e832141ca679bd50341416465baa3a92aa119abd06a962.png"	[89]
56460	1	"56460-font-of-power"	4	[]	5	1414	3	"Jason Kang"	1	"마력의 샘"	"마법사 하수인을 <b>발견</b>합니다. 내 덱에 하수인이 없으면, 카드 3장을 모두 가집니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f9a63402078c70328f27926f34d7a6e1a48b99656b5dce4992b9074f3c0a816f.png"	""	"오늘의 하수인은 뭘까아아아~요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b6daec5e3d19de07a00c425bcaeb10546d7df5dd5001434770f6bf241e9e0624.png"	[21]
662	1	"662-frostbolt"	4	[]	5	2	2	"Steve Ellis"	2	"얼음 화살"	"캐릭터에게 피해를 3 주고 <b>빙결</b> 상태로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/579623b48a9ab6bfec54a75b1e45783314ff04540c429cabe59056a1e4f8fa2c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/265215e6dbb4d3a6dfac9c02c236e4e1791d31413a6f7b2541bad92b24d1cef2.png"	"이 카드를 낼 때는 \"열 좀 식히세요!\", \"얼음!\", 또는 \"손이 시려워, 꽁!\"이라고 외치는 게 관례입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c68157ed5800791335af1bab25089fb2043d56492a9c44e7cbbab6ba5025ade7.png"	[10]
52255	1	"52255-icicle"	4	[]	5	3	4	"Arthur Gimaldinov"	2	"고드름"	"하수인에게 피해를 2 줍니다. 그 하수인이 <b>빙결</b> 상태라면, 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8c9bb814202c72eba7cc1d86a821e5c700e5e5cc73f4751bde2ff261d38ef36b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bb086c66a0339297b85605b3da3b467ab6b1ddf4136ee29acf058cd494b348f2.png"	"첫인상은 차갑지만, 알고 보면 참 괜찮은 주문입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d7d755f28e830fe0fed32f167d128db4042b3ecbc04667b7fa296320e02b8cda.png"	[10]
38407	1	"38407-shatter"	4	[]	5	21	1	"Trent Kaniuga"	2	"산산조각"	"<b>빙결</b> 상태인 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c7ca9405f081ec507dc06ebc1583bb405f3ee98fb7409acff902f773c053102a.png"	""	"제 마법이 당신을 산산조각낼 거예요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/98816cdb83d08933bcbccfb3f1f299411ace568e0215fb846fe70e2e4bebcfd8.jpg"	[10]
41496	1	"41496-primordial-glyph"	4	[]	5	27	4	"Matthew O'Connor"	2	"태고의 문양"	"주문을 <b>발견</b>합니다. 그 카드의 비용이 (2) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3f3b7eae2d2455ea7dcf9c1cacc1fa4910b1caeb4f6a402f1b0f233d44493cb7.png"	""	"고대 톨비르어로 \"헐!\"이라는 뜻입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c95ffcaa4af6175401dc0ab70d4a07b4f6504ed076e3b104134b52bf50705d0.jpg"	[21]
47821	1	"47821-snap-freeze"	4	[]	5	1125	1	"Gonzalo Ordonez"	2	"순간 빙결"	"하수인을 <b>빙결</b> 상태로 만듭니다. 이미 <b>빙결</b> 상태라면, 그 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/66a8d2e9f7419d0e893fe81d6e2799efeb676e1978f2933eb2c3d526c190ff70.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf4eb8f36ab5a337ed31a69ad538d92524e1dd363ed313c91b1e77aced570cec.png"	"얼음에 혀를 가져다 대지 마세요. 분명 후회할 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/150851be76c7858bd2063f7fe047768960a36e8cb6b97530c9b14081930d64bf.png"	[10]
54772	1	"54772-ancient-mysteries"	4	[]	5	1158	1	"Jim Nelson"	2	"고대의 비밀"	"내 덱에서 <b>비밀</b>을 뽑습니다. 그 비밀의 비용이 (0)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5871bad3fe1f07dfb11ecc58044f2d77109d2d1004b9ea42629e3fc228eb28da.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/239713e12f1c5ad5e468ae9b7ffafbc9e29d4503efab7e1b539975b93998ef6c.png"	"상상도 못한 비밀 ㄴㅇㄱ"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eb391d2eba226063a374ff7255bac787f52ddce0900cb65f21726e5e209bc16f.png"	[5]
59639	1	"59639-cram-session"	4	[]	5	1443	3	"Arthur Gimaldinov"	2	"벼락치기"	"카드를 1장 뽑습니다. <i>(<b>주문 공격력</b>에 따라 뽑는 카드 수 증가)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5e9b267c718e185da74198669cca2afb52b3bdb318de326536b28ecf116eb05c.png"	""	"비전의 샘은 무한에 가까운 힘과 마력을 제공합니다! 그래도 졸음은 해결하지 못하게 때문에 여전히 커피를 마시죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7810f2fd773b19704488e7a81dfcdc75246c067dfd5bbe8fda5d499921811da7.png"	[2]
587	1	"587-frost-nova"	4	[]	5	2	2	"Josh Tallman"	3	"얼음 회오리"	"모든 적 하수인을 <b>빙결</b> 상태로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1fc12df34ff1a35c3e9de74e271ba64a7689f5fc6d609bab9c87c9e97f257738.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/93b8d2427c17f8ccc8e0349394060854178466caf1d19ecd49825b22dd67765c.png"	"주의: 연속으로 쓰면 따귀를 맞을지도 모름"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/96fa1ac6f2e736313a05042ed4a19396ce0df930e5b67a87f2ff38fcd275268b.png"	[10]
195	1	"195-mirror-entity"	4	[]	5	3	1	"Raven Mimura"	3	"거울상"	"<b>비밀:</b> 상대편이 하수인을 낸 후에, 그 하수인을 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d71799070ca624df41cf541d9c5de2e63f995de22a3b9c3205e873a0c556a210.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/465a5679f9649ff423d9eb309d829cd0778e115195aa46276cbc272e6de4df75.png"	"\"네가 앞장서라.\" - 거수 크루쉬고르가 그의 애완동물 멧돼지에게 명령하며."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/190268053ccb218689b81088904053103b227fdfe02323f986c4be19e06da94c.png"	[5]
113	1	"113-counterspell"	4	[]	5	3	3	"Jason Chan"	3	"마법 차단"	"<b>비밀:</b> 상대편이 주문을 시전하면, <b>차단</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e6615f8094e41c937982897005415ad3afe49c4accd083bdcca2b80700d526eb.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f55e19dcc0d2d3fcd1d694e747d446142f928ee60c65d3fa4cdba2d987dc0de3.png"	"마법 차단을 쓰는 마법사와 안 쓰는 마법사의 차이요? 안 쓰는 마법사는 얼굴에 불덩이 작렬을 맞는다는 거?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68bbb929d3f20324911227661352396f1d58e9f95e1d01cfa16626591a28eb1c.png"	[5,16]
621	1	"621-ice-barrier"	4	[]	5	3	1	"Alex Garner"	3	"얼음 보호막"	"<b>비밀:</b> 내 영웅이 공격받으면, 방어도를 +8 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/43c88765b781b0224bc202b61bc795cee332c9f5c2cd8f4161a60cf6f7528621.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/449282fa4cb4edf453124b6f9ddc26b5f20f562350938e5a6c3d7a8130804a1a.png"	"공격대 뛰다 보면 그런 사람 꼭 있죠. 맞을 거 다 맞고 생존기 켜는 사람."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f38da867f056808c74be7dd5195308706a64a61523d08d10285b5778cc72bb2.png"	[5]
286	1	"286-vaporize"	4	[]	5	3	3	"Raymond Swanland"	3	"증발시키기"	"<b>비밀:</b> 하수인이 내 영웅을 공격하면, 그 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/33f7870fbc7f5ce3bfe299f5633d2239be9fbb9de91fe3aa06f6d68b331a5df3.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/981b87f5ad520bbc1bb52611c854ef94298d85c043a60a65320b767816925de3.png"	"데스윙이 이 카드 때문에 열 받아 대격변을 일으켰다는 말이 있습니다. 믿거나 말거나."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a1a68392d80d88503e19616fd136016860e55655ab94a27a66b24f4a6d9a19d5.png"	[5]
192	1	"192-ice-block"	4	[]	5	4	4	"Carl Frank"	3	"얼음 방패"	"<b>비밀:</b> 내 영웅이 치명적인 피해를 받으면, 피해를 막고 이번 턴에 <b>면역</b> 상태가 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d5011f251d96f798e22b779bd92e27e48f5306c23569b0d41583840164acdd6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/40009b5a51d5ec4b12bb217e0e19086d49591f3085e6bfe00602506b573fabd0.png"	"얼음, 막음, 좋음!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d9b8ba21cb2957ed236b2282d5ecf8fd4f7d057faab6d6e7c5cc4c01fc8e9e0b.png"	[5,17]
1801	1	"1801-duplicate"	4	[]	5	12	1	"Alex Garner"	3	"복제"	"<b>비밀:</b> 아군 하수인이 죽으면, 그 하수인을 둘 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d1a269161f9adea2e2788ecfcff55ab5a2fb1bf1089fc2095bcda9ff99c489e.png"	""	"카드를 복사해도 계정 정지를 피할 수 있는 유일한 기회입니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cb6287b17169e8253ac04d9b0a3940ec42567b4177953fafe3228e3fbcbb3ddc.jpg"	[5]
