id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds
40419	1	"40419-call-in-the-finishers"	8	[]	5	25	1	"Mike Sass"	4	"멀록단 출동"	"1/1 멀록을 4마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4611f9b9320b008fe8cd30d4a2fc0f192ae609ee17937baed9eb6dc705018ed.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/093cc4e1d172096054a4c2b51599723629659f803238f9c718a7a1ca064942f7.png"	"일을 끝내야 하지만 어떻게 끝내든 상관 없을 때 출동합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b36ba3b2e787e963b29ab7ff2c3193fc8bf92e635b8a122f6d269a271fce7873.png"	[42223]
38454	1	"38454-forbidden-ritual"	9	[]	5	21	3	"Evgeniy Zaqumyennyy"	0	"금단의 의식"	"마나를 모두 소모합니다. 소모한만큼 1/1 촉수를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf9a21c07ad308c7ed9d513ee115e6d48942b932289eaa06d07a6915a384696c.png"	""	"금단이라고는 하지만 크툰은 이 의식을 매우 지지합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5413eac33b63d6b5fa34d4d158bc8532ef530b2ed2ac843a60ccef8d30c6c8bc.jpg"	[38453]
2879	1	"2879-curse-of-rafaam"	9	[]	5	20	1	"Alex Horley Orlandelli"	2	"라팜의 저주"	"상대편에게 '저주!' 카드를 줍니다. 그 카드가 손에 있으면, 상대는 자신의 턴이 시작될 때 피해를 2 입습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/701c64fd9ad6e90680cc2ef043d398529db34d1229d26e222feb9f562472e307.png"	""	"라팜이 발가락을 밟혔을 때 내지른 말입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3a3a7d09bd7d298dea4073535ef969747d893d8a74b2a495af8b717cfeef74dc.jpg"	[2998]
860	1	"860-sense-demons"	9	[]	5	3	1	"Raven Mimura"	3	"악마 감지"	"내 덱에서 악마를 둘 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c6ab0cb332eab293e66f3ad892a5bb79d93922c0852b054faf700d018f045c88.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/551695b0c3f4769c3715481c4aa23f6da4aba52feeacb0ad0428d0b8ed95a9cd.png"	"일반적으로 악마들은 굉장히 눈에 띄는 존재여서, 굳이 주문까지 사용하지 않아도 감지할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9a860ffde1136f556e8fcca76f264c28895d29a1796a8755ecffb29ca9c61cd4.png"	[1723]
58796	1	"58796-school-spirits"	9	[]	5	1443	1	"Steven Prescott"	3	"학교의 혼령"	"<b>모든</b> 하수인에게 피해를 2 줍니다. 영혼 파편을 내 덱에 둘 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cbc6821807e7ed1e0fe840a7997470ab40b7d57fa5c4c76f28adf85d7914e50e.png"	""	"\"이 학교에는 무서운 괴담이 있어. 밤만 되면 수위 아저씨가 야구 방망이를 들고 다닌다고 말이야.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/288322ac310ec6973465771bffb1c6e1ea0cbfa3cbf0ea8663d405b5cc206c6a.png"	[59723]
2013	1	"2013-imp-losion"	9	[]	5	13	3	"Jaemin Kim"	4	"임프폭발"	"하수인에게 피해를 2- 4 줍니다. 준 피해만큼 1/1 임프를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d018fb4f96432dc5422f5e8b67df6857c6063031a14e21e065ece99fdd969800.png"	""	"사실 폭탄은 폭발보다 파편이 더 무서운 법입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/41480ba84f5417b24ff5bf6965f42f925763fe08b38c2d37f85e86d68ddc116e.jpg"	[2270]
46864	1	"46864-fiendish-circle"	9	[]	5	1125	1	"Ivan Fomin"	4	"임프 소환진"	"1/1 임프를 넷 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/872e4fc3e41bfd351b2c058bd096a47566ae3c06c57b4474c88e4ed50832962d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/19eaaf6772742742bbcebc65f3aecde02fc8d47c07005299cc41d6daf5ed0353.png"	"폭발하진 않지만 언제나 네 마리가 나옵니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/53f468cbec8eba52136546cd36e2d4b9a32cf4a3eb300d30228f556892eceb3b.png"	[47502]
53938	1	"53938-impbalming"	9	[]	5	1158	3	"Dave Allsop"	4	"임프말이"	"하수인을 처치합니다. 내 덱에 쓸모없는 임프를 셋 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e77f316bbd0b129860f2cbfa932b11794e091c0084aeff25af4cad700209a177.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ee1472ab1ae6efcb9d0c8659ea1bbe81725a983308bcfd58697438a33f68f9f4.png"	"돌돌 말아서 임프들이 흠씬 두들겨 팹니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac2689451ef14d91f7f655d4c93763f2e4ea801b59bb02e0abcd7c22f3c564f1.png"	[56265]
39197	1	"39197-kara-kazham"	9	[]	5	23	1	"Jakub Kasper"	5	"카라 카잠!"	"1/1 양초, 2/2 빗자루, 3/3 찻주전자를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d6e647801eee2229a96c9917048c97940d4e5bf9fca66281edd80ec80ee6f7d9.png"	""	"카드가에게 식사 준비를 하라고 시키면 이렇게 된답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e8241d674ab2f4ea01e812d1fbe4c238df42e3d35dfb8f435076e9f80820b7ff.jpg"	[39198,39199,39200]
511	1	"511-upgrade"	10	[]	5	3	3	"Matt Cavotta"	1	"강화!"	"내가 무기를 장착하고 있으면, +1/+1을 부여합니다. 무기가 없다면 1/3 무기를 장착합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7f859130ff7cdae65b81381dee7fba5fedc649612fe028c45a08c1e0dd993b97.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c303854771ce0d87c39cdfe69d5fac54d72c90f05c53fed473c5a7a1af0fbc66.png"	"상대편의 스트레스 지수도 높아집니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7bf236f203b5c3edd7161550521ab68f387ab361af69d86d968980ec5fc31765.png"	[1661]
38918	1	"38918-blood-to-ichor"	10	[]	5	21	3	"Jim Nelson"	1	"피에서 수액을"	"하수인에게 피해를 1 줍니다. 그 하수인이 생존하면, 2/2 수액괴물을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ce25a1eafb670b3b167bdf96a18f1a33580603a445dfe43b267e99c01c9a84b8.png"	""	"정말 놀랍죠? 이제 수액을 다시 피로 바꿔서 당신의 몸에 넣어보겠습니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7505736f63e8b5d27ad26c98e50ac33096593cedc3d05bc9648e56ddd0854674.jpg"	[38968]
47860	1	"47860-weapons-project"	10	[]	5	1127	1	"J. Paick & K. Turovec"	2	"무기 프로젝트"	"각 플레이어가 2/3 무기를 장착하고 방어도를 +6씩 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/484aea623b62e652d738226a3bf22153c6e1e534d3d64335dedb9fdc94880f41.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5d3816a902ec06fb73c082146a6c0636fceb335d7945b6b612f4ea3f2c98d62a.png"	"해리슨 존스가 이 프로젝트를 좋아합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/49dfb64b38f4e8e7d831ab566d300f99acaa676bd152da83473c3ddde746bfe2.png"	[49473]
45775	1	"45775-unidentified-shield"	10	[]	5	1004	1	"Dan Scott"	6	"정체불명의 방패"	"방어도를 +5 얻습니다. 내 손에서 추가 효과를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d4ce3eeed441de6b2657caef18058e6db938d5896ea06d166684e0365cf591a2.png"	""	"코볼트는 꾸러미를 바라봤다. 자세히 보았다. 오래 보았다. \"아하! 이거 방패다.\" 코볼트가 말했다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7b776210f944598bf2dcb0177e9a7cba9ffb253feb41141cfec68f23e62150d6.jpg"	[45770]
