id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	copyOfCardId
102546	1	"102546-lock-and-load"	3	[]	5	1898	4	"Matt Dixon"	0	"실탄 장전"	"이번 턴에 내가 주문을 시전할 때마다 무작위 사냥꾼 카드를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a4eaf92b42fd37cb9feb88be7c1d0619f6640b84c03c8cfb7a5adba6b1e0969b.png"	""	"렉사르는 눈을 가늘게 뜨고 상대방을 노려보며 말했습니다. \"이렇게 된 이상, 명치를 친다.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f068bd9a5a303b31023913ed3b374ab73340405ad92be601c76e9252f37af676.png"	2484
70042	1	"70042-demonfire"	9	[]	5	1646	1	"Ben Wootten"	2	"악마의 불꽃"	"하수인에게 피해를 2 줍니다. 대상이 아군 악마면, +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/959d7776191fd009434886100b1cd6beeb5f8a8a2ca95b748327c321212ce82d.png"	""	"악마의 불꽃은 절대 꺼지지 않는다는 점만 빼면 일반 불꽃과 똑같습니다. 그러니까 이 불 좀 꺼주세요!!!!!!!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d976425d777426e4703eab8be76556e74672fe20eb5ac3844f3c982c71631770.png"	1142
68352	1	"68352-assassinate"	7	[]	5	1646	2	"Glenn Rane"	5	"암살"	"적 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/42ed89f8fbcdcee6723d6f46df464283580baba3867270c6d397f5cff8f5105a.png"	""	"암살당하기 싫다고요? 이름을 바꾸고 불모의 땅으로 가세요. 행운을 빕니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1b69fe4f725fcce73f1db9b54422d6a8a6606ca064ee4023cfda38c6ecc330a6.png"	345
69914	1	"69914-shadowflame"	9	[]	5	1646	3	"Dave Kendall"	4	"암흑불길"	"아군 하수인을 처치하고 그 하수인의 공격력만큼 모든 적 하수인에게 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/062abfc6873c1ff7430df44ad8b3ae1c70bfa845dffe7c25f02797c1e2a660ff.png"	""	"강력한 하수인에 암흑불길을 살짝 섞어 주면, 행복한 시간을 보낼 수 있습니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/678205cf5b4d1bc29266f8f61d032b1145e8e083dbaa0dece7934dfd64faf6da.png"	147
69927	1	"69927-shadow-madness"	6	[]	5	1646	3	"Mark Gibbons"	4	"암흑의 광기"	"공격력이 3 이하인 적 하수인을 이번 턴에만 조종합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7b81c06e79bc9a31d78512c6890e5460687be7c9d573d09645785ee9f1317ed7.png"	""	"당신이 뭐라고 변명하든, 상대편 입장에선 짜증납니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/536c10104f2c0b8fefcea49a510932d7b2cb2546285cb7d8fb14ad9ff8627580.png"	220
69921	1	"69921-power-overwhelming"	9	[]	5	1646	1	"Tom Baxa"	1	"압도적인 힘"	"아군 하수인에게 +4/+4를 부여합니다. 턴이 끝나면 그 하수인은 죽습니다. 처참하게."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/41f490451451e6d436cd984baa2a2c9001309d574659dea7e5381940f2d8048b.png"	""	"얼마나 처참하게 죽는지 차마 말로 표현할 수 없을 정도입니다. 너무 끔찍합니다! 아니, 끔찍 그 이상입니다. 그냥 상상하지 마십시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fdf1b01197fd2b699c4d3a27ea785181105d8e90e11ea14ffb07f598e9b164bd.png"	846
70034	1	"70034-savagery"	2	[]	5	1646	3	"Dave Rapoza"	1	"야생성"	"하수인에게 내 영웅의 공격력만큼 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/56b76c79e5b6b404528be9956b9cffc091b58c789e02cce429a9480cf46e3a23.png"	""	"일부 드루이드들이 야생성을 보이는 건 사실이나, 대부분은 조용한 곳에서 차 한잔하는 것을 즐긴답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d571450936138607ea255df392092f610319b0c198b1a6b382fed5008da1b46a.png"	481
68313	1	"68313-savage-roar"	2	[]	5	1646	2	"Grace Liu"	3	"야생의 포효"	"이번 턴에 내 캐릭터들에게 공격력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5e0d4c07364154a430fc43bb810ddd1a13049f043aebcba5727d673baaf85b1b.png"	""	"뭐라고 포효하는 걸까요? 아무도 자신 있게 말할 순 없지만, 얼핏 들리기로는 \"이이!\"라고 외치는 것 같습니다. 이게 대체 무슨 뜻일까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6139f102fcb9750e4f96b453f028f85175955cbee217a94c6f258e8f78295cc9.png"	742
68414	1	"68414-shadow-word-pain"	6	[]	5	1646	2	"Raymond Swanland"	2	"어둠의 권능: 고통"	"공격력이 3 이하인 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/30f2386faab8b341583edb16f12c5eeb8447cba9298bd22be54f34f99261183e.png"	""	"초급 수행사제들이 배우는 \"어둠의 권능: 성가심\"보다 한 단계 높은 등급의 주문입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9c9e503052db7b19df6296a5cd12b74ac71b0d7e893a901ac1510fd961efabe2.png"	1367
68480	1	"68480-shadow-word-death"	6	[]	5	1646	2	"Raymond Swanland"	3	"어둠의 권능: 죽음"	"공격력이 5 이상인 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d3a1857aa78e4dac7b39684eea304f63cf8ac3d599f1b69a36b507a94742e1a5.png"	""	"빗맞히면 대상의 이마에 번개 모양의 흉터를 남깁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b182050f0ad30f10cce509198dab2870ce482368176c62bc8f41c135c4a47d94.png"	1363
68341	1	"68341-shadow-bolt"	9	[]	5	1646	2	"Dave Allsop"	3	"어둠의 화살"	"하수인에게 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3bdea6a791c76391809af0ea6681db7f342d1e3c0f2320474ba2f50aa939765c.png"	""	"화살인데 어둠의 힘으로 만들어졌답니다. 설명이 더 필요한가요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0e98b0d001dd3c6a1dd8a659cc596b5548732d273ebba292ce66ca9bdb2827e5.png"	914
68373	1	"68373-heroic-strike"	10	[]	5	1646	2	"Jonboy Meyers"	2	"영웅의 일격"	"이번 턴에 내 영웅이 공격력을 +4 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0828e35ba4bc1f3a261c63d618f96481d0e59a128cde3b99817888ed3505cd63.png"	""	"마치 영웅이 된 것 같습니다. 한 턴뿐이지만요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f6157dcc3f5ee1e24148e3ad30389d54f358e8b1db89a54595fd3b7c0fe331e4.png"	1007
69916	1	"69916-siphon-soul"	9	[]	5	1646	3	"Tyler Walpole"	6	"영혼 착취"	"하수인을 처치합니다. 내 영웅이 생명력을 3 회복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/539022f3e969f9cf1cf0d9c1e074d19d9d1d2ff7dcfb53c416281d53b000be12.png"	""	"자신의 영혼은 착취하지 마세요. 기묘한 무한 순환 고리에 빠질 수도 있으니까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a83d5df93aa15d89c07a6a75d894a4011be17cda2ed3cdc66e4044eba71d5c10.png"	1100
68461	1	"68461-soulfire"	9	[]	5	1646	2	"Raymond Swanland"	0	"영혼의 불꽃"	"피해를 4 줍니다. 무작위로 카드를 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0b24c33e6dfaa87335e3a92f62e63f1aa36d8c8c1c61fcfd366a4a2732cb0790.png"	""	"상대의 영혼에 불을 지르는 걸까요? 아니면 자신의 영혼으로 상대에게 불을 지르는 걸까요? 비슷해 보이지만 정말 중요한 차이입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7dcfc246ae562de553e595a8d4e4d0459651ecdeaea54c6d41af17e061c0aaa6.png"	974
68364	1	"68364-blessing-of-kings"	5	[]	5	1646	2	"Lucas Graciano"	4	"왕의 축복"	"하수인에게 +4/+4를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9fbf5401f316106d2d08362fb5f619fba2ec401962773f27d7ae03b3238d5279.png"	""	"여태까지 암살당한 왕이 몇 명인데, 정말 그들의 축복을 받고 싶으세요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/39436bb12293d70739ee95fc7f9df2f49c1651e727e4873b8ea5542a248b5ce4.png"	943
69871	1	"69871-nourish"	2	[]	5	1646	3	"Terese Nielsen"	5	"육성"	"<b>선택 -</b> 마나 수정을 2개 얻습니다. 또는 카드를 3장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/483695f43809c29f146507a0521e8a6b8677d1ec35e00b68e3a5e2a3f0f329f0.png"	""	"드루이드는 많은 것에서 힘을 얻습니다. 자연, 종달새의 지저귀는 소리, 초콜릿 케이크."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f6fd9bc3be65d51605d7bb46efa9276065bb5981e6dace75a0c64db3f6dcfc99.png"	95
69943	1	"69943-avenging-wrath"	5	[]	5	1646	4	"Alex Garner"	6	"응징의 격노"	"모든 적에게 8의 피해를 무작위로 나누어 입힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/31c7fd8a88776a652963e9fdb35609a51e2e1a649705f37abf82e83a94f6c440.png"	""	"쿠쾅쾅쾅쾅쾅쾅쾅!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c7325059f168f68ee6dc6730c55c07e94a01a74b971e2bfe94e6bbab514977ac.png"	1174
68432	1	"68432-multi-shot"	3	[]	5	1646	2	"Ben Zhang"	4	"일제 사격"	"무작위 적 하수인 둘에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c1ff0e96deffcdc7f1e4f6fb65558f98f58d177c4b2b1c79ca93f80b46b5ddf9.png"	""	"나올 때가 되면 항상 나오는 카드 중 하나죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f2d27cc066c2f5b7b42081e939c754b84d61d0c7930f32e7d7be01f5e39d167e.png"	292
69869	1	"69869-naturalize"	2	[]	5	1646	1	"Leo Che"	1	"자연화"	"하수인을 처치합니다. 상대편이 카드를 2장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/57f290b63b8ad0b896743918be513f23fdc7bdc42056232fbe330a675dbfff6a.png"	""	"<i>자연으로 돌아가거라.</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b91efd05a47c3d12f9b35404e8400f13e50ad1d8257668601af3ec60df2f8f15.png"	233
68353	1	"68353-sprint"	7	[]	5	1646	2	"James Zhang"	7	"전력 질주"	"카드를 4장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fc21b1be18912c89fdbd466204bea266c1ff084dbdf6ae97448e62959f2f70b6.png"	""	"카드가 모자라면 몸이 고생이군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a5141d54017265b3742abfcfea8bc6cdcba597c9a4c46d2b0fb2f673f06efc0c.png"	630
69946	1	"69946-battle-rage"	10	[]	5	1646	1	"Alex Horley Orlandelli"	2	"전투 격노"	"피해를 받은 아군 캐릭터의 수만큼 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/88b37c4cf9e6a178607723ce7661b0c05b3bcdd47a1f6e66f224214f77628253.png"	""	"\"날 화나게 하지마. 분명 후회할걸?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/53607e194f64bf0956462e3a36bebee7720034dbc695c3fd3798e70a03c7ccca.png"	400
68537	1	"68537-mind-blast"	6	[]	5	1646	1	"Dave Allsop"	2	"정신 분열"	"적 영웅에게 피해를 5 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3148b71a460e3af7942b7fd690cc892961a7ba09b8d70b1b5db7a2bde4117250.png"	""	"멘붕이 아닙니다. 정붕입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3c1e0c9b25f5cbb44f7ceb64aaf106448008e2704ab0ff879d1fdc2275f25864.png"	545
68445	1	"68445-innervate"	2	[]	5	1646	2	"Doug Alexander"	0	"정신 자극"	"이번 턴에만 마나 수정을 2개 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3bc7d46e23c5053620526145e4f814006595b98aad617dc198dfdd0dba63414e.png"	""	"드루이드라면 누구나 한 번쯤 \"자극 주세요!!\" 소리를 들어보셨을 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/15057733fe8799aba38d19fdae2ed977814b2dbadb184686a2d3bf8e40ff6084.png"	254
68300	1	"68300-mind-control"	6	[]	5	1646	2	"Sean O’Daniels"	10	"정신 지배"	"적 하수인을 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d5be6e6581592286fb8432927834b1c81005083fcf4fdba0729cf9eee6fac41b.png"	""	"\"당하면 멘탈이 붕괴되는 기술\" 1위 후보에 오른 영광스러운 주문입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/60b2ab11df7379c041a93e9b04a5fa88cb93a0a4e0a869e346aa37080231e351.png"	8
68343	1	"68343-hellfire"	9	[]	5	1646	2	"Chippy"	4	"지옥의 불길"	"<b>모든</b> 캐릭터에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/623706aebcf8d4f35fcd662ae5b8664be17bdcbcc50bc434008889252155fdeb.png"	""	"흑마법사를 신뢰할 수 없는 대표적인 이유로 이 주문을 꼽을 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/922ea447a5930008d9cc383a3c822634d361efeeefee50918094aff6965ca58b.png"	950
69937	1	"69937-blessing-of-wisdom"	5	[]	5	1646	1	"Chippy"	1	"지혜의 축복"	"하수인을 선택합니다. 그 하수인이 공격할 때마다 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/32e8616d5b512108b206721811b1d402ad85ff87928ca5aa2de2433d920e55f1.png"	""	"이게 어떤 지혜인지는 모르겠지만, 일단 매 턴마다 한 번씩 공격해야 할 것 같군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8c1133d204980b0c501d907ab4adbdcaa163605b3d23036ba92dfea919f65f7f.png"	1373
70094	1	"70094-commanding-shout"	10	[]	5	1646	3	"Wayne Reynolds"	2	"지휘의 외침"	"이번 턴에는 내 하수인들의 생명력이 1 미만으로 내려가지 않습니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c64790c85e0a3f826707161a56e7077f404a3fd5ee76b7e023e8455055c6bedf.png"	""	"\"전방에 힘찬 함성 5초간 발사!\" - 전사 훈련 중"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d6446125de09f07f5ac81d8dca1772c17832de972a05b9705b0f3f95ac47afd3.png"	1026
69750	1	"69750-far-sight"	8	[]	5	1646	4	"Lars Grant-West"	3	"천리안"	"카드를 뽑습니다. 그 카드의 비용이 (3) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a315a65e99f4dea9ade424d55d4747bcdfdb3278cae984ccb469f29a62569d05.png"	""	"드렉타르는 앞을 볼 수 없습니다. 하지만 잘 보인다고 하는군요. 뭔 소리냐고요? 글쎄요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb6a148bec37198afb928e2c845727dff002f495a60ecbaa7e4316ffc8fb9705.png"	818
69865	1	"69865-wrath"	2	[]	5	1646	1	"Raymond Swanland"	2	"천벌"	"<b>선택 -</b> 하수인에게 피해를 3 줍니다. 또는 피해를 1 주고 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f03619d614383aa85a38e52a7e697d376245755996a509584f700f56f096415f.png"	""	"톱니항 여관에서 들리는 말에 의하면 이 카드가 너무 좋고, 전설급이 아닌 게 이상하다는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9aa80f1187f511b4d12fd0dacb36da89b17b42c26f0b35d81149a8739c64a5ff.png"	836
68367	1	"68367-hammer-of-wrath"	5	[]	5	1646	2	"Efrem Palacios"	4	"천벌의 망치"	"피해를 3 줍니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ca79bc576fb47230050f95c8b87c738570d00d29ccd78d6ca35084412cf85b8.png"	""	"훌륭한 성기사는 다양한 도구를 소지하고 다닙니다. 천벌의 망치, 복수의 집게, 정의의 쇠톱 등등..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad71665fc8e649ba6bc4432fd734aa436fedb60cce4a1990e85690c365e6f232.png"	250
68536	1	"68536-divine-spirit"	6	[]	5	1646	1	"Jim Pavelec"	2	"천상의 정신"	"하수인의 생명력을 2배 증가시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/26959acc528f7ae24ab1f0759ef219a83d95a6672dbc22398c7a017884ea275b.png"	""	"골칫거리 2배, 재미도 2배!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c283806e5066d21be3a47488f97d8ad09da38462033378611b8c70c32a94ade.png"	1361
68433	1	"68433-tracking"	3	[]	5	1646	2	"Mauro Cascioli"	1	"추적"	"내가 다음에 뽑을 카드 3장을 미리 봅니다. 1장을 선택해 갖고, 나머지는 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2e7075fc0e7032eda7ced6f5d2de371eede333a9de70a5b0ca73560f478d43dd.png"	""	"어떤 카드를 덱에 넣어야 할지 결정 못 하는 소심한 분들을 위해!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac6f4abe529b9bd6e3cba5c907819b5dba149de39cbbdaa8638ff977b6b139b0.png"	1047
69935	1	"69935-blessed-champion"	5	[]	5	1646	3	"Tyler Walpole"	5	"축복받은 용사"	"하수인의 공격력을 2배 증가시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/86bdfd4831f2948371e4043cb9777c2bc4dd29e51ed57083bd4f4f49e0715f1f.png"	""	"맞는 사람에게는 2배의 고통을! 공격하는 사람에게는 2배의 행복을!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4414b5c913b0bce6063f115ff7d423f520259df2df350bc187672b944800c34e.png"	1522
70056	1	"70056-deadly-shot"	3	[]	5	1646	1	"Steven Prescott"	3	"치명적인 사격"	"무작위 적 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f6b75a2d28a90c92ebe4374196ffad79abbb744f25552d5ca528527a8b63b144.png"	""	"대상이 누구든 상관 없습니다. 확실하게 처치할 수만 있다면요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7f24f74d97b284f42bf6a838e72d53f88deb4c07c8c6740297bc34bcfd6d7b2f.png"	1093
70059	1	"70059-circle-of-healing"	6	[]	5	1646	1	"Daarken"	0	"치유의 마법진"	"<b>모든</b> 하수인의 생명력을 4 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/558310aa540298239c0f58beb0e2d1ed63963322bd17945cc01c58c5af65d1c5.png"	""	"마법진이라고 해서 땅에 뭘 그리거나 하는 건 아닙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/52e625a73d1f965857ff76b56c2cbba4a7d7a513e080b20e55dbcd1c500aebc5.png"	1362
68309	1	"68309-healing-touch"	2	[]	5	1646	2	"Cyril Van Der Haegen"	3	"치유의 손길"	"생명력을 8 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fbcb8bd77acad971750a1832e97421ec6e265f18a9bd43b7f2884f9db9670b2c.png"	""	"생명력 8... 더 망설일 거 있나요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d3e26a61159bb0be8fcb4b925de6bba5833ad0b523a02e0ab879d093e3f5c9eb.png"	773
68444	1	"68444-fan-of-knives"	7	[]	5	1646	2	"Andrew Robinson"	3	"칼날 부채"	"모든 적 하수인에게 피해를 1 줍니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/293f5a240112f656ec03933d9804c5efba41f84a7f0206c81039c3cdd942c541.png"	""	"시전할 때 생기는 바람이 시원해서 지어진 이름이란 소문이 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac672a3848d24cd49920b6a9f17932810c368a17c5b920865c25850507aa5fb6.png"	667
68453	1	"68453-totemic-might"	8	[]	5	1646	2	"Trent Kaniuga"	0	"토템의 힘"	"내 토템들에게 생명력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/533a25e58ed921c8ba139403912dabc97cecb4179ff1beb66d1e7717e4061d2b.png"	""	"자, 이제 제 토템 한 번 밟아 보시죠. (사악한 미소)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d5ef7396cd216ad356bbd1e75b98e2a47e06c5d30c0e9fd5d7f3d745a0fbb271.png"	830
70057	1	"70057-equality"	5	[]	5	1646	3	"Michal Ivan"	2	"평등"	"<b>모든</b> 하수인의 생명력을 1로 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/047cfe6bcd550c7650680d15fc809acfd98edfb076ce4ce253ea91ee33368ecb.png"	""	"우리는 모두 세상 하나뿐인 눈송이랍니다... 생명력이 1밖에 안 되는 눈송이요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9109356635f9cc3c049716039d05d449575c843e93d1f2d32be7845a98ff99b0.png"	756
69966	1	"69966-explosive-shot"	3	[]	5	1646	3	"Tom Baxa"	5	"폭발 사격"	"하수인에게 피해를 5 주고 그 양옆의 하수인들에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7e996b6c2af01e5bd503724767e2f0fced573b40344e227e6d77f0010a45a8f8.png"	""	"안전핀을 제거하고 속으로 5까지 센 다음 쏘세요! 그리고 엎드리세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/71851aeba09c92525ebced6addfa1b4ea38d35ec0c06f5412aa83d9f83d3dbf5.png"	394
69766	1	"69766-blade-flurry"	7	[]	5	1646	3	"Hideaki Takamura"	2	"폭풍의 칼날"	"내 무기를 파괴하고 그 무기의 공격력만큼 모든 적에게 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0bd659a5746742eccaf3b4f3041f19f1b565d7384a153a61342307ff802dbf75.png"	""	"\"이봐, 단검을 그냥 마구잡이로 휘두르는 것이 아냐. 그것보다 훨씬 더 고차원적이라고.\" - 샨, 상급 도적"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c10b542701979d2575e3ad37eb2d13fed5ba89e974408731dbc1c903058c0ec6.png"	1064
68336	1	"68336-bloodlust"	8	[]	5	1646	2	"Luca Zontini"	5	"피의 욕망"	"이번 턴에 내 하수인들에게 공격력을 +3 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9420b776231fc649f5fe3c4b8183b229c7e44ace23812633ef65297cf4771275.png"	""	"우워오우아오어오우오우아우어오얽!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf6f28250cabb79d9b589c7724a6fa9b8d171f4ed7291ecd7277832e78577245.png"	1171
68459	1	"68459-mortal-coil"	9	[]	5	1646	2	"Matt Gaser"	1	"필멸의 고리"	"하수인에게 피해를 1 줍니다. 이 피해로 하수인이 죽으면, 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/efe7fbc7b9f01f28bbb6a3a8699fff8d58b12ef867f89dcfd09a081f3f6c256c.png"	""	"굳이 마나를 해골 모양으로 변형시킨 노력이 가상하지 않습니까? 상으로 카드 1장은 줍시다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f01d8be75ef1e311ffa3b16b42c5493d921f0c77838c758ccb5aff270f0d7c16.png"	1092
69953	1	"69953-mortal-strike"	10	[]	5	1646	3	"Zoltan & Gabor"	4	"필사의 일격"	"피해를 4 줍니다. 내 생명력이 12 이하라면, 피해를 6 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f43fcc22e44938004b9a58488d801ffc864020672fe69623cd1d9d0815552b02.png"	""	"\"기술을 하나밖에 쓸 수 없다면, 필사의 일격을 쓰라.\" - 전사의 십계명, 여섯 번째 줄"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bcbadbeae755b6c7975e4808949dcf7f5100caddc0efd09686d71340e82a0886.png"	804
68307	1	"68307-claw"	2	[]	5	1646	2	"Dany Orizio"	1	"할퀴기"	"방어도를 +2 얻고, 이번 턴에 내 영웅이 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0760309a9082d0e0e2c6546f1f033fcca9c5eb32e8b9c6d0756465702b4988a2.png"	""	"남자 캐릭터에겐 민망함을 무릅쓰고 상대를 할퀼 용기를 주는 카드입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/59d925c5a7389a3c74de844070f6a7e601b1959b54fd9f12ee8e5d87f8de7b89.png"	1050
68475	1	"68475-sap"	7	[]	5	1646	2	"Scott Altmann"	2	"혼절시키기"	"적 하수인을 상대편의 손으로 돌려보냅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ba0768e8b45f93428a88b21e9804caf426902a0bb4deb61dd62869948cdbfb9e.png"	""	"주사가 심한 친구를 집에 데려다 줄 때 유용합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/83d87581ca1426f69f56dad9e28fecd2d3e649156fdedc07f8055a3487c1e0a0.png"	461
68326	1	"68326-fireball"	4	[]	5	1646	2	"Ralph Horsley"	4	"화염구"	"피해를 6 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c4a5e5f3deabd757c075f465c4703fe6456bfe46e92d33d58154d379e1e136a1.png"	""	"이 주문은 뭐든 불태울 때 좋습니다. 혹시 뭔가 살짝 굽거나 따뜻하게 만드는 주문을 찾으셨다면 죄송합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1d946aacfcfacdf86284a6f3350956349cec9674148a928d64f39d9e341d502b.png"	315
68378	1	"68378-cleave"	10	[]	5	1646	2	"Phroilan Gardner"	2	"회전베기"	"무작위 적 하수인 둘에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7490c98f5e045e63acfa6e75d4a1397e0d1697b447ad831184602980059351a8.png"	""	"거기 둘... 잠깐만 가까이 붙어 줄래?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0918792705bc0d16524f8dacee8954d23cd9127a437cfd41f4ceaf6ce5d5d03a.png"	940
68315	1	"68315-swipe"	2	[]	5	1646	2	"Sean O’Daniels"	4	"휘둘러치기"	"적에게 피해를 4 주고 다른 모든 적에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/23734e96f86aaeac8d37ed80794c8b53a40df6564f0741eb365284ce494351b8.png"	""	"곰이 팔을 뒤로 젖히면 당신을 확 휘둘러치거나! ...꼭 안아주려는 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f9e0047282829ba6a99f7e94eb79c8027a8c1db1f2feac1d3a7379fcaa162ca8.png"	64
