id	collectible	slug	classId	multiClassIds	spellSchoolId	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds
56555	1	"56555-libram-of-wisdom"	5	[]	5	5	1414	3	"Adam Byrne"	2	"지혜의 성서"	"하수인에게 +1/+1과 \"<b>죽음의 메아리:</b> '지혜의 성서' 주문을 내 손으로 가져옴\" 능력을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d8c02f14c0589368b1d50ec9c52be4aa45ffb3b796b8d33e24c49bc6bbfcce5.png"	""	"최고의 지혜는 대물림되는 것이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab061ea3d7bb96a6d345aa49f5ddfd0e8131d7e3eba5d5632cc8ae98f59fe9d1.png"	[12]
47222	1	"47222-zap"	8	[]	4	5	1125	1	"Jason Kang"	0	"찌릿!"	"하수인에게 피해를 2 줍니다. <b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4b4f4f0fdc775f36fb91189f0af56dcf662f53a40b2644ae0cbf8fb862924144.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1da1a213832135be4643ef58eb76de5593166078f5f75728ee123bb7a0d6ff3d.png"	"의성어로 주문의 이름을 짓다니 주술사들도 은근히 게으르군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/61a2d3ccf956ed35d02a1d8f6e96d37aadc54051f5dcdf691e459e955a7199fb.png"	[14]
52640	1	"52640-power-of-creation"	4	[]	1	5	1130	4	"Zoltan Boros"	8	"창조의 힘"	"비용이 6인 하수인을 <b>발견</b>합니다. 그 하수인을 둘 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8fe973a493d345c5b1ce1e4458ec426830b34445ba546c9446f7fe72505fbba9.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ee304ff174886155ef222a11f0b9303a16b7366c62707d7e5837dceecaceea0e.png"	"파티에서 사용되는 경우가 생각보다 많습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a0a619aa63053d049c361d9fbd29db2fa27861744445662806bd225366f8022.png"	[21]
97098	1	"97098-celestial-shot"	3	[]	1	5	1858	1	"Anton Zemskov"	3	"천신의 사격"	"피해를 3 줍니다. 내 다음 주문이 <b>주문 공격력 +2</b>를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9f3d9bba25afcd929d40127918d97729e7932206ca0998d5b9ef728d724a0acd.png"	""	"정말로 해냈지."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e908ebcb35d2853f725f9d9e2622ea5246a71155d0d9d642b9dd0d685a3d6834.png"	[2]
48393	1	"48393-blazing-invocation"	8	[]	2	5	1125	3	"Dan Scott"	1	"타오르는 기원"	"<b>전투의 함성</b> 하수인을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c645d21f78d94ee5e408bb2a93b4d78dc1b07b026c4b94da834326d1d0aa8bd1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/351e58c9f3c4799bc14755326b830dced73d2a416969e959bdd53d7de286a888.png"	"주술사들의 유행은 매번 바뀝니다. 이번엔 불인가 보군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e1924f0abb1cdc1bbc58d1be549146369c77870ec81419467f8cc745976b4872.png"	[8,21]
2620	1	"2620-elemental-destruction"	8	[]	4	5	15	4	"Tyler Walpole"	3	"파괴의 정기"	"모든 하수인에게 피해를 4- 5 줍니다. <b>과부하:</b> (2)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d1dc68918b2622c590131184d76724ac2c0c3e99cfb582dcff8f2307eca40a1.png"	""	"이쯤되면 정령들이 이렇게나 과격한 존재였는지 생각하게 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5e8fb1a3ce3b90bd245c347a15c8c0506cf1e894435eac9330417e998b83a442.png"	[14]
54965	1	"54965-storms-wrath"	8	[]	4	5	1347	3	"Zoltan Boros"	1	"폭풍의 분노"	"내 하수인들에게 +1/+1을 부여합니다. <b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0bfe7a70da73a5abb939e86b5dc8d61f7eb111c7b3e95503f9ef171badff1327.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3309697fb8dd853811b9b28215ed83ae85df828b62c1458e568a1e97a6ca384d.png"	"열기구를 부수려면 용이 얼마나 필요할까요? 하나, 둘 셋, 우지끈!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b0cba9373ebc1dff3ee2f3475703246533cc7c8ef4bf592ee7a366712755509d.png"	[14]
40324	1	"40324-freezing-potion"	4	[]	3	5	25	1	"Arthur Bozonnet"	0	"혹한의 물약"	"적을 <b>빙결</b> 상태로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0f59786f5968a6d12215a31518861e1d9436314e1938ac4583b7678ae0caeb6d.png"	""	"이거 생각보다 맛있... 두뇌 빙결!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ad479b109fbde3380e87b5c75c4a6a406fc439a0bd59d81358783d6292d3f36.png"	[10]
96946	1	"96946-taste-of-chaos"	14	[]	7	5	1809	1	"A.J. Nazzaro"	1	"혼돈의 맛"	"하수인에게 피해를 2 줍니다. <b>피날레:</b> 지옥 주문을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03e081563414210e0b1c822d63b0c0b886906f432649c7ab615344dcb4958b95.png"	""	"자극적인 맛!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/462e3e5b5cab19e5e50160a9c7540b0641b4de6c3cd4732a1cbdb0056d7fca13.png"	[21,255]
50086	1	"50086-blast-wave"	4	[]	2	5	1129	4	"J. Axer"	5	"화염 폭풍"	"<b>모든</b> 하수인에게 피해를 2 줍니다. <b>압살</b>: 무작위 마법사 주문을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/98abb456ae0de52e5d0df39345c2070870ce9909198457768d25cad089ea8434.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0f336f26dd8e6b9415e1e4ded2153d4e5151c1e96d18ce34bf677a09d7f87443.png"	"실례합니다만 지금 불타고들 계십니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9521f26b99189080bf92bb3f9d3b8458f5810d84012e01941b2ba1058f03dbba.png"	[61]
54892	1	"54892-nether-breath"	9	[]	7	5	1347	3	"Dave Allsop"	2	"황천 숨결"	"피해를 2 줍니다. 내 손에 용족이 있으면, <b>생명력 흡수</b> 능력으로 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/48dc1d20862410e1fcdb44296ce64b0348a0740a9c15b0cf8dd1563637da5907.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d551fc30c3adbab8ab2bf1ad1b15700d7fdfc2d0e1e1c8c5ba93f68e18c611a0.png"	"\"황천이 차갑든, 황천이 뜨겁든, 우린 함께 타오르리라, 황천이 어떻든, 우리가 어떻든.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7e783a726eee9d8a7694b541b20ecb8cfdbd9a7e7221e795a050bd0a06a041a7.png"	[38]
56386	1	"56386-netherwind-portal"	4	[]	1	5	1414	1	"Adam Byrne"	3	"황천바람 차원문"	"<b>비밀:</b> 상대편이 주문을 시전한 후에, 비용이 4인 무작위 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e3ca4d81f917cc83247908029c1b81a25f939124539cd1477af26158d355f32.png"	""	"창천의 차원문이 가고, 황천의 차원문이 도래하리라!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8bd99c9cec2e8de2a1a538852866de43865b959f07fb7c8eeeb9631b7c61cbee.png"	[5]
