id	collectible	slug	classId	multiClassIds	spellSchoolId	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds	duels
64430	1	"64430-first-flame"	4	[]	2	5	1578	3	"Anton Zemskov"	1	"첫 번째 불꽃"	"하수인에게 피해를 2 줍니다. 두 번째 불꽃을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fcbd3c10b5d55751b4a24bb00f0b9e63a70332c08ec9b8935cb8f4a0cea69aa5.png"	""	"처음은 그 무엇이든 잊을 수 없죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8751fe59d171c63edb42d127c60def40eabdefd860ab87a738d981fcd33af5cf.png"	[64432]	{"relevant":true,"constructed":true}
63369	1	"63369-final-gasp"	9	[]	6	5	1525	1	"Vladimir Kafanov"	1	"최후의 숨결"	"하수인에게 피해를 1 줍니다. 그 하수인이 죽으면, 무작위 추가 효과를 얻은 2/2 모험가를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ea0ad6b191bc1a1d52ff5c4f8ea58e0d645a8b2ba2123e527ade6e8f71712a92.png"	""	"거칠게 속삭이며 내뱉은 최후의 말입니다. \"부활 좀.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/749bc2579b21db1852eb8da8c4e0b496650152031f19a14086c04d08e2824e88.png"	[63103,63104,63105,63106,63107,63108,63109,63110]	{"relevant":true,"constructed":true}
84291	1	"84291-sunfire-smithing"	10	[]	2	5	1776	3	"Tanamaes Leejierasaes"	4	"태양불 대장기술"	"4/2 검을 장착합니다. 내 손에 있는 무작위 하수인에게 +4/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf6ea236431d21ada6c13651dd793a976019f284fcf827a349249dc231ffbce4.png"	""	"간단합니다, 그냥 태양에 담그세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0997a6d7721eee02b086bbba1fa3a5d1c60dec60e610f38d92295719d27f8d63.png"	[86415]	{"relevant":true,"constructed":true}
69986	1	"69986-seeds-of-destruction"	9	[]	7	5	1626	3	"Arthur Gimaldinov"	2	"파괴의 씨앗"	"내 덱에 균열을 넷 섞어 넣습니다. 균열을 뽑으면, 3/3 공포 임프를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ef3ef5720da4e35e53673f065496b1c4a05794dc9febaafdd5e48952e09ad5c.png"	""	"콩 심은 데 콩 나고 팥 심은 데 팥 난다면... 이걸 한번 심어볼까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a54fa9f7efad8da054677c0cb135617bcbf7f39e213e1940a64ab99b85cad5f5.png"	[69987,67773]	{"relevant":true,"constructed":true}
41872	1	"41872-bloodbloom"	9	[]	6	5	27	4	"Tyler Walpole"	4	"핏빛꽃"	"이번 턴에 내가 시전하는 다음 주문은 마나 대신 생명력을 비용으로 사용합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ed8ea0ad18306c004de4d8ea4b85caca4d202a5645c29ce38c163313ad9fffab.png"	""	"마나가 여러분의 도움을 필요로 합니다! 오늘 바로 헌혈하세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b3a31ec0397798d140b2d27766f7351c35ffb0ab28583d29da73a5801c7b3056.png"	[41054,41057,41058,41059,41060,41061,41062,41063,41211,41691]	{"relevant":true,"constructed":true}
46307	1	"46307-lesser-diamond-spellstone"	6	[]	5	5	1004	3	"Tyler West Studio"	7	"하급 다이아몬드 주문석"	"서로 다른 아군 하수인 둘을 부활시킵니다. <i>(주문을 4회 시전하면 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/970ce581f3c6d4ce88321cec74eb8b20563c423bf1d103384b31d95599e12fb3.png"	""	"희디흰 여덟 번째 다이아몬드 원석 신념 가진 자에게는 소중한 보석 속삭이는 기도는 잃은 자도 살리지만 그 무서운 대가는 아무도 모른다네"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2091becaff6dcc0f7fd54ba8fec81bea4d5f4646714f395ebfadb9247a5cc2c7.png"	[46308,46306]	{"relevant":true,"constructed":true}
43414	1	"43414-lesser-ruby-spellstone"	4	[]	2	5	1004	3	"Zoltan Boros"	2	"하급 루비 주문석"	"무작위 마법사 주문을 내 손으로 가져옵니다. <i>(정령을 2장 내면 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ffd5f512479ad6b0c951e5eb5ebb7ca5bfcadb6aa3f05395606512eada09625.png"	""	"마지막 원석이 주인을 파멸시키네 이름 없는 마법사가 그를 돌로 만들었네 아자리는 야생의 단말마를 내지르곤 영원히 황천에 봉인되고 말았네"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/09f0d7b8888aa6bacc154203756cfaa49229c3a1436fe190b0c37808a8116eeb.png"	[43412,43411]	{"relevant":true,"constructed":true}
43363	1	"43363-lesser-emerald-spellstone"	3	[]	4	5	1004	3	"Joe Wilson"	5	"하급 에메랄드 주문석"	"3/3 늑대를 2마리 소환합니다. <i>(<b>비밀</b> 카드를 1회 내면 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4187ef25dcee38fcc4dbefb6d1c58e7b2cc9b61c5b0859ac9e5945859e4c68bb.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3b1600e216c8596b44e3cefe6d87f4fe1bd4d8baa5490e9df8ad34aab6406ef8.png"	"에메랄드 원석의 놀라운 힘 찾아 타우렌 고향땅 지키려 했거늘 부족은 사라지고 분노도 사그러드니 사냥은 누가 하나, 사냥감은 누구인가"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2690cb9564efdf0ef1844968470fdeab8735a408f0678e49b670367620e98a9.png"	[43362,43361,46446]	{"relevant":true,"constructed":true}
58796	1	"58796-school-spirits"	9	[]	6	5	1443	1	"Steven Prescott"	3	"학교의 혼령"	"<b>모든</b> 하수인에게 피해를 2 줍니다. 영혼 파편을 내 덱에 둘 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f90a23c82498067b228052e69eb06fcfcaace26bcde7e7bb902fb9f1863f5c85.png"	""	"\"이 학교에는 무서운 괴담이 있어. 밤만 되면 수위 아저씨가 야구 방망이를 들고 다닌다고 말이야.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3cf903429304b189c931eb9cbdf66fa56d5261dea7401abbb16109939da20a4c.png"	[59723]	{"relevant":true,"constructed":true}
61180	1	"61180-grand-finale"	4	[]	2	5	1466	3	"E. Li & K. Turovec"	8	"화려한 마무리"	"8/8 정령을 소환합니다. 이전 턴에 낸 정령의 수만큼 반복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6be2ab5999db88d3d0be2d3694a9975a8f5b3de12cb45fd2dd0d0e17937f906c.png"	""	"대체 왜 다들 불꽃 놀이에 열광하는지 모르겠습니다. 세상은 넓고 불붙이면 터지는 건 많은데 말이에요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1ebee8260fb4dd3e16f8306007759fe07aeb83a59631f123962ed4cddf7acd97.png"	[61695]	{"relevant":true,"constructed":true}
41151	1	"41151-flame-geyser"	4	[]	2	5	27	1	"Chris Seaman"	1	"화염 분출"	"피해를 2 줍니다. 1/2 정령을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d6e2e92d27b84a8d38137db9287c9ebd3c0ecbe5414b6f4523123304757c9266.png"	""	"끓어오른다! 하트! 불타버릴만큼! 히트!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b4335ab45272bd8bd5696ad00bfa24fe7a2fc4bcd6f62d72beb7337329d62166.png"	[42044]	{"relevant":true,"constructed":true}
64236	1	"64236-sow-the-soil"	2	[]	4	5	1578	1	"Jun Yan"	1	"흙 메우기"	"<b>선택</b> - 내 하수인들에게 공격력을 +1 부여합니다. 또는 2/2 나무정령을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/39335dd7cd362eb1e472581d0bbc396f109f0a25e7a04b4a5e92ebc1aec05988.png"	""	"\"흙을 메울 때 꾹꾹 눌러줘야 식물이 잘 자란다고요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2cc7a218e4b5d96de360876e4584434dea936f1cefe2be27b78f061e19cab12.png"	[68188]	{"relevant":true,"constructed":true}
