id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds	keywordIds
38403	1	"38403-xaril-poisoned-mind"	7	[]	4	21	5	"Jaemin Kim"	2	3	4	"독한 마음의 자릴"	"<b>전투의 함성과 죽음의 메아리:</b> 무작위 <b>독극물</b> 카드를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ad5607cbee3517d6d20ac574c0a00dc87f452512345d02f409ab0f74819c889.png"	""	"징그러운 사마귀가 대놓고 독극물이라고 쓰인 용액을 주면 참 사용하고 싶겠군요... 어라?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/62141e5dce6d867b7e56ae2c3c933d2f7b5def9b02d3c7d9e043c4b2e6c2a3fb.jpg"	[38934,38935,38938,38940,38942]	[8,12]
41218	1	"41218-sherazin-corpse-flower"	7	[]	4	27	5	"Matt Dixon"	3	5	4	"시체꽃 셰라진"	"<b>죽음의 메아리:</b> <b>휴면</b> 상태가 됩니다. 한 턴에 카드를 4장 이상 내면, 되살아납니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/294b583cbb7f94e213e12b55ad4bb70ac870d611380a74972faeaafe6a347277.png"	""	"토르톨란 정원사의 최악의 악몽입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d37eedef469ee484399e1c96d4501392964019e86cd9c9a97dd36a3a2497a56.jpg"	[42796]	[12]
43228	1	"43228-faldorei-strider"	7	[]	4	1004	4	"Tyler West Studio"	4	4	4	"팔도레이 순찰자"	"<b>전투의 함성:</b> 내 덱에 잠복을 셋 섞어 넣습니다. 잠복을 뽑으면, 4/4 거미를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f0c264764a1430ca09c7374e5270407b9fb413e2aa6649deccd04b655da4bb4f.png"	""	"덱 안에 거미가 있습니다. 거미가 보일 수도 있고 안 보일 수도 있습니다. 보이면서 안 보이는 것입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5729be2b0d49c883394846d103ce2c0a30f7825b24d5d54c172550b1731ee82f.jpg"	[45869,45870]	[8]
59691	1	"59691-infiltrator-lilian"	7	[]	4	1443	5	"Alex Horley Orlandelli"	2	4	4	"침투요원 릴리안"	"<b>은신</b>, <b>죽음의 메아리:</b> 무작위 적을 공격하는 4/2 포세이큰 릴리안을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9b54c460bd80e2fb8c133d7e16a0f5a3e781003bc8fd9fe73ad9ba859c98ec88.png"	""	"진실을 밝힐 수 있다면 두 번째 목숨도 기꺼이 바칠 것입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5831bcbbf2e9c380226e106b98b5b56d89eed604df302c8ff9ba12ee3a816987.png"	[60409]	[6,12]
52114	1	"52114-heistbaron-togwaggle"	7	[]	4	1130	5	"L. Lullabi & K. Turovec"	5	5	6	"강도왕 토그왜글"	"<b>전투의 함성:</b> 내 전장에 <b>졸개</b>가 있으면, 멋진 보물을 선택합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/280de7484025cbf77e426810818ffb4b7a13e57c9ad1bcc913aa589acc33f820.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a353279ff04b49c3fbd64311e3fbdc5f341f8e26ebbf1d25f68e11b002e8d78b.png"	"라팜의 든든한 아군입니다. 반짝이만 계속 준다면."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fc033cce12c2a6d9599e0ed19be75496462d1bb5e9ba4ce25f38120192df93ba.png"	[52897,52900,53160,53161,53162,53163,55378,60588]	[8,71]
56379	1	"56379-cursed-vagrant"	7	[]	4	1414	1	"Jim Nelson"	5	7	7	"저주받은 부랑자"	"<b>죽음의 메아리:</b> <b>은신</b> 능력이 있는 7/5 그림자를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e8ba0b4fbc334cae8417b27b48612bfc84520df43a70b826341d30402a7c2f97.png"	""	"사실 저주받은 건 자신이 아니라 탈부크 고기였다는 건 꿈에도 모르는 눈치네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1928dda33431f8e1c449eac3f9775aa4cbd90ca491e05873c08e7302bdfa30de.png"	[57498]	[6,12]
2586	1	"2586-anubarak"	7	[]	4	15	5	"Eric Braddock"	4	8	9	"아눕아락"	"<b>죽음의 메아리:</b> 이 하수인을 내 손으로 다시 가져오고 4/4 네루비안을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/40fa768791816f2c87ef67137cdc3f67e980b803b817dc23d7908f56c338b978.png"	""	"아움 날락크, 쉬! 일어나라, 부하들아. 먹어치워라!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1dd570f87afea2d04de811bd52367c37f26e0020c36fb233967c97b2ff05be2d.jpg"	[3010]	[12]
56420	1	"56420-lady-vashj"	8	[]	4	1414	5	"James Ryman"	3	4	3	"여군주 바쉬"	"<b>주문 공격력 +1</b>, <b>죽음의 메아리:</b> '바쉬 프라임'을 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6b52929b164d9dd4141b5d982beac8893872d265db81617dd1bdda420fbcfc89.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bddb83525ef300a46f60367d98287262666a8d380fced443bf8b3f63cdbe6151.png"	"한때 아즈샤라 여왕의 개인 시녀였던 여군주 바쉬는 일리단 스톰레이지의 충직한 부관이 되었습니다. 그야말로 잘 나가는 나가네요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d465c63d5fdfa1e2dc8857370fab4f805443101f53e63fe9a819b5a9329af4b9.png"	[56626]	[2,12]
40486	1	"40486-white-eyes"	8	[]	4	25	5	"Cole Eastburn"	5	5	5	"백안"	"<b>도발</b>, <b>죽음의 메아리:</b> '폭풍수호자'를 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/765563ff0ebce0ea311f23e0204830db463e60a10c6c7d6290e9bb133fa22c8c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8235542f312b7741540fa67d1d34a260e8bf4efb3d25cb750215be035e983e9b.png"	"내 목숨을 아이야에!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ffd0ba02bd08a62360f6cd03afb8aa0b03af32b1b0455a6ac5c4c7008c2d87fb.png"	[41842]	[1,12]
52409	1	"52409-swampqueen-hagatha"	8	[]	4	1130	5	"Alex Horley Orlandelli"	5	5	7	"늪지여왕 하가사"	"<b>전투의 함성:</b> 5/5 악령을 내 손으로 가져옵니다. 그 하수인에게 주술사 주문을 둘 가르칩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b5cbe12ffb0db31a5da35708a36c96461e4c7b6bfa77d86caa8aeb5e63c1b2d8.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9cda9b60c5d83856a3667f6379b42b7aadccb0d563dfee79d59420b8e0cbdb03.png"	"라팜이 하가사와 손을 잡은 이유 중 하나는 박사 붐의 농담에 웃어주지 않기 때문입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4de8f21d60c719d1395fdd707625ce259cd96fd60196f932057ab18c377e20bb.png"	[52812]	[8]
38774	1	"38774-possessed-villager"	9	[]	4	21	1	"Matt Dixon"	1	1	1	"지배당한 주민"	"<b>죽음의 메아리:</b> 1/1 어둠의 야수를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fe0d04914810768082c09977b8764149e1d098778f8538b40351189327669097.png"	""	"말 그대로 혼이 빠져나가는 느낌을 받을 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/74648acd4b54333f65d60d21c4bcd11492039d277d93b0a1cb42c8d8ae62300a.jpg"	[38773]	[12]
52872	1	"52872-evil-genius"	9	[]	4	1130	1	"Rudy Siswanto"	2	2	2	"잔.악.무.도. 천재"	"<b>전투의 함성:</b> 아군 하수인을 처치하고 무작위 <b>졸개</b> 둘을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/334481a1bdaf47f36cb5e85a6e8dd014d674227d2be6406b10cbd96fd4b85e6a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab153866d3dae4cf8a80bd9377b63e9233085d8de9735cbf30c30122f27aad6d.png"	"이 천재의 신경을 건드리지 않는 게 좋을 겁니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c3ff02f03d298d056289bd30bd6335deb48bd551e8e1947ba9341c468144203.png"	[52897,52900,53160,53161,53162,53163,55378,60588]	[8,71]
56534	1	"56534-kanrethad-ebonlocke"	9	[]	4	1414	5	"Rafael Zanchetin"	2	3	2	"칸레타드 에본로크"	"내 악마의 비용이 (1) 감소합니다. <b>죽음의 메아리:</b> '칸레타드 프라임'을 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b4c80d9ef7e0dfd1373e4be1d0e360e124d0eba3b797d9d64390baa11e5dac14.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0148ee0efd0d80034e21a06f2eac79f711522edeab56228116d9234ef5be61ae.png"	"일리단이 쓰러진 뒤, 칸레타드는 암흑의 수확 의회를 결성해 일리단의 지옥 마법을 연구했습니다. 녹색에 대한 집착이 그를 지옥 마법으로 인도한 것일까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d78bd391226a85438dcb87c4a9b502ba4fe343da95111272d234bc39137100dd.png"	[57155]	[12]
59605	1	"59605-boneweb-egg"	9	[]	4	1443	3	"Mauricio Herrera"	2	0	2	"뼈그물 알"	"<b>죽음의 메아리:</b> 2/1 거미를 2마리 소환합니다. 이 카드를 버리면, 이 하수인의 <b>죽음의 메아리</b>를 발동시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c9c4e894a6b562101a2add1d7bba2c88daaf38f8385a6b0dbdc1fb9324226a60.png"	""	"올해 귀족의 정원 축제는 정말 재밌을 겁니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8ad60d2d6b57dfad650b097d02ca5f28b070134aaf3f1d13aa7b2798260c9982.png"	[60256]	[12]
53884	1	"53884-evil-recruiter"	9	[]	4	1158	1	"Zoltan Boros"	3	3	3	"잔.악.무.도. 모집가"	"<b>전투의 함성:</b> 아군 <b>졸개</b>를 처치하고 5/5 악마를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8151ab3309771ae924e4f973eec178747c5bcfeaf2bcff3bcf6905f9fc97e74b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dae1036ff1d3dc6181ff1c7c4b86ae843e088cfe148a1c3df0b987a2ce736716.png"	"졸개들은 처음부터 악한 게 아닌 거 같습니다. 그냥 길을 잘못 들었을 뿐이지요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b8ccadfe4ae815dc17a857967b95394694553dfa2310e13022431ccc06664a0.png"	[54076,52897,52900,53160,53161,53162,53163,55378,60588]	[8,71]
53890	1	"53890-dark-pharaoh-tekahn"	9	[]	4	1158	5	"Jaemin Kim"	4	4	5	"암흑 파라오 테칸"	"<b>전투의 함성:</b> 이번 게임 동안 내 <b>졸개</b>들의 능력치가 4/4가 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7297c27128b314ce77fc36f2faa2d2981275fe7d8a2fa9ba28895809fefb2609.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ea31302ea0fc371a31674ee408d4f29e85e10ec4b75d4e44c158ad363016f392.png"	"울둠에 오기 전에 운고로에도 잠시 들른 모양이군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7417aff9b1b0f7ee80a94db1ec99baecf62500abf605507e5d430b03a7073402.png"	[52897,52900,53160,53161,53162,53163,55378,60588]	[8,71]
54894	1	"54894-abyssal-summoner"	9	[]	4	1347	1	"Ivan Fomin"	2	2	6	"심연불 소환사"	"<b>전투의 함성:</b> <b>도발</b> 능력이 있는 악마를 소환합니다. 능력치는 내 손에 있는 카드 수와 같습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b87ee5da50764083f9f8e9aed88fb4d9aad9db0fd4d41412f249d933b53d43bd.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/86a1356fe36b07a097b84c92b0b445724ea0c8a54055d3dd34662a4c5cf019f5.png"	"하지만 노움은 손이 작은데..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e68cf91832c42ee8a77fcea7a70b74a14d0b66be17c4c4ad35fe09b48a34bc2.png"	[54895]	[1,8]
59727	1	"59727-soulciologist-malicia"	9	[9,14]	4	1443	5	"Steven Prescott"	5	5	7	"영혼학자 말리시아"	"<b>전투의 함성:</b> 내 덱에 있는 영혼 파편 하나당 <b>속공</b> 능력이 있는 3/3 영혼을 소환합니다. <i>( )</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7e23c0f72ab69968ade6696f280cb522c17ee43c4f13f2a052d621be850333a8.png"	""	"당신 목숨이 소중하다면 이 학문을 \"유사 과학\"이라 부르지 마십시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45d09aec852b3ad1d38ddf88bef90539ecf734471a179cac35e5bde5fd7656fb.png"	[59890]	[8,53]
55001	1	"55001-evil-quartermaster"	10	[]	4	1347	1	"Kagi"	3	2	3	"잔.악.무.도. 병참장교"	"<b>전투의 함성:</b> 무작위 <b>졸개</b>를 내 손으로 가져옵니다. 방어도를 +3 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eec3d021b36c53ab6e6dd801cc6edeb2137d3b1cbf8fd73567dc53ed91b2ce5f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b668d6e73d97fbfd265079a29c23d153cbfa42f47bb0590b4f91a1a33749d162.png"	"평판 작업을 열심히 하면 휘장도 준답니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/11c377895106ede484a788729c22435097bec04848d79a2d6962b9135e159aa2.png"	[52897,52900,53160,53161,53162,53163,55378,60588]	[8,71]
538	1	"538-arathi-weaponsmith"	10	[]	4	3	1	"Samwise"	3	3	4	"아라시 무기제작자"	"<b>전투의 함성:</b> 2/2 무기를 장착합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5ceee21af54adbf339a261ecc700b86d71c0c59a50b6f26989b151b8bd50e8d4.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/00c0009d3128b90602548fc418bc20580c77090f3055b5fc55900456db6deeea.png"	"장착 무기류를 50% 할인합니다! 기간 한정!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab5c1f85514a0eff7fe1c6e9c6c1d022e39541a78300acf3591dc622ba8e627b.png"	[1707]	[8]
56510	1	"56510-kargath-bladefist"	10	[]	4	1414	5	"Alex Horley Orlandelli"	4	4	4	"카르가스 블레이드피스트"	"<b>속공</b>, <b>죽음의 메아리:</b> '카르가스 프라임'을 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/de20df00d4998c05f5cdf2d8c26735dbd4c4359db3a91fbf9b2379f7b2ba2de0.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7aa5b0f4ed0dcc08b47ba92bdf12ee0d9bb7b4317fb224c889dca019aea8871f.png"	"으스러진 손 부족의 지도자인 카르가스는 타고난 유연성으로 유명합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/374ca4bc232611ba89ab6ca38f60848b16575ff6f3a92c062f6ebac7d023c3ac.png"	[56656]	[12,53]
2881	1	"2881-obsidian-destroyer"	10	[]	4	20	1	"Anton Zemskov"	7	7	7	"흑요석 파괴자"	"내 턴이 끝날 때, <b>도발</b> 능력이 있는 1/1 딱정벌레를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a61d1331e248a3f2f1ee49ffd99bc4ecb65b650de40a750f7510c69ff9320826.png"	""	"그 어떤 흑요석도 파괴할 수 있습니다! 이렇게 말하니 정말 없어보이는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ce72204f47080a23b6d0975b2e8fbbfeb5698f582095d9f58e72c313a9d5976.jpg"	[38325]	[1]
51739	1	"51739-blastmaster-boom"	10	[]	4	1130	5	"Matt Dixon"	7	7	7	"폭탄광 붐"	"<b>전투의 함성:</b> 상대편의 덱에 있는 폭탄 하나당 1/1 폭탄로봇을 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d97dc0a1dc98f5f7a64509ce96de0e55cb250141280aa327f6528be3c53f7553.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/af7411ef60ace6f75ecf5f78403bdb8116199e77a38dccd0c6dfd9ef45f33de6.png"	"이전의 하스스톤 덱은 29장의 카드와 1장의 박사 붐으로 이루어졌다고 했습니다. 과연 그 아성을 무너트릴 수 있을까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/60f8326a29728fb5d00aa14a11d476aede73fdf826a40d7577b05b4bca1f1cc7.png"	[2235]	[8]
50796	1	"50796-saronite-taskmaster"	12	[]	4	1129	1	"Sean McNally"	3	2	1	"사로나이트 작업반장"	"<b>죽음의 메아리:</b> 상대편에게 <b>도발</b> 능력이 있는 0/3 풀려난 노예를 소환해 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a55f52f90e391e2941d13197bcbbe7e4d8d517e2572c57f2aa21af379f2897d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/31ef6a548a3cef6a5fb7717d3466779367d3d94d0e71a637cd0df1689aab96fb.png"	"얼마나 감내해야 할지 알 수도요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/be6d461eb535064a1d4163f8d07277b0053bb08caff3b988806262ae512c4be5.png"	[50797]	[1,12]
54291	1	"54291-mogu-cultist"	12	[]	4	1158	4	"Arthur Bozonnet"	1	1	1	"모구 이교도"	"<b>전투의 함성:</b> 내 전장이 모구&nbsp;이교도로 가득 차면, 모두 처치하고 고위수호자 라를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fc2187db7f671a71ca9221e7ad9157f0cf70787d954c0da385bd3208f6b8045d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1515e476d75dca41721e7ce715a7aed8d7daf0fe1b9d6a68781b959c1448406a.png"	"신의 팔다리를 모으는 것보다는 쉽지 않을까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a626fc0ec8614462e140eb175d061baa411b6bd0ff9e04b686619858d19079a.png"	[54292]	[8]
1786	1	"1786-nerubian-egg"	12	[]	4	12	3	"Justin Thavirat"	2	0	2	"네루비안 알"	"<b>죽음의 메아리:</b> 4/4 네루비안을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/777614ed1ce356ef2a063ffef71248f07ed810f338a3ca7c07a46ec3ffc7ba99.png"	""	"네루비안 알은 좋은 단백질 공급원이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eb28c56ea24a470b34df177a43b9a71777a462bddd64306ff885ddf5257686c7.jpg"	[1787]	[12]
46994	1	"46994-spellshifter"	12	[]	4	1125	1	"Arthur Gimaldinov"	4	1	2	"주문 전문가"	"<b>주문 공격력 +1</b>, 이 하수인은 내 손에 있으면 내 턴마다 공격력과 생명력을 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45cf1128fce8b671bf3e805b3092a864be207d4da5dc4a0e7e810ae1baad535e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/945f8729fa3906a82ec757a3120eac519718ef25774fb7c319d129716a547d00.png"	"지돼멧혼황"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6158f3884d633eee3af3c31d3e754198b56ecc3a10ba966c6c209b34d3428c88.png"	[46995]	[2]
48700	1	"48700-whirliglider"	12	[]	4	1127	1	"A. J. Nazzaro"	1	2	2	"빙글라이더"	"<b>전투의 함성:</b> 0/2 고블린 폭탄을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b96b7962fa5930c17bdf165972801b38f4d3adc3049810240547a5fef2eaee77.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1b74b0a7073458b138aa75a875345c754c035ba4f3dc0d4a64668d2b2bc54ddb.png"	"하늘에서 폭탄이 비처럼 내려와!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d2faa9d7c15c573e82f3cb4b5b38288e49229b1ce827d4dedbda7b8668702117.png"	[47837]	[8]
50372	1	"50372-scarab-egg"	12	[]	4	1129	1	"Jim Nelson"	2	0	2	"딱정벌레 알"	"<b>죽음의 메아리:</b> 1/1 딱정벌레를 3마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2a0fe5e4fc87e045716d1cd8b3a39af272b2e8d60b59c9fae8988dea7680563a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9cde0cda4af049fce5b9bd6679d160baae5114c46cf01a3f225fa2d0ff61acaf.png"	"오믈렛은 맛있다고 해서 만들어 보려다가 얼굴이 뜯길 뻔했습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2514f79e2c23a175d3fc449b5fc5e9cdd15bbc9f70dbabfb7f9d797ed44d205c.png"	[50373]	[12]
50374	1	"50374-booty-bay-bookie"	12	[]	4	1129	3	"Matt Dixon"	3	3	2	"무법항 도박사"	"<b>전투의 함성:</b> 상대편에게 동전을 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/030ac6ed61deda84955b1e4afc6bf5bf6508e3d044560ad05da31f769cbd34ec.png"	""	"하지만 걱정하지 마라. 손은 눈보다 빠르니까 동전을 쓰고 산악 거인을 바로 내면 된다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/91c18ac057a83725bd17b27b165cc1ff0123e73dc10c72d88a6eab6a47f8ed9e.png"	[1746]	[8]
54411	1	"54411-bug-collector"	12	[]	4	1158	1	"Rafael Zanchetin"	1	2	2	"곤충 수집가"	"<b>전투의 함성:</b> <b>속공</b> 능력이 있는 1/1 메뚜기를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/86067cd51fae77aca041ddd1ae6748a522ebd5f155cf7e89c71c08eead7571b0.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4729c1152e616d41ee3fb133f7da2b34fedde4af4c1da5ae6cc1db298be5ac73.png"	"좋아하는 곤충이 뭐냐고요? 벌떼!!!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/988e5c9b9861dda43ee46c49237872238524a8db3e1890669e7ef8f7d3680009.png"	[53921]	[8,53]
54077	1	"54077-serpent-egg"	12	[]	4	1158	1	"Daria Tuzova"	3	0	2	"바다뱀 알"	"<b>죽음의 메아리:</b> 3/4 바다뱀을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4f0d6fbb06b6212703ede89ff49f741d8407a1548bbcc490248d30376237ba29.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5cd436acfe3ebf8ddab4286c5abb1efe27ceebd0c185eafa5e6deaba7aa290f9.png"	"\"우와, 이 귀여운 뱀 좀 봐으아아악 내 얼굴이 녹고 있어!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2221fca4b515e8043247764d40fd7e25d527629cf5d9eb4b7693d5859d53279f.png"	[54570]	[12]
55975	1	"55975-grizzled-wizard"	12	[]	4	1347	4	"David Kegg"	2	3	2	"노련한 마술사"	"<b>전투의 함성:</b> 내 다음 턴까지 상대편과 영웅 능력을 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f27988c242ad1896b5a64553f3c7d24287406a1408d68b6d862ef7296f99b69f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/55cd6e51b5f418942da07459ea682dc37aa7e113f035dded4a9d6d24941602f6.png"	"어렸을 적에는 별단 마도사였습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7938e6f91f94fbd9bee21aae5d0d959f74acabf55f7ef8b77ecfab9c14d9ce11.png"	[59801]	[8]
56391	1	"56391-rustsworn-initiate"	12	[]	4	1414	1	"Zero"	2	2	2	"녹슨 군단 수습생"	"<b>죽음의 메아리:</b> <b>주문 공격력 +1</b> 능력이 있는 1/1 임프술사를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3b11b084afe03b6a23d66644fec04ef570be1dcc4fe8449c0aa52c842bb59f00.png"	""	"녹슨 군단의 복지 항목에 파상풍 예방접종은 포함되어 있지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/599b318696866cd73d092f7469a602e085761173eb1aa63a19518923acea5524.png"	[57906]	[2,12]
59914	1	"59914-sneaky-delinquent"	12	[]	4	1443	1	"Arthur Bozonnet"	1	3	2	"약삭빠른 불량아"	"<b>은신</b>, <b>죽음의 메아리:</b> <b>은신</b> 능력이 있는 3/1 유령을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/84afbe98e75b57b3ff144826f550a47d5dbfb883b249f59de9d8a42c89906f2e.png"	""	"\"뚜껑 크게 벌리시고 '아!' 하세요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/319efe10966e574584c57ad2d86b0aa0a19db384c68830e0da7cbd695e613961.png"	[59915]	[6,12]
257	1	"257-razorfen-hunter"	12	[]	4	2	2	"Clint Langley"	3	2	3	"가시덩굴 사냥꾼"	"<b>전투의 함성:</b> 1/1 멧돼지를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/353b499c7bcb02243e58c74bd3fa08b990e1ef76e0b08b5e3940a534bb14e43d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2dba5eb6e712c639943b94446e877062fbabbaaf6f6750700e8e865573c55f6f.png"	"뿔엄니에게 정말 까분 사람이 한 명 있었습니다. 딱 한 명요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c8702fbb92ead4d419cfda878af0e5cc83e3f422e434d663f317a3c1e1cafb07.png"	[298]	[8]
570	1	"570-tinkmaster-overspark"	12	[]	4	3	5	"Tom Baxa"	3	3	3	"수석땜장이 오버스파크"	"<b>전투의 함성:</b> 다른 무작위 하수인을 5/5 데빌사우루스 또는 1/1 다람쥐로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/78590df25c6bdec91d3e86aae725e9adea90133f1730fd199c0d9554dd64d58a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e896a0baf412ae7e5beb686f2f08dfb4da1b7d35c4619eeb99c68e2ea90474e9.png"	"데빌사우루스 대신 리치 왕으로 변신시킬 가능성이 조오오오오금 있습니다. 아주 조오오오오오금."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/57fdd0a7225c07d8b9bf9b4b31aa4133addce33ff242e6840aba2b996f28b262.png"	[332,1190]	[8]
2060	1	"2060-gnomish-experimenter"	12	[]	4	13	3	"Jesper Ejsing"	2	3	3	"노움 실험가"	"<b>전투의 함성:</b> 카드를 뽑습니다. 그 카드가 하수인이면, 닭으로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/707eca01e5a446bcf61083b64095e75a24428f20a1e4ae9dd0fd77b585616eab.png"	""	"닭으로 변신시킬 때마다 의외로 엄청나게 놀란다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b69ceff5ad3b9023b39da8ac842d906d3681f4fb4dfa5fa4a42d4ab5a415b6b7.jpg"	[2240]	[8]
