id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	duels
2898	1	"2898-anyfin-can-happen"	5	[]	5	20	3	"Ryan Metcalf"	10	"무엇이든 가능하다옳"	"이번 게임에서 죽은 멀록 7마리를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bbb5d5a16b94af25c73a01a639eacc087ee8b3e9d60bc0e38fe282a0b03cdd86.png"	""	"나는야 멀록! 나는야 죽음! 그리고 다시 살음!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cbdc0bc9ff7fe5b2d6207e1963e8306c6d3502ede90153a15c8d3da1e7f52c29.jpg"	{"relevant":true,"constructed":true}
577	1	"577-bite"	2	[]	5	3	3	"MAR Studio"	4	"물기"	"방어도를 +4 얻고, 이번 턴에 내 영웅이 공격력을 +4 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3fa35457dab6435a5b8dddd4c571bd6c8e25b68a0cdc170260c463b30f5567a1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/337952c9e5404c0ed137858c6441e018f44af3971c91a3cf39e3691aa4810b6d.png"	"꼭꼭 씹어드세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f40299dc51aa384fa06992e074ff582ca3b7128ec9ed1dfe64580148049b8be1.png"	{"relevant":true,"constructed":true}
73443	1	"73443-chum-bucket"	9	[]	5	1658	4	"Arthur Bozonnet"	2	"미끼 양동이"	"내 손에 있는 모든 멀록에게 +1/+1을 부여합니다. 내 전장에 있는 멀록의 수만큼 반복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1bbba4ebd8e0d9ec661f650bad13a5c850f233cc776542d8c6602e4419324fbb.png"	""	"니들이 크릴 맛을 알아?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/50fd501183af51d08f60451c2063ccf19e8147bf4ca7b6bb7fb8376b4c215676.png"	{"relevant":true,"constructed":true}
70636	1	"70636-contraband-stash"	7	[]	5	1626	3	"Anton Zemskov"	5	"밀수품 더미"	"이번 게임에서 내가 낸 다른 직업의 카드 5장을 다시 사용합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/48ee15057908cbea684d42bcb383f027f1cd3d2abc166c33dd5c50de71bb6f4f.png"	""	"\"톱니바퀴다! 이거 잘 된거야?\" \"그래, 잘 됐네.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf481cb88372014527c3f91ae481c50bd670298e94335535aca35979d876a767.png"	{"relevant":true,"constructed":true}
546	1	"546-shield-slam"	10	[]	5	3	4	"Raymond Swanland"	1	"방패 밀쳐내기"	"내 방어도만큼 하수인에게 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6590835413b77e305957c1f935ac772660c4a1fa34ed54652f272a217f49756b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4748346f4b1d38b39b5be475b47e38f03b1c4386e9426fcca18357a663d490a9.png"	"\"좋은 무기란 무엇일까? 날카롭지만 상대가 예상할 수 있는 것? 아니면 무디지만 상대가 예상치 못하는 것?\" - 전사의 정석, 제9 장"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/58e2fc20a0397ed9672cf530918155508cef46e0ad885b694fc59606271cab07.png"	{"relevant":true,"constructed":true}
1023	1	"1023-shield-block"	10	[]	5	1635	2	"Michael Komarck"	2	"방패 올리기"	"방어도를 +5 얻습니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d275929bf3859fc8302ffc924d447e9c24466c29d13de961021a7c8cee266a0d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/df6d3eb7f3b8535ea5cba6771cde54f44e6f5037bfd71d743c3e37589042b151.png"	"얼굴 올리기는 도무지 쓸모가 없어서 방패 올리기가 탄생했습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b9e96d5a574a72a6ccd848a711eb3559a681c217a2ca0b28fad3dac445250574.png"	{"relevant":true,"constructed":true}
282	1	"282-betrayal"	7	[]	5	3	1	"Lucas Graciano"	2	"배신"	"적 하수인이 자신의 공격력만큼 양옆의 하수인들을 공격하게 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/957cfb684c35f264e41d7479894fabf8630267280b8a115603f409bd270c8816.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b039238c8d974ffc21ec2d00fdc230c28920f402084acd68fb707c8502b252f6.png"	"배신을 시키려면 그에 상응하는 값을 치러야 합니다. 예를 들어 노움을 배신시키려면 동물 인형과 약간의 초콜릿이 필요하죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/62138173b222b4710c131e2403b50718ad3fa153d03714a2c64591a575a813d8.png"	{"relevant":true,"constructed":true}
72487	1	"72487-serpent-wig"	6	[]	5	1658	4	"Matt Dixon"	1	"뱀 가발"	"하수인에게 +1/+2를 부여합니다. 내 손에 있을 때 나가를 냈으면, 뱀 가발을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45bdf86459be19a875e1c2d3cbb608d924d411f31420d5f23550d23ccb0b1c23.png"	""	"눈을 마주치면 봉제인형으로 변한다는 이야기가 전해집니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9b44820041f962c248f1a8f50aea71cec2a1e92e15979c86d0d035da299015c8.png"	{"relevant":true,"constructed":true}
78144	1	"78144-order-in-the-court"	5	[]	5	1691	3	"James Ryman"	2	"법원의 명령"	"내 덱을 비용이 가장 높은 카드부터 가장 낮은 카드 순서로 다시 정렬합니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f71c1576a9b292610e7371a90529647119a3b27f67be6dcf05e4562a9e222383.png"	""	"이래서 법을 지키고 살라는 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b1d0b02ce0a9690d46d0c6bda9de51863266d2507731bd5e819c74ccd8510ab9.png"	{"relevant":true,"constructed":true}
42801	1	"42801-doomerang"	7	[]	5	1001	4	"L. Lullabi & K. Turovec"	1	"부셔메랑"	"하수인에게 무기를 던져 무기의 공격력만큼 피해를 주고 내 손으로 다시 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/34c2f7cd4b4824b07f4636860e1c2e722cef87f3b59bd3c8ae1b353721bed163.png"	""	"반드시 내 손으로 돌아옵니다! (두꺼운 장갑을 꼭 착용하세요.)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/70fed73c178e6dc42142d60828bc1a05028c34b3e992ab1f930fde82e8b9ae6c.png"	{"relevant":true,"constructed":true}
84345	1	"84345-collateral-damage"	3	[]	5	1691	3	"Zoltan Boros"	8	"부수적인 피해"	"무작위 적 하수인 셋에게 피해를 6 줍니다. 초과한 피해량만큼 적 영웅에게 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2ce17e8ae9fb83e3e9bcdfa2a629b171edd7a2471c61c6baa2a601b9f85270a8.png"	""	"왜 나만 명치딜 세게 맞을 것 같죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3e7a5497e8e3623e6384ead5cf44438da6fa8bc5117cd4f766e8da31bdcb9f30.png"	{"relevant":true,"constructed":true}
982	1	"982-corruption"	9	[]	5	1635	2	"Wayne Reynolds"	1	"부패"	"적 하수인을 선택합니다. 내 턴이 시작될 때, 그 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/98195c072f17f78574bba1a332a648c234e5a8d2432fabe4f2eb79aa859f90c0.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/86343de9eba66fefe7b6303f03e3577a149196052d9ddcbf29cdc6c0717252d4.png"	"이 주문이 무서운 진짜 이유는 냄새 때문이라는 말이 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cbdb16bf3a03d81923f6151e1fc1dc9b1b0e04deddd9c3e20975b92f50fa0c6a.png"	{"relevant":true,"constructed":true}
54386	1	"54386-plague-of-wrath"	10	[]	5	1158	3	"Ludo Lullabi"	5	"분노의 역병"	"피해를 받은 <b>모든</b> 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ff353de2dc1514ebfd911d36f543fc3608a838a65d2e70abd9000fffcddd649e.png"	""	"줄여서 화병이라고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fcd4ecbaa62b072ad427b2a8ec56065807eb7cddb8861548ccdcf46d56a70b20.png"	{"relevant":true,"constructed":true}
58794	1	"58794-secret-passage"	7	[]	5	1443	4	"Dave Allsop"	1	"비밀 통로"	"내 손에 있는 <b>모든</b> 카드를 내 덱에 있는 카드 4장으로 교체합니다. 다음 턴에 원래 카드로 돌아옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45fe2aa1cde2ed853da64da6509840486cb9c5647abae9a7f38c9962f59b7d62.png"	""	"\"이 길로 몰래 빠져나와 사악하게 주방에서 야식을 만들어 먹곤 했지.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d3cb7acfbdd7dd6cfee58d5a5a9b157fe9657400396f5ad930f5992d032c25e2.png"	{"relevant":true,"constructed":true}
61222	1	"61222-revolve"	8	[]	5	1466	1	"Vladimir Kafanov"	1	"빙글빙글"	"모든 하수인들을 같은 비용의 무작위 하수인으로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0ae8457c953582afd99dc2c23c87e824732eeca50d2d05488a67c4f9f3a4ac95.png"	""	"고객의 편의를 위해 식후 30분간은 양치를 진행하고 있습니다. 탑승이 어려운 점 양해 부탁드립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8f8f1d326cdfae7d60852278ac830b69711a3853e902f1be4d74edd269745ebe.png"	{"relevant":true,"constructed":true}
42748	1	"42748-gnash"	2	[]	5	1001	1	"Phil Saunders"	3	"뾰족니"	"방어도를 +3 얻고, 이번 턴에 내 영웅이 공격력을 +3 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c194f689a685ce44256f2eea09358d92c27be78074cd42a3e974a4ceebbbcc63.png"	""	"할퀴는 것보단 아프고 무는 것보단 덜 아픈 것 같군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d734a100c37b10aec8df5eb88db30b6c3bf5e919c9e99459774fd34d41d26e47.png"	{"relevant":true,"constructed":true}
71231	1	"71231-furious-howl"	3	[]	5	1626	1	"L. Lullabi & A. Zemskov"	2	"사나운 울음소리"	"카드를 뽑습니다. 내 손에 카드가 3장 이상 있을 때까지 반복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/23c7164e50e8d4e02996c1c4099d86d3e4b2c7d03ee7ca20c8b694abae0f62e5.png"	""	"사냥꾼은 항상 최악의 이웃들과 같이 다니네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/33f7692fbb124c33f1524a312ff7b4eb75d93ed0969ca7ad10204f872b30b334.png"	{"relevant":true,"constructed":true}
141	1	"141-hunters-mark"	3	[]	5	1635	2	"Jimmy Lo"	1	"사냥꾼의 징표"	"하수인의 생명력을 1로 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/197831c12f604353e757ced6e8a388c3859fb907bd4b4336685914bacbd73a14.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/90a3c0f97db2c079c9702ee64a2e6dc5995ecea159e9ba8a49b58d26cee4bd6a.png"	"절대 사냥꾼과 숨바꼭질하지 마십시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/93a7f74e21b7f95f1040bd1d1b31c28ab2b38e2fe8f20f20b0e727756dd59478.png"	{"relevant":true,"constructed":true}
710	1	"710-sinister-strike"	7	[]	5	1635	2	"Frank Cho"	1	"사악한 일격"	"적 영웅에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/53b39ae64d0ac863561bcd3c049329ef698de34739f4257863093ea7414f576a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/43af6652ea9cd55d6366fa7af7e080f7f78f986f8876051cfdf025494d939c35.png"	"그렇게나 기력이 많이 들던 기술이 마나는 고작 이것밖에 안 드는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03fc4cd13e4978ae2b146a0ac019727c16d905f9f598864957fc473d4abd8640.png"	{"relevant":true,"constructed":true}
296	1	"296-kill-command"	3	[]	5	1635	2	"Gabe from Penny Arcade"	3	"살상 명령"	"피해를 3 줍니다. 내 전장에 야수가 있으면, 피해를 5 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c5d52d3b454c6d80143b78bde324710485d9bc6647671c2ec98ac92c784760e6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4625e6769d8887c242334e6f0be15eddba464924213f976a62763391b15b185f.png"	"야수 없이 명령만으로도 피해를 줄 수 있다니!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/190b9fe2715ff354ff5663ace4a8ee5d0f7c3872ff51352aeb98db600c0d5039.png"	{"relevant":true,"constructed":true}
79608	1	"79608-murder-accusation"	7	[]	5	1691	1	"Konstantin Turovec"	2	"살인 고발"	"하수인을 선택합니다. 다른 적 하수인이 죽은 후에, 그 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/96e9fe8c8becdebd358ef46233d79b4d0368f310345a36a10dea88cb761f1053.png"	""	"살해당한 피해자의 말입니다. \"그래서? 날 죽이기라도 하려고?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/545d0ceb12c76b612bba6e70a31be7d428cd2d88b5728e915348544f08abeaa7.png"	{"relevant":true,"constructed":true}
80118	1	"80118-switcheroo"	6	[]	5	1658	1	"Todd Harris"	3	"상황 역전"	"하수인을 둘 뽑습니다. 그 하수인들은 서로 생명력을 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a647aa953d19e415cf680ce53e3da2f538ab03e82f88daf8ad204e6b09cd12f1.png"	""	"밸런스 게임: 고래만 한 금붕어 1마리와 싸우기 vs 금붕어만 한 고래 100마리와 싸우기"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e839208873ff9d2aa7f62880f38a74b9c51439e7e4326592bd9517cc783b4a6.png"	{"relevant":true,"constructed":true}
3015	1	"3015-entomb"	6	[]	5	20	1	"Alex Konstad"	6	"생매장"	"적 하수인을 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e98d695e932a2e618677afc0902aeff4a3bc0d65dc6ba5a5f449ee2ab79a3b56.png"	""	"숨을 쉴 구멍만 있으면 그렇게 나쁜 경험은 아닙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dfebf81843f92ce2ff8f18381c365701ecb95181393ce2ddea5ba4de21ea0521.jpg"	{"relevant":true,"constructed":true}
1998	1	"1998-ancestors-call"	8	[]	5	13	4	"Dan Scott"	4	"선조의 부름"	"각 플레이어의 손에 있는 무작위 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d05718a51ea75efc6959e769c72c6c4b4c668cec5dffbb02df1347d53ba80937.png"	""	"\"어이! 후손!\" - 선조의 부름"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/16191a5173ec97e97a874e58e00b97a1dec252a589fc05d04cb6605397fddd22.png"	{"relevant":true,"constructed":true}
74884	1	"74884-conchs-call"	3	[]	5	1658	1	"Moon Colony"	3	"소라고둥의 부름"	"나가와 주문을 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/981d85a2e619a227e1c8532de56b4c6c94d0e60af4da78bb136eb730f2db8d99.png"	""	"마법 소라고둥님 만세!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/39e26ef0907d06d653c7d7e6cb1eeff3be7eba598b185d91bafcb9bf87b486d8.png"	{"relevant":true,"constructed":true}
196	1	"196-vanish"	7	[]	5	1635	1	"Sean O’Daniels"	6	"소멸"	"<b>모든</b> 하수인을 주인의 손으로 돌려보냅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b2fb9cfe10e3b413136718da6d71a8b77dd73082500ce2d4bc64fab2df004784.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/33f8e9ee359fe308bc9a1f16ff5553b302867996b849bc227d4cafa3c8370617.png"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c44e059b554ff85f4ce2430132e363e341e935be227ad7721ea2b644e74ab8a4.png"	{"relevant":true,"constructed":true}
636	1	"636-whirlwind"	10	[]	5	1635	2	"Jonboy Meyers"	1	"소용돌이"	"<b>모든</b> 하수인에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b36f954d8ef93fcb62db9e3dc13d5ca9f254e4559cff0386153677eaa2cadb5e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/61fa6e4d11d33f6406a9e9a2f74c521d48cb9875f65c9097118e0fe8503f5707.png"	"노련한 전사와 풋내기 전사의 차이점은 간단합니다. 풋내기들은 소용돌이를 쓰면서 \"이얏호!\"라고 외치죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a81dba189694db25e6778c1e830ac37e83f03fd12c6a70b1b4ccceafa170310d.png"	{"relevant":true,"constructed":true}
41360	1	"41360-stampede"	3	[]	5	27	4	"Daren Bader"	1	"쇄도"	"이번 턴에 내가 야수를 낼 때마다 무작위 야수를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a2a2dd333016f9d7e7ea1cbb4a157f847c748f1f77d47179f33d6cb1ed60574.png"	""	"왠지 천둥도마뱀만 가져올 것 같은 이 느낌은 뭘까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0c6996932ae2929a14168d58ddee0cf21137e5c2d88f23c17ec181652f16bff4.jpg"	{"relevant":true,"constructed":true}
77488	1	"77488-incarceration"	2	[]	5	1691	3	"Jakub Kasper"	3	"수감"	"하수인을 선택합니다. 그 하수인은 3턴 동안 <b>휴면</b> 상태가 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/25307b4b5c2e1bfbd93fc5f101089bcf419059af6e05ff1cfb99788f546c4cc1.png"	""	"당신은 블리자드 감옥행입니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/212d9aa1d90e6a609d121d83c103ef128ebc07d9a613b91bfc697863a3924469.png"	{"relevant":true,"constructed":true}
65610	1	"65610-proving-grounds"	14	[]	5	1578	3	"Mauricio Herrera"	6	"수련의 장"	"내 덱에서 하수인을 둘 소환합니다. 그 하수인들이 서로 싸웁니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8b9ad4176dca9dc8850c891c8164940fdc501aeb6c87b172e667bdbbc8dc9500.png"	""	"1:1 수련의 장 노템전 악사만요"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ffeac7f5cf6ddd5893fd99ee0f627a07f490e8a32791237861c310d03b8247d3.png"	{"relevant":true,"constructed":true}
84261	1	"84261-scourge-supplies"	9	[]	5	1776	1	"L. Lullabi & K. Turovec"	3	"스컬지 물자"	"카드를 3장 뽑습니다. 그 중 한 장을 선택해 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d0b0983ce4989f40d38e53defbeab2f4bda946ce35d89e87741c440e3fcd9adf.png"	""	"스컬지는 재활용에 진심입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0577e4c6af63f5ecbaec208fdf7a556e197f4f2cc827319acf5892977cfbe74a.png"	{"relevant":true,"constructed":true}
72563	1	"72563-stormpike-aid-station"	6	[]	5	1626	3	"J. Paick & K. Turovec"	3	"스톰파이크 보급기지"	"내 턴이 끝날 때, 내 하수인들에게 생명력을 +2 부여합니다. 3턴 동안 지속됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0c735fce2cc918f4a7b2063156f8cb08d846c420231b7a311eaecf78ee492b51.png"	""	"몇몇 사람들에게는 \"스톰파이크 수면기지\"로 알려져 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4edd7df1f47edb0c69b51e7e31b5fc8252aa2e35ffff44d7be597a1eb0c18a7.png"	{"relevant":true,"constructed":true}
59572	1	"59572-power-word-feast"	6	[]	5	1443	3	"Ivan Fomin"	2	"신의 권능: 만찬"	"하수인에게 +2/+2를 부여합니다. 이번 턴이 끝날 때, 그 하수인의 생명력을 모두 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/70b2f11918468fa9c53e1e3396beda1081007a02fd5e9521bfda954928936ee6.png"	""	"세계에서 인정받는 명문 강의를 듣기 위해 온 이들이 있는가 하면, 뷔페식 학식을 먹으러 온 이들도 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ae4c26f64188d38d7169018fdb1d095ebc07bbabc3ad0183c78c824e4461f71.png"	{"relevant":true,"constructed":true}
61169	1	"61169-malevolent-strike"	7	[]	5	1466	4	"Hideaki Takamura"	5	"악의의 일격"	"하수인을 처치합니다. 게임이 시작됐을 때 내 덱에 없던 내 덱의 카드 하나당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1dbd5a24a3c00ad02709e9323f59ad09b3841a2be6e8838491bf1a00c5fec0de.png"	""	"\"대체 여길 어떻게 들어왔는지는 모르겠지만, 책임 지셔야 할 거예요!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/14fa3d3e68f9aa5e48c96b73bcfd07d960e539d431ad7fe4918f21dc42d2a4cd.png"	{"relevant":true,"constructed":true}
345	1	"345-assassinate"	7	[]	5	1635	2	"Glenn Rane"	4	"암살"	"적 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5873d0e2d109361967e41a250b54c38be16c1112eca45fa9841cc228b7a9cc73.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d121a20bad76190bae012feb37e6c2df9a919b19b875e7241cbb8c0cb2669afd.png"	"암살당하기 싫다고요? 이름을 바꾸고 불모의 땅으로 가세요. 행운을 빕니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1b69fe4f725fcce73f1db9b54422d6a8a6606ca064ee4023cfda38c6ecc330a6.png"	{"relevant":true,"constructed":true}
63119	1	"63119-rancor"	10	[]	5	1525	4	"A.J. Nazzaro"	4	"앙심"	"<b>모든</b> 하수인에게 피해를 2 줍니다. 처치한 하수인 하나당 방어도를 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/333bd7ff213310d48c2ac01bf0d9581b9230305753136a8af13db4f9b163590c.png"	""	"현명한 사람은 \"바보들만 돌진한다\" 말하죠. 현명한 오크들은 그 반대로 말하고요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ffdad839b8474df36c6881d856bb0d805b7850cb2f48808c4d496b88855e554a.png"	{"relevant":true,"constructed":true}
481	1	"481-savagery"	2	[]	5	3	3	"Dave Rapoza"	1	"야생성"	"하수인에게 내 영웅의 공격력만큼 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c1609ff2e302c393bed67545d060437ccca84c6103bccc6fb98796d3305de77d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/97fa3ea332dcb6fc8874fd852423638759fefc51b6dd1553f13f959b6575e792.png"	"일부 드루이드들이 야생성을 보이는 건 사실이나, 대부분은 조용한 곳에서 차 한잔하는 것을 즐긴답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d571450936138607ea255df392092f610319b0c198b1a6b382fed5008da1b46a.png"	{"relevant":true,"constructed":true}
38334	1	"38334-feral-rage"	2	[]	5	21	1	"Alex Alexandrov"	3	"야생의 분노"	"<b>선택 -</b> 이번 턴에 내 영웅에게 공격력을 +4 부여합니다. 또는 방어도를 +8 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c483e533358b65deb99c55aa23caee133cbd1f76503b0d0b6f5f2649cba01c89.png"	""	"솔직히 말해, 분노하는 선택은 하나뿐입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f09f20a26e98c1f69c42051a599e4aedbd1db6f6a0ab016ce65ed3b56725e4b0.png"	{"relevant":true,"constructed":true}
70249	1	"70249-heart-of-the-wild"	2	[]	5	1626	1	"Paul Mafayon"	3	"야생의 정수"	"하수인에게 +2/+2를 부여한 후에, 내 야수들에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3b80e4100f7cc0f5d4acc41f87658532749cf099b2210ef7628e5d57a8749c57.png"	""	"우리 모두 가슴 속에 야성이 뛰고 있습니다. 포세이큰만 빼고요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e9e11698856e1a7824a1569081a774b070c76e9932a1f0f2c1439d95d645434.png"	{"relevant":true,"constructed":true}
742	1	"742-savage-roar"	2	[]	5	1635	2	"Grace Liu"	3	"야생의 포효"	"이번 턴에 내 캐릭터들에게 공격력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e9cfcbe461c0f87f1632848ce80c14b484698d30c8a9bb8238d809482272b0c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9f35b9bc680afe9bce2dba83707af92818fc6ff5d82533925ee8e0d6af5af7fd.png"	"뭐라고 포효하는 걸까요? 아무도 자신 있게 말할 순 없지만, 얼핏 들리기로는 \"이이!\"라고 외치는 것 같습니다. 이게 대체 무슨 뜻일까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6139f102fcb9750e4f96b453f028f85175955cbee217a94c6f258e8f78295cc9.png"	{"relevant":true,"constructed":true}
2094	1	"2094-call-pet"	3	[]	5	13	3	"E. M. Gist"	2	"야수 부르기"	"카드를 뽑습니다. 그 카드가 야수면, 비용이 (4) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/24b225400bb707e2ba6a11cea3ec129a996b9665dc339febcb63ec827fcb3f10.png"	""	"굶주린 게야말로 진정한 남자의 야수죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/139a5d97abfa2fd719ef2752555c96cf39ad82858667ab1a8ac0ff21cde2785b.jpg"	{"relevant":true,"constructed":true}
70320	1	"70320-capture-coldtooth-mine"	2	[]	5	1626	4	"Zoltan Boros"	2	"얼음이빨 광산 점령"	"<b>선택 -</b> 비용이 가장 낮은 카드를 뽑습니다. 또는 비용이 가장 높은 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5b66ce15d6090dc5bc00317a1f7124a4d430400ae2024f0dc1533e3feebb3314.png"	""	"금맥을 찾아냈다! 잠깐, 동전 하나밖에 없잖아."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/647f6fb5abfa62727dbb2842f658c26cea0f05682a2f33f8bd858402e078bb30.png"	{"relevant":true,"constructed":true}
70204	1	"70204-iceblood-tower"	4	[]	5	1626	3	"J. Paick & K. Turovec"	10	"얼음피 보초탑"	"내 턴이 끝날 때, 내 덱에 있는 다른 주문을 시전합니다. 3턴 동안 지속됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b4d585d0b7357d6341bb170041787c9aad2fb234074bb1f5877acae2823d62e6.png"	""	"\"왜 이름이 얼음피 보초탑인가요?\" \"나도 잘 몰라. 어쨌든, 발밑의 얼어붙은 시체들 밟지 않게 조심하라고.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/63ee75467f6fbcd1abc9f81daec141394caf47bf761c4ea3d8d9e06af8abc2b9.png"	{"relevant":true,"constructed":true}
