id	collectible	slug	classId	multiClassIds	spellSchoolId	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds	duels
77654	1	"77654-planted-evidence"	2	[]	4	5	1691	1	"Ramzy Kamen"	1	"묻어둔 증거"	"주문을 <b>발견</b>합니다. 이번 턴에 그 주문의 비용이 (2) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a1317081b4a047d74f2636f087f73a32400cfbe2ccaf7b40ffdd2501a84461e.png"	""	"그러니까, 자연사가 아니었다고요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c6170e61d5c02942e75de7e7b7d4577351f538fb8bc67deeb884fb09e7072662.png"	[21]	{"relevant":true,"constructed":true}
71234	1	"71234-dont-stand-in-the-fire"	8	[]	2	5	1626	3	"L. Lullabi & A. Zemskov"	5	"바닥 피하라고!"	"모든 적 하수인에게 10의 피해를 무작위로 나누어 입힙니다. <b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/76cb4444906bdc8176a809c36f125ca926b3f920412cbac66a198c026a4217e4.png"	""	"브득 즘 즐 프흐르그."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e0a47185066923c51a6319ab6dc6f6addd98f2b76b2632e4813f31e500785e72.png"	[14]	{"relevant":true,"constructed":true}
67932	1	"67932-windchill"	8	[]	3	5	1626	1	"Todd Harris"	1	"바람 냉각"	"하수인을 <b>빙결</b> 상태로 만듭니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e3444d1ebfe7031048643a98ca49911976cfcc2b07440f6a1132b80c537f01d.png"	""	"온도계는 0°를 가리키지만, 바람 냉각 효과를 더하면 -25°처럼 느껴집니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4b0716c517705e3d45cb9bd03ecc794cbad400f1cf20ff8e74d4f926c3c8c2ab.png"	[10]	{"relevant":true,"constructed":true}
72482	1	"72482-illuminate"	6	[]	5	5	1658	1	"Evgeniy Dlinnov"	0	"발광"	"<b>인양</b>, 그 카드가 주문이면, 비용이 (3) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/58dc34eadc3d70573dcf5bd0fbff7034e5374ea87cd28f678b4e29df3c4694a6.png"	""	"보아라! 이 찬란한 신상 잔을!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45c938795a3e69882feab746bb5133d6020afe2032694e72334a34889549aa43.png"	[232]	{"relevant":true,"constructed":true}
77562	1	"77562-nightshade-bud"	2	[]	4	5	1691	3	"Michaela Nienaber"	8	"밤그늘 꽃망울"	"<b>선택 -</b> 내 덱에서 하수인을 <b>발견</b>하여 소환합니다. 또는 내 덱에서 주문을 <b>발견</b>하여 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/01039858904c7e41e35259093990f1183f5ba3fe3a636a405994919f0d8104bb.png"	""	"햇빛과 달빛을 같이 받아야 잘 자란다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a0fb5cf751c4f2a39e704c7fb67df0247e014599e068c7086d018ecfe973750e.png"	[21]	{"relevant":true,"constructed":true}
60016	1	"60016-lightning-bloom"	2	[2,8]	4	5	1443	1	"Vlad Botos"	0	"번개 개화"	"마나 수정을 2개 회복합니다. <b>과부하:</b> (2)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f290125eb506940b6f2ee3dfbbb70ca7dfc7941aeb4de98b09f81aa77706391f.png"	""	"신기하게도, 이 꽃은 같은 곳에서 두 번 피지 않는다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4bbd6927280b1fee5d41517fc040c231b246028eaa892991d208ac20df9375a1.png"	[14]	{"relevant":true,"constructed":true}
629	1	"629-lightning-storm"	8	[]	4	5	3	3	"Christopher Moeller"	3	"번개 폭풍"	"모든 적 하수인에게 피해를 3 줍니다. <b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ba02722a284a8948ea9eefacb7a3fc8ec1a8b16e8d0ef33c35bdaa5286202e20.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a901021b080147265f5883b8a2a882b4c199e7800aabd6c2d2b5526e0b4a1d0d.png"	"안타깝지만 우산을 써도 소용이 없을 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8c99d822346e866494c6edb4535d23b1d73627782d7c5a758faf4bdaafc3f4de.png"	[14]	{"relevant":true,"constructed":true}
505	1	"505-lightning-bolt"	8	[]	4	5	3	1	"Daarken"	1	"번개 화살"	"피해를 3 줍니다. <b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f589a1d522de48f71a2d5fa500ff672af7f0a61fe3353fddf1f24cf9076d2c99.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/46377e0c83949037e5ae2f18e67762f410357c9703d4606ecdd863de96db15c5.png"	"번개 화살! 번개 화살! 번개 화살!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5e722f0d037df7c922df71c1ea5c309fda01fb137159964311b2b76023fae853.png"	[14]	{"relevant":true,"constructed":true}
1935	1	"1935-velens-chosen"	6	[]	5	5	13	1	"Alex Horley Orlandelli"	3	"벨렌의 선택"	"하수인에게 +2/+4와 <b>주문 공격력 +1</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9306758cdb0cf1b786f5d1ff535b0fcab89efe3e8656be75c5b599961ac431a4.png"	""	"벨렌이 누군가를 선택할 때마다 이렇게 외친다고 합니다. \"그래, 너로 정했다!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bff58705dae0ec44376c4acb71ead3c9ecfad1a9a0e158a23f273b42ea28521c.png"	[2]	{"relevant":true,"constructed":true}
38724	1	"38724-stormcrack"	8	[]	4	5	21	1	"Mauricio Herrera"	2	"벼락"	"하수인에게 피해를 4 줍니다. <b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e5d13d9caea7b6209f2c059ab75502d79d772a6bb15e0aa1cbb998de074b83f.png"	""	"경고: 전기가 흐르는 보랏빛 구체에 손대지 마세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/39722c8d3d6dee6027b2dddd77e2ecb57908aef5622e50d6c181012a6b8f94c3.png"	[14]	{"relevant":true,"constructed":true}
59639	1	"59639-cram-session"	4	[]	1	5	1443	3	"Arthur Gimaldinov"	2	"벼락치기"	"카드를 1장 뽑습니다. <i>(<b>주문 공격력</b>에 따라 뽑는 카드 수 증가)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d06b05d1c152c3338a6299b9673c6d64dbe791047ffafc2b529b94fd2bd7dd91.png"	""	"비전의 샘은 무한에 가까운 힘과 마력을 제공합니다! 그래도 졸음은 해결하지 못하게 때문에 여전히 커피를 마시죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a791682ed7c89abc26eb4c26137dd5966449d79e6dcbbea4b6bef7e3d1f51122.png"	[2]	{"relevant":true,"constructed":true}
727	1	"727-hand-of-protection"	5	[]	5	5	1635	2	"Clint Langley"	1	"보호의 손길"	"하수인에게 <b>천상의 보호막</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4deab9175764cf0a13317c8673ddff9812a974da0657882984e9b2b37801e74d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8450f8f758eae291846df8c44150ea5a2c1c9a1379ee7563918d89646319537c.png"	"이 주문은 이름이 하도 많이 바뀌어서, 성기사들도 이걸 뭐라고 불러야 하는지 잘 모를 때가 많습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0213b16f832175baba4832bb0497093673110dcfde775f74da41977c0e38f73a.png"	[3]	{"relevant":true,"constructed":true}
1801	1	"1801-duplicate"	4	[]	1	5	12	1	"Alex Garner"	3	"복제"	"<b>비밀:</b> 아군 하수인이 죽으면, 그 하수인을 둘 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03978f7ea11efea424b99132af441a778efbe4a5c0f3de26e1fb445d082f6669.png"	""	"카드를 복사해도 계정 정지를 피할 수 있는 유일한 기회입니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/553e5a59bfe83ed6c9a49be06997f9f24cfc10469ee309a6e470041d37fd14ce.png"	[5]	{"relevant":true,"constructed":true}
61156	1	"61156-shadow-clone"	7	[]	6	5	1466	3	"Maria Trepalina"	2	"복제된 그림자"	"<b>비밀:</b> 하수인이 내 영웅을 공격한 후에, 그 하수인을 복사하여 <b>은신</b>을 부여해 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a6376a0937e2c88d79b89386d7d4a581e9a88eaae0a9ea383b9cb90651086a26.png"	""	"\"아프세요...? 저도 아프답니다...\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/10403abf89f5b6e85165309404d0138ca310c309a5299d3850bbde03102baa37.png"	[5,6]	{"relevant":true,"constructed":true}
42760	1	"42760-glacial-mysteries"	4	[]	3	5	1001	4	"Evgeniy Dlinnov"	8	"불가사의한 빙하"	"내 덱에 있는 모든 종류의 <b>비밀</b>을 하나씩 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/08108f8e136fd02eff626cc6412c4126e93339620d6940f6830b53c18e839490.png"	""	"이 책에는 가젯잔 최고의 작가가 쓴 글이 담겨 있습니다. 우둔한 사람들이 자신의 미래를 팔아 헛된 재물을 구하려는 이야기죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/61832bd2ef3b4a67599cee185d787a380c20e0fd47c8df37f62713257f1fdd6f.png"	[5]	{"relevant":true,"constructed":true}
64423	1	"64423-fire-sale"	4	[]	2	5	1578	1	"L. Lullabi & A. Bozonnet"	4	"불꽃 세일"	"<b>교환성</b> <b>모든</b> 하수인에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d7c8f25d802627dd7ddb9a6d19137ba16316686cde3ca70e4226cdd3fb1470d.png"	""	"불탄 물류 창고 재고는 불꽃 세일, 50% 값에 드립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9215e9732d0cbfd3030c06b2dde1c262f2cd3ec614a993970b5dcacae49f1308.png"	[97]	{"relevant":true,"constructed":true}
65676	1	"65676-amulet-of-undying"	6	[]	6	5	1578	1	"Ivan Fomin"	3	"불멸의 부적"	"<b>교환성</b> 아군 <b>죽음의 메아리</b> 하수인 마리를 부활시킵니다. <i>(이 카드를 <b>교환</b>하면 강화됩니다!)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/93ddd1ca84871b39648e063e405636a3734972ae9486a8b7cb68298a28b8efcd.png"	""	"부적은 불멸이지만 착용자는 불멸이 아닙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7b3a1c8264b0a3ad5aa350bd0f992c47b460bb16d50d154bc9b0a7bfc8f48c5a.png"	[12,97]	{"relevant":true,"constructed":true}
71290	1	"71290-drakefire-amulet"	4	[]	2	5	1626	1	"Mark Zug"	10	"비룡불꽃 아뮬렛"	"<b>교환성</b> 용족 둘을 <b>발견</b>하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/14aaa6697f9d882cf35a1c64e36f8c67e868323d5e2d8c5900c7a245c5cd04db.png"	""	"\"...그래서 여명의 설원에서 산을 50번씩이나 오르내렸다니까!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f6ecc4f0e4b543996ae1fb576ec298521008da569b7df4d45346e36f2594ddf4.png"	[21,97]	{"relevant":true,"constructed":true}
86274	1	"86274-arcane-bolt"	4	[]	1	5	1776	1	"Sergey Tsvelykh"	1	"비전 화살"	"피해를 2 줍니다. <b>마나갈증 (8):</b> 대신 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9eae7b2c69f4acf172af78e3ad6fe06c07be2d9b3bfb7b493d3f3bf7af9079d5.png"	""	"8마나 노러쉬라고 했잖아!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e95668e1165554a716b7c0406d086ca1de7ec2cb1745108b06e4e7e7a6dab611.png"	[257]	{"relevant":true,"constructed":true}
84237	1	"84237-arcane-quiver"	3	[]	1	5	1776	4	"BOSi Studio"	2	"비전 화살통"	"내 덱에서 주문을 <b>발견</b>합니다. 비전 주문이면, <b>주문 공격력 +1</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/53881907acaf4e36104fc5a0632ee085b6849c074ae0805bae9b1d7a8a797c69.png"	""	"근데 이제 비전을 곁들인."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5aa284dc9123d09b90c8f6b7860dce85246a6306f2f89e03a8bd803a864c55fb.png"	[2,21]	{"relevant":true,"constructed":true}
519	1	"519-freezing-trap"	3	[]	3	5	3	1	"Matt Gaser"	2	"빙결의 덫"	"<b>비밀:</b> 적 하수인이 공격하면, 그 하수인을 주인의 손으로 돌려보내고 비용을 (2) 증가시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/13319c4756ea95b87d407a2992d878ef635ef66c4f474bd1a9299e7d36c50dbc.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d745190eca413552855cf462a2d22d3dceaa11cab785d4f24427423f158f37a5.png"	"\"우와, 시원하겠다.\" - 빙결의 덫에 대한 적절한 반응. 또는 도발."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e589e1eb9c8955042fbc35d210e8c2eb0ecfc409b6718fb34a4dc9713fbd2cd9.png"	[5]	{"relevant":true,"constructed":true}
67192	1	"67192-glaciate"	8	[]	3	5	1626	3	"Alex Horley Orlandelli"	6	"빙하 작용"	"비용이 8인 하수인을 <b>발견</b>합니다. 그 하수인을 소환하고 <b>빙결</b> 상태로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45c940bc27fa158b262230bfa4126dfdf76e7f40185ee42ac8741bfcbf43d2c3.png"	""	"\"얼어붙는 것보다 차가운 게 있을까?\"에 대한 해답입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/35a7593704e61094704a24ea19a8f8db091621bc36f421377b63cd24fff8ff7f.png"	[10,21]	{"relevant":true,"constructed":true}
61961	1	"61961-landslide"	8	[]	4	5	1466	3	"Zoltan Boros"	2	"산사태"	"모든 적 하수인에게 피해를 1 줍니다. 내가 <b>과부하</b>된 상태면, 다시 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f7cf69305659567bb6723f7fac188a7cdce8edac8ebbe3b074ce136dfc96fb85.png"	""	"\"압도적인 승리를 거뒀습니다! 잠깐만요, 다른 선수들은 모두 어디로 간 거죠?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/33fff1a3ab65a88532e816f8cdc684b71ad667b707c4e62fc28f01fbbb0d7a9e.png"	[14]	{"relevant":true,"constructed":true}
38407	1	"38407-shatter"	4	[]	3	5	21	1	"Trent Kaniuga"	2	"산산조각"	"<b>빙결</b> 상태인 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2762107cc0e772cd619a972e1e5b5ca519925725fb2c13ffaf74cce3619c7ee2.png"	""	"제 마법이 당신을 산산조각낼 거예요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/98816cdb83d08933bcbccfb3f1f299411ace568e0215fb846fe70e2e4bebcfd8.png"	[10]	{"relevant":true,"constructed":true}
72316	1	"72316-bioluminescence"	8	[]	4	5	1658	4	"Grace Liu"	4	"생체발광"	"내 하수인들에게 <b>주문 공격력 +1</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/60a3563a31935125a50514e6c86cf4301b3943da1fd06beaa0629691280644e3.png"	""	"주문 공격력 주술사와 주문을 해야 하는 주술사에게 딱 좋은 카드입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cc0c8eb6604a11f08a3de0ed8f125c47bdea737f7d67357f4ff9b17aaab4bbb2.png"	[2]	{"relevant":true,"constructed":true}
149	1	"149-ancestral-healing"	8	[]	4	5	1635	2	"Dan Scott"	0	"선인의 치유력"	"하수인의 생명력을 모두 회복시키고 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f242d82fd9ba5fd641b7a4b9f2e0e4f52c8abe930da38596720c06e30aacbbe1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad39c6857f66728187e4ef974dac035ce9c896d792aa4b7ef82753b92b00519e.png"	"이래서 조상을 잘 만나야 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6f7e350d4af250ea4058c1ac61fa57f9e2e39409e3c34c24267fcbedfaca263d.png"	[1]	{"relevant":true,"constructed":true}
61282	1	"61282-palm-reading"	6	[]	6	5	1466	3	"Zoltan Boros"	3	"손금 보기"	"주문을 <b>발견</b>합니다. 내 손에 있는 주문들의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/94e989128b806ee3f5d02ab6b1646a627ef0987a97aafa4eac6cc7cf6e51fa00.png"	""	"손금이 없어도 봐드립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c476d761f320332ee861f7a0677d8187a181204006646474dd1bf6334249d06e.png"	[21]	{"relevant":true,"constructed":true}
79540	1	"79540-habeas-corpses"	9	[]	6	5	1691	3	"Konstantin Turovec"	3	"시신 보호"	"아군 하수인을 <b>발견</b>해 부활시키고 <b>속공</b>을 부여합니다. 턴이 끝나면 그 하수인은 죽습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e9991b46e5ff16faa28ba546f8a90fb805a33ae52ff2b3f798118405529edca4.png"	""	"아, 시신이 되기 전에 보호할걸!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/77816e4a8bd5c4c8f89c350401499182564f41bfdf5180bd7f115b64dd1ee9af.png"	[21,53]	{"relevant":true,"constructed":true}
43502	1	"43502-breath-of-sindragosa"	4	[]	3	5	1001	1	"Eric Braddock"	1	"신드라고사의 숨결"	"무작위 적 하수인에게 피해를 2 주고 <b>빙결</b> 상태로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/594edf35fad1650ccfc64b9a53212bc27fd0e01d682e40804fae5a124243c22b.png"	""	"저만 추운 건가요? 아니면 그냥 신드라고사 때문일까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d0160497ac966e14a0be9824d549aad975793f9bfaf1a3b2ae735274eb0ba41.png"	[10]	{"relevant":true,"constructed":true}
2899	1	"2899-sacred-trial"	5	[]	5	5	20	1	"Zoltan Boros"	1	"신성한 시험"	"<b>비밀:</b> 상대편에게 하수인이 셋 이상 있으면 상대편이 하수인을 하나 더 낸 후에, 그 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/73cfd2bcfc4204832e069c8b1c0f49c0f766e35534d0db8750ffcab2c8c51f9f.png"	""	"균형을 수호합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c0da207d9d8fe4f4b9f7b487a9836983e99165780c3889155895373b8cdb8db8.png"	[5]	{"relevant":true,"constructed":true}
77368	1	"77368-identity-theft"	6	[]	6	5	1691	1	"Zoltan Boros"	3	"신원 도용"	"상대편의 손과 덱에서 카드를 <b>발견</b>해서 복사해옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d950203627fa6049d3eaeb0d5dc7c2cb439f6a1d73a8850c0b4fab7dd1a08d39.png"	""	"신원 도용이 장난이야?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/60ae2462ff8eb5c71173a01ab7f114baeee7e8ebb7f5bdac9073f55d480674fe.png"	[21]	{"relevant":true,"constructed":true}
72483	1	"72483-whispers-of-the-deep"	6	[]	6	5	1658	3	"Jason Kang"	1	"심해의 속삭임"	"아군 하수인을 <b>침묵</b>시킵니다. 모든 적 하수인에게 그 하수인의 공격력만큼 피해를 무작위로 나누어 입힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7bc03d312e19033b14aae68092c0c19dde5f8565863b7acafdece57cd48d2480.png"	""	"깊은 심해의 칠흑 같은 어둠 속에서 한 목소리가 들렸습니다. \"내 원본 카드도 9마나로 상향하게 되리라.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c682799b2df7ad3b372ccf1f7dacf6b7dfe183a31a90ebecae420b7825b22205.png"	[15]	{"relevant":true,"constructed":true}
59628	1	"59628-demonic-studies"	9	[]	6	5	1443	1	"Kagi"	1	"악마 탐구"	"악마를 <b>발견</b>합니다. 내 다음 악마의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9fc0b458165ffacfc9361e3ea4c700de512be41dfdeaacfdef08e59658177369.png"	""	"\"악마가 필요해? 나도 필요해!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/58f853b53cc1c178178edfc74dc7f7c71f3c09a3e63841879db298f28a002799.png"	[21]	{"relevant":true,"constructed":true}
58183	1	"58183-eye-beam"	14	[]	7	5	1463	4	"Arthur Gimaldinov"	3	"안광"	"<b>생명력 흡수</b> 하수인에게 피해를 3 줍니다. <b>추방자:</b> 비용이 (1)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/33e6aaff84a5606838d94f81129055522a58b6fb00c371fcdae3bc7d11a71d37.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/25129f6b40ba3b0403ed88a1ba7d1dfa3e63b6cb5f85bf667ac8b24478068a7e.png"	"\"눈에서 빔!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/69454a91cb3b5055131a93fe7a9d79d5d66ca0fdbf1e6fff1be11355ec5b9dd6.png"	[38,86]	{"relevant":true,"constructed":true}
66861	1	"66861-thrive-in-the-shadows"	6	[]	6	5	1637	3	"Patrik Bjorkstrom"	2	"암흑 속에서 번창하리라"	"내 덱에서 주문을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6d4131d475f1bc183ddd46fd54112beaca13d551cfefc5c688aa36dcec4e61b5.png"	""	"주문이 암흑 속을 마다한다고요? 낮잠 자기 더 좋은 환경인데."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f8ba37846a9020976acc5a966e7147d4e1a5c26cad1357c644485a9da45aa9e9.png"	[21]	{"relevant":true,"constructed":true}
84212	1	"84212-shadow-suffusion"	8	[]	6	5	1776	3	"Anton Zemskov"	3	"암흑 확산"	"내 하수인들에게 \"<b>죽음의 메아리:</b> 무작위 적에게 피해를 3 줌\" 능력을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc44fd5aa1e6b30e9555b197b335ebc840fb70e0fd85db896cbee06f340289d2.png"	""	"솔직히 말해보세요. 무슨 뜻인지 검색해 보셨죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f7be22300ce2e8fa6e2c36f97bdbfe1d978d50c43f3e3db0c23c3c020fbc60a0.png"	[12]	{"relevant":true,"constructed":true}
41169	1	"41169-shadow-visions"	6	[]	6	5	27	4	"Nutchapol Thitinunthakorn"	2	"암흑의 환영"	"내 덱에서 주문을 <b>발견</b>해서 복사해옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d6886f9baa391840760f0db736fb6b26236243e439dfcd63a7fe02913cd3614c.png"	""	"이건 새 모양 환영입니다! 그리고 이건 토끼고요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/61de2d119eb3cb84c9f7db6b1439b557f6d984bd761c4420834adeed6b2b6452.png"	[21]	{"relevant":true,"constructed":true}
1804	1	"1804-avenge"	5	[]	5	5	12	1	"Zoltan & Gabor"	1	"앙갚음"	"<b>비밀:</b> 내 하수인 중 하나가 죽으면, 무작위 아군 하수인에게 +3/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4e0d5404513f2d8aefa4db3622ee90ece521d8ef27aa39269bf6c9945770f485.png"	""	"어쩐지 성기사의 하수인들은 서로 더 친한 것 같더니만..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dee389bb36c2f521cf0e6e6225fece357c85a75e1df357a3627e7b4644501169.png"	[5]	{"relevant":true,"constructed":true}
54833	1	"54833-gift-of-the-wild"	2	[]	4	5	1635	1	"Zoltan Boros"	8	"야생의 선물"	"내 하수인들에게 +2/+2와 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f49a36fe447d9b0f77929bca3e5d87246bb32e8c27e46cd68c8ea9b44c7d125f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/033f377c4f5ce2d6951e38460aeaadf64ce34248804417993dcadba138b9dad8.png"	"온 누리에 발바닥을!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9cd386aae074ee460b0ab5cfeed54721ba47346074e5d864a67acde7c662c6fb.png"	[1]	{"relevant":true,"constructed":true}
213	1	"213-mark-of-the-wild"	2	[]	4	5	1635	2	"Brad Vancata"	2	"야생의 징표"	"하수인에게 <b>도발</b>과 +2/+3을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7247c646bd0c2ac7bcf826c2424f885506a5464d5bb5df5c0e92c2b82d2279e6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f76ef8d6bdaf1fa9b5c092631b4ad14a050e0382c838b0989bd84339fb7683d.png"	"드루이드가 아닌 사람들은 그냥 다 '발바닥'이라고 부르더군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d941f7ae1b15d4b790a30bc3d0e975592bc8fdde33e596154c8f4254bbe9688.png"	[1]	{"relevant":true,"constructed":true}
70103	1	"70103-revive-pet"	3	[]	4	5	1626	3	"Anton Zemskov"	3	"야수 되살리기"	"이번 게임에서 죽은 아군 야수를 <b>발견</b>하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/94b323d609373c8133785180cc70ecb7d2331a7121bd589773ed457696d3e339.png"	""	"좋은 친구는 영원히 떠나지 않아요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4fc9835593fbc9e3b72761dcbcb8cc6221b51e7f9d220beeb209e3ff740e3d2.png"	[21]	{"relevant":true,"constructed":true}
38913	1	"38913-a-light-in-the-darkness"	5	[]	5	5	21	1	"Zoltan Boros"	2	"어둠 속의 빛"	"성기사 하수인을 <b>발견</b>합니다. 그 하수인에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fad1080fff52f5808e7e59c167334ca0e67ca8c84e5ce93c66341fb57408ef7c.png"	""	"잠깐만요. 어둠 속에 어떻게 빛이 있죠? 그러면 이미 어둠이 없는 것 아닌가요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e0951d3b90ff25ee03e29f6c17913c4470f369654ed003dfe6d87f57295405c7.png"	[21]	{"relevant":true,"constructed":true}
42754	1	"42754-frozen-clone"	4	[]	3	5	1001	1	"Mike Sass"	3	"얼어붙은 분신"	"<b>비밀:</b> 상대편이 하수인을 낸 후에, 그 하수인을 둘 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d0cde2f35c7911936940151282bcd9b5f0e0581977322d29e55315f53484229.png"	""	"데자뷔, 두 번 느껴본 적 있어?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/db4bb53a9cd2266e90cd56a9c20072f649fe3bf3102ccfe1fd212f4cfb0e8d99.png"	[5]	{"relevant":true,"constructed":true}
