id	collectible	slug	classId	multiClassIds	spellSchoolId	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage
54922	1	"54922-corrosive-breath"	3	[]	4	5	1347	1	"Dave Allsop"	2	"산성 숨결"	"하수인에게 피해를 3 줍니다. 내 손에 용족이 있으면, 적 영웅에게도 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8d221c334c6442b4bd12ab359b105f963e257c24b8bf4d6504c7ed17f5e9a4f4.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03865ea17a639fb114f514342e3c0ac83a0b11420f618a2f26a489469c27cb50.png"	"신선한 공포를 불어넣을 숨결입니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/413287ea5ce1effd3f1fd4dad67e43ca8f4dcae1525db7002142b11f5f94787e.png"
40411	1	"40411-greater-arcane-missiles"	4	[]	1	5	25	4	"Evgeniy Zaqumyennyy"	7	"상급 신비한 화살"	"피해를 3씩 주는 화살 세 개를 무작위 적들에게 발사합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/76ec2491e252c877a02f917277709fb8a919f6f1e28ec46bb27e334da919f636.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/441864a488079ce0f51f06ca19bf0ed07e71c91c18dcbb56f301d3e0837640d4.png"	"상급 불덩이 작렬은 얼마나 멋질지 기대가 되네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d30e4c85c6dddcc16a999c4dec83306743df5a771853cad78fef93fb6b1b27aa.png"
40375	1	"40375-greater-healing-potion"	6	[]	5	5	25	3	"Tyler West Studio"	4	"상급 치유 물약"	"아군 캐릭터의 생명력을 12 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3ebd3abc7c1e337c777c2244d909ecc68471f5547e031dc03ba03a3c81d2e83f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e3633cde03b4c9ebbf43a104e17829359d1d89fce877ab3fa6c56a19839bacf.png"	"각성 효과가 5시간이 넘습니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ddd969fc7ef02afc05d6f48aea44af646f7a44640288b9259098ab133f3a8c6f.png"
100093	1	"100093-lifebinders-gift"	2	[]	4	5	1858	1	"BOSi Studio"	2	"생명의 어머니의 선물"	"<b>선택 -</b> 무작위 자연 주문을 둘 얻습니다. 또는 내 손에 있는 주문들의 비용을 (1) 감소시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1335290c0e7c17de302689aa086a9daa4c3018f149979798bcd7cafbb9e984a0.png"	""	"모두 자연 주문에 올인하고 있지만, 그 거품이 터진다면..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f706be90b8fab1a75254467cb9460ee3e40c0ff4826b22082a65b257bd695e13.png"
47887	1	"47887-biology-project"	2	[]	4	5	1127	1	"J. Paick & K. Turovec"	1	"생물학 프로젝트"	"각 플레이어가 마나 수정을 2개씩 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eca3507e4380801921f9e252b92b2320faea0f2dd4849fc4b67b777eabf3afda.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc8bdc75aaae82582ea9dab68cbd96a49f9a46a26cb8a34545fb7243aee34063.png"	"1단계: 거대하고 사악한 딸기 만들기 2단계: ???? 3단계: 아제로스 정복!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a29b41d3dd0148af8a5abadd47655b8e217bd9bf5c0c4eeaf5c7ad7364cc3c1.png"
48002	1	"48002-vivid-nightmare"	6	[]	6	5	1125	4	"Zoltan Boros"	3	"생생한 악몽"	"아군 하수인을 선택합니다. 그 하수인을 생명력이 1인 상태로 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/44295fceb50c00ba04e348ad1dbbc5f4dc74b1e563a010daed5ab892c3c2d952.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d0a9319f7b759e38e34f4f96c48a82c758a835fa7ce319475fce681b821c883.png"	"\"신비한 가루로 황금 밀하우스 마나스톰을 제작하는 꿈을 꿨어! 얼마나 생생한 악몽이었는지!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/654d1326550a0a6713323ce67267652bb7a9fb787bafd68feacf11ac6ce72e9d.png"
46694	1	"46694-holy-water"	6	[]	5	5	1125	3	"Vladimir Kafanov"	5	"성수"	"하수인에게 피해를 4 줍니다. 이 피해로 하수인이 죽으면, 그 카드를 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/665c5a5283d01e61540f17f67e69a4d6ea41c73ffe5ad2cf4d2215193293169f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca1d904c870563252889a0d7133de7ab98cd7e6678fe722a8ac2b43744649b2a.png"	"칼로리가 신경 쓰인다면 성수: 제로를 드셔보세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/65be317c422c5ceaf6425a8e31cd77d99a148ccd95b3f7adbb3ca971f2e99822.png"
101006	1	"101006-keepers-strength"	5	[]	5	5	1858	3	"Ramzy Kamen"	4	"수호자의 힘"	"아군 하수인에게 +2/+2을 부여합니다. 다른 <b>모든</b> 하수인에게 그 하수인의 공격력만큼 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6409768680846c3f96716e098f65e8ba14151cba5e846b178177e145312492b0.png"	""	"일명 승자독식의 힘이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3ba92ac7fa6557168fb658b4fce22a116e40be90321d183b755a8656b155a4ac.png"
2582	1	"2582-flash-heal"	6	[]	5	5	15	1	"Marcelo Vignali"	1	"순간 치유"	"생명력을 5 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cab72ee853ee1049135228a75c93f5d823f6e5fe331442cc7b0a8259e236e614.png"	""	"별명은 번쩍 치유입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d9d0877d8e1bdd5bf43a13f27b376b5fdf437c880c321945523adb9395edec3.png"
101660	1	"101660-sigil-of-time"	14	[]	7	5	1858	1	"Tanamaes Leejierasaes"	3	"시간의 인장"	"내 다음 턴이 시작될 때, 카드를 3장 더 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f536dd151da1f5e55f3f8d6d359574ff1e6941634aa29268beba069384eab7c9.png"	""	"입력 순서: 오른쪽 A버튼 아래 오른쪽 A버튼 아래."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e31859a28f9e6c6cf6d5454e4385f9c06cc70197baa65ed01f485b4bca26e5fc.png"
2568	1	"2568-power-word-glory"	6	[]	5	5	15	1	"Mike Sass"	1	"신의 권능: 영광"	"하수인을 선택합니다. 그 하수인이 공격할 때마다 내 영웅이 생명력을 4 회복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f2286685fa9bc1513c8e5fd29b4bca5bdaa9771863dbef02afe20eb7353c423d.png"	""	"영광을 위해서라면 그 어떤 하수인도 용감하게 달려나갈 겁니다. 해적이나 야수들도요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a22efb89fbc670e9c42c0f84a75414286b7103e8d6006a229b61359565a9a548.png"
48823	1	"48823-ectomancy"	9	[]	6	5	1127	4	"Jerry Mascho"	6	"심령술"	"내 전장의 모든 악마를 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a515b7d99b1023da1c8a88e033111cd0b2df504a9430ffc9a5c8dd11cda1260b.png"	""	"\"제레크! 내 연구실에서 썩 나가지 못해?!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bd5281187ef27dd1f9f787d9250a3d6a9ef49d81d2b722717f7e86fd54166233.png"
57546	1	"57546-hand-of-adal"	5	[]	5	5	1414	1	"Anton Zemskov"	2	"아달의 수호자"	"하수인에게 +2/+1을 부여합니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3b4cc64089c977fdea1183605d6438ec744ca8478918bf266dd9930df5a8282a.png"	""	"아달의 수호자가 되는 것은 험난하지만 위대한 업적이라 할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5803906fab9da8f1ff19b4e76a91985193fce738795502d2844d680290fc8801.png"
47054	1	"47054-book-of-specters"	4	[]	6	5	1125	4	"Dave Allsop"	2	"악령의 책"	"카드를 3장 뽑습니다. 주문을 뽑으면, 그 주문을 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/895a3391c40f22a81c90f7acb2e9af6cabc77349e463bc7d32da1e0e09ddf2e8.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/328722907a46097bac3071ae84dfb21229c7f31702e8a1005ea3d8261627b581.png"	"여러 땅에서는 도깨비노미콘이라고도 불립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a4ca7f4a9f48fc723a7db9337e273e9501e27843f40d1cb25e6747c6a2b1f1f0.png"
50991	1	"50991-demonbolt"	9	[]	6	5	1129	1	"Akkapoj T."	8	"악마 화살"	"하수인을 처치합니다. 내 하수인 하나당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d96da91ec7bca50fca8e6bf8b7c5fb7d94c59de606213721b758d790a1181ab.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/70b3f5b149bda34a5c35aeb464d67a4f689e3ec4aca17db93a403619a95e493a.png"	"하수인(이었던 것)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2229cbc1b0121d6a25d0d34e3ec48c13db36c9f189c1bef13cdb9792d71be824.png"
2301	1	"2301-demonwrath"	9	[]	7	5	14	3	"Raymond Swanland"	3	"악마의 격노"	"악마를 제외한 <b>모든</b> 하수인에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9641f7e7c9c098333f797f52b414c52003668021a8e4663c47234b6eeeb73dbc.png"	""	"사실 악마들은 점잖아서 화를 잘 내지 않기 때문에, 이 카드가 나오면 상당히 난감해 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/25a595df2d20ce7afa84b4022d4d0f78f4c056f72c328335509365a2405bd462.png"
2535	1	"2535-demonfuse"	9	[]	6	5	15	1	"Kevin Chen"	2	"악마의 기운"	"악마에게 +3/+3을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f5736055d33dbe0a5f827b4f0cee1a3d9ac92ab92291cee33288df8836b0165d.png"	""	"지옥수호병이 파괴한 마나 수정은 이렇게 재활용됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/995d3d712b69786bb3b12a8cecf0da9c42466f3550972ea9b6897e53ba69dcf9.png"
50432	1	"50432-demonic-project"	9	[]	6	5	1127	1	"J. Paick & K. Turovec"	2	"악마학 프로젝트"	"각 플레이어의 손에 있는 무작위 하수인을 무작위 악마로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ef6e4f1fb71deef68064fe8b1a791068ccce95dfeb5cea1c955726c369757fa5.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/afbfcf0e019950ed6778f6fbbcb972292ebc4354120c781a8d85a7a1b93c49cd.png"	"조별 과제지만 자락서스는 역시나 하는 게 없군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/094d4d1e1d64573176e806888d342943d9d8446aa996638163af9039f3a49a32.png"
51966	1	"51966-darkest-hour"	9	[]	6	5	1130	4	"Slawomir Maniak"	6	"암흑의 시간"	"<b>모든</b> 아군 하수인을 처치합니다. 처치한만큼 내 덱에서 무작위 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/94952b16104a592831dd23504b5febd8931e6276091f2bbe7b5d8e9cab25d001.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5ed958ced58e0550853b0917ca820fea3aaec8ca872dfb35581b7d66c7d27d18.png"	"불 켜기 직전이 가장 어두운 법이지요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1373e29112d1a30131e67d8f7bd9e7f8ffcb327d94e878c0087bf79d603b40c6.png"
100989	1	"100989-bestial-madness"	3	[]	6	5	1858	3	"Vladimir Kafanov"	2	"야성의 광기"	"내 손, 덱, 전장에 있는 모든 하수인에게 공격력을 +1 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8b037545b05d88cd3546ad4890538a49d44493ebe1aed07450cbc4edcb21a96b.png"	""	"\"야성적 감각으로 대체 뭘 찾은 거야!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/240b4313b9b71be0ab715f348ee2cab34ff12d768ebe506066d7addfbaa650eb.png"
2793	1	"2793-mulch"	2	[]	4	5	15	4	"Dan Scott"	3	"양분 흡수"	"하수인을 처치합니다. 무작위 하수인을 상대편의 손에 추가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2836cf375394ddf13d5938daab325e631043a1c5eb9f683698383c321f678ad9.png"	""	"흙에서 흙으로."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ccee59ec1ffe64b96b4701c348b08bca060826cbb509c3d31b5842f37b0c4cc8.png"
55101	1	"55101-candle-breath"	7	[]	2	5	1347	1	"Konstantin Turovec"	6	"양초 숨결"	"카드를 3장 뽑습니다. 내 손에 용족이 있으면, 비용이 (3) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/902dd61c72c521ae84bc55287899ae6e9783a8f00fbba0226b1dd9e0a187e769.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9eef01a096726695d76996f7e682dccd36c03fa32d5441819c9c16a98a0c8a4e.png"	"\"그리하여 밀랍비늘이 타오르는 불길을 내뱉었으니, 오라, 악당과 무법자들이여! 충성을 맹세하고 양초를 높이 들어라!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3628882497fdad09e7ba718f2469d4d0b2abfe20cffcc7487b95a2c83e0f46f7.png"
2632	1	"2632-dark-bargain"	9	[]	6	5	15	4	"Paul Mafayon"	4	"어둠의 거래"	"무작위 적 하수인 둘을 처치합니다. 무작위로 카드를 2장 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0939c98b27f2995415e0637a4062679525a55e421c7de7ede18c95d3d54a023d.png"	""	"거래이긴 하지만 양쪽 다 잃기만 할 뿐 얻는 건 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fa6e01f47c9c39e886e226ac50cec3a287595e6230c0e524bcd81d201bca1eca.png"
56511	1	"56511-the-dark-portal"	9	[]	7	5	1414	3	"Paul Mafayon"	4	"어둠의 문"	"하수인을 뽑습니다. 내 손에 카드가 8장 이상 있으면, 그 하수인의 비용이 (5) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a7b8e7d0d8873a7a8262fa0ec41d3d0b5ab971d65950d4ba452120ae50d8ec1.png"	""	"아제로스에서 일어난 온갖 문제들의 근원으로 지목되곤 합니다. 노움과 함께요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d61d27b66572aebbed869367dcda4399236f6fc1f4e218d34583a17bd504e6ea.png"
56520	1	"56520-shadow-council"	9	[]	7	5	1414	4	"Wayne Wu"	1	"어둠의 의회"	"내 손에 있는 <b>모든</b> 카드를 무작위 악마로 교체합니다. 그 악마들에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a132bcb7768874c4529484c04d671737e6da74a1d29c4973b7db973d43807140.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a7632ded288bbd4d96cd49ccbc9679baf81512cc011261808d660e2006ca9819.png"	"\"내가 악마에 얼마나 미친 놈인지, 보여줄게.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d72f4899d8d4852caf254461337925b181bdca6044897aa7df9f59039739801b.png"
90366	1	"90366-shadow-chord-distort"	6	[]	6	5	1809	3	"Jason Kang"	3	"어둠의 화음: 왜곡"	"하수인에게 -5/-5를 부여합니다. 그 하수인의 공격력이 0이면, 그 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36c6e45c801bfc67b7060287c7d90fbe6a4eeeee2939a8f78c8554e20cae1a83.png"	""	"이유는 알 수 없지만, 음악에 의도적으로 왜곡 효과를 넣으면 수백 마리의 도마뱀붙이가 몰려든다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/17825d4c8bd65d3e471e059a667720b21c22672ed62d400c22919e168ce3cf42.png"
102578	1	"102578-timeless-blessing"	5	[]	5	5	1898	3	"Mooncolony"	4	"영원한 축복"	"내 손에 있는 무작위 하수인 넷에게 +4/+4, +3/+3, +2/+2, +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6abc58b9c08dd826c0c5db2711554ec09d17848d19dd4c8d251ebe81015f00d4.png"	""	"무르도즈노와 크툰의 하나 된 힘을 노즈도르무가 처치하려면 아제로스의 과거와 현재, 그리고 미래의 영웅들이 필요합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b740ce3cb1b40d2dcdc6998192c6d6092df3e7d86b9ba492f8c31d4acda7ad73.png"
57160	1	"57160-soul-mirror"	6	[]	6	5	1414	5	"Zoltan Boros"	7	"영혼 거울"	"적 하수인들을 복사하여 소환합니다. 그 하수인들이 복사한 하수인을 각각 공격합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/97bd168cfdaa5eb5d90bc6abb1e7cc715c590f89f8975855280f840a71600713.png"	""	"세상에서 가장 힘든 싸움은 나와의 싸움이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a9a9623454969cd82e9318eb8b5f66e91143d8754ecf1e1455a0ef9ed1b39e7d.png"
48211	1	"48211-soul-infusion"	9	[]	6	5	1127	3	"Garrett Hanna"	1	"영혼 주입"	"내 손에서 가장 왼쪽에 있는 하수인에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/656b6ba5e11035876d8144fac6e45feb9e5c55fc450ac974c47b135fab3fab5f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a00972a03fbf633b22997240ae477868d02a5a9b2389c216c9eb63dcababb173.png"	"맨날 영혼 없는 반응만 보인다고 나무랐습니다. 지금 보니 그게 더 나았던 거 같기도 하네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a8d0a0e6fa9f83290c776058fc68053c20491b7bae841c57ad8a134e60586de3.png"
48113	1	"48113-spirit-bomb"	9	[]	6	5	1127	1	"Zoltan Boros"	1	"영혼 폭탄"	"하수인과 내 영웅에게 피해를 4씩 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4cdc341297b24c282da07d1e8b65a514fc99d9bbb390b8689e810cfa8c9374ea.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4a833e98d30dc515c01e62db9381570fdca21aeadbe56afb6bcba60df1ba11e7.png"	"어딘가에선 원기옥이라고 부릅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b72d8c1b4a3e081f1cfc427034a8da103eae2f3d20a4c62dc5048c1f7d0a1e4.png"
49423	1	"49423-the-soularium"	9	[]	6	5	1127	5	"Arthur Bozonnet"	1	"영혼관"	"카드를 3장 뽑습니다. 내 턴이 끝날 때, 그 카드들을 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/651289d703bdb46139fd3cad06f9c2c98ec09f8c4b93c7adad71b1132bba7e0d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb5d699b5b30d9de2c24c8d78555468200f40b86651e5cedc554704eedae11c2.png"	"어차피 영혼은 일회용이니까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/da6e2dd97ccf01fd449eb7df4e1c8ad3d251e78f1289abba72da4430097dc2dd.png"
56677	1	"56677-fungal-fortunes"	2	[]	4	5	1414	3	"Matt Dixon"	3	"왕성한 진균"	"카드를 3장 뽑습니다. 하수인을 뽑으면, 그 하수인을 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8f1b28570342ee7b7b0046f503a7666e0271b91da4fdd586e20c80dea049aac2.png"	""	"진균 초대박! 아, 여기가 아니던가요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9ac004fd98c7d691a7b0fd3409f3198740924e4babdb746097999b9e0be9409f.png"
40938	1	"40938-dragonfire-potion"	6	[]	2	5	25	4	"Charlene Le Scanff"	5	"용숨결 물약"	"용족을 제외한 <b>모든</b> 하수인에게 피해를 5 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a4003310a300af73288c936adc9bc9b45968c42a843b4c3b915228ff4abd2dc5.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a5c40ee1f39e09bcf1d7e8749a6afd2e84e88868f3e0cabd79514c886a3d801.png"	"용의 숨결이여, 내 적들을 삼켜라!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45b8e5126682dfc193fa46578aede73f461797ac2e9000cb1ff5677e8b43b8f4.png"
2284	1	"2284-dragons-breath"	4	[]	2	5	14	1	"Mauricio Herrera"	5	"용의 숨결"	"피해를 4 줍니다. 이번 턴에 죽은 하수인 하나당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b47e7dfb08e717dce1b6966e2aed3aecae3b16bed4d2662f6b912682cf6d5586.png"	""	"사실 용은 솜사탕도 뿜어낼 줄 압니다. 없어 보이니까 불만 뿜는 거죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/711afc6095b63b7bdc13318068ae2c2ec0c078890ee518150fcc76a9628e5c02.png"
102537	1	"102537-invigorate"	2	[]	4	5	1898	3	"BOSi Studio"	2	"원기 회복"	"<b>선택 -</b> 빈 마나 수정을 얻습니다. 또는 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/94217f19b562ff4ec2fefcd3904a54aa3e83bec22bb5a38e94e4499f1818e99c.png"	""	"개발팀에서 가장 논란이 많았던 2022년 하스스톤 카드 3위였습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/02e66d1b8dfe64bcae7c8da32ef8387f71c302c93342ea36e29991bd8c3ef7ce.png"
48051	1	"48051-elementary-reaction"	8	[]	4	5	1127	1	"Wayne Wu"	2	"원소반응"	"카드를 뽑습니다. 내가 이전 턴에 정령을 냈다면, 그 카드를 복사하여 1장 더 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3e7a8078f9012a5c83d22d671fd920e46b85f5680f2ddc4736f9aa7ea81a8699.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/715583d66ab3019563de3b77982716f7d8625acaa5985c7e08ae24ef10dc438f.png"	"\"따라하지 말라고!\" \"뜨르흐즈 믈르그!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c4d5d5ad036d1bd651e716db5a744812b67768737439a5fb37202e41539f10aa.png"
100887	1	"100887-curse-of-flesh"	9	[]	6	5	1858	3	"Ryan Bowlin"	1	"육체의 저주"	"다음 턴에 적 하수인들은 마나 대신 생명력을 비용으로 사용합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d169719298e092ec1374fb826c91849a203b647a7ebda4dba4234fc9798673d.png"	""	"안 돼! 바위처럼 단단한 내 복근이!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0823f96b708cbf8167196160373f57d45f684a1f5f1103f9a1e319bf67c96554.png"
52871	1	"52871-impferno"	9	[]	7	5	1130	3	"Chris Hayes"	3	"임프지옥불"	"내 악마들에게 공격력을 +1 부여합니다. 모든 적 하수인에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/be8d7dc9ec3d895c87918ccbceef06d73a19c9e42ede9b26bdd9e5913459b176.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a7b592d0a1294e37a559acaa4ead4bb7540fc4ad4196eb306a8c3ac04c48d4b3.png"	"임프를 불태우시겠다고요? 그쪽 업계에선 포상입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/046a1fc3001de92f6f364e900a0a160a91d292c01294214337fcb69f08eba033.png"
2628	1	"2628-fist-of-jaraxxus"	9	[]	7	5	15	3	"Matt Dixon"	4	"자락서스의 주먹"	"이 카드를 내거나 버릴 때, 무작위 적에게 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/53fb911a4b27670c0d6b1d52e1e01c6de9a5d58cf62d735db25adc7b84b33ebd.png"	""	"진짜 주먹은 아닙니다. 불타는 군단의 에레다르 군주도 손은 두 개거든요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/266496607a9fbd7d014d59f0ce1748f57673fb84b3684509ca57d266f486f869.png"
101513	1	"101513-encroaching-insanity"	9	[]	6	5	1858	3	"Mooncolony "	3	"잠식하는 광기"	"두 플레이어 모두 탈진 피해를 두 번 받습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/727d661d82f52403b6c6ea8668c9e1e17301caa642a729595c2ff7911fccec18.png"	""	"다이아몬드 5에 20시간 째 갇혀있는 로켄의 모습입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5240f837d310a39a2a85330a8f0ccc766e82ddf33f31f9cad860882a344ddb3a.png"
98265	1	"98265-cultivation"	2	[]	4	5	1858	1	"BOSi Studio"	8	"재배"	"내 하수인들에게 +2/+2를 부여합니다. 이번 게임에서 내가 소환한 나무정령 하나당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b911c6a8fd87e5a52b78cc8f06793e21762da1edb4b74238cc2bb9f58d9bf22f.png"	""	"이걸 8 마나 카드라고 단정짓는 건 나무만 보고 숲을 보지 못하는 것입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7e26f61d63c0a1f2720e79ea31f37b6af79cedcce1d2a9f6629a7178cf513d53.png"
50794	1	"50794-regenerate"	6	[]	5	5	1129	1	"Arthur Bozonnet"	0	"재생성"	"생명력을 3 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/513ce1878eef9094815ea25fba6d953ce419b1d0d0dcbf05076eb5a4725f8c10.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/df0c0e417c85995cdabb86279e8426acbb1d2516c99b5c7cfe49a6a512cf9df8.png"	"암사륜안으로 보면 0마나에 '피해를 3 줍니다.'라는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/168ee7e9a939de5baad7cd9c6c4f2239fdc63a36eb6c1d58ac98e00d00aa8cd4.png"
46715	1	"46715-cinderstorm"	4	[]	2	5	1125	3	"Anton Zemskov"	3	"잿불폭풍"	"모든 적에게 5의 피해를 무작위로 나누어 입힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3aff85efb65916adc123740a67de507a5bbe78b070cc78ac2363a2f288ca819b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/48d1a4d4d132f458b0ac90c7fdf8a234fb121498c9d052f216c7b4373c5b1faf.png"	"오늘의 날씨는 잿불비가 내리겠습니다. 가끔씩 폭풍이 휘몰아치겠습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/73c0f902a29957ec41e366a051bdeb56553848c07dbfa2bf8ac280926924cad2.png"
