id	collectible	slug	classId	multiClassIds	spellSchoolId	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	duels
79538	1	"79538-arson-accusation"	9	[]	2	5	1691	1	"Juan Calle"	2	"방화 고발"	"하수인을 선택합니다. 내 영웅이 피해를 받은 후에, 그 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/abeb570247e17e9a56dda812d8d02618d8d1af315f56b2770fc6c0567b22874c.png"	""	"우리는 불 안 질렀다고!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3df59df9ac2d5ef4d5a2b5c8d0331608dcc086cbdbed37ebea2baa377ec0aef6.png"	{"relevant":true,"constructed":true}
42565	1	"42565-treachery"	9	[]	6	5	1001	4	"Jim Nelson"	3	"배반"	"아군 하수인을 상대편에게 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e9eb358ab7f5d7b3281f0873edd04a6d0e9e9d007cccab927522c622b05662c4.png"	""	"뭘 좋아할지 몰라서 파멸의 예언자를 준비했어."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3a124508c6b2440304accd57c99fbee6adfe2048ffbad090d7c580094f9dfa2a.png"	{"relevant":true,"constructed":true}
53979	1	"53979-overflow"	2	[]	4	5	1158	3	"Zoltan Boros"	7	"범람"	"<b>모든</b> 캐릭터의 생명력을 5 회복시킵니다. 카드를 5장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e62882a83b8f6dc81f662465429a2284fe365fce9cdbdffaab3ad16a33c8a84e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/db49b27c13cb956bfa2600fe1177405261fd2d864242d1687de7f9a72e752fac.png"	"궁극의 물살이라고나 할까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6454c2ecfd293fef74e44d16546ba190cc351c2a19d47302be6b48c721280495.png"	{"relevant":true,"constructed":true}
43420	1	"43420-shifting-scroll"	4	[]	1	5	1004	1	"Arthur Bozonnet"	0	"변화하는 두루마리"	"이 주문은 내 손에 있으면 내 턴이 시작될 때마다 무작위 마법사 주문으로 변신합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d36e00a09fd30f98ffaaf997d1a06a7d1448994db3d28b7a38ec3b1f61ccf311.png"	""	"다음 턴이 어느 때보다 기다려질 거예요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f45653f65b584778060c25ab9d76661dd5008f4b6354d1ed51f61b8e83923ba3.png"	{"relevant":true,"constructed":true}
86	1	"86-starfall"	2	[]	1	5	3	3	"Richard Wright"	5	"별똥별"	"<b>선택 -</b> 하수인에게 피해를 5 줍니다. 또는 모든 적 하수인에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/54cea6401378ab4baf49ad373d50771b5cad7a40b72913f4da87cd88cd2e53f4.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/41f404681c17353e3bf109a4f340fcfa994b9abc8f763d4437e4e82dbb87f948.png"	"하늘이 무너지는 거냐고요? 네, 네, 그렇다고 해 둡시다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/23ec0250a66977e732d47f544e824b3327ff5eee5c9ff1d2ebb6341974f495b8.png"	{"relevant":true,"constructed":true}
823	1	"823-starfire"	2	[]	1	5	1635	2	"Alex Horley Orlandelli"	6	"별빛섬광"	"피해를 5 줍니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8bc0483b71b8d0b2e6b426532ecda861b52918c342c49a5908b00d2353bc62c0.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/413f5df1dd1083d20070bdd11292bdce4762c3f229ea4ce78b6e2b830f4306f8.png"	"단언컨대 별빛섬광은 가장 조화로운 드루이드 카드입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3011f258bf00c84aa4b31b149c9a2da362127e829ec6c6b0dcd61e7301d5210f.png"	{"relevant":true,"constructed":true}
41871	1	"41871-corrupting-mist"	9	[]	6	5	27	3	"Zoltan Boros"	2	"부패의 안개"	"<b>모든</b> 하수인을 저주합니다. 내 턴이 시작될 때, 그 하수인들을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fe8cf92f11aaeb725e45af55f49e4b38ea831aef37437a8d19314d5ac01c1731.png"	""	"운고로에서 가장 무서운 공포는... 고요하면서 치명적입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d6895db70ea518317a41264eb47faf097182c27af54ea85d911a353843399794.png"	{"relevant":true,"constructed":true}
63079	1	"63079-invigorating-sermon"	5	[]	5	5	1525	1	"Arthur Bozonnet"	4	"북돋우는 설교"	"내 손, 덱, 전장에 있는 모든 하수인에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a376e22e2a83c5cb81ef076e737d13b605df0dcb022614c490ed835fee88cdef.png"	""	"열세에 놓인 감독님들이 갖춰야 할 필수 요소입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2137df651a189f91ca3e919b82bc86e1871c8b8cdb723caa0ebf03f0e01ed841.png"	{"relevant":true,"constructed":true}
1004	1	"1004-flamestrike"	4	[]	2	5	1635	2	"Romain De Santi"	7	"불기둥"	"모든 적 하수인에게 피해를 5 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/72da0ac01136057fb830f48bfb10a9ac116043b2832bc2426d803a75df8decab.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6eeb5811fa4e5da6825b78de62312d88a5652c42198df967e885aace9f3c1b8d.png"	"바닥에 불이 붙었을 땐, 멈춰서서 엎드리고 굴러서는 <i>절대</i> 안 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/beffe5e9b379d50dd7aa366c824f4fc65ad6250a3f1e7886882c0a4d22b9071b.png"	{"relevant":true,"constructed":true}
63062	1	"63062-wildfire"	4	[]	2	5	1525	4	"David Kegg"	1	"불길"	"이번 게임에서 내 영웅 능력의 피해량이 1 증가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad9037fba6e47d294cf7bb52cb23de5738282d5fa4fef7ee1a5034164bdea673.png"	""	"불모의 땅은 우거진 밀림이었습니다. 이 일이 벌어지기 전까지는요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f7bdf1c01ce4fac4d4cd3a6a41c95c0e6c335b317ebb73cdbbbc2a304e4f5e1.png"	{"relevant":true,"constructed":true}
72587	1	"72587-forged-in-flame"	10	[]	2	5	1658	1	"Konstantin Turovec"	2	"불꽃벼림"	"내 무기를 파괴합니다. 그 무기의 공격력만큼 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fe2616e69e29efa180a5327584d9ad3f8bd018e16daa88b7db7be82ed536b71c.png"	""	"상처도 내고 소작도 해 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/13819d8e400e4ced92a6896b5af703724bde8b4c670bc0d39aafa930d1c47161.png"	{"relevant":true,"constructed":true}
62845	1	"62845-sigil-of-flame"	14	[]	7	5	1525	4	"Vlad Botos"	2	"불꽃의 인장"	"내 다음 턴이 시작될 때, <b>모든</b> 하수인에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c4355acbd2934f9e92465ded3e82d7728dd1cfa989bf3f348a8451c5f211055a.png"	""	"\"불-이-야... 대체 뭘 말하려는 거지?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9b647f019fdf1a38133144bad74af97f4aa5682b836140ff6c39c5ddbb4bda57.png"	{"relevant":true,"constructed":true}
1087	1	"1087-pyroblast"	4	[]	2	5	3	4	"Luca Zontini"	10	"불덩이 작렬"	"피해를 10 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/de4d41ce478c93e42741a73f67d3790cc208f1f7626a446178250f12b7b0c396.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5de9cce7eb958493bd027c6b6e3ce4a91717e30c9c98c6c460bfef30514e707d.png"	"이 카드를 뽑으면 잠시 시간을 내어 한 번 사악하게 웃어주십시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5bbc995adcc391d41c65f6abdd36a5d6683cc55baf738e05c9d2afa8a21b95db.png"	{"relevant":true,"constructed":true}
84623	1	"84623-light-of-the-phoenix"	10	[]	2	5	1776	1	"BOSi Studio"	4	"불사조의 빛"	"카드를 2장 뽑습니다. 피해를 받은 아군 캐릭터 하나당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7e9d5a2c82d7595cbab79ded25f60a372f8910f1baeb3b9136ce28152196484f.png"	""	"지금 새벽 3시라고요! 불사조 좀 꺼주시겠어요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a668c234f79f29bf3c26ef633c962b9b4e5bd474d35f257c6500ccf7542d0a95.png"	{"relevant":true,"constructed":true}
63368	1	"63368-unstable-shadow-blast"	9	[]	6	5	1525	1	"Arthur Gimaldinov"	2	"불안정한 암흑 작렬"	"하수인에게 피해를 6 줍니다. 초과한 피해량만큼 내 영웅에게 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3e19b2cbbc8a3a3f89b4679765091cede361000fd0ceae3386df5a7282d26322.png"	""	"\"불안정한\"이라 쓰고 \"어썸한”이라 읽어요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7e76f701aaf30ee5e60ea89d1f9835dbee98ccf51a9a26c74e7b7f40653c3669.png"	{"relevant":true,"constructed":true}
1929	1	"1929-unstable-portal"	4	[]	1	5	13	3	"Sean O’Daniels"	2	"불안정한 차원문"	"무작위 하수인을 내 손으로 가져옵니다. 그 하수인의 비용이 (3) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d775177367f5ce3ddf34c0070ed199bbca556e7ccad9e4be07c000ced1bb627b.png"	""	"아제로스의 거주민들은 차원문 안정화에 얼마나 많은 비용이 들어가는지 알지 못합니다. GDP의 30%는 차원문 유지에 들어갈걸요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/837a4fc320557c625c09aa600d29cca83545d8f8b33e85d179bcbf6c945ebfdc.png"	{"relevant":true,"constructed":true}
39715	1	"39715-firelands-portal"	4	[]	2	5	23	1	"Gustav Schmidt"	7	"불의 땅 차원문"	"피해를 6 줍니다. 비용이 6인 무작위 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f26bc98b24b4fa506f7101eb4ed7ac94713cff195d98aa35333268e20216804.png"	""	"불의 땅으로 오세요! 심연의 구렁보다 <i>훨씬</i> 아름다운 곳이랍니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/127fa9d18bbe7cf42b11e81177b6165f9ae7ec221451698566d7d85172aa75a9.png"	{"relevant":true,"constructed":true}
63211	1	"63211-altar-of-fire"	9	[]	2	5	1525	4	"Evgeniy Dlinnov"	1	"불의 제단"	"각 플레이어의 다음 카드 3장을 파괴합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf559b0705d94309f2cc9d9e909d1179cb39653eafa1675f90271def212b0135.png"	""	"\"불맛은 어떻습니까?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7713f683925917139b33d036d79b451d1f991b71f1f7ecd607a15bb3b7709c96.png"	{"relevant":true,"constructed":true}
70107	1	"70107-full-blown-evil"	9	[]	7	5	1626	3	"Arthur Gimaldinov"	3	"비대한 악"	"모든 적 하수인에게 5의 피해를 무작위로 나누어 입힙니다. 이번 턴에 반복할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f34bbe80627e5aa2be6d0293e634998e935c88c06e668596e5b95ebe41bd56c3.png"	""	"이건 날이면 날마다 오는 흔한 악이 아니에요. 비대한 악이라고요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a9f29ad37506c4797920125b34e11befa6095e308d5dd006582ca5be20d6ad5.png"	{"relevant":true,"constructed":true}
2025	1	"2025-seal-of-light"	5	[]	5	5	13	1	"Jason Chan"	2	"빛의 문장"	"내 영웅의 생명력을 4 회복시키고 이번 턴에 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/20dc49ff8ee161184c1d6ff7845322f1fe3c23433456ce38aeff3e6409be8ede.png"	""	"빛의 도장은 생명력을 8 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d64a470e34030266c5ddc79db9ddc36a03fff099a5ac5963a441ed8d9a0370a.png"	{"relevant":true,"constructed":true}
77305	1	"77305-the-light-it-burns"	6	[]	5	5	1691	1	"Grace Liu"	1	"빛이라니! 고통스러워!"	"하수인에게 그 하수인의 공격력만큼 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/06f86bd0fe11a7274dd97befc4a5bb26f7237c56d590240234e660671e918bad.png"	""	"환하게 비추는 태양이 싫어, 태양이 싫어."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/378775b520a973aae320b93e99afcbebe3b6497cb27fbb2e64b54442f9bfa3fd.png"	{"relevant":true,"constructed":true}
1938	1	"1938-lightbomb"	6	[]	5	5	13	4	"Luca Zontini"	6	"빛폭탄"	"<b>모든</b> 하수인이 자신의 공격력만큼 피해를 받습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eb7f450675bce584b4e9c3a6e456aeafab21309f23faabb083c834d4333632a8.png"	""	"고블린이 사제가 되게 놔두면 이렇게 되는 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/283d9ffb01f9c6f4b3dad4338a62bbe347875e215b38b0f9c17b033f0918fd42.png"	{"relevant":true,"constructed":true}
61648	1	"61648-wicked-whispers"	9	[]	6	5	1466	3	"E. Li & K. Turovec"	1	"사악한 속삭임"	"비용이 가장 낮은 카드를 버립니다. 내 하수인들에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f580bd233d665686c687c068d2c914fb1248566502743c35a14f7c9f03d7a8bc.png"	""	"ASMR 방송을 해볼까 하는데, 주변에서 모두 뜯어말린다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/10d15236989611ca9ba2a2ec1c53981e9642b493a7c24be8c9e4856731d23e23.png"	{"relevant":true,"constructed":true}
71236	1	"71236-bracing-cold"	8	[]	3	5	1626	3	"Vladimir Kafanov"	2	"샘솟는 냉기"	"내 영웅의 생명력을 5 회복시킵니다. 내 손에 있는 무작위 주문의 비용이 (2) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/04c531ca22c2eb88e8c1a4f564f2cbed09600821cb182b5542973ee1f73c6482.png"	""	"절대로 다가가지 마세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d41f3a081fa7dbb065fa11f0923f7eb4c9d95058bad4b014798a8679d3d0b946.png"	{"relevant":true,"constructed":true}
42566	1	"42566-devour-mind"	6	[]	6	5	1001	3	"Paul Kwon"	5	"생각 삼키기"	"상대편의 덱에서 카드를 3장 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d7fc0f87439931e4a59b80e3e41f56a0e7bd8b142f4e31058b6df1989ccc880a.png"	""	"네 마음에 양념을 쳐볼까?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/981fc3f78838918d73c096e27ec3117dcd19af48a244ffb9528ed73b245b7c6e.png"	{"relevant":true,"constructed":true}
30	1	"30-thoughtsteal"	6	[]	6	5	3	1	"Alex Garner"	2	"생각 훔치기"	"상대편의 덱에서 카드를 2장 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/69915af2e0b8fef9c06a702b5510dfdc471656a125f19527d2a080138a181292.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/48e007aeb2ca623841cd6f112940bdcc54d1e23b42a8ad65bc820be1a5bddc75.png"	"\"오크에게 생각 훔치기를 쓰면 뭘 얻는지 알아? 돌.덩.어.리!\" - 타우렌 농담"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/67750de8882bc3dd5d86fc0b06453bf56716943fb3f27742c4b0239d2153dfdb.png"	{"relevant":true,"constructed":true}
919	1	"919-drain-life"	9	[]	6	5	1635	2	"Alex Horley Orlandelli"	3	"생명력 흡수"	"피해를 2 줍니다. 내 영웅이 생명력을 2 회복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cd2825c8669950a56c50ecbf138d2cda1f916c52f9fa888a8dd34a0ed8fed982.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03d440d2817f5204ad6d22bb5ab595643189e686aae32d297a1e2372e3580d03.png"	"\"제가 동안을 유지하는 비결이죠.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5bb63a7d73166ec9aaec918a09fb2bae6535bd6c015d96779e3b036c9e6507ec.png"	{"relevant":true,"constructed":true}
2001	1	"2001-tree-of-life"	2	[]	4	5	13	4	"Steve Prescott"	9	"생명의 나무"	"<b>모든</b> 캐릭터를 최대 생명력으로 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c79de6c6b63a533c7216917aecce52f84cca01af6e39ad8d5e25b81dc525a42e.png"	""	"식목일 덱의 완성"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c0a61e150013e225c659436e1dfb9456195eded41a6d4f6a80361ce0d98fac6a.png"	{"relevant":true,"constructed":true}
291	1	"291-holy-light"	5	[]	5	5	1635	2	"Zoltan & Gabor"	2	"성스러운 빛"	"내 영웅의 생명력을 8 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1feaf9dc3359cabbd7bd28e9d5b5be1c9bb97523ed2dc9920aa5c8a035ef52fe.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/99a81f4e35ba9b264e02baf3875fb3d6eb6f90e0f8862a22567f1d619dcf3781.png"	"종종 성스러운 빛에 노출되신다면, 자외선 차단제를 바르세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e5eb7d27316a8dacb81be9e463388a159748900341e5754706250b83e20c91c3.png"	{"relevant":true,"constructed":true}
96917	1	"96917-crusader-aura"	5	[]	5	5	1637	4	"Vlad Botos"	4	"성전사의 오라"	"아군 하수인이 공격할 때마다 그 하수인에게 +2/+1을 부여합니다. 3턴 동안 지속됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1a1ddde255aa45f280b39419408579ed557a5006389dbecbe1f213184363a8c0.png"	""	"내 애니메이션 재생 속도도 20% 빨라집니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/439ad1f51368542bf3dd75357b7c7f0bc0a84ee635fd8f02f435881422fe99f7.png"	{"relevant":true,"constructed":true}
61604	1	"61604-cenarion-ward"	2	[]	4	5	1466	4	"MAR Studio"	8	"세나리온 수호물"	"방어도를 +8 얻습니다. 비용이 8인 무작위 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f4f819807fb5762cd2b81a8eacf8c64f930e0b69143e4f50d3163e2d8d2c3b0.png"	""	"왼손잡이다보니 오른손의 성장이 조금 더딘 편입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81299eae2cd5636028495406c5bfd358416c89acadea57b0b808620c96fb79ea.png"	{"relevant":true,"constructed":true}
67211	1	"67211-vitality-surge"	5	[]	5	5	1626	1	"Konstantin Porubov"	2	"솟구치는 활력"	"하수인을 뽑습니다. 그 하수인의 비용만큼 내 영웅의 생명력을 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5c4e17f1bd8bab1e7baae2d2f38d93c687f596179b5b040ebef77e9fe15ec808.png"	""	"주의: 활력이 4시간 이상 지속될 경우 가까운 사제와 상담하십시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2faafb915d169f415b9ce903bfaf5a738f61ae4f9afb04965ac7ffa0c017c0a9.png"	{"relevant":true,"constructed":true}
72984	1	"72984-predation"	14	[]	7	5	1658	3	"Juan Calle"	2	"수렵"	"피해를 2 줍니다. 내 손에 있을 때 나가를 냈으면, 비용이 (0)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2a70d81ddf3ee3e77703881ccc3ecaa6a62f7e386a1a015b96c14684b9397f1c.png"	""	"너무 슬퍼 마세요! 오징어는 하늘나라에서 행복하게 살고 있을 거예요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c46907cae0e374bee71831641d11bbb00ff79553704b257be2f92218c402e6c6.png"	{"relevant":true,"constructed":true}
76922	1	"76922-suffocating-shadows"	9	[]	6	5	1691	3	"James Ryman"	3	"숨 막히는 어둠"	"이 카드를 내거나 버릴 때, 무작위 적 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7edf7b638f7b06e48920d8aae71b95532d7213428c17aaabeedb757a807b1cc3.png"	""	"\"독서는 정신 건강에 좋아\"라고 했던 사람 앞으로."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/424c70dcbc25a7ee67208a837166f35b430e7f607690a51abaa316223e1e96b6.png"	{"relevant":true,"constructed":true}
59223	1	"59223-raise-dead"	6	[6,9]	6	5	1443	1	"Slawomir Maniak"	0	"시체 되살리기"	"내 영웅에게 피해를 3 줍니다. 이번 게임에서 죽은 무작위 아군 하수인 둘을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d3e1e14133651d6eef8d41fdb88060e46f5beb1bc992cd35b535cf120944938a.png"	""	"엄밀히 말하자면, 매우 늦게 치료해준 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8f87a56c9fee2a7c41cba69979516440076a0b0d0195d8288f4937503d0c5815.png"	{"relevant":true,"constructed":true}
86624	1	"86624-cannibalize"	6	[]	6	5	1776	3	"Slawomir Maniak"	4	"시체먹기"	"하수인을 처치합니다. 그 하수인의 생명력만큼 모든 아군 캐릭터의 생명력을 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ea70131f2b53d6b91b8a5c576b268913784342df81ead340673993e00b47da16.png"	""	"실버문 위생감독관은 리치 왕에게 하고 싶은 말이 참 많을 거예요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8b829e0cf4be2a2e75d031d55b63d333db96b060d841a9461e78c52e38bd70af.png"	{"relevant":true,"constructed":true}
38418	1	"38418-cabalists-tome"	4	[]	1	5	21	4	"Milivoj Ceran"	4	"신비술사의 고서"	"무작위 마법사 주문을 셋 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d2640e0c0a679272dfaf1b41ce4591a9c71c4820f97ebcca87656d16c2c7ee3.png"	""	"없는 것 빼고 다 있습니다. 쿠키 조리법까지도요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/269f3cbf14b43acc9e6d45d0515f75f7e6a9bb7c05d0076fcfce527ce2166c30.png"	{"relevant":true,"constructed":true}
877	1	"877-arcane-shot"	3	[]	1	5	1635	2	"Luca Zontini"	1	"신비한 사격"	"피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/033fa86e2eb01f4cb80532fb277ae47be8d18616d3a6d629342f4a82530cd2d1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d075d43b38cd2b7c5edc26ff0ee5017a9fbf2a31bf9e25c53fcdeb55d378b617.png"	"예전엔 마법사들이 신비한 화살을 만들어 사냥꾼들에게 팔았습니다. 그러다 사냥꾼들이 아예 마법을 직접 배워 신비한 화살을 만들기 시작하면서, 스톰윈드는 작은 경기 침체에 시달렸다죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca2611fb767276564bb3f040b4ae701359b5769760e010b10124e8651022a603.png"	{"relevant":true,"constructed":true}
555	1	"555-arcane-intellect"	4	[]	1	5	1635	2	"Dave Berggren"	3	"신비한 지능"	"카드를 2장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/059b6ea927b9d553231746f7b8b61417e6c83a360ea394b79012b8f2c79857f0.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/24ae4612e5f97902559f92167c9abb39079387907dcc5fec5b5d35f3014da676.png"	"이 카드를 내면 똑똑해집니다. 솔직히 말해서, 좀 똑똑해졌다고 우겨도 괜찮습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/07e2144f36b8ce0df97c8bbf05fcf25bec4e0ef9806e444e35e1ff6cd6f7d71b.png"	{"relevant":true,"constructed":true}
67874	1	"67874-arcane-brilliance"	4	[]	1	5	1626	3	"Aaron Su"	4	"신비한 총명함"	"내 덱에서 비용이 7, 8, 9, 10인 주문을 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/88f6975d2136fb9880143dfedeb0c9f6b7e6f27fecba91a6ab7a082e5c099ea2.png"	""	"언젠가는 \"신비한 우둔함\"도 나올지 몰라요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/689371212f193ccd08452eddce4a9e615be2bd300e78e19b2bae5e7ff12d5ff0.png"	{"relevant":true,"constructed":true}
447	1	"447-arcane-explosion"	4	[]	1	5	1635	2	"Howard Lyon"	2	"신비한 폭발"	"모든 적 하수인에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2bbcf55a5dabde8ed35f83d142f088d4efc59683bed861758b5cc4c7d177f828.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9b17a8f15c2b868d4a8e7b1ee4e62ae941c7ef00dd0a524b7fbfac450c6a91d1.png"	"위력에 비해 비용이 신비한 주문입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/99fb12925a8ced9784ee3f9d0e15d9b11858ee3df2f37fcd5a1d70e694183e9a.png"	{"relevant":true,"constructed":true}
564	1	"564-arcane-missiles"	4	[]	1	5	1635	2	"Warren Mahy"	1	"신비한 화살"	"모든 적에게 3의 피해를 무작위로 나누어 입힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b03f66c5e9bc61f7f14a556b49e4da203b21b645851ce1ed453cbb8067d1f2d7.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b6f0e2ef6cc826bc3df7c9ff1ebe3c61db9931bda03db54a5d7274a0285ec101.png"	"솔직히 당신은 엄청나게 강한 마법사니까 신비한 화살 정도는 잘 조준할 수 있을 거라 생각하셨죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ae68c45426f1b15f49b67ac2e89f99018b2a9ce51cf52f0472d39c468e7c1cbd.png"	{"relevant":true,"constructed":true}
1365	1	"1365-holy-fire"	6	[]	5	5	3	3	"Miguel Coimbra"	6	"신성한 불꽃"	"피해를 5 줍니다. 내 영웅이 생명력을 5 회복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/98a1fa9f70f0b7dca902bda517f4e7db17d828905e119ffa3cac8970f7b91b46.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/423e172cbaa309e70598bf7d97d71bfba6646f21fc0bcdf95515f410a57f25ad.png"	"흑마법사의 생명력 흡수와 뭐가 다르냐고요?... 신... 신성 모독이다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/195112156e36b9fda03cadbcd693921e42b48b071a04848361cf10c6efd56c43.png"	{"relevant":true,"constructed":true}
