id	collectible	slug	classId	multiClassIds	minionTypeId	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	duels
42819	1	"42819-runeforge-haunter"	7	[]	11	4	1001	3	"Slawomir Maniak"	3	5	4	"룬가열로 외눈깨비"	"내 턴 동안 내 무기가 내구도를 잃지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/63467d0149a15a27802deb14f78561b162f16beb5776abe78d36a5d00fb56268.png"	""	"한 눈 똑바로 뜨고 당신의 무기가 닳지 않나 확인합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/67186cf6bc61c64e65f209173ae59bb4a8c21d5f0553fdc32a2785d4855776c1.png"	{"relevant":true,"constructed":true}
513	1	"513-mana-tide-totem"	8	[]	21	4	3	3	"Scott Altmann"	3	0	3	"마나 해일 토템"	"내 턴이 끝날 때, 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/757617da1af9d5966b90d322aa4c381dc81681298bf160c1674dacd4418af1ef.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/14c6b5560e6982ca9340ece4b0bc30cdc3748add7a396d5c6c6915ea8e14b55c.png"	"주술사들의 여름철 필수품입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dfa0c952ab14efb4ba367fe7a68eb56f6074de523141695055af497bb4a2a9ce.png"	{"relevant":true,"constructed":true}
39350	1	"39350-enchanted-raven"	2	[]	20	4	23	1	"Daria Tuzova"	2	2	1	"마력 깃든 까마귀"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb418c6a0cedf82257cf2af2d19b43c7c5eecd8051cc37be8b2ed66ec5877758.png"	""	"곡물을 가져와라! 내겐 곡물이 필요하다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/573b17580501e62cc6ae71461e607a6fce630f170fc264946df82a99d93135f8.png"	{"relevant":true,"constructed":true}
39740	1	"39740-malchezaars-imp"	9	[]	15	4	23	1	"Peter Stapleton"	3	1	1	"말체자르의 임프"	"내가 카드를 버릴 때마다 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9a14e5d9b2293d8acc1c196d28bf800d4b81fd55b8e96de978846905b51e0301.png"	""	"말체자르에게는 도비라는 임프 심부름꾼이 있었습니다. 하지만 아주 비극적인 사고가 있었죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0314852d75cbdbf8acde25afc807b5b90d822da53b0ab609ca021d19c52b3da0.jpg"	{"relevant":true,"constructed":true}
191	1	"191-murloc-raider"	12	[]	14	4	1635	2	"Dan Scott"	1	2	1	"멀록 약탈꾼"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/58dc7f43072790f0e705e12fb4d45b8be9c72e6e2c6e530401ea072f973a03a4.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/80e060e66e9d3e57673904536dcba6e07d75478f08cc056267a2840afbc8dd0a.png"	"아옳옳옳옳옳옳옳, 아옳옳옳 옳옳옳옳옳, 옳옳옳옳옳, 아옳옳옳옳옳옳옳! 아옳옳옳, 아옳옳옳옳!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dba5a2ea168b9015f0df386fbd2f6795db448a86abf70d84d0c80166bdf51350.png"	{"relevant":true,"constructed":true}
1063	1	"1063-murloc-warleader"	12	[]	14	4	3	4	"Tim McBurnie"	3	3	3	"멀록 전투대장"	"내 다른 멀록들이 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ea071908076f41b942d23d7ace9bda0ddcf41cf93ff8ef8227f7e0deee8c58f8.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/892c269c64c67f9e4b165d733c661df8e0cd479466e89958ce8718d9a08eb0c3.png"	"멀록들은 매일 똑같은 소리만 내는 게 지겹지 않을까요? 아니요! 므라아옳옳옳옳옳옳!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/87b6a23a575381d463e8ec1a26265f1dc11790e9d899527842d60fa4444b89a5.png"	{"relevant":true,"constructed":true}
475	1	"475-murloc-tidecaller"	12	[]	14	4	3	3	"Jaemin Kim"	2	1	1	"멀록 파도술사"	"내가 멀록을 소환할 때마다 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/16f984669db939c02af24be4263ea5fc6e18427e0c21c20ab56a918b9eadfeed.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7292b7e4b0f367a7cebc772f1e29f2432096451eb04e5b9dc864d5e4a6bb92fb.png"	"함께 있으면, 우린 아무 것도 두려울 게 없었다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1807fbda8c0390c3f6371b32e3111f855a78ff5116e03b241697c2db2e374fff.png"	{"relevant":true,"constructed":true}
80084	1	"80084-incorporeal-corporal"	12	[]	11	4	1776	1	"Dan Scott"	5	5	2	"무형의 파수병"	"이 하수인은 공격한 후에 죽습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/72d2a5554b4a3a69717556a43088961e72f8ba3f2fa25f7308f0f0ed611c3d22.png"	""	"이게 얼마나 오랫동안 \"무형 형체\"라고 불렸는지 믿지 못할 겁니다..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b3f2eb3c4c214d70be6f6952561a9bcd39e2e6cc1e785fc31f6774f04e83a10b.png"	{"relevant":true,"constructed":true}
73427	1	"73427-myrmidon"	5	[]	92	4	1658	1	"Ursula Dorada"	4	3	3	"미르미돈"	"내가 이 하수인에게 주문을 시전한 후에, 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7fb8d7426af7de6ec641d29b5de83e1f44bc24613408c550ca1004ea7b7659b.png"	""	"급하게 참전하느라 갑옷을 반쪽밖에 못 입었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ed35b4c199702d7403e81e657f2a88ef47e1b0cb8e68b38915b47c1bb055fd3.png"	{"relevant":true,"constructed":true}
1369	1	"1369-river-crocolisk"	12	[]	20	4	1635	2	"Daren Bader"	3	2	2	"민물악어"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/283bf455187297752f684b2905e607e7f2bfd36e0a8b881050bbb67997df43e6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/29a1303e21f1448ba645931c502de5217d25a845a3efcccba81010f4912d9846.png"	"\"왼손잡이\" 에드워드 스미스에 의해 명품 가방이 될 뻔한 적이 있다는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cdbd1fe4bc93af9cd8d891cd386530de0be576fb618445919949fed5c01b4778.png"	{"relevant":true,"constructed":true}
41152	1	"41152-air-elemental"	8	[]	18	4	27	1	"Evgeniy Dlinnov"	1	2	1	"바람 정령"	"주문이나 영웅 능력의 대상으로 지정되지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/da7a8fb318f1c5742ea8ed57b7f9b2578a464d5d59423c98b9ef8b0a1fb2fe6b.png"	""	"화를 내면 몸을 부풀립니다. 귀엽습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6196d5ab1eb5f3b32199f642954c52e20aebf6a3ad5ad3c583fc0ad8ad5287f0.jpg"	{"relevant":true,"constructed":true}
71646	1	"71646-bubbler"	12	[]	18	4	1658	1	"BOSi Studio"	4	2	1	"방울이"	"이 하수인은 피해를 1 받은 후에 처치됩니다. <i>(톡!)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/20f90c7b8dc3874731abe875650b39cf437ec0a6fa6ddf9b0c6d592362935c3a.png"	""	"거품이 많이 나는 샴푸를 좋아합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/922f13cc813ebf1ba3569f42d97e1339636073c129b89242adb593e53c85329a.png"	{"relevant":true,"constructed":true}
84390	1	"84390-vexallus"	4	[]	18	4	1776	5	"Mooncolony "	5	3	5	"벡살루스"	"내 비전 주문들이 두 번 시전됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ec908c55da740392f9cdea5d13f2937d52de8e060dab64cdfa842b79a5fbfed1.png"	""	"뜨르흐즈믈르그!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c6e48ced6da289643e529ba7fc6b31de651b0d536ea0c34e1624deda2ae56df2.png"	{"relevant":true,"constructed":true}
71690	1	"71690-pufferfist"	12	[]	23	4	1658	1	"Matt Dixon"	3	3	3	"복어주먹"	"내 영웅이 공격한 후에 모든 적에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/854306ad93bf88e161cb104bf4f5f1bf44a4b9c3206e75d287039ce6eaac3d33.png"	""	"복어 펀치! 복어 펀치! 복어 펀치!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2c9699596ffaee71bd441e84a00e105e31b621cf0d1d900f18d0109eaf0a8fb3.png"	{"relevant":true,"constructed":true}
63272	1	"63272-firemancer-flurgl"	8	[]	14	4	1525	5	"Jaemin Kim"	3	2	4	"불꽃술사 플러글"	"내가 멀록을 낸 후에, 모든 적에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8005f53aa2d68808a874abc8dbf459421514fed361b2121206ead0253ab9ebce.png"	""	"성격도 참 불같네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4afc07f7db18dbc160d6053d3bede7a3186cbcbbbc4b057b6f5bb8fb61913ef5.png"	{"relevant":true,"constructed":true}
1008	1	"1008-flametongue-totem"	8	[]	21	4	1635	2	"Jonathan Ryder"	2	0	2	"불꽃의 토템"	"양옆의 하수인들이 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/091eafbe419728c5e137293fbb3268c580e638ed63c058dcfe62f5eda5a6ab59.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/effb6bc8b9752da9f32258e12ae455dda0d8300eaaa7782fe7ae29158744e3e7.png"	"토템 장인들은 본인의 토템에는 가장 희귀한 나무를 사용하곤 합니다. 심지어 무쇠껍질 수호정령으로 만든 토템도 있다는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f68c805d6573290e58919e0fa4fe1825d0f1decb7520d77a460cdeaa8d843cd9.png"	{"relevant":true,"constructed":true}
374	1	"374-ragnaros-the-firelord"	12	[]	18	4	3	5	"Greg Staples"	8	8	8	"불의 군주 라그나로스"	"공격할 수 없습니다. 내 턴이 끝날 때, 무작위 적에게 피해를 8 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca8be275fd356e8667777c680338c7444553933bebcface5f6d28edb854fe958.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bce9883ebf22f8f6847a080a84825bcb077b0152684806b2eca5da693b27c3dc.png"	"라그나로스를 소환한 것은 검은무쇠 드워프였지만, 이들은 결국 불의 군주를 섬기는 노예가 되고 말았습니다. 이렇게 라그나로스를 소환하는 일은 원치 않는 결과를 불러오는 일이 많습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/97ebdf56f7ca6fded7d6394a635f56f7d517c62f876701f1b72eb3b2fd49f2eb.png"	{"relevant":true,"constructed":true}
216	1	"216-bloodfen-raptor"	12	[]	20	4	1635	2	"Dan Brereton"	2	3	2	"붉은늪지랩터"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f692977a4da8fa29246af7b75e070a48a33f7b630aabfdc3d641dbc713e92bb1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e378cda0ce4c48bf9ad044adddf01d5ff69eb85ffd1539868f618a4fd215a31.png"	"\"랩터 30마리를 처치하세요.\" - 헤멧 네싱워리"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3dedca6135d08709c2884e196f901d02a3300fa8f524948eb771c82f47a76a6a.png"	{"relevant":true,"constructed":true}
38832	1	"38832-scaled-nightmare"	12	[]	24	4	21	4	"Luke Mancini"	8	2	6	"비늘 덮인 악몽"	"내 턴이 시작될 때, 이 하수인은 공격력이 2배가 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/85b69676a1ec610fb08545f90e06f416f63b2bfc4590f36fbf678e56fffd40f8.png"	""	"용족만 아니었다면 비늘 덮인 가즈릴라라고 해도 믿을 것 같군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b210425b94eeafe1380f155f02b10cc0e67813d732d8e78433714b2fb69af3e8.png"	{"relevant":true,"constructed":true}
45590	1	"45590-arcane-artificer"	4	[]	18	4	1004	1	"Arthur Gimaldinov"	3	1	1	"비전 기술병"	"내가 주문을 시전할 때마다 그 주문의 비용만큼 방어도를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/baa39a972deb092ce0665f58845dcd5791eff091b552801d1251c185d2cbfa83.png"	""	"에테리얼 갑옷은 6시간 후 소멸합니다! 망신 당하고 싶지 않으면 적어도 5시간 59분 안에 승부를 봐야 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a35cbd10417f211bdc94348c3104422381d4f5b0b828371d3814abf831eaae5.png"	{"relevant":true,"constructed":true}
39215	1	"39215-arcane-anomaly"	12	[]	18	4	23	1	"Alex Alexandrov"	1	2	1	"비전 변형물"	"내가 주문을 시전한 후에, 이 하수인이 생명력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/316dbfc86d0e4175019ee8cd132ddfb978320492c946e7a1e43a2d35c3878597.png"	""	"마나 지룡과 함께 마력을 나눠먹습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d04ddae9313a1d450af998ffe08689ecf12ec49ee9b435aac896fe9aec6d1fb.png"	{"relevant":true,"constructed":true}
63060	1	"63060-arcane-luminary"	4	[]	18	4	1525	4	"Maria Trepalina"	3	4	3	"비전 선각자"	"게임이 시작됐을 때 내 덱에 없던 카드들의 비용이 (2) 감소합니다. <i>(단, 1보다 낮아지진 않습니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7fbeb8e0d763626c958f6c296a272db014b0c8388e8db65ddc1fe5919150608a.png"	""	"사람들은 지나오며 얻은 카드들이 가치있다 말하죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45d5d3c219506d676bed6c02d34ba560d01f18da5d81cc82ac4fd930041042dc.png"	{"relevant":true,"constructed":true}
54837	1	"54837-arcane-devourer"	12	[]	18	4	1635	3	"Ivan Fomin"	8	4	8	"비전 포식자"	"내가 주문을 시전할 때마다 +2/+2를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/066d51cf15a1768d3d3de354954b3830e126ea5733fac2b9dc1d119f144eac1b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1375cd378b2f318be67868811ffd9352cbb823d6e15fdd0ff223ef9ab9abbbed.png"	"주문에 간을 좀 한 게 입맛에 맞는다고 하네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8845081f7e769cf76f533323729d0ebbfe0b746c561ebe5c7ec95a9704ac12cd.png"	{"relevant":true,"constructed":true}
43483	1	"43483-arcane-tyrant"	12	[]	18	4	1004	4	"Hideaki Takamura"	4	4	5	"비전 폭군"	"이번 턴에 비용이 (5) 이상인 주문을 시전했으면, 비용이 (0)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/938c1c33840d771f2965b58496cc75da551cc8ac2b037d1f3f924ab5ab271bf2.png"	""	"폭군이라고 하면 강해 보이죠. 하지만 빠르게 열 번만 말해보면 왠지 귀여워집니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/83a4ad499f6704452e38016a531aeadd48acdc6f1760a008624a37a897c41e10.jpg"	{"relevant":true,"constructed":true}
38758	1	"38758-ragnaros-lightlord"	5	[]	18	4	21	5	"James Ryman"	8	8	8	"빛의 군주 라그나로스"	"내 턴이 끝날 때, 피해를 받은 아군 캐릭터의 생명력을 8 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/981ff9ef98917bc88b94acef29f893c37d3ff8e26937eae76a9b268adb353faf.png"	""	"이미 타락한 불의 군주를 또 타락시키면 어떻게 되냐고요? \"정화된다, 벌레 같은 놈!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/22ca0fe596e69012571cff0170c8996aee125fd1b594828a71f1ab015549d4a7.jpg"	{"relevant":true,"constructed":true}
886	1	"886-lightspawn"	6	[]	18	4	3	1	"Daarken"	4	0	3	"빛의 정령"	"이 하수인의 공격력은 항상 생명력과 같습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9bb0c8c672f8d49c08e451aeab913260aab3d8d3b1beea1d30d93651e84b5070.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5ad44dd0e6042bafad34bb6c9a958bad0a4a12d5edc2630daf9669a705b41315.png"	"빛의 대정령이 될 것이냐? 빛의 피조물이 될 것이냐?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6569667a94d58ec3b1ecf4849f0a62539193e51aac5717b392e5836b0c568fc1.png"	{"relevant":true,"constructed":true}
65655	1	"65655-suckerhook"	8	[]	23	4	1578	3	"Ian Ameling"	6	3	4	"빨판갈고리"	"내 턴이 끝날 때, 내 무기를 비용이 (1) 높은 무작위 무기로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4526eefc70132e635e209c7752a1b914c471ba91eb6ea92d3e865ca8ae271574.png"	""	"빨판수염과 식사할 바엔 빨판갈고리가 더 낫죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/de1591a38c5f45b62b2f7648b2910c4637febe2ffaf656869ddc819986ff352b.png"	{"relevant":true,"constructed":true}
61229	1	"61229-magicfin"	8	[]	14	4	1466	4	"Matt Dixon"	4	3	3	"뾰로롫"	"아군 멀록이 죽은 후에, 무작위 <b>전설</b> 하수인을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d77d847aa585cdc2b67ae3442af4d837389a03c244c2e291908bba63c4aa501b.png"	""	"어떻게 모자에서 데스윙을 꺼낼 수 있냐고요? 그건 데스형도 모른다고 하네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/25f0ed4ef704d87739d164e8621f16703a64d3f06b08025968fb61ac03f7be62.png"	{"relevant":true,"constructed":true}
45707	1	"45707-dire-mole"	12	[]	20	4	1004	1	"Daren Bader"	3	1	1	"사나운 두더지"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/00b64bd1142c4aea2b8a21711313c085c2b4a948bbf8a358f60ae6dc1c674537.png"	""	"보셨다는 게 혹시... 사납도록 커다란 산이 아니라 \"사나운 두더지\"가 판 흙더미 아닌가요? 이미 머리는 돌이 된 것 같습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/28f233e8946765721224cbe0c918a2ab2afcb1029a1dac890e476b59f93338f2.jpg"	{"relevant":true,"constructed":true}
993	1	"993-mountain-giant"	12	[]	18	4	3	4	"Samwise"	8	8	12	"산악 거인"	"내 손에 있는 다른 카드 1장당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/037366e8f1374990df1c612429e7c628a515a8f74a97a739893370a38572b787.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d8c5cfa823617ba8081473acc77069704fc287fbf883c6bf2b0011399f02c682.png"	"이 친구의 어머니 말로는 좀 통뼈라 커보이는 거랍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1151316a49095434581f4c6dcba1ae8dc81e889ed7feb5f658c72048c3a7023c.png"	{"relevant":true,"constructed":true}
59585	1	"59585-flesh-giant"	6	[6,9]	11	4	1443	4	"Ian Ameling"	8	8	10	"살덩이 거인"	"내 턴 동안 내 영웅의 생명력이 바뀔 때마다 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68c6e9c5d11d477a4cb7c99fbf77d8bf8a27d9c267f55074dd60dea4cc8c9992.png"	""	"정말 커다란 실수로군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/96bfd5626dfbfc7613666df3f7bbbc6c2ad45f1d4a1b6a9cf112a127b1fb5f20.png"	{"relevant":true,"constructed":true}
2925	1	"2925-djinni-of-zephyrs"	12	[]	18	4	20	4	"Jakub Kasper"	6	4	5	"서풍의 신령"	"내가 다른 아군 하수인에게 주문을 시전한 후에 이 하수인에게도 동일한 주문을 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4184b4038baebf4d1ff4e577cabaf0c8eb0500e6a6e582198de569d5f32b25db.png"	""	"소원을 빌고 싶으면 램프를 잘못된 방향으로 문지르지 마세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab14966676dbf25ab5e543c8a7a3ee31facbd30d4972c722ff5ff66b32500a98.png"	{"relevant":true,"constructed":true}
59710	1	"59710-wrathscale-naga"	14	[]	92	4	1463	4	"Ware Lee"	3	3	3	"성난비늘 나가"	"아군 하수인이 죽은 후에, 무작위 적에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/605f1b3e41ca1da487b3e2b6674dce28898e97fa7abab0373679356f73aaeb6f.png"	""	"이런 걸 옆구리를 주고 목을 가져가는 전략이라고 하죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eca8d41b80bf72b8b0f056d711a9f2e0e10a14ccb45def1a182fe64df82927d2.png"	{"relevant":true,"constructed":true}
510	1	"510-grimscale-oracle"	12	[]	14	4	1635	2	"Phil Saunders"	1	1	1	"성난비늘 수련사"	"내 다른 멀록들이 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/87fe8e105052521b70724d33e84be9efedb5ac712074cfc32e172183a2feb0b2.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7138e0e14fe0b91ff11f21a5f0577ab2bbed0b05d129528e3670cfb964180560.png"	"아주 똑똑한 멀록입니다. 그래도 다른 멀록들과 크게 다르지는 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f6c61e6fe18f8dba1a78f075c00cea3f2e7a19148d4ed361cb72a93e30802c75.png"	{"relevant":true,"constructed":true}
64435	1	"64435-sanctum-chandler"	4	[]	18	4	1578	3	"Jakub Kasper"	5	4	5	"성소 양초꾼"	"내가 화염 주문을 시전한 후에, 주문을 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f83e8c4955082b77067ce1965175d2e7697d77cac3ce39d0466736efa9ab92ba.png"	""	"아무리 어두운 곳에 가도 손전등은 필요 없겠군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/331b259e6e70117f5e69196d4de959ca27ea0bbdb11c96137762d709c1a1b9eb.png"	{"relevant":true,"constructed":true}
59703	1	"59703-trick-totem"	12	[4,8]	21	4	1443	3	"Mauricio Herrera"	3	0	2	"속임수 토템"	"내 턴이 끝날 때, 비용이 (3) 이하인 무작위 주문을 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7de80784b8fd9b0af6cdcb951e362acfb8093c5ac561f815ad237aa87400a796.png"	""	"'가만히'도 알고 재주도 부리지만, '굴러'는 아직 배우고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/64b6d112ba7072ac593bbbc414282d2c7ea69ff5b6e79059c1ca87b376bc5b9d.png"	{"relevant":true,"constructed":true}
64968	1	"64968-stormwind-piper"	3	[]	15	4	1578	1	"Ursula Dorada"	6	1	3	"스톰윈드 피리꾼"	"이 하수인이 공격한 후에, 내 야수들에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9171a3fd11b8bff4a0ecac01325fabac7595320c610ccec67e5df756cf71d324.png"	""	"왕쥐와 함께 광란의 파티를 엽니다. 비 오는 날만 빼고요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9b553ad0593f4390ac63787eb5ba494e61e1135ea597b26212cf5ab59e1f28ad.png"	{"relevant":true,"constructed":true}
87317	1	"87317-mistake"	12	[]	26	4	1776	4	"Matt Dixon"	3	1	1	"실패작"	"<i>모든 종족값을 가집니다.</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a967651c6ba3776c0666c52d591f8a81b3b40414956db6dc4c700f75b1b0bbd4.png"	""	"이 정도는 유쾌한 해프닝으로 넘어갈 수 있죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/50c9de87f8c063efb220bb382a66ce08fc789188d8558ca14d25927fbad9bf08.png"	{"relevant":true,"constructed":true}
1687	1	"1687-core-hound"	12	[]	20	4	1635	2	"E. M. Gist"	5	9	7	"심장부 사냥개"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/85ec50c3aeed6911665c4b5ba39c8200a51566c827a5f8a2ac8aac513ade092e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8cc37356aa01de6d3b1e68be3450b83d643a1c74bc6d38404722e041a606a45d.png"	"심장부 사냥개를 길들이는 것은 불가능합니다. 당신을 잡아먹기 전에 다른 사람을 먹도록 훈련시킬 뿐이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2851d123349018121e1199a50019b08f805edb83f9aa33aefbdc8844bb2705ff.png"	{"relevant":true,"constructed":true}
42630	1	"42630-rotface"	10	[]	11	4	1001	5	"Anton Zemskov"	6	4	8	"썩은얼굴"	"이 하수인은 피해를 받고 생존한 후에, 무작위 <b>전설</b> 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7f019d83bc597eeca5d92af952b5614d31c2a1665d87e9df34abf4806aa3053c.png"	""	"아빠! 내 안의 전설이 이렇게 커졌어!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb72ed7bafa79c1a275a5da1362f457c55c48c20808f8c1d6e970d5eb57d447d.png"	{"relevant":true,"constructed":true}
13879	1	"13879-murloc-tinyfin"	12	[]	14	4	20	1	"Oliver Chipping"	1	1	0	"아기 멀록"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/559e23da8360135cac4febc1221f73251bfc8ad89c4ffce703ad2ad8b95d1681.png"	""	"심쿵으로 사망하지 않도록 조심하세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4fe014269b82f1a2c1b2c7f9d45e35069b3c914c2925be73b0a955e22375d494.png"	{"relevant":true,"constructed":true}
64903	1	"64903-anetheron"	9	[]	15	4	1578	5	"Alex Horley Orlandelli"	6	8	6	"아네테론"	"내 손이 가득 찼다면, 비용이 (1)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/12176cd5506029253368876eb6d2fb6a69559badb4c5f5b85859301840bff123.png"	""	"모든 악마의 침공을 이끕니다. 이번에는 세계수 침공보다 성과를 거둘 수 있을까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0441747cb9500beb3a0bec7dd0055bf59a5898e892ad1e0b50fc10495bfb08b9.png"	{"relevant":true,"constructed":true}
42743	1	"42743-despicable-dreadlord"	9	[]	15	4	1001	3	"Konstantin Turovec"	5	4	5	"악랄한 공포의 군주"	"내 턴이 끝날 때, 모든 적 하수인에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/23eb996b019925d4bcf87a9d02b2682ba68900fde8fe5e7850ead065f1fde2ca.png"	""	"죽여주게 악랄합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d5334f725e2bc88c2e05e711c82569693541058d94ed9101a94e11de6c197cc4.png"	{"relevant":true,"constructed":true}
