id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds	keywordIds	duels
79532	1	"79532-stoneborn-general"	12	[]	4	1691	1	"Evgeniy Dlinnov"	8	8	10	"돌숨결 장군"	"<b>속공</b>, <b>죽음의 메아리:</b> <b>속공</b> 능력이 있는 8/8 무덤날개를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c7408c5d094aa4c1f148fdba0be3ec5f5100ba3eaf0f6ac35f965275332022b.png"	""	"단단한 주먹과 딱딱한 성격을 가졌답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/02f3b0b12c3e97123a3a96b6b8c3629ebe10f811daf3e4753644493e0841296e.png"	[79533]	[12,53]	{"relevant":true,"constructed":true}
62481	1	"62481-hog-rancher"	12	[]	4	1525	1	"Sean McNally"	2	3	3	"돼지 사육사"	"<b>전투의 함성:</b> <b>속공</b> 능력이 있는 2/1 돼지를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8806628f2c305b708ce1d439a638619babe3212095d084204a074c45e4ee6107.png"	""	"수상할 정도로 가시멧돼지 마을과 가깝다는 느낌이 드는 건 왜 그럴까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/666f38a8d8c188414a759df50b4232f1006c6f9b34068ab5f2dc129f3a244f5f.png"	[63189]	[8,53]	{"relevant":true,"constructed":true}
640	1	"640-hogger"	12	[]	4	3	5	"Laurel Austin"	4	4	6	"들창코"	"내 턴이 끝날 때, <b>도발</b> 능력이 있는 2/2 놀을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5ba3cc2ddbcf6da83fec4227347045ab765a0b074748dd33d954aa513556c6c0.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c4e066e40ac6c8a3edadb8f77134fc774c3b0fbb8a644b1ed772273c1f6edd75.png"	"들창코는 정말 강력합니다. 만약 처치했다면, 그가 <i>봐줬기</i> 때문입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a6cf0693bc017c7fd369705d8a7e88241218325df45df331f03a511e7b0dbc29.png"	[460]	[1]	{"relevant":true,"constructed":true}
2070	1	"2070-tinkertown-technician"	12	[]	4	13	1	"Gabor Szikszai"	3	3	3	"땜장이 마을 기술자"	"<b>전투의 함성:</b> 내 전장에 기계가 있으면, +1/+1을 얻고 <b>예비 부품</b>을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8e90bcbcd5e61a3b5ab947ae81380b39b6d9df2fc4b3469ff6847b16bba91c9e.png"	""	"땜장이 마을에서 잘 나가는 기술자입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b3f75629c378ec2abb6cf7cb336d127f34846b42f0597a520265561ff7d3de77.jpg"	[2150,2151,2156,2153,2155,2154,2152]	[8,19]	{"relevant":true,"constructed":true}
559	1	"559-leeroy-jenkins"	12	[]	4	3	5	"Gabe from Penny Arcade"	2	6	5	"리로이 젠킨스"	"<b>돌진</b>, <b>전투의 함성:</b> 상대편에게 1/1 새끼용을 2마리 소환해 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b4f94c34a472fb824eae916b89f148e9efbfd4dabd45e60ae1c9d23b50db5541.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf21572abd2583e7520733ac221c35fd5aeb5d700de9b43895712a74c2c68eb4.png"	"\"때가 왔다! 가자! 리로이이이이이이이이 젠킨스으으으으으으!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/17f7efd0a408273341fe82cbe8dfb2b187cff5cf931a0ad45ffafd59f580120c.png"	[1912]	[4,8]	{"relevant":true,"constructed":true}
46007	1	"46007-drygulch-jailor"	5	[]	4	1004	1	"Matt Dixon"	1	1	2	"마른협곡 교도관"	"<b>죽음의 메아리:</b> 은빛 성기사단 신병 셋을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5a05203131e901de3ca61a118f4b3625283364efd1815ec9d845dbfef12f9b7a.png"	""	"양초보다 콩밥이 좋다고 말하는 사람은 진정한 콩밥의 맛을 봐야합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4cb53082e8bc38cc0bd2ee872056133a6e71629e8adb0e47e1dd85f3c3652995.jpg"	[1652]	[12]	{"relevant":true,"constructed":true}
63591	1	"63591-mankrik"	12	[]	4	1525	5	"Anton Zemskov"	4	3	3	"만크릭"	"<b>전투의 함성:</b> 만크릭의 아내를 찾아주세요! 내 덱 어딘가에서 마지막으로 목격되었다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/35a51af9274279081114ecb38e4295a8a4009be0cf75c45978d674e29a1fe7d2.png"	""	"호드 캐릭터가 생성될 때마다 악몽같은 날을 다시 경험하게 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4eb331635c194746ad42435a4a827743bc9ba8239d24af26eed7e017ae03649d.png"	[63593,63594]	[8]	{"relevant":true,"constructed":true}
87301	1	"87301-hawkstrider-rancher"	12	[]	4	1776	4	"Hideaki Takamura"	5	2	3	"매타조 사육사"	"내가 하수인을 낼 때마다 그 하수인에게 +1/+1과 \"<b>죽음의 메아리:</b> 1/1 매타조를 소환함\" 능력을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/15c9e47bc7b35db542618c614544d41d2eebce8959499af7d4caa38a4071dd90.png"	""	"전 치즈색 매타조가 제일 좋아요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d4eba7b54dc170d2944aeb71b1dbd267b1fff08054cacff2fee2b6b17d3b1a9d.png"	[87303]	[12]	{"relevant":true,"constructed":true}
54291	1	"54291-mogu-cultist"	12	[]	4	1158	4	"Arthur Bozonnet"	1	1	1	"모구 이교도"	"<b>전투의 함성:</b> 내 전장이 모구 이교도로 가득 차면, 모두 처치하고 고위수호자 라를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cd0f1380a4f2ffe67da1d475756d7afeebb2d66e7353b4d34bbc5c5db0dae9d7.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1515e476d75dca41721e7ce715a7aed8d7daf0fe1b9d6a68781b959c1448406a.png"	"신의 팔다리를 모으는 것보다는 쉽지 않을까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ea5b95024a37d6eb940ff00463998e428588002d789d2bf0f4a18f88cc6ec4f.png"	[54292]	[8]	{"relevant":true,"constructed":true}
39453	1	"39453-moroes"	12	[]	4	23	5	"Sean McNally"	1	1	3	"모로스"	"<b>은신</b>, 내 턴이 끝날 때, 1/1 급사를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a3b77f0bb6346ebf9f8aff6caffcaf8faa21c7c35ecc18c1234d97fd2ec6e0d6.png"	""	"모로스는 수많은 급사들을 관리하지만 결국 풍선을 부는 건 자신이라고 하더군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a4cf69fee5556747abca28e6c01912d55b450fc39ccaf4fdd1c776287d42bb9.jpg"	[39232]	[6]	{"relevant":true,"constructed":true}
42651	1	"42651-druid-of-the-swarm"	2	[]	4	1001	3	"Zoltan Boros"	2	1	2	"무리의 드루이드"	"<b>선택 -</b> 1/2 <b>독성</b> 하수인 또는 1/5 <b>도발</b> 하수인으로 변신합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3e051dbee369fb99332fdcf756c4faf49ca0c8a5cb0848743b9ecbf5985ce223.png"	""	"꿈에서, 드루이드는 거미였다. 아니, 딱정벌레였나? 하지만 잠에서 깨니 인간이 되었다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/69ca1e4211ce56e26ec03164a666f18f1042d9108cb19fbfda783a5103415234.png"	[46048,46049,42650,46008,46009]	[1,32]	{"relevant":true,"constructed":true}
46589	1	"46589-king-togwaggle"	12	[]	4	1004	5	"Konstantin Turovec"	5	5	8	"미궁왕 토그왜글"	"<b>전투의 함성:</b> 상대편과 덱을 바꿉니다. 덱을 돌려주는 조건인 '덱값 지불' 주문을 상대편에게 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/285b119ba93481023a2524415961a56c854c6a84b120e0f1d215558bb5010477.png"	""	"코볼트 왕국이 제대로 돌아가기 위해서는 부실한 사회 복지와 재정적 무책임의 절묘한 균형이 요구됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/24487b5374560f7c857693f5bc5053633add56d1bf66c684843844453f408a9a.jpg"	[46588]	[8]	{"relevant":true,"constructed":true}
61616	1	"61616-banana-vendor"	12	[]	4	1466	1	"Jim Nelson"	4	2	3	"바나나 상인"	"<b>전투의 함성:</b> 각 플레이어가 바나나 2개를 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/62ab63fdfcca9f575cee9a51f318dac582ade8ffcb044aa995c79f827e6c3933.png"	""	"혹시 철분이 부족하시다면 바나나를 흔들어주세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/513d58386a09b14c93a5de66c93b1fd724d99d4e75a2d403bece5a1c6dcd2dfe.png"	[1694]	[8]	{"relevant":true,"constructed":true}
54077	1	"54077-serpent-egg"	12	[]	4	1158	1	"Daria Tuzova"	3	0	2	"바다뱀 알"	"<b>죽음의 메아리:</b> 3/4 바다뱀을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/489b7ebb9ac0569d19ff9de562a0d1bfee230f8d31edbbed37f3143c4d2cd7d8.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5cd436acfe3ebf8ddab4286c5abb1efe27ceebd0c185eafa5e6deaba7aa290f9.png"	"\"우와, 이 귀여운 뱀 좀 봐으아아악 내 얼굴이 녹고 있어!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/597cb73feb491de578ac550776482c2e1cbecf139f2a95669a907406780650d9.png"	[54570]	[12]	{"relevant":true,"constructed":true}
72932	1	"72932-seascout-operator"	12	[]	4	1658	1	"Moon Colony"	4	2	3	"바다탐험 운전수"	"<b>전투의 함성:</b> 내 전장에 기계가 있으면, 2/1 기계물고기를 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6aa2e5d797fd5be47c096557753d6d0d1cb9e1cc991dc067377f18379b7e5e88.png"	""	"사실 기계물고기는 조종할 수 없습니다. 운전수에게 준 조종장치는 가짜예요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4b88117afa13db5d15e22b1240fd3983932cd2a13d555699c394fce7290e633e.png"	[72934]	[8]	{"relevant":true,"constructed":true}
2078	1	"2078-dr-boom"	12	[]	4	13	5	"Alex Garner"	7	7	7	"박사 붐"	"<b>전투의 함성:</b> 1/1 폭탄로봇을 둘 소환합니다. <i><b>경고:</b> 로봇이 폭발할 수 있음.</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1de75fe3b350e74385daf8157d67dd97557cd69bca7e4766161a293c408f9d07.png"	""	"붐바스틱!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7661ecd48e4960368544463fab6ae42bb5b1af781a73c33fbbe38f89e1f55b63.jpg"	[2235]	[8]	{"relevant":true,"constructed":true}
78273	1	"78273-batty-guest"	3	[]	4	1691	1	"A.J. Nazzaro"	1	1	1	"박쥐 손님"	"<b>죽음의 메아리:</b> 2/1 박쥐를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab928d63015de634c3caa4dbc3c08ac895f0ec33c0545d844a4e8e124a1f9139.png"	""	"빨간 채찍을 감추고 있는지 의심이 갑니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9b7c61e9e6a4f460c4317962ca905e524969fa78c0031a828fdedcf21a149f26.png"	[78265]	[12]	{"relevant":true,"constructed":true}
692	1	"692-druid-of-the-claw"	2	[]	4	3	1	"Luca Zontini"	6	4	6	"발톱의 드루이드"	"<b>선택 -</b> 7/6 <b>속공</b> 하수인 또는 4/9 <b>도발</b> 하수인으로 변신합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c3f0ee3561190aa7f8ef4d90e118dc47ba1b36a0b0115084361f2a70524fc934.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2d5e1ddc0ef57548645e739b8de26873ba0d8600c812be57045b71a81a2ce363.png"	"표범이냐, 곰이냐, 그것이 문제로다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/16d427d15a7cdcb5cbc5bff90e9dbf2dd215472f116ecd6e63af455113e1bb04.png"	[63,99,1681,1682]	[1,53]	{"relevant":true,"constructed":true}
78086	1	"78086-the-countess"	5	[]	4	1691	5	"James Ryman"	7	7	7	"백작"	"<b>전투의 함성:</b> 내 덱에 중립 카드가 없으면, <b>전설</b> 초대장 3장을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/edcaf7d05c9452ec2e603e969c869d783ea6d9a7b01cb7b9adddfd0359c8503a.png"	""	"한 번에 전설 3장 나왔는데 이거 좋은 건가요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d5377e69ecb3ce492b9a3517f5857b2d98b33f669a2f45e9d490b5c70ef8eb83.png"	[79922]	[8]	{"relevant":true,"constructed":true}
59658	1	"59658-vectus"	12	[]	4	1443	5	"Anton Zemskov"	4	4	5	"벡투스"	"<b>전투의 함성:</b> 1/1 새끼용을 2마리 소환합니다. 새끼용은 이번 게임에서 죽은 아군 하수인의 <b>죽음의 메아리</b> 능력을 하나씩 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca1254ea1651441458479f5b3cc5615f8743aabb8169259f8d3f1c12082294b7.png"	""	"암흑 마법을 사용한다고 불안해 하지 마십시오. 알은 무사히 부화할 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e5f6521ab0a07957afe173981db5e1d104e0113bcea7c8f3d224d542c8d25cf.png"	[59659]	[8,12]	{"relevant":true,"constructed":true}
2028	1	"2028-quartermaster"	5	[]	4	13	4	"Phroilan Gardner"	5	2	5	"병참장교"	"<b>전투의 함성:</b> 내 은빛 성기사단 신병들에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/09406d358444b7f2ad3f14188c02a3ef47a8e053486b65495a0e469e4236b234.png"	""	"군인입니다. 상인이 아니라고요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/765558c2773e15cc171ec993a499398a8767529db9dd5017912bc3133e6d95e1.jpg"	[1652]	[8]	{"relevant":true,"constructed":true}
62581	1	"62581-burning-blade-acolyte"	12	[]	4	1525	3	"Mauricio Herrera"	1	1	5	"불타는 칼날단 수행사제"	"<b>죽음의 메아리:</b> <b>도발</b> 능력이 있는 5/8 악마의 자식을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0c92eb9a422aed40d985c2d1341f81c9b29c920ecd077c2873e8fe98442e7c82.png"	""	"실망스럽게도 평범한 칼을 들고 있네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4b75cc044ac72f44535c1f4a60a21d3b671f926d4c330768c7ebc22ce27c8a3e.png"	[62589]	[1,12]	{"relevant":true,"constructed":true}
53413	1	"53413-vulpera-scoundrel"	12	[]	4	1158	4	"Ivan Fomin"	3	2	3	"불페라 건달"	"<b>전투의 함성:</b> 주문을 <b>발견</b>하거나 무작위 주문을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9286a1f042170945fdefa5ede40fece856b9af26a521a6aef539cad7a296905f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5fc16c3c00c8d81c23fcfdafb1c7ce7203e2e582d5202fb8acf240e87cf4e4a0.png"	"뭘 좋아하실지 몰라서 둘 다 준비했습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9c099b1a89cf9e65877da5d645aa6267e0aa04b512102fa6ee01697d7aed132e.png"	[53412]	[8,21]	{"relevant":true,"constructed":true}
78156	1	"78156-buffet-biggun"	5	[]	4	1691	1	"Jakub Kasper"	4	2	4	"뷔페 거물"	"<b>전투의 함성:</b> 은빛 성기사단 신병을 2명 소환합니다. <b>주입 ( ):</b> 그 신병들에게 공격력 +2와 <b>천상의 보호막</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e911be9ae5d794fe66cba9ac574bf31350c242ff02fb02ee2d9fadaa32cf3602.png"	""	"건포도 빵은 맛알못 픽입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a0b2378bda5a32e554c093e150184f742f7ff7a9b9de49a06d15db6056e549bd.png"	[78390,1652]	[3,8,238]	{"relevant":true,"constructed":true}
85035	1	"85035-arcane-wyrm"	4	[]	4	1776	1	"Daniil Kudriavtsev"	2	1	1	"비전 고룡"	"<b>전투의 함성:</b> 비전 화살을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad7e59236b4f5dd7582552a6a0b83326ac54df1e44f250e7d93188c188b96b53.png"	""	"비전 도마뱀이라고 부르면 화 냅니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e89a4fc66224358904b18c25e91931276d4a160c18a39bdea92acce1fde8ae82.png"	[86274]	[8]	{"relevant":true,"constructed":true}
39491	1	"39491-arcanosmith"	12	[]	4	23	1	"Anton Zemskov"	2	3	4	"비전장인"	"<b>전투의 함성:</b> 0/5 <b>도발</b> 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/84aa6f18965bc9c10cebff6a7fb6c84bab420195ce3939165a59ab5ad5ac1a7f.png"	""	"사실은 그저 대장장이일 뿐인데 호칭이 인상적이면 의뢰가 더 많이 들어온다고 하더군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7ba7a043ac610c720af221d61d19e5da89033996c352e029f6e03f606761101.jpg"	[39308]	[1,8]	{"relevant":true,"constructed":true}
84421	1	"84421-arcsplitter"	4	[]	4	1776	3	"Melvin Chan"	2	3	3	"비전절단자"	"<b>죽음의 메아리:</b> 비전 화살 둘을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6275b36c59dce87c8ad83ead7fdb3a38c9d1eea9f9418060333a442615b96a4a.png"	""	"혈석절단자, 비전절단자... 다음은 또 뭘까?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/73586cbd074c3fd17dfd84cba63ce2803b5e2aad2ccc2b18274c6e401dfc3d49.png"	[86274]	[12]	{"relevant":true,"constructed":true}
64727	1	"64727-flightmaster-dungar"	12	[]	4	1578	5	"Jakub Kasper"	3	3	3	"비행 조련사 덩가"	"<b>전투의 함성:</b> 비행 경로를 선택하고 <b>휴면</b> 상태가 됩니다. 비행을 완료하면 깨어나고 추가 효과를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b0de24494d4285c524585fd30d005a496aa245f13a5d38a202672f0da0fd9566.png"	""	"조금은 덜컹거리는 비행이지만, 좌석은 넓어 다리를 쭉 펼 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4522321cd59e832ed8ce7eb1495ae8dffc61bdd5630b70a0e10a58ddfa44bdce.png"	[64917,64918,64919]	[8]	{"relevant":true,"constructed":true}
59605	1	"59605-boneweb-egg"	9	[]	4	1443	3	"Mauricio Herrera"	2	0	2	"뼈그물 알"	"<b>죽음의 메아리:</b> 2/1 거미를 2마리 소환합니다. 이 카드를 버리면, 이 하수인의 <b>죽음의 메아리</b>를 발동시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/be12514d8720ffd0760abf791e3eb89a19dbccd7611513b661b7c456e2cb36c2.png"	""	"올해 귀족의 정원 축제는 정말 재밌을 겁니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/14b4413e995d511cdb6520a18d20227a1fcc9cc75257f903df007f934e876292.png"	[60256]	[12]	{"relevant":true,"constructed":true}
78270	1	"78270-huntsman-altimor"	3	[]	4	1691	5	"Konstantin Porubov"	4	5	7	"사냥꾼 알티모르"	"<b>전투의 함성:</b> 가르곤 동료를 소환합니다. <b>주입 ( ):</b> 하나 더 소환합니다. <b>주입 ( ):</b> 하나 더 소환합니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c6e34894e8ab61ea61c57ec9e4f515e8a0bd08c14ca1897aac578f93f77247aa.png"	""	"자기 가르곤들을 똑같이 사랑한다고 말합니다. (사실 헤큐티스를 제일 좋아하는데, 잘 따르지 않는다네요.)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a87f2481b9e36bf4225dcef19db034e735cb4e98b12e4c0043a50e7eb97a492a.png"	[78271,78272,79801,79800,79799]	[8,238]	{"relevant":true,"constructed":true}
61225	1	"61225-pit-master"	8	[]	4	1466	3	"Konstantin Porubov"	2	1	3	"사투장 관리인"	"<b>전투의 함성:</b> 3/2 결투사를 소환합니다. <b>타락:</b> 결투사를 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f24fd8fbffd240c09cb6ebe7e7bd414589dbfd0d389f56ea3bbd2f07daeec91a.png"	""	"승리하면 사투장 관리인이 직접 조리한 바베큐를 맛볼 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac04c84860a22d8dd12bccc01eccbc5bcd35fc6aaea9222be79df4db9b2af9ca.png"	[63268,63226]	[8,91]	{"relevant":true,"constructed":true}
67233	1	"67233-ram-commander"	12	[]	4	1626	1	"Matt Dixon"	2	2	2	"산양 지휘관"	"<b>전투의 함성:</b> <b>속공</b> 능력이 있는 1/1 산양 둘을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e5adaa40ac8dd13b53ad47ead622dd08486a482b46185681458cfbac746c7f6e.png"	""	"더 좋은 결과를 원한다면 산양을 둘씩 써 보세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6308ab2634a1a0809e3ced812c14a83baffb6b859ec29607d80410cbd1f4a0a3.png"	[67247]	[8,53]	{"relevant":true,"constructed":true}
65580	1	"65580-druid-of-the-reef"	2	[]	4	1578	1	"Zoltan Boros"	1	1	1	"산호의 드루이드"	"<b>선택 - </b><b>속공</b> 능력이 있는 3/1 상어 또는 <b>도발</b> 능력이 있는 1/3 거북이로 변신합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/686efe5c7fced58dbed65a7edbaf3b5ebf51ca8fe8f7adbb59aa7aea1427f234.png"	""	"\"우와! 여기 가라앉은 도시가 있어!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e046f848ea3aa508ccf8d0c461243ba0c4159ae55440e95a96ba0e5bdf159d6.png"	[65581,65582,65586,65587]	[1,53]	{"relevant":true,"constructed":true}
77704	1	"77704-remornia-living-blade"	10	[]	4	1691	5	"Daniil Kudriavtsev"	10	5	7	"살아있는 검 레모르니아"	"<b>속공</b>, 공격한 후에, 이 하수인을 장착합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e2ebf0b630f3637c812d82fa249d7c311d030ac180adcf9ba68239a9baae2537.png"	""	"살인에 쓴 무기는 쇠 파이프...? 촛대...? 아니면... 살아있는 피에 굶주린 검?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e5c1508c0117073a92aa45d10db22e51745640d28a534343a5e81c277dfbc28e.png"	[77705]	[53]	{"relevant":true,"constructed":true}
63058	1	"63058-frostweave-dungeoneer"	4	[]	4	1525	3	"Konstantin Turovec"	3	2	3	"서리매듭 던전 탐험가"	"<b>전투의 함성:</b> 주문을 뽑습니다. 그 주문이 냉기 주문이면, 적을 <b>빙결</b> 상태로 만드는 1/1 정령을 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ccbd1120076e05e25b856635e62e9f3757af2bf20cdba5bbd88db1d93cf06b69.png"	""	"얼음으로 만든 담요임에도 불구하고 매우 편안합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e29ad5f1568686abc8d059cea0781b8871efe6334e4a1e7f56a824a75a620af7.png"	[63631]	[8,10]	{"relevant":true,"constructed":true}
60979	1	"60979-circus-medic"	12	[]	4	1466	1	"Arthur Bozonnet"	4	3	4	"서커스 치료사"	"<b>전투의 함성:</b> 생명력을 4 회복시킵니다. <b>타락:</b> 대신 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a8cb6225cd30a79193227207f8fc4e34e3197543978bb2a7d9819dc756b5c2f.png"	""	"이 약을 이상한 눈알이나 촉수, 어둠의 속삼임과 함께 복용하시면 심각한 부작용을 초래할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/728e4e431b0316137e41444e133f415d1faf16b49b20a1accc127edb8c526ad5.png"	[61623]	[8,91]	{"relevant":true,"constructed":true}
36	1	"36-cenarius"	2	[]	4	3	5	"Alex Horley Orlandelli"	8	5	8	"세나리우스"	"<b>선택 -</b> 내 다른 하수인들에게 +2/+2를 부여합니다. 또는 <b>도발</b> 능력이 있는 2/2 나무정령을 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a979a2f8045e04caefe8c341fbf2f06993f4ddfb758ca4fc96c19d444dc7a4d1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0232d288dc0f7a5fb15f08abc5dbe5011f9940c4f071d97259a9c2aac7151e31.png"	"반신반의하시나요? 네, 이 친구 반신반인 맞습니다. 그래서인지 반신욕을 싫어한다더군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/75bfd42165394b1635edd50957bc3d25a4c1e01e02be039f63664529c88f7bae.png"	[678]	[1]	{"relevant":true,"constructed":true}
2048	1	"2048-druid-of-the-fang"	2	[]	4	13	1	"Brandon Kitkouski"	4	4	5	"송곳니의 드루이드"	"<b>전투의 함성:</b> 내 전장에 야수가 있으면, 7/7 야수로 변신합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/97aad5dae68eb75fb60b8fac4a24b2b0c075ab71e8388e01e256f2ecbbcbc5e1.png"	""	"송곳니의 드루이드는 통곡의 동굴에 삽니다. 그들은 화려한 뱀 셔츠를 입고 뱀이 소재인 농담을 하고 \"BAAM\"이란 랩을 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1bca606d755758825cf5ab36c04bb77646f9500ac8018cca72adb7915ab8bf53.png"	[2230]	[8]	{"relevant":true,"constructed":true}
79557	1	"79557-bog-beast"	12	[]	4	1691	1	"Konstantin Turovec"	6	3	6	"수렁 야수"	"<b>도발</b>, <b>죽음의 메아리:</b> <b>도발</b> 능력이 있는 2/4 진흙악몽을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c364298c3f40ebecaa8a7ffa319901b837d4517179a361947c34b2f012204a20.png"	""	"야수의 뼈 한 조각은 들어있을 거예요. 그러니까 야수 맞죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5bb2c0456765b0b8a44abf0f2d80ab4dea6fc3eec0ebffe3a0a083fa4ef47660.png"	[79558]	[1,12]	{"relevant":true,"constructed":true}
