id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds	keywordIds	duels
54749	1	"54749-activate-the-obelisk"	6	[]	5	1158	5	"J. Axer"	1	"방첨탑 작동"	"<b>퀘스트:</b> 생명력을 15 회복시켜야 합니다. <b>보상:</b> 방첨탑의 눈"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c3928b0cdc0397fd6a223cf473b78a559886103d8b4078cdcd04f6278b8f3b7c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/00aec84f640f912c9f2770fd6efcd3e35f9c7daa7453ae50dabc5eeb7b075043.png"	"왠지 퍼즐 조각이 드러나야 할 것 같네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1bc7702bffe167cb0a46b077038b8951fa1d053bfeb416b7e42906a73e563a6e.png"	[54750]	[31]	{"relevant":true,"constructed":true}
64678	1	"64678-find-the-imposter"	7	[]	5	1578	5	"Ivan Fomin"	1	"배신자 찾기"	"<b>퀘스트 전개:</b> SI:7 카드를 2장 내야 합니다. <b>보상:</b> 첩보 도구를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7fc24d07cbc1c538243aaf6e6dcff3c8901ccc34e764736bf10f26c6b89559b7.png"	""	"범인은 용족이다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bb50a6cbe04f5ad60520bf79d354609ed7bd4e053de8f47174dfdc3285fa957d.png"	[64679,64680,65436,66408,66411,66412,67602,70130]	[96]	{"relevant":true,"constructed":true}
455	1	"455-snake-trap"	3	[]	5	3	4	"Bernie Kang"	2	"뱀 덫"	"<b>비밀:</b> 내 하수인이 공격받으면, 1/1 뱀을 3마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9274afa51c066687a63ac6aa012c1b79b63de065532561602b22502ffd58e115.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0081cf2a1457baf7968c7474efc01310aa337f61edd116df782169fff0b0e63e.png"	"왜 하필 뱀이야?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d5c3f04ab9ec69d60ee5e965f319def6568792e44c916ac6f691cba465d86d4a.png"	[204]	[5]	{"relevant":true,"constructed":true}
86595	1	"86595-nofins-imp-ossible"	9	[]	5	1776	3	"Jakub Kasper"	2	"불가능은 없어욣"	"모든 아군 악마와 멀록에게 \"<b>죽음의 메아리:</b> 2/2 임프록을 소환함\" 능력을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d7ae97e8a7b9f27173913a87ba24ef2b887b804af354663e1af1885fd6bc0cc4.png"	""	"멀록과 임프록은 취향 차이."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3675366eeb04fd422f8783602c445e20a865908a9a3b861d1ae25af29241b1df.png"	[86596]	[12]	{"relevant":true,"constructed":true}
41427	1	"41427-fire-plumes-heart"	10	[]	5	27	5	"Nate Bowden"	1	"불길의 심장"	"<b>퀘스트:</b> <b>도발</b> 하수인을 7회 내야 합니다. <b>보상:</b> 설퍼라스"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/49c9751a62c197c0028246565b57c71076e4c23ae21a46cb58fa5ec85e4d01de.png"	""	"어서 나를 보호해라! 어서! 벌레 같은 놈들아!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b416ab82b13c268dcc5c37e2dd8a7e0800c215dccde9d249a141d75e017c2491.jpg"	[41426,41940]	[1,31]	{"relevant":true,"constructed":true}
63195	1	"63195-wound-prey"	3	[]	5	1525	1	"Jim Nelson"	1	"사냥감 공격"	"피해를 1 줍니다. <b>속공</b> 능력이 있는 1/1 하이에나를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf75e20b453e6f6d42158618dade772b1a1652a6314d11836bee70eec1801456.png"	""	"이 물약을 훔치면 대가를 치르게 될 것입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eafbdcdb32b7f7ecae231d51bd66adbb6aca5733621916b2957752775813104d.png"	[63459]	[53]	{"relevant":true,"constructed":true}
53882	1	"53882-sinister-deal"	9	[]	5	1158	1	"Konstantin Turovec"	1	"사악한 거래"	"<b>졸개</b>를 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8fec1a6ae05e10deb193ea7090afd546ec72a3624c3c1bbd2472a85e5f45ce7a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4023e9baccdfc5da1e2dba21f07b3e818eed6ff3c80f1dae80bff09101ca1ae2.png"	"\"그래서, 자루 안에 뭐가 있는 거야?\" \"사악한... 무언가지.\" \"좋아, 내가 살게.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/22eb2c6a65db102a03ffab8c96fff03113c928aa0a74f1ae5e13b2e54a7dfc6a.png"	[53160,53161,53162,52897,52900,53163,55378,60588]	[21,71]	{"relevant":true,"constructed":true}
65605	1	"65605-wicked-shipment"	9	[]	5	1578	1	"Konstantin Turovec"	1	"사악한 배송"	"<b>교환성</b> 1/1 임프를 마리 소환합니다. <i>(<b>교환</b>하면 2마리 추가됩니다!)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1428deecaaeefea130b6d100e31046dc7d3f56472d63014deb74597cbb65d3ed.png"	""	"모두 갑판으로 모여!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e891c10858deb53b13ff8b4cc4365daddd258b9be2e8ef3085993ec04c7e66cb.png"	[71812]	[97]	{"relevant":true,"constructed":true}
63165	1	"63165-vile-call"	14	[]	5	1525	1	"Konstantin Porubov"	3	"사악한 부름"	"<b>생명력 흡수</b> 능력이 있는 2/2 악마를 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b8296a40f093d1d6c05c4229f36bcd18c7550166da9350670a761e349d872b5.png"	""	"\"안녕하세요, 보험 회사입니다. 곧 만기일이 다가와서 연락드렸어요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36429c6ca528681c8be138c3dd2dc76699f4e90c83cbe253c4d010fff77e2021.png"	[63410]	[38]	{"relevant":true,"constructed":true}
64965	1	"64965-ramming-mount"	3	[]	5	1578	3	"Jim Nelson"	3	"산양 탈것"	"하수인에게 +2/+2와 \"공격할 때 <b>면역</b> 상태가 됨\" 능력을 부여합니다. 그 하수인이 죽으면, 산양을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/945cb1ea028012d438a8b03ddfc359ddac9991528a1392d06aa8236a5c793bd8.png"	""	"타비쉬도 산양만 올라탔다 하면 성격이 돌변합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/17b8fd3705313b1965de15cab147219dcee1a0f3891a55a6cac09fe70a9dacd6.png"	[64966]	[17]	{"relevant":true,"constructed":true}
54311	1	"54311-bazaar-burglary"	7	[]	5	1158	5	"Ludo Lullabi"	1	"상점가 털기"	"<b>퀘스트:</b> 다른 직업의 카드 4장을 내 손으로 가져와야 합니다. <b>보상:</b> 고대의 검"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a3f00d93c04654f08449a5ac4c3718320ba77e97b0cf417e7474a41a0f2af436.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/77afc5567162d7e3b42f7c9692f5a3d1aac25c95a28ae1fe2bd9246485b70fe2.png"	"\"자연산 양초 할인전\" 같은 걸 열면 이렇게 되는 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2fb093974d19e3d46181602b530734a2a9a2844d26224d8179f993baed1915f3.png"	[54312,54318]	[31]	{"relevant":true,"constructed":true}
73528	1	"73528-frostwolf-kennels"	2	[]	5	1626	3	"J. Paick & K. Turovec"	3	"서리늑대 사육장"	"내 턴이 끝날 때, <b>은신</b> 능력이 있는 2/2 늑대를 소환합니다. 3턴 동안 지속됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81bb64b138f81f006bbae70ec23d9149d8a87b62281a569ec1366bbc71b2a339.png"	""	"귀여운 서리늑대 새끼들은 얼라이언스 사람들이 호드로 전향하는 원인 1위로 꼽힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/af6828064ab7de57309767e470c47d5d8155fc77ab4c21b206967fe27106ee31.png"	[72718]	[6]	{"relevant":true,"constructed":true}
61254	1	"61254-cascading-disaster"	9	[]	5	1466	4	"L. Lullabi & K. Turovec"	4	"쇄도하는 재앙"	"무작위 적 하수인을 처치합니다. <b>타락:</b> 둘을 처치합니다. <b>재타락:</b> 셋을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f2c378747d1560f60e8fe18b659dec675da6ef8855e045168d83026eadfdfbd.png"	""	"사지 멀쩡히 내리시려면 열차가 완전히 멈출 때까지 기다려주시길 바랍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b8620687482ec50a5c125ba4748fbbd716de91cd2c74ce3a0ddd1d534d38d000.png"	[61666,61667]	[91]	{"relevant":true,"constructed":true}
61249	1	"61249-stage-dive"	10	[]	5	1466	3	"J. Cheung & K. Turovec"	1	"스테이지 다이브"	"<b>속공</b> 하수인을 뽑습니다. <b>타락:</b> 그 하수인에게 +2/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6cfd46ca429b8cdb28f94c84d67027155e2fbd1b0d221b76e89385c0ab78c441.png"	""	"콘서트가 무르익었습니다. 진정한 팬이라면 머리 위로 손을 들어 주십시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8cb859e0a7f1800a9942ef7b9aebaac60110054f359441632b985eda6548451f.png"	[61427]	[53,91]	{"relevant":true,"constructed":true}
62894	1	"62894-yoink"	7	[]	5	1525	4	"Ivan Fomin"	1	"슬쩍!"	"영웅 능력을 <b>발견</b>하고 그 능력의 비용이 (0)이 됩니다. 2회 사용한 후에, 원래 영웅 능력으로 돌아옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5b30195eaa257bd9ab1b63c02d65ece25f3f7ddc49d480a9e8a9720eef97ad7e.png"	""	"주문 이름을 외치며 시전하면 효과가 더 좋아집니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aa87296cdf18845e70afc2a1882ea927b8398270da9f48af7a8c167d98214870.png"	[78162,60224,1123,229,807,472,479,687,300,725,78164,1652]	[21]	{"relevant":true,"constructed":true}
70263	1	"70263-protect-the-innocent"	5	[]	5	1626	3	"L. Lullabi & A. Bozonnet"	5	"시민 보호"	"<b>도발</b> 능력이 있는 5/5 수호병을 소환합니다. 이번 턴에 내 영웅이 생명력을 회복했으면, 하나 더 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1eafa9906fff2f9d17213313221f263660c2f128f97c9199aa48d31168757ddb.png"	""	"\"빨리 멋있는 자세 잡아!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/abe4e67f2ecf0f5a00995b9d62ec74cf7578a765f26bfdd9dd662a26f8b1f47d.png"	[71151]	[1]	{"relevant":true,"constructed":true}
54391	1	"54391-hack-the-system"	10	[]	5	1158	5	"Matt Dixon"	1	"시스템 해킹"	"<b>퀘스트:</b> 내 영웅으로 5회 공격해야 합니다. <b>보상:</b> 안라펫의 핵"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c3dca681c41c2f217afc8d8d2046f0c50cbd20f32be7080331a54adf6aff47c4.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6b99b19def7190c05eb42743d3269258160e8bd19d2b62067964c8be76114f2c.png"	"무엇이든, 누구든 해킹할 수 있습니다. 손에 도끼만 있다면요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/34169ca7836f933fcbd0d858c35d9bc8dbfce96190bc6d94654efbcaa30e3908.png"	[54416,54491]	[31]	{"relevant":true,"constructed":true}
77209	1	"77209-azsharan-scroll"	8	[]	5	1658	3	"Angelina Chernyak"	1	"아즈샤라 두루마리"	"화염, 냉기, 자연 주문을 <b>발견</b>합니다. '가라앉은 두루마리'를 내 덱 맨 아래에 놓습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45e07e85973dad67c6123f027dcf2395559ede08d53cb79afb2312a9362571a8.png"	""	"요즘 애들은 허구한 날 고서만 보고 있어."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45959868416a839d2827b9c79089a6250730f54edc31a8448a1e95abd632eada.png"	[77211]	[21]	{"relevant":true,"constructed":true}
77374	1	"77374-azsharan-ritual"	6	[]	5	1658	3	"Maria Trepalina"	4	"아즈샤라 의식"	"하수인을 <b>침묵</b>시키고 복사하여 소환합니다. '가라앉은 의식'을 내 덱 맨 아래에 놓습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/80deaa46d129cd5af5ea50f73026c44690b58b37e38cab77320b42c7323e3baf.png"	""	"누구인가? 누가 지금 기침 소리를 내었어?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/83dd7e6fa83e7ea3a69f2bfb1aa9b741979d73ab5e1b2f0ff2abccec925d8e99.png"	[77378]	[15]	{"relevant":true,"constructed":true}
72111	1	"72111-azsharan-vessel"	7	[]	5	1658	4	"Jakub Kasper"	5	"아즈샤라 함선"	"<b>은신</b> 능력이 있는 3/3 해적을 둘 소환합니다. '가라앉은 함선'을 내 덱 맨 아래에 놓습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/abce690bc91c990ea9c073a37a3a38de11627a480da869c7b504a15e0ccda5cd.png"	""	"제아무리 견고한 명가의 배라도 세계의 분리 속 거친 물살을 버티진 못했습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c1f0352e296131f474fc153c3050f98bec7a32b94f16431b35b8cebac1d35337.png"	[72112,72579,72118]	[6]	{"relevant":true,"constructed":true}
64900	1	"64900-the-demon-seed"	9	[]	5	1578	5	"Slawomir Maniak"	1	"악마의 씨앗"	"<b>퀘스트 전개:</b> 내 턴에 내 영웅이 피해를 10 받아야 합니다. <b>보상:</b> <b>생명력 흡수</b>, 적 영웅에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4448011b6df87df9659b8ce7b9f581bed6ddf03022bf240766e2923528df4a9f.png"	""	"영혼을 바치기 전에 씨앗을 잘 닦아줘야 효과가 더 뛰어나다네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aae925dc0f4150c5f6c5e64a53e715f59eb227ba75d0cb9ecb551accd1b8d697.png"	[64901,65160,67547]	[38,96]	{"relevant":true,"constructed":true}
61683	1	"61683-open-the-cages"	3	[]	5	1466	1	"Arthur Bozonnet"	2	"야수 우리 개방"	"<b>비밀:</b> 내 턴이 시작될 때 내 전장에 하수인이 둘 있으면, 동료 야수를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/745d4cae5633bb8dd7a500d055fa0079c8d330b0b0a29c2f414f175cd3da53e1.png"	""	"아무리 봐도 지푸라기나 잡으러 나온 것 같진 않네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/208139edecf3be56b4da909da18f7989acd0122172286bab79f2b0f6876b92ea.png"	[100,226,959]	[5]	{"relevant":true,"constructed":true}
63002	1	"63002-tame-beast-rank-1"	3	[]	5	1525	3	"Jim Nelson"	2	"야수 조련 (1 레벨)"	"<b>속공</b> 능력이 있는 2/2 야수를 소환합니다. <i>(보유한 마나가 5일때 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/16004f35788c40066d4aafcada67ca4aa61f8fbd32cc1ca79a900c23efb8ee27.png"	""	"\"날 믿어 줘, 친구. 난 해산물 안 먹어!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7064635fda9dc7d6228c97b00bc8fb2cb9a581548a7878c7dd4996699a108992.png"	[63003,63004,65328,65329,65330]	[53]	{"relevant":true,"constructed":true}
61218	1	"61218-day-at-the-faire"	5	[]	5	1466	1	"Rafael Zanchetin"	3	"어느 축제날"	"은빛 성기사단 신병을 3명 소환합니다. <b>타락:</b> 5명 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3717e72663062d778dbd24f925687b6377c8f2575c1636effe4ea856f32e021a.png"	""	"둘이 먹다 내가 죽어도 모르는 맛입니다! - 칼"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/372f98b56df54e1aed8298221b585d67e9944035b4fe7f2537b78ea4d9e555c2.png"	[61219,1652]	[91]	{"relevant":true,"constructed":true}
64416	1	"64416-elekk-mount"	6	[]	5	1578	3	"James Ryman"	7	"엘레크 탈것"	"하수인에게 +4/+7과 <b>도발</b>을 부여합니다. 그 하수인이 죽으면, 엘레크를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/db5ba2ae34aa274e9a8876fb08b999e80173f8023af2af7a85c787b8483a034f.png"	""	"행진하는 분홍 엘레크다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2e4c164d65e109d18a850266e61f50e05917603cf935744582ac46e7e9d8b397.png"	[64418]	[1]	{"relevant":true,"constructed":true}
64308	1	"64308-rise-to-the-occasion"	5	[]	5	1578	5	"Ursula Dorada"	1	"역경 극복"	"<b>퀘스트 전개:</b> 비용이 1인 서로 다른 카드를 셋 내야 합니다. <b>보상:</b> 1/4 빛의 정의를 장착합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d1ed478e41cd7118a843e063eac69030db9808099621be5975db4c7a55f5cc34.png"	""	"신념은 움직이는 거야."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/217fa0ac065b00487f1da1a6c32f5f5f94a894e040093cf96977870017e5428d.png"	[64309,64310,67610,383,2740,1652]	[96]	{"relevant":true,"constructed":true}
71235	1	"71235-spirit-mount"	8	[]	5	1626	1	"Hideaki Takamura"	2	"영혼 탈것"	"하수인에게 +1/+2와 <b>주문 공격력 +1</b>을 부여합니다. 그 하수인이 죽으면, 영혼 랩터를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5caa9744154cb23d71c9bb9e15019e159bd04848ddc8c66ea736181057d01a8d.png"	""	"브루칸은 자신의 영혼이 언제나 우리와 함께할 거라 말했었죠. 랩터들도 함께할 거란 말은 없었지만요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68767e3a1f4bb17583584d8bc233851ab3842dc9629b7f33667f9c44380d491b.png"	[71525]	[2]	{"relevant":true,"constructed":true}
71247	1	"71247-scale-of-onyxia"	2	[]	5	1626	1	"BOSi Studio"	7	"오닉시아 비늘"	"내 전장을 <b>속공</b> 능력이 있는 2/1 새끼용으로 가득 채웁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d3c664ba33c4b10dd2cadbcc5fc38b0b30c6652fac490d8867345e7a7791fe48.png"	""	"비늘 줄게 새끼용 다오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/636d453c826efcaad5debf69e73ac3a4cd40325e4334c94571ad23673a5c8bbf.png"	[71299]	[53]	{"relevant":true,"constructed":true}
39495	1	"39495-protect-the-king"	10	[]	5	23	3	"Jim Nelson"	3	"왕을 지켜라!"	"적 하수인 하나당 <b>도발</b> 능력이 있는 1/1 폰을 하나씩 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2a2c66fcd9dc9b0e2cc851a4f51bc9c2fca8fa652418462c41b5be059d952f45.png"	""	"폰들을 풀어라!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3a8c18d2c818cc49030efd0dfb42828e63183b18e93f40d68f07ae0eaae6e362.png"	[40501]	[1]	{"relevant":true,"constructed":true}
79555	1	"79555-motion-denied"	3	[]	5	1691	1	"Anton Zemskov"	2	"요청 거부"	"<b>비밀:</b> 상대편이 한 턴에 카드를 3장 낸 후에, 적 영웅에게 피해를 6 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1509fbcc4025a335a7426ae48b0aede1c418878accf4ff6ee47a0f6016021a89.png"	""	"출발점 통과도, 200골드 수입도 불허합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6dcd168df0f4f609f05892e522f783d1cf9817598acc36e3ae220524fa104bbe.png"	[79785]	[5]	{"relevant":true,"constructed":true}
41400	1	"41400-explore-ungoro"	10	[]	5	27	4	"Jerry Mascho"	2	"운고로 탐험"	"내 덱에 있는 모든 카드를 \"카드를 <b>발견</b>합니다.\"로 교체합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/64c1214acf22b30224398f2cd4dc424c2d7ca6dd9d801b9484f620ad2a30ca94.png"	""	"정말로 카드가 나무에서 열리는군요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e06ba801701196a74d6565287c02842bee58cee246c3df940036118288d701f0.jpg"	[42881]	[21]	{"relevant":true,"constructed":true}
64322	1	"64322-command-the-elements"	8	[]	5	1578	5	"L. Lullabi & A. Zemskov"	1	"원소 지휘"	"<b>퀘스트 전개:</b> <b>과부하</b> 카드를 3장 내야 합니다. <b>보상:</b> <b>과부하</b>된 내 마나 수정이 모두 잠금 해제됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/227c5785c5bbb961f8dd99384e05836796fbef61bdbcdf78bc65fe542787cda9.png"	""	"스톰윈드란 이름만 보면 원소를 다루는 주술사가 고생할 곳은 아니겠군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/102ded28eeca2c9bc89c94abc04f6eac83bb25b5e89a10cbcfdb87776d6c4200.png"	[64323,64324,67752,68136]	[14,96]	{"relevant":true,"constructed":true}
45905	1	"45905-primal-talismans"	8	[]	5	1004	3	"Ivan Fomin"	3	"원시의 부적"	"내 하수인들에게 \"<b>죽음의 메아리:</b> 무작위 기본 토템을 소환\" 능력을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/914b1b9c720406bd31c25da0f39fb3d61a3d4bce70ae88c3c7d1f187fda61d40.png"	""	"첫 코볼트 무리가 남긴 유일한 유산은 부적 한 장과 \"불기둥\"이라는 말뿐이군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5e30039cd7b6f4ff95e73a7b742d046f27395736fe03efd9bc4327d08119e933.jpg"	[537,850,764,62320]	[12]	{"relevant":true,"constructed":true}
53739	1	"53739-supreme-archaeology"	9	[]	5	1158	5	"James Ryman"	1	"위대한 고고학"	"<b>퀘스트:</b> 카드를 20장 뽑아야 합니다. <b>보상:</b> 시초의 고서"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/70211924bb6372e51e712e99f0033b779ab2ad0dc25356483130e6fb27b16ccf.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e893e6b6672b54fff58138e6987769a1e9d2062f26d6f2fe7ca02b9e3696b5b7.png"	"\"고고학은 귀하고 강력한 유물을 발견하는 것이다. 위대한 고고학은 그것들을 빼앗는 것이고!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9590fc0c047ec86ec59313790f2c3b8586273fd9b4e8f37990a8b7b03f67a962.png"	[53740]	[31]	{"relevant":true,"constructed":true}
61962	1	"61962-guidance"	12	[2,8]	5	1466	3	"Ware Lee"	1	"인도"	"주문 2장이 제시됩니다. 하나를 선택해 내 손으로 가져옵니다. 또는 <b>과부하:</b> (1), 그 주문들을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/189293242c2b737ce44a89a4acd0480eecc48ac5811f0bd5b96fa2efbea5093f.png"	""	"초원의 질주를 사용하면 실격됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c374c07876edde92cbcecb44b59edc13658389ea1529cf3c21212a62b647c3ac.png"	[63148]	[14]	{"relevant":true,"constructed":true}
56841	1	"56841-command-the-illidari"	14	[]	5	1463	1	"L. Lullabi & K. Turovec"	5	"일리다리 지휘"	"<b>속공</b> 능력이 있는 1/1 일리다리를 여섯 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/19bd42139d2e9391e8ccfb11cab93db3b1b87b5611b688b2b5103702fe8128f7.png"	""	"\"살아단 님이 일리계신다!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c101ad276c141e8e73d5d1c5d3831e4e01d7a5a4ecb9190633ccd5c8934ff3e1.png"	[56927]	[53]	{"relevant":true,"constructed":true}
68187	1	"68187-wildpaw-cavern"	8	[]	5	1626	3	"J. Paick & K. Turovec"	4	"자갈발 동굴"	"내 턴이 끝날 때, 적을 <b>빙결</b> 상태로 만드는 3/4 정령을 소환합니다. 3턴 동안 지속됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f5411262451fed0cca11fbddbfc58c3b7f27ad9eb33634a8956e8f0a12613c20.png"	""	"천장에 얼어붙은 수많은 신발들을 본 모험가들은 혼란에 빠졌습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d9cad60df57d7c7dc244aea687d19bbf60e71cea14ebf0d6ef2efa3e05a9864a.png"	[72818]	[10]	{"relevant":true,"constructed":true}
61955	1	"61955-shenanigans"	7	[]	5	1466	3	"Jim Nelson"	2	"장난"	"<b>비밀:</b> 상대편이 한 턴에 두 번째 카드를 뽑으면, 그 카드를 바나나로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6baff442c4493873ec3729372ccbc680c3c3422c071c9b3c795d3bd25c9f7211.png"	""	"그저 원숭이의 장난일 뿐이니 마음에 담아두진 마세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/996700af106e2e5ba6916f364e67d5d0aef5d6e334b3858d38abac3bd785c21f.png"	[1694]	[5]	{"relevant":true,"constructed":true}
41944	1	"41944-adaptation"	5	[]	5	27	1	"Hideaki Takamura"	1	"적응"	"아군 하수인을 <b>적응</b>시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1ee16d89877e4ba48317f81b443602a1a5dd88ac3786f7501e233875b14a3f6d.png"	""	"구원받을 수 있도록 기도하세요. 그게 잘 안되면 뿔을 한 쌍 더 달거나 이빨이 더 커지도록 기도하세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/906e54c3da2228f909f651387dbe8206a95e4b48b9b2a89ff061f518213767d5.jpg"	[41058,41059,41691,41061,41063,41062,41211,41060,41054,41057,41067]	[34]	{"relevant":true,"constructed":true}
86567	1	"86567-zombeeees"	3	[]	5	1776	1	"Max Grecke"	2	"좀벌!"	"<b>비밀:</b> 상대편이 하수인을 낸 후에, 그 하수인을 공격하는 1/1 좀벌을 넷 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/37acda093d13e269129e3c40d7a17419eb28d338a2818969310f7ed862f9ea83.png"	""	"자는 좀벌집 건드린다는 말 못 들어 봤나 봐요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d39edd25581c2d65a4aa3d99731a30412d2b9eb30530b7d3c85cb1179b0003c9.png"	[87277,87910,87911]	[5]	{"relevant":true,"constructed":true}
