id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds	duels
61960	1	"61960-mistrunner"	8	[]	4	1466	1	"Konstantin Turovec"	4	4	5	"미스트러너"	"<b>전투의 함성:</b> 아군 하수인에게 +3/+3을 부여합니다. <b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81b8f8b9f434749e91a32e34a380eb9d666371bf18383970e4aab15bbc110922.png"	""	"\"얘 좀 떼 줘!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e473f0fde7dc3d3be2846136e0cb9c58675d6b990bc5dc94c4df1ced9ff95ed2.png"	[8,14]	{"relevant":true,"constructed":true}
76984	1	"76984-theotar-the-mad-duke"	12	[]	4	1691	5	"Arthur Bozonnet"	4	4	6	"미치광이 공작 테오타르"	"<b>전투의 함성:</b> 각 플레이어의 손에 있는 카드를 <b>발견</b>하고 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fed35158811a5d6b09dd38efb28af8dd178428ba5de9d6b97934c28b873acf01.png"	""	"\"자네도 미쳐버린 게 틀림없네. 그것도 완전히! 하지만 내 비밀 하나를 알려주겠네. 최고의 벤티르는 다 미치광이라네.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9af13faef57d245590bf69629bba8b19dea3fad53a57ceef08fb39dbd38636f0.png"	[8,21]	{"relevant":true,"constructed":true}
2923	1	"2923-jungle-moonkin"	2	[]	4	20	3	"Mike Sass"	4	4	4	"밀림 달빛야수"	"두 플레이어 모두 <b>주문 공격력 +2</b>를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ce8c24849b13f14809c3c9ac24f5a314856916676b61f3742bb07c64c2c6ef9f.png"	""	"진정한 화난 닭입니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e071426503784ab3865dfec91c84cf6a329755b9bd7cdf0c709792edafb0188.png"	[2]	{"relevant":true,"constructed":true}
41885	1	"41885-hemet-jungle-hunter"	12	[]	4	27	5	"Sam Nielson"	6	6	6	"밀림 사냥꾼 헤멧"	"<b>전투의 함성:</b> 내 덱에 있는 비용이 (3) 이하인 카드를 모두 파괴합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fbdf2fff7bd32fea6efbaf9fc29f8a5250de90bc4dd334430050b8db82517d48.png"	""	"고블린 여행사가 짐을 모조리 분실했지만, 그래도 휴가를 재밌게 보내고 있나보군요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/29faec3507bb0170b8a4efe8087d94d77d33c397c93934b0b649f25839804498.jpg"	[8]	{"relevant":true,"constructed":true}
855	1	"855-millhouse-manastorm"	12	[]	4	3	5	"Jim Nelson"	4	4	2	"밀하우스 마나스톰"	"<b>전투의 함성:</b> 다음 턴에 상대편이 시전하는 주문의 비용이 (0)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9cf6faff41cbc821727d4018a5b0f30a5e7d310321753a41abba6e0645f7cb87.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4139fb578d47025a453c55d24ba47bf7e1aa206c76e8263ecf77d5cdda0f5a17.png"	"\"화끈하게 놀아주마, 귀여운 것!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/efb6733802292e42a73a5ab6398bdc229cfc665ab28945517d2cc1baec288a75.png"	[8]	{"relevant":true,"constructed":true}
63461	1	"63461-barak-kodobane"	3	[]	4	1525	5	"Ivan Fomin"	5	3	5	"바라크 코도베인"	"<b>전투의 함성:</b> 비용이 1, 2, 3인 주문을 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3858bbdd2815cd4abb16327890691252240b7c4287c042e662fe01203e36cedf.png"	""	"기마양궁 선수라고 하네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4aba6d20e4d466bcc80518d2dc16e2214f0793c129dff00a8f4972b2290a5571.png"	[8]	{"relevant":true,"constructed":true}
178	1	"178-windspeaker"	8	[]	4	1635	2	"Vance Kovacs"	3	3	4	"바람예언자"	"<b>전투의 함성:</b> 아군 하수인에게 <b>질풍</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/835f6f8b872d449aa5500c1bbe36ef2652554f2ae3de145889d53e9f86f53c9f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/80d5ab9b3bb7dff302dd06fe8269f739e998a3e90d5862aac7a2c38d03d639c1.png"	"입 냄새 심한 바람예언자보다 끔찍한 게 있을까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/393381f1cbb80ac2362f808c0cc9b5427e97cc4ed5f302bf971bf276d1d452f7.png"	[8,11]	{"relevant":true,"constructed":true}
63261	1	"63261-varden-dawngrasp"	4	[]	4	1525	5	"Arthur Bozonnet"	3	3	4	"바르덴 던그래스프"	"<b>전투의 함성:</b> 모든 적 하수인을 <b>빙결</b> 상태로 만듭니다. 이미 <b>빙결</b> 상태라면, 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7791ea9a707371aeb9f3320e56c4ad51882acd30e3ecaa8ee6c53b77e4f69ac6.png"	""	"바르덴 던그래스프는 불을 다루고 우박 폭풍을 소환하며 손가락을 튕기면 나이트 엘프를 양으로 변신시킬 수 있습니다. 현실이 얼마나 자유롭게 변화할 수 있는지 아니 일부 존재들은 정말 사소하게 느껴졌습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/31bfc99002d59bddfc9c9f884e62ef9c59fff787c0d7fa34e26dcdb270496469.png"	[8,10]	{"relevant":true,"constructed":true}
41243	1	"41243-stonehill-defender"	12	[]	4	27	3	"Mark Gibbons"	4	1	3	"바위언덕 수호병"	"<b>도발</b>, <b>전투의 함성:</b> <b>도발</b> 하수인을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4468e4ad2d7c2f3e41d3350512147d0945e1e42dce1e59af4d99ece1107f3e72.png"	""	"무한! 도발!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2708ebc8834b4d0cce0f02c826c029b781a457eb04d17427ef4ab8b6ea30209c.jpg"	[1,8,21]	{"relevant":true,"constructed":true}
39696	1	"39696-menagerie-warden"	2	[]	4	23	1	"Alex Horley Orlandelli"	4	5	5	"박물관 감시자"	"<b>전투의 함성:</b> 아군 야수를 선택합니다. 그 야수를 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3c3b5121ac3129e87ede9fbbc5e4f9dafbcfb6959909d784d05f44851cbcd1b9.png"	""	"제발 허락해 주세요! 제가 <i>매일</i>마다 우리도 청소해주고 밥도 잘 줄게요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/16e635eca18a5ef6558e06a6131df1f4c5fdd32980bc021f3e2bf4c3a9d26e7a.png"	[8]	{"relevant":true,"constructed":true}
2878	1	"2878-museum-curator"	6	[]	4	20	1	"Steve Prescott"	2	1	2	"박물관 관리인"	"<b>전투의 함성:</b> <b>죽음의 메아리</b> 카드를 <b>발견</b>합니다. 그 카드의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b6578879d098edd1d0c9c414f87fbb2a04b0cc1b64304efa6a6d0b81fb5fb8a8.png"	""	"딱 두 부류의 사람을 싫어합니다. 박물관 난간을 오르는 아이와 유물을 살아 움직이게 만드는 고고학자."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/998da431c36aa6ef4fa15d40a53a055c21e61e7167a4ea0620417b496d7cad61.png"	[8,12,21]	{"relevant":true,"constructed":true}
39269	1	"39269-menagerie-magician"	12	[]	4	23	1	"Garrett Hanna"	4	4	5	"박물관 마술사"	"<b>전투의 함성:</b> 무작위 아군 야수, 용족, 멀록에게 각각 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3add88ce6c584f81a749cafa9a3fbe52dec3f0c30822a8aec3133f9c984db593.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dcb87a86e07faa74a3b6465588f306442d259f49d28ab9a6c566910773b287fb.png"	"이건 비밀인데, 카라잔의 재정 상황에 악화되면 박물관 마술사가 가장 먼저 정리 해고될 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eb46520ea62b7e43542c44d1c3206fef3eb32de26ac16138a724dc801b804ccb.jpg"	[8]	{"relevant":true,"constructed":true}
67239	1	"67239-vanndar-stormpike"	12	[]	4	1626	5	"A.J. Nazzaro"	4	4	4	"반다르 스톰파이크"	"<b>전투의 함성:</b> 이 하수인이 내 덱에 있는 모든 하수인보다 비용이 낮으면, 그 하수인들의 비용을 (3) 감소시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/26ab8be7e57bf75d182cb191de00510c6d2144c292aa414489ebe808866167c4.png"	""	"승합차나 자동차로 이동할 땐 그렇다 해도 킥보드나 자전거로 이동할 때도 운전병을 쓰려 한다고요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/335599e1eb8416531bb3ef35e1233ae53351062dd4c73b622e9bc4d9f84aab17.png"	[8]	{"relevant":true,"constructed":true}
79979	1	"79979-reflecto-engineer"	12	[]	4	1626	1	"Martin Sickree"	4	2	3	"반대로 기술자"	"<b>전투의 함성:</b> 각 플레이어의 손에 있는 <b>모든</b> 하수인의 공격력과 생명력을 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2a51ab8e4a33a63ce54e6de287dc094e6eb35ccae2e4fc2d914c4ae8c0f2aec0.png"	""	"고무처럼 튕겨내고 풀같이 달라붙습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a45053cb8ced87272b716b8131b19cbf25257cbd33a1731ed93c3765b9bbd58b.png"	[8]	{"relevant":true,"constructed":true}
39941	1	"39941-barnes"	12	[]	4	23	5	"Garrett Hanna"	4	3	5	"반즈"	"<b>전투의 함성:</b> 내 덱에서 무작위 하수인을 복사하여 1/1 하수인으로 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/19770ffeb6f4512e75a8b460bdee817288c685fa8c3276f3ab48135823db5850.png"	""	"원래는 모든 역할을 전부 본인이 연기했습니다. 그러다가 모로스가 그의 교란의 보주를 압수했죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8e31d429be5e170345fbe8c68b9e0a10aa57408c1d1fa65cb8c03853996fb3bd.jpg"	[8]	{"relevant":true,"constructed":true}
67761	1	"67761-cheaty-snobold"	8	[]	4	1626	4	"Mike Sass"	4	3	3	"반칙하는 스노볼트"	"적이 <b>빙결</b> 상태가 된 후에, 그 적에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6cdfd0a945c0d56a41b7f911ff2403e8fed3e683b9e54affef8387a757b7a9ca.png"	""	"머리를 차갑고 띵하게 만들 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab40bd00f7694b06199a1bb4226053fa22838b4e8af333d5f01020f84cd25fb9.png"	[10]	{"relevant":true,"constructed":true}
72109	1	"72109-excavation-specialist"	12	[]	4	1658	1	"Maria Trepalina"	6	3	4	"발굴 전문가"	"<b>전투의 함성:</b> <b>인양</b>, 그 카드의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/70f1d53c682a184cee93862d1f2a6ca966ff3925d888c00127cd6a11e1ca25cf.png"	""	"운고로의 정글 지도를 완성하고 울둠의 유적도 모두 발굴한 탐험가들은 이제 미지의 영역을 찾아 심해 속으로 향합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1846a4fb39223b979f73587ee86e8e0f1acd0314d868fda4009dcd753706cdf5.png"	[8,232]	{"relevant":true,"constructed":true}
70015	1	"70015-balinda-stonehearth"	4	[]	4	1626	5	"James Ryman"	5	5	6	"발린다 스톤하스"	"<b>전투의 함성:</b> 주문을 둘 뽑습니다. 그 주문들의 비용과 이 하수인의 능력치를 서로 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ba5c35b1375c549af6b71ff0867bce54dc7b7ab38127c14d1103422f45561ea7.png"	""	"하스스톤이라는 게임에 등장한다는 걸 알게 되면, 얼마나 놀랄까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d30b626ee702eb15adc27482a55acd023c9aae1dc37966b8841f199eacec215.png"	[8]	{"relevant":true,"constructed":true}
61970	1	"61970-armor-vendor"	12	[]	4	1466	3	"Maria Trepalina"	3	1	1	"방어구 상인"	"<b>전투의 함성:</b> 각 영웅이 방어도를 +4씩 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c3528b2ee27c3431ca3d941562f91b4c980c92f2313ae951c712521c10a9f682.png"	""	"“보아하니 방어구가 세 벌이나 필요하실 것 같군요. 한 벌은 지금 입고, 한 벌은 여분으로 보관하고, 한 벌은 전시에 착용하시면 딱 좋겠네요!”"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/db1016099ab8bd7562cf187973dbd17da18707d02b2603ebea4d460a4cb81bdc.png"	[8]	{"relevant":true,"constructed":true}
2021	1	"2021-shieldmaiden"	10	[]	4	13	3	"Alex Horley Orlandelli"	5	5	5	"방패 여전사"	"<b>전투의 함성:</b> 방어도를 +5 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/08b8ae581db4f91eb43b628c7b4bea890a617658fb4845a359801bd7e4578ba1.png"	""	"철벽녀?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/69a983b862ec7c360d4751cd5020b4053757f1c8bedaf56b8bb1c617dfc7bfcf.png"	[8]	{"relevant":true,"constructed":true}
866	1	"866-shieldbearer"	12	[]	4	3	1	"Carl Critchlow"	4	0	1	"방패병"	"<b>도발</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e0378b180fd6384bc11ee4f6888b73339d64867177cf362247db45a31cb1ad0.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/24d0d7987d78be6744f6ec894d8f727cfb3c2f4a587585d669119065b7651c0f.png"	"이 게임 속 방패 크기를 생각해 보면, 방패병 일이 쉽지만은 않을 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/58c723943223ae3923fabca4da92d9877f4aa47b1f1a14adb35e492aeb595f87.png"	[1]	{"relevant":true,"constructed":true}
38875	1	"38875-forlorn-stalker"	3	[]	4	21	3	"Peter Stapleton"	2	4	3	"배신당한 사육사"	"<b>전투의 함성:</b> 내 손에 있는 모든 <b>죽음의 메아리</b> 하수인에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/60a1a2abeebcad289f313712cdf03723dda2e4bc2c7eb1f2ed690a12d615fd2e.png"	""	"안 그래도 선장의 앵무새가 나올 때마다 배신당한 느낌이었는데 도대체 얼마나 더 충격적인 배신을 당한 걸까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b5e2f98028cad8299873a41486e3f969687117b1d2accad110aed1ab5cf2a47.jpg"	[8,12]	{"relevant":true,"constructed":true}
54153	1	"54153-phalanx-commander"	12	[]	4	1158	1	"Anton Zemskov"	5	4	5	"백인대장"	"내 <b>도발</b> 하수인들이 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ea61a487461529cb29a5bf6574b887d7603f19dcc081f794ecbfbefd5ba31b9a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2bd98522853159fa4425c76c29678d1c0e3c48ea0b1d84a9b1d93643a8a41acc.png"	"고양이를 다루는 데에 의외로 소질이 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/02f72d101be73b5440a01feb53e9942a53c94599ffb85eb0a70ed295c495db97.png"	[1]	{"relevant":true,"constructed":true}
46087	1	"46087-fungal-enchanter"	12	[]	4	1004	1	"Max Grecke"	3	3	3	"버섯 마법부여사"	"<b>전투의 함성:</b> 모든 아군 캐릭터의 생명력을 2 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/172db85ec5d3605c7641f4614351613464acbac3331e2807be8b99173f4285cb.png"	""	"필수 소양: 뾰족한 모자를 쓰고 태어나야 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7af0d44b0235381efbd04621d488feac002fde5a6b0372817543e6cc1312ad02.png"	[8]	{"relevant":true,"constructed":true}
45784	1	"45784-shroom-brewer"	12	[]	4	1004	1	"Andrew Hou"	4	4	4	"버섯 물약꾼"	"<b>전투의 함성:</b> 생명력을 4 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/408ae050197e43c51ce7fd99b1fa352159ea03f7bd6a06c52df61435e2bb8a7e.png"	""	"부작용이 아주 죽여줍니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f71e39ad1cb5c23c8d1c89c6c3419b253ff970aea1d93c774a6ac030faf46ed7.jpg"	[8]	{"relevant":true,"constructed":true}
67871	1	"67871-shivering-sorceress"	4	[]	4	1626	1	"Matt Dixon"	2	2	1	"벌벌 떠는 마법사"	"<b>전투의 함성:</b> 내 손에서 비용이 가장 높은 주문의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dfd790edd1231c93f610425135b4a8c157cbf9db40f803a85bc800d10c7ae457.png"	""	"병가를 낼 수 있다면 참 좋을텐데 말이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c2fa36594d7753a4de7406d60e008652b16073fd2a4fa5d39bc86f0a9c55bded.png"	[8]	{"relevant":true,"constructed":true}
53990	1	"53990-vessina"	8	[]	4	1158	5	"James Ryman"	6	2	4	"베시나"	"내가 <b>과부하</b>된 동안 내 다른 하수인들이 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0de5427fb4d1d388a57221f48ceec24eee310892ec0a727f680ed34513226c6c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/84f275115e7be9f0c6e37825a73b6f03151e9f8cf1a917165b1606dabb4db012.png"	"하가사가 울둠으로 보낼 때 썩 기분이 좋진 않았지만, 화났을 때랑 기쁠 때랑 쉭쉭거리는 소리의 차이가 별로 없어서 아무도 몰랐습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c354ccce655a3931e0fe89a7aff953cf8fd0a46cf1b8ccd20184e3edaf9a2c02.png"	[14]	{"relevant":true,"constructed":true}
39313	1	"39313-violet-illusionist"	12	[]	4	23	1	"Eric Braddock"	3	4	3	"보랏빛 환영술사"	"내 턴 동안 내 영웅이 <b>면역</b> 상태가 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/173a680ee4e02009ca4ec39d629a2c3f94dc49a56deb526818873de2851b199f.png"	""	"개명을 한 이후로 아주 만족스러운 삶을 살고 있다고 하네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/352bc4f75ce58107fe9e94b7923e80b5e04bb8b8638cb1e90c4f5508679a9512.png"	[17]	{"relevant":true,"constructed":true}
84238	1	"84238-infantry-reanimator"	9	[]	4	1776	1	"Angelica Alieva"	4	4	5	"보병 생환술사"	"<b>전투의 함성:</b> 아군 언데드를 부활시킵니다. 그 언데드에게 <b>환생</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3f7592e5edf62524db68a9baedb97b0402b6bf1252d2f1a1b7b47e16ec16dcca.png"	""	"인생을 사세요, 언데드!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5cea3f421f320991362b3c68a5e95d19876025ee669c9b2df35ac09e8256b694.png"	[8,78]	{"relevant":true,"constructed":true}
46027	1	"46027-gemstudded-golem"	10	[]	4	1004	1	"Luca Zontini"	9	5	6	"보석 박힌 골렘"	"<b>도발</b>, 내 방어도가 5 이상일 때에만 공격할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/57bc170e5dc23becdd90052a66fb346e944ae52bc8f044b83212e18b208f12ea.png"	""	"이 골렘만 있으면 은수저 정도는 노려볼 수 있겠습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/77b0549e4ef5b7f246f7ff296f13bf7f603eb338d115a3fdddd23cac66aa03e3.jpg"	[1]	{"relevant":true,"constructed":true}
64774	1	"64774-bolner-hammerbeak"	8	[]	4	1578	5	"Mike Sass"	4	1	2	"볼너 해머비크"	"내가 <b>전투의 함성</b> 하수인을 낸 후에, 이번 턴에 처음으로 발동한 <b>전투의 함성</b> 능력을 반복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8337fa4e14cd97f13a1b90789586b7e85f2414413483c0090debde9e07bbe1c1.png"	""	"한 번만 보여줘도 몇 번이고 반복할 수 있다네요. 이번 턴에만요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fe4668fc59cde655ceb1bf3d41eab39fc1b1e667d3fecc13c7b50bd5feef9902.png"	[8]	{"relevant":true,"constructed":true}
1931	1	"1931-voljin"	6	[]	4	13	5	"Raymond Swanland"	2	6	5	"볼진"	"<b>전투의 함성:</b> 다른 하수인과 생명력을 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/986bae4a9855dea56c9dd4e0d5fd77f6ee04e7b96b9fa8d6559e4fd4ab440aee.png"	""	"왜 볼진이 사제 카드냐고요? 볼진은 어둠사냥꾼입니다. 그리고 어둠사냥꾼은 뭐랄까... 좀 부두교에 심취한 암흑 사제 느낌이랄까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8d5c6940ebe3af08ee6e9601e2592c6a148269d53abf868d3fb6e08f97bc5526.jpg"	[8]	{"relevant":true,"constructed":true}
70282	1	"70282-captain-galvangar"	10	[]	4	1626	5	"Nicola Saviori"	6	6	6	"부대장 갈반가르"	"<b>전투의 함성:</b> 이번 게임에서 내가 방어도를 15 이상 얻었다면, +3/+3과 <b>돌진</b>을 얻습니다. <i>( 남음!)</i> <i>(달성!)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/95ce91c504333e092fc0362f2a3821e7847c6ff7bb02994f2d9a95be26d30235.png"	""	"갈반가르를 멈춘 것은 전장의 참혹함이 아닌 저체온증이었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1a8f3d7972ec32e56392bad03862d264022a23ed3e378e96028b09ebcfef6c2d.png"	[4,8]	{"relevant":true,"constructed":true}
42762	1	"42762-voodoo-hexxer"	8	[]	4	1001	3	"Sean McNally"	7	2	5	"부두교 사술사"	"<b>도발</b> 이 하수인에게 피해를 받은 캐릭터는 <b>빙결</b> 상태가 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bb0c2f4190ca3294787fd739dc2de7dc4d928dd6245ba224a2c0d1b970b67e1e.png"	""	"은빛 성기사단 신병들은 사술사의 소름끼치는 토템을 보고 몸서리쳤습니다. 그 자그마한 눈사람에는 셀 수 없이 많은 침이 꽂혀 있었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9925f5a60bc05f9211cc60ab6ad613b0cbd3c8477473e27d78bf93dfe3ebc2c1.png"	[1,10]	{"relevant":true,"constructed":true}
132	1	"132-voodoo-doctor"	12	[]	4	1635	2	"Karl Richardson"	1	2	1	"부두교 의술사"	"<b>전투의 함성:</b> 생명력을 2 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2fbd8308cabeb24f003c9ed15eefbd115ac026366d318ff13bfaa6a0bea8abf7.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0f74a8c3f9f53e5c7a78cdbdde8c310bfb623f31bb78dd953e3f66177f29f29f.png"	"한동안 이 카드의 이름은 \"더러운 트롤 의술사\"였습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/19d7038d0d137a49c5fa07df47625e8bce88c608539b34353c16974afcbb7eb4.png"	[8]	{"relevant":true,"constructed":true}
1109	1	"1109-injured-blademaster"	12	[]	4	3	3	"Samwise"	7	4	3	"부상당한 검귀"	"<b>전투의 함성:</b> 자신에게 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9b9be9219f820ee2285427bbd666b3783c7c60f3ee341e8cfbe2257de40a8da1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b6f6a380f5c45a89f3fbae98b08cd46642c82fd59388b4c81a2977ee844957f0.png"	"본인은 옛 전쟁에서 얻은 상처라고 주장하지만, 모두들 면도하다 난 상처라고 생각합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6f3295cda2030961943ff3410336f3e2938ad2109da5199843ea662a5d95ec80.png"	[8]	{"relevant":true,"constructed":true}
62548	1	"62548-injured-marauder"	12	[]	4	1525	1	"Andrew Hou"	10	5	4	"부상당한 약탈자"	"<b>도발</b>, <b>전투의 함성:</b> 자신에게 피해를 6 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d77a9d17c5e9d401f3217d4b46e83e31770a8b4a22d96744aa249aa546875f3.png"	""	"아무리 말려도 계속 가겠다네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e3e5052a5711bb8ac4ec4f39dc43913d741c816eced64ceac0a50b315bc974b4.png"	[1,8]	{"relevant":true,"constructed":true}
53970	1	"53970-injured-tolvir"	12	[]	4	1158	1	"L. Lullabi & K. Turovec"	6	2	2	"부상당한 톨비르"	"<b>도발</b>, <b>전투의 함성:</b> 자신에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1c6b6d8cefbd363e8d77c80902445844b01759e95cc2a7c0439f2ca0f4f0f6e6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0fdfad90d33b5c9628ad8bd7825eff781093779194d4fa5cb58f6d8f262b7d06.png"	"아야옹!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/23f70017715532000bbbf79e070c47a0033e33adcb4d837e5d6f183c6b2c4a34.png"	[1,8]	{"relevant":true,"constructed":true}
43469	1	"43469-corrosive-sludge"	12	[]	4	1004	1	"Luca Zontini"	5	5	5	"부식성 녹괴물"	"<b>전투의 함성:</b> 상대편의 무기를 파괴합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3b7ef3b64a61d2f1190d722c00e8f072aeb2238788b41eb707c1e0cd591e49a2.png"	""	"수백 년간 위생 관리를 안 한 곳에서 나타났습니다. 환경 오염이 이렇게 무섭습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ff9237f079c0f0d062fd2096381e9bbbf7266d3948930d2d90b17fd7245bf6bc.jpg"	[8]	{"relevant":true,"constructed":true}
39489	1	"39489-avian-watcher"	12	[]	4	23	3	"Jim Nelson"	6	3	5	"부엉이 파수꾼"	"<b>전투의 함성:</b> 내 전장에 <b>비밀</b>이 있으면, +1/+1과 <b>도발</b>을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/35d06095fd5cc76b5311d058e1876ccc6ee82d9d803b226e1910c1e306e3d788.png"	""	"자매품으로 올빼미 파수꾼도 있습니다. 무엇이 다르냐고요? 음..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fcf2e24004aafb47528883b2c59948eb712ef55b092c93ddb6667a799c0fd521.jpg"	[1,5,8]	{"relevant":true,"constructed":true}
