id	collectible	slug	classId	multiClassIds	minionTypeId	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage
2766	1	"2766-cutpurse"	7	[]	11	4	15	3	"Alex Horley Orlandelli"	2	2	2	"소매치기"	"이 하수인이 영웅을 공격할 때마다 동전을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6905ee8c777d5aa9ebccd39bb941e8ef022702e0ebe0feacbc01b6c0025c9056.png"	""	"소매만 스쳐도 인연이라는데... 아, 소매가 아니었나요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d679dcbe10fcdfcddb4fbbd12f0f8fe99cfba18409c51d77d3aa9c4057246be.png"
47873	1	"47873-bogshaper"	8	[]	18	4	1125	4	"Jim Nelson"	8	4	7	"수렁주인"	"내가 주문을 시전할 때마다 내 덱에서 하수인을 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f24c872466d8d2c23837cb237c15734192b9cf28d5f792ed9b61aab0a2533e7b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e86b2ba3c129b11c44c017b731cc6a74128aa9818977fc4936bb2f3ec277f32.png"	"수렁으로 뭔가를 만드는 걸 즐깁니다. 하지만 형체를 유지하는 게 어렵죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a8e2e61bd7ddba666759924a4d3652da89085283f3769e342dfa93f5daafa5c8.png"
92246	1	"92246-stereo-totem"	12	[]	21	4	1809	1	"Konstantin Turovec"	3	0	2	"스테레오 토템"	"내 턴이 끝날 때, 내 손에 있는 무작위 하수인에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/71e2baa2fdfa1436ecef2b0967e6882eea5268e6c151639d77e07d928e1c92d0.png"	""	"선 꽂아 주세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/256d47e9cf82027eb66d851593c1d9a6f9a4f1427e89fba3bb4a599ce9f6390f.png"
40608	1	"40608-small-time-buccaneer"	12	[]	23	4	25	3	"Paul Mafayon"	2	1	1	"신참 해적단원"	"내 영웅이 무기를 장착하고 있으면 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d8dac9271287307d23fa4085b6d6a93872b18374c115f246e0700cc13520d5f6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fdea0b28a28fb7f86f93d9b8a6c2494120243e156a6972cfe68e3425a0d4be90.png"	"\"아, 그냥 여가 시간에만 하는 거예요. 주중에는 저도 출근해야 하거든요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4c281dd69c558318ed75e7ece3b46094aceb5804bf9782c140b5482cd578daae.png"
2519	1	"2519-eydis-darkbane"	12	[]	11	4	15	5	"Ben Thompson"	4	3	3	"아이디스 다크베인"	"내가 주문의 대상으로 이 하수인을 지정할 때마다 무작위 적에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/296b5169545fb02c15f90d1b428e2104aad947ac357deb208288897662911287.png"	""	"\"베인 자매\"라고 불리는 걸 매우 싫어합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/99cada955a8523ef5f8880eeddedcd6ada2b36b85b8dbb124a4b1d57a20d7c19.png"
49502	1	"49502-nightmare-amalgam"	12	[]	26	4	1125	4	"Andrew Hou"	4	3	3	"악몽의 융합체"	"<i>모든 종족값을 가집니다.</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f62799b0f8d384e17a0d09416c52e2851ab6c92a9ad2cd843822b4a31f185c4e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/08d0368dd27909e494c35dba40fbc15c94fcc8e13682b705bc805a571776ed32.png"	"잊지 마세요. 종족을 보이는 그대로 받아들이지 말고, 가능성을 봐야 한다는 걸."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a797584ae7bf86193a9c06df7bac3b434b7b217626dd683f7c6e71c28202137a.png"
56523	1	"56523-darkglare"	9	[]	15	4	1414	4	"Nicola Saviori"	4	3	3	"암흑시선"	"내 영웅이 피해를 받은 후에, 마나 수정을 1개 회복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eda7009973ecf1c598e4d8e4a3c57f9aa4bbb885bbe65267a8ca3d3500e0f6af.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6acb82525458a8ce4e0d6abd97b1c7dcc0f7b97685f10ba9cbe49e1c87e5ab77.png"	"이름과는 달리 수정처럼 또렷한 시력을 갖고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/47144645cb522fda521066b5b6194be98dd3a45889c59c85e5dfb3ddc3cee79e.png"
2594	1	"2594-ice-rager"	12	[]	18	4	15	1	"Anton Zemskov"	2	5	3	"얼음 광전사"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6f7c00933d85e63018514867dfcf60896fcafa6d67f986ea678aecc9a337da58.png"	""	"생명력은 더 높지만 용암 광전사의 명성을 넘어서진 못했습니다. 평등하지도 않고, 참회할 것도 많은 하수인이거든요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3cacfe1cc66956691b4598694d61d657858545b6221b76ff626e3ad84ac0d51c.png"
48529	1	"48529-upgradeable-framebot"	12	[]	17	4	1127	1	"Dan Scott"	5	1	2	"업그레이드용 로봇"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5443a38b69b376ac63ef65fedabe79cdf04257e76a9600a30e734a7d4b82699d.png"	""	"* 어썸한 팔은 별도 구매"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b2cd792e44d61305bf478ee98859dc1bc62bbba8cf5530383e2665614ef8a020.png"
55402	1	"55402-hot-air-balloon"	12	[]	17	4	1347	1	"Ivan Fomin"	2	1	1	"열기구"	"내 턴이 시작될 때, 생명력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/784c47a3cd0fb0369da737771364b6c0dafbdb68d9759d407259b7a30589d0a6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d9c1bd8790b35696f137f58bfbe3dd047a6639b21f0dc9263fec080491b13620.png"	"올해 열린 가젯잔 순례절에서 기구가 하나 모자란다 했더니..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/976ef73d3ed1236d4f95e58efddefdeefda199e8cd38b61310f7ac679d0679e6.png"
2545	1	"2545-fallen-hero"	4	[]	11	4	15	3	"Arthur Bozonnet"	2	3	2	"영웅의 넋"	"내 영웅 능력의 피해량이 1 증가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c94483b7c5c8c1c847804170ca6c2cc5df3de36b330098c34fa9b6d92bd1c744.png"	""	"백골이 진토되어도 넋은 사라지지 않는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81b7f2b2a1a09817183ce0d0259579cbf7cceb13e3f83c3307d425ae4438f2a2.png"
101077	1	"101077-soulburner-varia"	6	[]	11	4	1858	5	"Ramzy Kamen"	5	1	3	"영혼소각자 바리아"	"아군 언데드가 죽은 후에, 적 영웅에게 피해를 2 주고 무작위 사제 암흑 주문을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0be2b66b1acb995fccddc9fc3ab8d732dbc0bb301eac0fd362ac0bc9e393b14b.png"	""	"혼을 빼놓는 데는 여러 방법이 있죠. 하지만 저 손을 보시면 끔찍한 생각이 머릿속을 스쳐 지나갈 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e3c7b4059586829bc6fbf3f78ad59911e5de7316a003472a74397e7dfd4c76d0.png"
2306	1	"2306-dragonkin-sorcerer"	12	[]	24	4	14	1	"Edouard Guiton & Stuido HIVE"	5	3	4	"용족 마술사"	"내가 주문의 대상으로 이 하수인을 지정할 때마다 +1/+1을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4fef11677959d18b26f5e1121c68b617311cf807acf8d5705237fae5491dbe2a.png"	""	"용족 마술사와 마법사를 어떻게 구분하냐고요? 모자 안에 비둘기가 있으면 마술사입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c2544ded1ae7f9027f409d825d49e995fddafa08661fcae3d3855423f99a0c6.png"
55303	1	"55303-dragonbane"	3	[]	17	4	1347	5	"Zoltan Boros"	5	3	4	"용학살포"	"내가 영웅 능력을 사용한 후에, 무작위 적에게 피해를 5 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/80d21bb26fe661d09a4255922f9b00365bf99a434d302a7de848bf6d76c19d00.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2989a48d7ea26bc71fd4030e9bdd9b5737c91bca86d1172403844969fa1860a1.png"	"*쿵* \"저건 용이 아닌데!\" *쿵* \"저것도 용이 아닌데!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c7adc862a59debd29099d4aac7ba9b500f696b641224ae6eaef4819eb45d00a.png"
56100	1	"56100-risky-skipper"	10	[]	23	4	1403	3	"Anzka Nguyen"	3	1	1	"위험천만한 선장"	"내가 하수인을 낸 후에, <b>모든</b> 하수인에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c22a6eeb4c2e995c8597546b653c9ad794996b5a6a3c7b4db5be3aa87ac09c61.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9793ba7d1724b454daa0518aa25ab2c6cf7bf765324c4e8c11d2372b53886a93.png"	"안전 운항 수칙을 하나부터 열까지 모두 위반합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b9866e6a053dc40a4df927e79f93c320ef6fb96628eee013642e3b60634b9405.png"
48691	1	"48691-eternium-rover"	10	[]	17	4	1127	1	"Vladimir Kafanov"	3	1	1	"이터늄 부릉이"	"이 하수인이 피해를 받을 때마다 방어도를 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4772440c4ded03ba5f1ec52c030748fd001a4183bcd3fd5410939123720ce536.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d0811cebad6dcfd385216338368e7cd4c6d6ace1e50ae0c1196a48e8e554095.png"	"쀼삡거리고 미소도 짓지만 당신에게는 그저 걸어다니는 방어도일 뿐이겠죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/44e7a2524a78f076901c5b9aca5b49e553c190aa9be64c418c88a7c25e1b9489.png"
40416	1	"40416-kun-the-forgotten-king"	2	[]	11	4	25	5	"Jon Neimeister"	7	7	10	"잊힌 왕 쿤"	"<b>선택 -</b> 방어도를 +10 얻습니다. 또는 내 마나 수정을 모두 회복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1bc61619df673595afa102985461c71d81a57822c6bb8d8608dc7ea97aca8f82.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5fd25e05bdfc6888105bb7ab19bf7411d924577aa395189229ddc15a4f23e5df.png"	"아이야는 비취 골렘 군단을 만들기 위해 매일마다 쿤의 영혼을 조금씩 흡수하지만, 쿤은 별로 개의치 않는 것 같습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0850fe755ffb2303ecce3d479e611609a0c9f7ee2cd9726e31f12ae24280f512.png"
2777	1	"2777-tiny-knight-of-evil"	9	[]	15	4	15	3	"Raymond Swanland"	2	3	2	"작고 사악한 창기사"	"내가 카드를 버릴 때마다 +2/+1를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/da1af181be9e3f16f765ee88ae63a403d963e2f24caebfb1078c39f3b8822120.png"	""	"크고 사악한 창기사는 너무 식상하잖아요. 그 몸집에 맞는 탈것도 구하기 힘들 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ea287401a2d02e27b100f9b0e99f6c710b83bd85b76e5cf486a63120da1d5a9d.png"
56064	1	"56064-chopshop-copter"	3	[]	17	4	1403	3	"Servando Lupini"	4	2	3	"잘근잘근콥터"	"아군 기계가 죽은 후에, 무작위 기계를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/29f99df05caf62add2491ec606a6c72557bf725b2713275d5884e4f3b7eaf9aa.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/24782dbf365c8e39db3f4061281b69996d6d72bd74b7b0c9c16eee59a017f347.png"	"발명은 엔트로피의 어머니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9b6d42e4e87c95fe0f91dd9267c3579e5a053455ec8758bf4d39ef78dffcd5e8.png"
91175	1	"91175-static-waveform"	12	[]	18	4	1809	3	"Daniil Kudriavtsev"	6	5	3	"잡음 파형정령"	"매 턴이 시작될 때, 공격력 또는 생명력을 1 잃습니다. <i>(무작위로 선택)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9deefc426188f35cf1edfda39d964617b3a9617e8b30c52bff746c29c0de27ff.png"	""	"네 열정을 <i>보여주거라</i>! 소리 질러!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/40d0d7b271b9fb4c9ba7afdc1fec5277c2a40fd87f4d1e0412a5d92d0f22e857.png"
47014	1	"47014-hench-clan-thug"	12	[]	43	4	1125	1	"A. J. Nazzaro"	3	3	3	"짐승단 폭력배"	"내 영웅이 공격한 후에, 이 하수인이 +1/+1을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f32023db6fe07f39de27da8a3f5b66e230fd64c1cdb0d949592e51676432152b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/01a166b21e326f296a3ec01fb8d4e041c34c2d7f65a37497b22c6c8467e772f6.png"	"먹고 살기가 팍팍하세요? 탐험가 연맹을 싫어하세요? 짐승단은 여려분을 환영합니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1a966d11b5c68ca3766a2cb31b649f86c20230880bb272c26a39abad87cd1dd6.png"
96422	1	"96422-astral-automaton"	6	[]	17	4	1858	3	"Matt Dixon"	2	1	1	"천공의 전투로봇"	"이번 게임에서 소환한 다른 천공의 전투로봇 하나당 +1/+1을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/75ababeac5034e4c4324a341f4b3ddf68a948e198be3f47afb72fbdbe90beefb.png"	""	"한가득 소환하고 싶은 마음이 들 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0dc9ae19aec70cf81cda2cb82d33d6376e4bc4748c89f81b570570afb7504ee2.png"
46706	1	"46706-chameleos"	6	[]	20	4	1125	5	"Arthur Bozonnet"	1	1	1	"카멜레오스"	"이 하수인은 내 손에 있으면 내 턴마다 상대편 손에 있는 무작위 카드로 변신합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aad0a8c29aab7231022633e555b67fbae8b7a6105dc16c90ace27ca82b8ec0e1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9665d69208c4a2b5a4c95b7b8595c462757ed9286c9cead11f35d22a064421c6.png"	"잠깐... 그런데 왜 패치스로 변하는 거죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b558b963b07d22894e571aebee1179c19338565cb1403b43218bf44fd46d9f77.png"
52627	1	"52627-catrina-muerte"	6	[]	11	4	1130	5	"Mike Sass"	8	6	7	"카트리나 무에르테"	"내 턴이 끝날 때, 다른 아군 언데드 하수인을 부활시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2a0b988c4c632020184c886e524f61bc579d0bd36d5cd0915ec034a11a5464f2.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4c3d8f2f39cede211cd23b320350cbfd5579c938a6cd225cfe524fb28f040df3.png"	"소중한 자들을 언제나 당신 곁에 두게 해줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca205ad27d170095f683fa03e85db53b203834d706cfb725dcb2bb7e623e5f6d.png"
97352	1	"97352-razorscale"	12	[]	24	4	1858	4	"L. Lullabi & K. Turovec"	4	2	3	"칼날비늘"	"카드의 비용이 (2)보다 낮아지지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/17731e2e353f9bb5573afd7ee8629dd919ba89ceb6e23e4f92e3fcdbdcfd7d52.png"	""	"칼날비늘, 서슬갈기 그리고 칼날발톱이 선술집으로 걸어 들어옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f9702468e10a474437e7d93298164888d4ea92404fd6119f6cc479a6fc81462b.png"
52636	1	"52636-scargil"	8	[]	14	4	1130	5	"Alex Horley Orlandelli"	4	4	5	"칼지느러미"	"내 멀록들의 비용이 (1)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/31a691aa79d89dfdf82826fc6dc078da8e30ade24958015422f8773ff111ffc6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d8eeaa2db6e8bf021445942996e18c768698d168419faadadc77dc5950cf7c5b.png"	"저 상처들이 어떻게 난 건지 아세요? 사실 본인도 모른다는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e7980751c7bdedb6ec9649bb71aeb11334f326d1af22c4c18c3adad892d1c99f.png"
2544	1	"2544-coldarra-drake"	4	[]	24	4	15	4	"Christopher Moeller"	7	6	6	"콜다라 비룡"	"내 영웅 능력을 여러 번 쓸 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f364da713e49b16dc46fe9c6301d262704b3660ab8b3fd309ee42421d2983b16.png"	""	"콜라 비룡이 아닙니다. 하지만 다들 그렇게 부르겠죠. 불쌍한 녀석..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6eed4c019533ff710736136afed37e154bdf3082c1bd04d49303e548a36c0ea9.png"
2280	1	"2280-chromaggus"	12	[]	24	4	14	5	"Todd Lockwood"	8	6	8	"크로마구스"	"내가 카드를 뽑을 때마다 그 카드를 복사하여 1장 더 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/54255baa0f93fdbc429ff47e7241ebfe97f7b163719673eb80d9ddeb17da6735.png"	""	"왼쪽 머리와 오른쪽 머리는 매번 \"오늘 뭐 먹지?\"를 두고 싸운답니다. 결국 먹는 건 또 라면이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f68735512f9c1e5ef36cdffd01cae52a19c5612f17dab43a03e7b12eff1a056e.jpg"
40337	1	"40337-wind-up-burglebot"	12	[]	17	4	25	4	"Jim Nelson"	5	5	6	"태엽돌이 강도로봇"	"이 하수인이 다른 하수인을 공격하고 생존할 때마다 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/931cf6959849103f34b0321865618fb6343dfc31af9df2c758106b7e9137a7c7.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/034edccb0bd5610ed9e24c094d18fb70f4b0874663c9b6a43cee328a5e21a357.png"	"죄는 미워하되 로봇은 미워하지 마세요... 그 로봇을 보낸 사람을 미워해야죠!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/57655567e0af3ba5d8f39bcaa8d3059983319eaff1ff5d7545a346594b6316e7.png"
47439	1	"47439-clockwork-automaton"	12	[]	17	4	1125	1	"Zoltan Boros"	4	4	5	"태엽돌이 전투기계"	"내 영웅 능력의 피해량과 치유량을 2배 증가시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5210299d9b5e9b8b859f9683fe234e749a1bc5cf5aec029af0d8b90d05220276.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7e94e31b030d2469e4539342bc4be1cfcf3fc83ea19b601954010b9802049e1d.png"	"방황하는 기계들이 모두 길을 잃은 것은 아닙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e32f999f5bc780e5d29636d440833799a84267daa98e616d774985befa2eb805.png"
2715	1	"2715-buccaneer"	7	[]	23	4	15	1	"Matt Dixon"	1	2	1	"해적단원"	"내가 무기를 장착할 때마다 무기에 공격력을 +1 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/db85288bf139f38010e680331f055530ab9c6ef0e80b37254b4428964951a9fc.png"	""	"해적들은 죽은 다음에도 일자리가 많습니다. 블랙하트 항만이라는 곳에서요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f7ee3ec3ef0187a8094c47a2e976bd8cfb363fc4d9c700ec7be162847403611b.png"
40678	1	"40678-knuckles"	3	[]	20	4	25	5	"Sam Nielson"	7	3	5	"핵주먹"	"이 하수인은 다른 하수인을 공격한 후에, 적 영웅에게도 공격력만큼 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/80898f865589f35eceb1318b269a3f8118c470fa5a6aea3a0120e613a585580a.png"	""	"신체 능력을 비정상적으로 올려주는 바나나를 복용한 적이 있냐고 물었을 때 핵주먹이 대답했습니다. \"나는 다른 이들과 마찬가지로 내 손으로 찍어넘긴 나무에서 난 과일만 먹는다.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc4d83fde45aa16d657f44dc1f3799cb4ba7cdd8e3c3fed637aa92b340bcf728.png"
2258	1	"2258-volcanic-drake"	12	[]	24	4	14	1	"Lucas Graciano"	4	6	6	"화산 비룡"	"이번 턴에 죽은 하수인 하나당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68ee12d690d41d88b40f31b8641f8030784eec8e180eb7347f1b2e8059119446.png"	""	"화산의 비룡은 불 대신 용암을 뿜어냅니다. 토륨 거점에 있는 상인은 이들에게 남몰래 속쓰림 방지제를 팔아 꽤 짭짤한 이득을 보고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/778b350330da1aecd94415ea8fa2b255414086134c5a1cbabe5b7e49ea8d3d04.jpg"
91496	1	"91496-arrow-smith"	3	[]	92	4	1809	1	"Konstantin Turovec"	3	2	2	"화살 대장장이"	"내가 주문을 시전한 후에, 생명력이 가장 낮은 적에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c8d0402a366dbb3995a091e4b5ce1aabb0ea159108304731b1bbb84141c24733.png"	""	"\"이게 <i>바이올린</i> 활이라뇨? 그게 무슨 소리예요?!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ceaf1fef76275f196985c9d66e404310aff77192666b19cff63385030cbd1d0c.png"
