id	collectible	slug	classId	multiClassIds	minionTypeId	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds	keywordIds	duels
53379	1	"53379-sir-finley-of-the-sands"	5	[]	14	4	1158	5	"Matt Dixon"	3	2	2	"모래의 기사 핀리 경"	"<b>전투의 함성:</b> 내 덱에 똑같은 카드가 없으면, 강화된 영웅 능력을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a2c482b7c21906b11879966ca9128a7ccca4cb167228fafec6d6224992a0ffe.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8aa57e07d1bdc9259f1498ad27380c1fd81865a2822c1604afda4434a56bdb54.png"	"\"모래는 제 바다요, 이 딱정벌레는... 음... 제 넘실거리는 나룻배랍니다!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f7ae9e7ad322079072e5df4936662100ce1900572e5fbb7b7a28d245b9b9331a.png"	[60483,2737,2738,2739,2740,2741,2743,2742,2744,2745,1652,2746]	[8,21]	{"relevant":true,"constructed":true}
53973	1	"53973-weaponized-wasp"	8	[]	20	4	1158	3	"Dave Allsop"	3	3	3	"무시무시한 말벌"	"<b>전투의 함성:</b> 내 전장에 <b>졸개</b>가 있으면, 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e916b6d5e094e1a3613ed87affec5baff65c3a5a7fd8622f9025938db390ee10.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2e698e0b6b0da3f1ca27188c6e59832c618e21e3e503ed54b8b663a91281cd58.png"	"박사 붐이 딱 한 가지만 손보겠다고 했습니다. 그래서 말벌이 머리에서 광선을 쏘게 됐죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3558770b550cf2cb281c81c188d82646bc36f3ece0926c8f80eaeeb5d4c8fa2e.png"	[53160,53161,53162,52897,52900,53163,55378,60588]	[8,71]	{"relevant":true,"constructed":true}
53439	1	"53439-wrapped-golem"	12	[]	11	4	1158	3	"Konstantin Turovec"	5	7	7	"미라 골렘"	"<b>환생</b>, 내 턴이 끝날 때, <b>도발</b> 능력이 있는 1/1 딱정벌레를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e0a56ce0e96d58c361a37dd624a43e6b9307d2c57585b93d67cfd79882bf474.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/646ce4de9fe21d49cd95fe78cfe60490a9b98f92a8fb836296eb79c4ad60f359.png"	"붕대를 풀어보면 흑요석으로 만들어져 있을 것 같네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f1aa4bbd62de880c418bf5acc4fd1ebd001b1d33b58ac469bafd41624865832b.png"	[54494]	[1,78]	{"relevant":true,"constructed":true}
1693	1	"1693-king-mukla"	12	[]	20	4	3	5	"Sunny Gho"	5	5	3	"밀림의 왕 무클라"	"<b>전투의 함성:</b> 상대편에게 바나나를 2개 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/43201cdf65878f2885cf353fd1af758559e7a5414fda559c35e5a12dea6300b9.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/14c3511b32470b880807992836cc774994b57e65d7bee37765a52257e06933e9.png"	"밀림의 왕 무클라는 오늘도 자구에로 섬을 떠돕니다. 진정한 사랑을 찾기 위해..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5687bb72c37aba9eb6f60c0fbd9f386361ff0d4f45dd5260687acf2d924f94bf.png"	[1694]	[8]	{"relevant":true,"constructed":true}
41116	1	"41116-stone-sentinel"	8	[]	18	4	27	4	"Rudy Siswanto"	4	4	7	"바위 파수병"	"<b>전투의 함성:</b> 내가 이전 턴에 정령을 냈다면, <b>도발</b> 능력이 있는 2/3 정령을 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d18fe1cf69b4b5393be44accaa307865e552afd1d1f8f78d82401b8352df262c.png"	""	"불황 때문에 늑대 정령들이 부업을 하고 있군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a27067dd544de782b7b2e4f719074a74710fdba4cba0637c3aa069ff303d866f.jpg"	[41113]	[1,8]	{"relevant":true,"constructed":true}
78268	1	"78268-stonebound-gargon"	3	[]	20	4	1691	1	"Patrik Bjorkstrom"	5	3	4	"바위속박 가르곤"	"<b>속공</b>, <b>주입 ( ):</b> 공격하는 대상 양옆의 하수인들에게도 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fa71e893c7edc65f4d9258175dde0487dfa4a30a6afe5754ee9332c9053ecec1.png"	""	"기다려 만큼은 누구보다 잘할 자신 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/69f1b03fb98a4e0bca2e7226f849dc84e7005d1c8b92e2c28cb57ecc8bf4afc9.png"	[79542,79552,79593,78269,79545,537,850,764,62320,79554,79595]	[53,238]	{"relevant":true,"constructed":true}
41323	1	"41323-fire-fly"	12	[]	18	4	27	1	"Evgeniy Dlinnov"	2	1	1	"반딧불 정령"	"<b>전투의 함성:</b> 1/2 정령을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8afe8afd6f26d49019349e975b5c5ddfe67926d56c2de996d9803cb7e8e67bd8.png"	""	"유리병을 든 아이들과는 오랜 숙적입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e32f1511a188843fb6a29386f74593f34c6eff7ba588ee2162a21076113c5238.jpg"	[42044]	[8]	{"relevant":true,"constructed":true}
41138	1	"41138-sated-threshadon"	12	[]	20	4	27	1	"James Ryman"	7	5	7	"배부른 트레샤돈"	"<b>죽음의 메아리:</b> 1/1 멀록을 3마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a92ccab62a84b9467ffbc46a119f8bebadd00520c707dcfe9fe62883aa4bb1ba.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab8809e2848b6ade57ba41a12e3ecb46737a329fbc74f05ee117312129a308c8.png"	"2+1 행사를 해서 3마리를 잡아먹었다고 하는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68b93d75320d2da8783ae5845bc78829de6df7ae17290391561151e85daab280.jpg"	[41523]	[12]	{"relevant":true,"constructed":true}
61242	1	"61242-bumper-car"	10	[]	17	4	1466	3	"Ursula Dorada"	3	1	2	"범퍼카"	"<b>속공</b>, <b>죽음의 메아리:</b> <b>속공</b> 능력이 있는 1/1 방문객 둘을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/be7a5c0f34b58603976643247561910264c943f2aa72962da4500367d25e6ea0.png"	""	"언제까지 뻔한 뒷목만 잡으실 겁니까?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/884fb6d50a63c2c802e37d19cbc09f6ff10b4ea7458762a5c1904c5fcb51e1b5.png"	[61243]	[12,53]	{"relevant":true,"constructed":true}
43526	1	"43526-violet-wurm"	12	[]	20	4	1004	1	"J. Cranford"	7	7	8	"보랏빛 땅벌레"	"<b>죽음의 메아리:</b> 1/1 구더기를 7마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad88a78d81e4f524b349cf5df9b9d3c19e7b48509832598c7676df593dad6a07.png"	""	"구더기의 모습은 보랏빛처럼 살며시 다가왔습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ae1b20bfde537cdcb93e6b591830f1fe3ad23d3f82d6e2e22ba52312a9f744a.jpg"	[43524]	[12]	{"relevant":true,"constructed":true}
85152	1	"85152-foul-egg"	12	[]	11	4	1776	1	"Kleston Marques"	2	0	1	"부정한 알"	"<b>죽음의 메아리:</b> 3/3 언데드 닭을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/48e9d39a42d5b3b2058d6b04aca7326d6fdac44f9c6301615722bf58e5e41df4.png"	""	"확실히 상했네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/70d589a3a4de1d3ad8a25b3c3b9f379de8a2c77c6dad013b42649dd92bb69236.png"	[85153]	[12]	{"relevant":true,"constructed":true}
59188	1	"59188-bloated-python"	3	[]	20	4	1443	3	"Arthur Bozonnet"	2	1	3	"불어오른 비단뱀"	"<b>죽음의 메아리:</b> 4/4 불운한 조련사를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8b88a63fee7f4ac5abe0156487311d6bd64e697fb9c883fca7c8c589e839b833.png"	""	"스칼로맨스 공학계 학생들이 파이썬을 기피하는 이유입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a320fe93d378eb154b6ef3155be40e35380627266d4e74e594b3698c8aadfbb.png"	[61173]	[12]	{"relevant":true,"constructed":true}
42714	1	"42714-vryghoul"	12	[]	11	4	1001	1	"Jim Nelson"	1	3	3	"브리구울"	"<b>죽음의 메아리:</b> 상대편의 턴이면, 2/2 구울을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/85210a870a0073220cb504b855e22bae38b15bf92f6e26246330027b8a9fa4b7.png"	""	"브리굴? 브리구울? 매번 헷갈리는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/acbfccd2b97c687ce04b81916ea6ea2ce615413c3d7c8372a19205123de0b445.png"	[45305]	[12]	{"relevant":true,"constructed":true}
59911	1	"59911-fishy-flyer"	12	[]	14	4	1443	1	"Jim Nelson"	3	4	4	"비린내 나는 비행사"	"<b>속공</b>, <b>죽음의 메아리:</b> <b>속공</b> 능력이 있는 4/3 유령을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4a32c8cd334fdc4fa51440923838b5bdb669c5ec953166836f1463524f2f8cba.png"	""	"물 밖으로 나온 물고기 같네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8bd88d3fa76965ebd16fd5f05a1ed9b270337c19a0fefc1f86a11dda4c7993f3.png"	[59912]	[12,53]	{"relevant":true,"constructed":true}
41945	1	"41945-lightfused-stegodon"	5	[]	20	4	27	3	"Dan Scott"	4	3	4	"빛이 주입된 스테고돈"	"<b>전투의 함성:</b> 내 은빛 성기사단 신병들을 <b>적응</b>시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7e80e02f64f6d8adb717f93b25cb588d2211823277fe2a6e927a62c75bb0aa4a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1fb1659998a727b3799ee333ba5e110f1b23cb867453f5e2e196e583c20f7951.png"	"\"괜찮아, 존스턴. 그 뿔, 생각보다 너한테 잘 어울리는데?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8ad6d8af4317638d95b00ad99e21c0e53cd61b879d3c6c006eb580d8efbb8512.jpg"	[1652]	[8,34]	{"relevant":true,"constructed":true}
42712	1	"42712-bone-baron"	7	[]	11	4	1001	1	"Brian Despain"	5	5	5	"뼈다귀 남작"	"<b>죽음의 메아리:</b> 1/1 해골 둘을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b03d466d8f02089423d5a9299dbd3c4bdc8ea461c30f0da53eb0000b95fa01a0.png"	""	"1종 시체 수레 운전면허증 소지자입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/822e42326f555955853efe3cba252c045687e0558f2736fc1d9163551cf1f3e7.png"	[43052]	[12]	{"relevant":true,"constructed":true}
1261	1	"1261-savannah-highmane"	3	[]	20	4	3	3	"Milivoj Ceran"	5	7	6	"사바나 사자"	"<b>죽음의 메아리:</b> 2/2 하이에나를 2마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eb8bde5ddf729ef9e09c1511354edd95f6a60af885a0579255530726dba82910.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7116ee9fe8b21522fd7f2eb44bf02e036cdae9a99a4d2c916a9f23b107b08470.png"	"밀림에 사자가 없으면 하이에나가 왕이지요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1c25b627bb205b0c159060e5cfa9515c66bf091c03c6b650ab66a1dff237e6eb.png"	[1624]	[12]	{"relevant":true,"constructed":true}
61942	1	"61942-envoy-rustwix"	9	[]	15	4	1466	5	"Anton Zemskov"	4	5	5	"사절 러스트윅스"	"<b>죽음의 메아리:</b> 무작위 <b>전설</b> 프라임 하수인 셋을 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9120ed4e3650f5c14003a640ac2530fdb3eb637011da338bca31b83d779f6889.png"	""	"\"출동할 시간이다. 녹슨 군단, 가자!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03ab50744c29c14f88334df32850be3aad5974a19220f03657d6c7dff157a504.png"	[57782,57631,56718,57478,57172,57156,56626,57155,56656,57988]	[12]	{"relevant":true,"constructed":true}
70245	1	"70245-mountain-bear"	3	[]	20	4	1626	1	"Todd Harris"	6	5	7	"산 속의 곰"	"<b>도발</b>, <b>죽음의 메아리:</b> <b>도발</b> 능력이 있는 2/4 아기 곰을 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/937191ceb5b56860d496e9b85d56b112c993dfe972026dd140cb5ddb64feeda1.png"	""	"떡 하나 주면 안 잡아먹을 겁니다. 아마도요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a4058a0147b35c7cf48d734cce1b2dc55445876d7a7cfaca0a09aaa7e4bbcbe3.png"	[71465]	[1,12]	{"relevant":true,"constructed":true}
72973	1	"72973-coral-keeper"	8	[]	92	4	1658	3	"Melvin Chan"	4	3	5	"산호지기"	"<b>전투의 함성:</b> 이번 게임에서 내가 시전한 주문의 속성 종류만큼 3/3 정령을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cde41dd66aff2ab971aae1428418482c6cb8a367d08143a2bb46cd5692a97673.png"	""	"산호와 정령을 함께 돌봐야 하는 직업입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bd9d0eca9c524503f2959d4964a4e278f3b879d6e551812686c51b84832a58a4.png"	[73579]	[8]	{"relevant":true,"constructed":true}
41890	1	"41890-direhorn-hatchling"	10	[]	20	4	27	3	"Peter Stapleton"	6	3	5	"새끼 공포뿔"	"<b>도발</b>, <b>죽음의 메아리:</b> <b>도발</b> 능력이 있는 6/9 공포뿔을 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c85f8371393187927f5d1c3f04d04a0e37fc7698ba9e833d69c676aadf0ba2be.png"	""	"때리면 엄마를 부른다고 합니다. 아뇨, 진짜로요. 그리고 꽤 긴장하셔야 될 걸요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aa5a23264d66614e7578b035c83ea0b56ff710c940d929d78545903ef6228c1e.jpg"	[41889]	[1,12]	{"relevant":true,"constructed":true}
41357	1	"41357-raptor-hatchling"	3	[]	20	4	27	3	"Jaemin Kim"	1	2	1	"새끼 랩터"	"<b>죽음의 메아리:</b> 4/3 랩터를 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c05d87a29ab44bf09843251d799a1c5b175906cfa46c407244ea2b141294fa2c.png"	""	"아직은 영구치가 나지 않았습니다. 그렇다고 날카롭지 않은 것도 아닙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2ba9b0fe29dc4c982ae338b89239a043bddab77a4cbf7f60354bf5aff824b13.jpg"	[41356]	[12]	{"relevant":true,"constructed":true}
41076	1	"41076-pterrordax-hatchling"	12	[]	20	4	27	1	"Arthur Bozonnet"	2	2	3	"새끼 테러닥스"	"<b>전투의 함성:</b> <b>적응</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4b964febb50d2804ca0b77f40b69039affe171eb4b3b5261b64aada31d41398.png"	""	"우와아. 정말 귀엽네요! 다른 쪽 손가락도 깨물게 해주면 더 좋아할 것 같아요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc1fde235c55bcece9af5bba93a6e789b7d5cbe8f501e4df2d4c11bc819aa67d.jpg"	[41058,41059,41691,41061,41063,41062,41211,41060,41054,41057,41067]	[8,34]	{"relevant":true,"constructed":true}
42718	1	"42718-ghastly-conjurer"	4	[]	11	4	1001	3	"Paul Mafayon"	6	2	4	"섬뜩한 창조술사"	"<b>전투의 함성:</b> '환영 복제' 주문을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/491312f5c612bd4fe9058bb7a4e7f6b9cbbe8825ee7d62a2ea6544f4ddac3f9f.png"	""	"휴가철이 지났는데도 보라색 옷이라니? 섬뜩하군요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fd600116eac34857791c4ee9bee512ce07840a772bb50ee8806e17db60a54219.png"	[1084,968]	[8]	{"relevant":true,"constructed":true}
41404	1	"41404-ornery-direhorn"	10	[]	20	4	27	1	"Luca Zontini"	5	5	6	"성난 공포뿔"	"<b>도발</b> <b>전투의 함성:</b> <b>적응</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/46f51655e7d2deb2c12d6e626d9cba32e5d5f67b8fff92154eaa60b62d297c78.png"	""	"\"초식동물이잖아. 얼마나 위험하겠어?\" - 유명하지 않은 탐험가의 유명한 유언"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7b055537affae3dd7084fb620c491fd91f0eeeaa5760614c466a7ad5cd3b1edb.jpg"	[41058,41059,41691,41061,41063,41062,41211,41060,41054,41057,41067]	[1,8,34]	{"relevant":true,"constructed":true}
84207	1	"84207-sister-svalna"	6	[]	11	4	1776	5	"James Ryman"	6	6	6	"성녀 스발나"	"<b>전투의 함성:</b> 어둠의 환영을 <i>영구히</i> 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/549ae02f76bfb574399f008510ef30246b472b4fdacbe248320442ab342439cf.png"	""	"안녕 어둠, 나의 오랜 친구여."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/214e7c4ea12ec6a8bc0e9dc250398cb325da2c7ce061fbff9955041cb3c1b0ba.png"	[85059]	[8]	{"relevant":true,"constructed":true}
41154	1	"41154-steam-surger"	4	[]	18	4	27	3	"Jakub Kasper"	4	5	4	"쇄도하는 증기 정령"	"<b>전투의 함성:</b> 내가 이전 턴에 정령을 냈다면, '화염 분출'을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f6753863a9440bfb53f04bfa3101b3dcef48e0f9a338406fad47953c2545dd62.png"	""	"탐험가들은 주전자 정령이라고 부르기도 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/78a9cd02c6a3d840859a978bf7c89120778c6d909d68626b2eb543da0596c269.jpg"	[41151,42044]	[8]	{"relevant":true,"constructed":true}
65159	1	"65159-imported-tarantula"	3	[]	20	4	1578	4	"Patrik Bjorkstrom"	5	4	5	"수입된 타란툴라"	"<b>교환성</b>, <b>죽음의 메아리:</b> <b>독성</b>과 <b>속공</b> 능력이 있는 1/1 거미를 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/341992a2f7ea579f4a23d4a2abf60c03a5bc42729ce21984754b118598cc3170.png"	""	"금지된 숲에서 가져왔다고요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3ad6c90e0cd8507c7e87a5389e172b9447ecab6cdd1638ae1b86e38095625597.png"	[66667]	[12,32,53,97]	{"relevant":true,"constructed":true}
1796	1	"1796-stalagg"	12	[]	11	4	12	5	"Dany Orizio"	4	7	5	"스탈라그"	"<b>죽음의 메아리:</b> 퓨진이 죽은 상태라면, 타디우스를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d408400861240a0c834c199eb3eb1b888e8fd3a6249eef41cd3f6d85d90c2f17.png"	""	"\"스탈라그 잘생겼다!\" (스탈라그가 쓴 거 아님)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/968e23083363b93632f15c996c3077a2c5244f6aba11d124976680b80f5cb1ef.png"	[1797,1798]	[12]	{"relevant":true,"constructed":true}
73436	1	"73436-sirakess-cultist"	9	[]	92	4	1658	1	"Konstantin Turovec"	4	3	3	"시라케스 이교도"	"<b>전투의 함성:</b> 상대편에게 심해의 저주를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f00b6a32c1e87ef8a04d6702660fa55d57898695040fa32da2d7c607b8195ad.png"	""	"\"시라케스 님을 믿습니다! 불신지옥!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b0ca0ecd29def83578f0f954843831ab4d7714f9ff4b5702bd98970e995e25f2.png"	[74927]	[8]	{"relevant":true,"constructed":true}
54148	1	"54148-siamat"	12	[]	18	4	1158	5	"Alex Horley Orlandelli"	6	6	7	"시아마트"	"<b>전투의 함성:</b> <b>속공</b>, <b>도발</b>, <b>천상의 보호막</b>, <b>질풍</b> 중 2가지 능력을 얻습니다. <i>(선택 가능)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d15782a1f8c152f66b04c864016e0c53039829d354a3584478fbe570128e832d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ceed20c0ce136176230bd186191dcb51b3b2c2bb8fb53f636081e94943fb0582.png"	"질풍을 두 번 선택하면 왜 광풍이 되지 않죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3b945b42f4579269e8396e3440aceead9ae57bfaee8e6eefee11aa8f239d7cba.png"	[54152,54151,54150,54149]	[1,3,8,11,53]	{"relevant":true,"constructed":true}
80820	1	"80820-corpse-bride"	1	[]	11	4	1869	3	"Angelina Chernyak"	4	4	5	"시체 신부"	"<b>전투의 함성:</b> <b>시체</b>를 최대 10개 소모합니다. 능력치가 소모한 시체의 수와 같은 되살아난 신랑을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4e36d96aa7ef5f57df62ae37e39ec83e520c1975f06acb44d9f967bdc3b97e06.png"	""	"언데드가 우리를 갈라놓을 때까지..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5e532bd4738316cb03233c163b1194cd25489a8f0471be7df012b854cb8d2fea.png"	[80831]	[8,247]	{"relevant":true,"constructed":true}
40971	1	"40971-verdant-longneck"	2	[]	20	4	27	1	"Zoltan Boros"	4	5	5	"신록의 긴목공룡"	"<b>전투의 함성:</b> <b>적응</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f36d83bf2d8bcfa8bfca24c3a0463910681d5100f1ad64f256677eb1ada7871e.png"	""	"낄 때 안 낄 때를 모르고 얼굴을 들이밀기 일쑤죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/38083ce32a5d9908822975ce37abc14a8cce735a37c71c4d62afb25f8687ec78.jpg"	[41058,41059,41691,41061,41063,41062,41211,41060,41054,41057,41067]	[8,34]	{"relevant":true,"constructed":true}
73726	1	"73726-xhilag-of-the-abyss"	14	[]	15	4	1658	5	"Vladimir Kafanov"	6	3	7	"심해의 즈힐라그"	"<b>거수 +4</b>, 내 턴이 시작될 때, 즈힐라그의 줄기의 피해가 1 증가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8d85ab2bb148436a1c0398dd1a6df81e4409f065c193d4ea9ea17e41636a9bcd.png"	""	"고대의 영웅들이 지옥사냥개를 바다로 몰아냈을 땐, 이걸로 다 끝났다 생각했지요. 하지만, 그게 즈힐라그의 탄생의 순간이었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6b1b7598a5aa5fa6253693cb911832213bdc959562f4aabed23ef3623333d440.png"	[73727,85853,85854,85855]	[231]	{"relevant":true,"constructed":true}
1793	1	"1793-sludge-belcher"	12	[]	11	4	12	3	"Nate Bowden"	6	3	5	"썩은위액 누더기골렘"	"<b>도발</b>, <b>죽음의 메아리:</b> <b>도발</b> 능력이 있는 1/2 수액괴물을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b58e6623d053ae8b8aac17ee21c6cdc37cee30062b6527ea12bcc8032cb1ce2b.png"	""	"주의: 맥주를 주지 마시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ec48d1e239bec003b078d524baa95ae9b0a057d8c449f32b48e6e26544ccff1.png"	[1795]	[1,12]	{"relevant":true,"constructed":true}
38227	1	"38227-vilefin-inquisitor"	5	[]	14	4	21	4	"Jerry Mascho"	3	1	1	"썩은지느러미 심문관"	"<b>전투의 함성:</b> 내 영웅 능력이 '1/1 은빛 성기사단 멀록을 소환합니다.'로 바뀝니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e70c096bc32e0c8acca58963d8960bb32dda5c259e3791c9154e235eb6105f15.png"	""	"임무를 내려주십시옳!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f2c2334ae2eabca9cea3fe5363f1444df515108d90c490d67d9c68bc5fc138f3.jpg"	[39154,38822]	[8]	{"relevant":true,"constructed":true}
42422	1	"42422-rattling-rascal"	12	[]	11	4	1001	4	"Peter Stapleton"	2	2	4	"아장아장거리는 해골"	"<b>전투의 함성:</b> 5/5 해골을 소환합니다. <b>죽음의 메아리:</b> 상대편에게 5/5 해골을 소환해 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d593c0f56dae0e17d1b0eca5797b952903c160abbd391a3bf230ab9344ec0277.png"	""	"해골, 포기하지 마세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d24f6949a7d4fa8ef5505afe4a2ec7ffbf2b688ccacc97a4ead566a3eb041b7.png"	[42423]	[8,12]	{"relevant":true,"constructed":true}
72926	1	"72926-azsharan-mooncatcher"	5	[]	17	4	1658	3	"Evgeniy Dlinnov"	2	4	3	"아즈샤라 달빛잡이"	"<b>천상의 보호막</b>, <b>전투의 함성:</b> '가라앉은 달빛잡이'를 내 덱 맨 아래에 놓습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bdf18c2ad9a837112d415b5497d8ed42e2bd28a93fccf4c9754015fae2416875.png"	""	"진아즈샤리의 유적에서 엘룬의 빛이 바랬지만, 보물은 그 빛을 간직하고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/11697e7da79911682452652b3f90c828483415db0fb7209886cdb775e8284672.png"	[74957]	[3,8]	{"relevant":true,"constructed":true}
72254	1	"72254-azsharan-scavenger"	9	[]	14	4	1658	1	"Ivan Fomin"	3	2	2	"아즈샤라 수집가"	"<b>전투의 함성:</b> '가라앉은 수집가'를 내 덱 맨 아래에 놓습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c7282f74fb79a037a91ee68142d30d9e2c2441adcb28c2cce37b4791516caf06.png"	""	"일부 멀록 군집들이 유적의 척박한 환경 속에서 적응하고 살아남은 모습을 관찰한 핀리는 경이로움에 빠졌습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e3b2bfcbbc9adb5aaf61ad297755af8f0af0e3f8fcfaba903b885331eb156b8f.png"	[78672]	[8]	{"relevant":true,"constructed":true}
77016	1	"77016-azsharan-sweeper"	4	[]	17	4	1658	1	"Anton Zemskov"	4	3	3	"아즈샤라 청소로봇"	"<b>전투의 함성:</b> '가라앉은 청소로봇'을 내 덱 맨 아래에 놓습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4bc03353f60553d215fee2ee2c539dcdc71845b5bf915d2bc92ee5036d4334d3.png"	""	"마법이 부여된 진아즈샤리 상품들은 보증 기간이 매우 깁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d1743c9e29ecf7edcc60c5b54af3c33695372a7cc8ba6a01cc87e09cd0e41013.png"	[77017]	[8]	{"relevant":true,"constructed":true}
