id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds	duels
58782	1	"58782-carrion-studies"	3	[]	5	1443	1	"Akkapoj T."	1	"시체 탐구"	"<b>죽음의 메아리</b> 하수인을 <b>발견</b>합니다. 내 다음 <b>죽음의 메아리</b> 하수인의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d086dc55c937886ff912a32591f073cd4bdd792ec05f44c092bebcdf2904cbd0.png"	""	"흥미롭지만 정말 낡은 책입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4310a61d1c5e7babbd2f2d630001b22cafcecea46ce4a9efa6c84e228f513ad.png"	[12,21]	{"relevant":true,"constructed":true}
38393	1	"38393-journey-below"	7	[]	5	21	3	"Zoltan Boros"	1	"심연 속으로"	"<b>죽음의 메아리</b> 카드를 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a4566b198277231d1fe72efae3588851571e454db35a4a5a33a31af8e14273e6.png"	""	"심연에는 정말 많은 것이 도사리고 있군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81685c5f0c0750f8daa6e1ad2a02ef9750731f8165db47c4c5a35a1e44b0b4a0.jpg"	[12,21]	{"relevant":true,"constructed":true}
53919	1	"53919-pressure-plate"	3	[]	5	1158	1	"Zoltan Boros"	2	"압력판"	"<b>비밀:</b> 상대편이 주문을 시전한 후에, 무작위 적 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b0bb14ce442d06d03ed0ae90acbc22a0d5846952e7bb3b483bbde3beb74519cd.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad930cd13ad175377eb6ffc73de75d24240b06d8cd3f94f8bcea854bc68dea1d.png"	"그런 판은 밟지 말았어야 했는데, 난 그 사실을 몰랐어..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e25152aa40785dda5b9da6e6ceef945f613436777bf51c78debb24c53af8ab4e.png"	[5]	{"relevant":true,"constructed":true}
59539	1	"59539-guardian-animals"	3	[2,3]	5	1443	4	"Peter Stapleton"	7	"야수 동반자"	"내 덱에서 비용이 (5) 이하인 야수를 2마리 소환합니다. 그 야수들에게 <b>속공</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0ee836d9ec340056a76f8ab24c40836b06f6ae86a51dd3063d3d00db646152d7.png"	""	"\"학생들은 무쇠부리 올빼미, 길고양이, 또는 두꺼비를 데려올 수 있습니다.\"라고 명시되어 있긴 합니다. 얼마나 커도 되는지는 아무 말도 없죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9edd6a87b86cf55cb0e0a66d49a1d97a7d2102a7985864d06fd18235aaae7c1a.png"	[53]	{"relevant":true,"constructed":true}
903	1	"903-bestial-wrath"	3	[]	5	3	4	"Alex Horley Orlandelli"	1	"야수의 격노"	"이번 턴에 아군 야수에게 공격력 +2와 <b>면역</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/211cf43861d5ff2b850e846a9134d4b4e47abf6a35a649479faa851cac28ef10.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b5203d0c9c287ae1f13993cb38cf9d86d7a3aa040703f82d3efb2de6fdec3708.png"	"표면적으론 그냥 분노한 걸로 보이겠지만, 사실은 다이어트와 오랜 방치가 원인입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf7f260a7e690912ee217ba4b561f98a32cfdf02b8c7f7c229082fc8d406faef.png"	[17]	{"relevant":true,"constructed":true}
84288	1	"84288-shallow-grave"	9	[]	5	1776	4	"Todd Harris"	2	"얕은 무덤"	"아군 하수인의 <b>죽음의 메아리</b>를 발동시킨 후, 그 하수인을 처치합니다"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5ff43c53058af39c305d7ee17b3ca369d11e3ed7c8160559315cf94918d8fc17.png"	""	"역대급 갑툭튀였어!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/07266fa9f1bdeb90d36545d4cf9fb4d87f05c5e745b788da74ce9cc311f88e8e.png"	[12]	{"relevant":true,"constructed":true}
71251	1	"71251-shoulder-check"	10	[]	5	1626	3	"Andrew Hou"	1	"어깨 밀치기"	"<b>교환성</b> 하수인에게 +2/+1과 <b>속공</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/155dcb4f3b7165bcaf9f6bdda8a0f6b264a1399170698fbac3c724f3817ac4c3.png"	""	"출퇴근길에 자주 당해보셨죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0e9a402d2e2614dee0dafcfe15722cc022228c85d17a72026e21d66cb6ace1f4.png"	[53,97]	{"relevant":true,"constructed":true}
58978	1	"58978-athletic-studies"	10	[]	5	1443	1	"Akkapoj T."	1	"역학 탐구"	"<b>속공</b> 하수인을 <b>발견</b>합니다. 내 다음 <b>속공</b> 하수인의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4db8aa0c78eb296dfec559c4f861d055a2398fef270995e187966e3f16002be1.png"	""	"속공의 정석입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/95433f0c42f8d82ca31786c8ff7927273013ae5b6093a626c6cad28039d86397.png"	[21,53]	{"relevant":true,"constructed":true}
71293	1	"71293-smokescreen"	7	[]	5	1626	3	"BOSi Studio"	8	"연막"	"카드를 5장 뽑습니다. 뽑은 <b>죽음의 메아리</b> 능력을 발동시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cdd21626467907829459cfae24dcbd7e61ba4e3e0172ff836db41ab2d8b9b3c6.png"	""	"연막탄!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/efc0d4fbb25b571625453549f908d3afaf15f12fe544c32720b78de93957a174.png"	[12]	{"relevant":true,"constructed":true}
71253	1	"71253-ring-of-courage"	5	[]	5	1626	1	"Vladimir Kafanov"	2	"용기의 반지"	"<b>교환성</b> 하수인에게 +1/+1을 부여합니다. 적 하수인의 수만큼 반복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fd481fdcdb1b0322ae826ce3f7cabc6ec39f57cbc4f4323a80e0d84dda8bdf57.png"	""	"이제 지혜의 반지와 힘의 반지를 찾아볼까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/13c0b79ad33e548ef8e6dc613f1f0f0f768c1afb4d3a02507959be7181409d7b.png"	[97]	{"relevant":true,"constructed":true}
79531	1	"79531-criminal-lineup"	8	[]	5	1691	1	"Sergey Tsvelykh"	8	"용의자 줄 세우기"	"아군 하수인을 선택합니다. 그 하수인을 셋 복사하여 소환합니다. <b>과부하:</b> (2)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b60fc766f66809392b22ea96428310d5f471719ef31b44137b275fb9d3ef7da3.png"	""	"중간만 가면 된다는 말이 가운데로 가라는 말이 아닌데..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4bcf4addc03d38baa2e446bd696fa96847bc8c27fde9207da5d2c301a97da9d8.png"	[14]	{"relevant":true,"constructed":true}
58974	1	"58974-draconic-studies"	6	[]	5	1443	1	"Kagi"	1	"용족 탐구"	"용족을 <b>발견</b>합니다. 내 다음 용족의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/301a118a9256d9ea43c8e80f9a8346f56475ecc7c1dd00ce476bd257fd851026.png"	""	"용족 탐구학과 학생들은 불태워지는 빈도가 높습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/290bc279e1a05e962e387a23eee4da01fc94e004c9207df0f045d0136749e158.png"	[21]	{"relevant":true,"constructed":true}
71233	1	"71233-dragonbane-shot"	3	[]	5	1626	3	"Melvin Chan"	2	"용학살포 발사"	"피해를 2 줍니다. <b>명예로운 일격</b>: 용학살포 발사를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1525ef065a6e8ca252fb93da0731c80a56b3d9208e1392c1cd7220990b31ad0a.png"	""	"<i>*작은 용에게만 사용하세요.</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d78ea2a7979577e8a7fdd411b2f84965ea0a451645d804fb0c01a7a5727ea0cd.png"	[100]	{"relevant":true,"constructed":true}
79607	1	"79607-perjury"	7	[]	5	1691	1	"Ludo Lullabi"	2	"위증"	"<b>비밀:</b> 내 턴이 시작될 때, 다른 직업의 <b>비밀</b>을 <b>발견</b>하여 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/835d8764675b995d5fded7f3c6e9d934e03c0581d072065b921eddc1dd4b3cd1.png"	""	"사람은 언제나 거짓말을 하지!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/14cd764b9210abb69376a31ec5397c631b5d3bc632380efee7a4101b554ac7c7.png"	[5,21]	{"relevant":true,"constructed":true}
64198	1	"64198-provoke"	10	[]	5	1578	4	"Zoltan Boros"	0	"유도"	"<b>교환성</b> 아군 하수인을 선택합니다. 적 하수인들이 그 하수인을 공격합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4cb33ae40779bd852ab1ffd4555c8cfc8a1e40637f542b14247a961e49ed70d1.png"	""	"\"야. 야야. 야?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/83c86fd2cc9e0f03b5c5d8b49fe2f44b72eea850e5f4f663b01a5f6dc1660823.png"	[97]	{"relevant":true,"constructed":true}
86209	1	"86209-ghostly-strike"	7	[]	5	1776	1	"Konstantin Porubov"	1	"유령의 일격"	"피해를 1 줍니다. <b>연계:</b> 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1d40cc58389b3a59f7a590d29ff5c2021c93675127e0e39df7df83d6963b344a.png"	""	"형체가 없어서 일격이 관통하는 걸까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/de531696ee08f79a631061d7030edd1aa1d374cdfb2c1390909d2432caabf4ba.png"	[13]	{"relevant":true,"constructed":true}
79548	1	"79548-objection"	4	[]	5	1691	3	"Vlad Botos"	3	"이의 있음!"	"<b>비밀:</b> 상대편이 하수인을 내면, <b>차단</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f284db3597ab4967288ff5d62f2f7d0df4fb38c52d2d32d04addbf34a7714330.png"	""	"\"여긴 신성한 법원입니다.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e294d29a81a9780f8acf9560e6243f8a280d14d33f632e51c6123479841f146b.png"	[5,16]	{"relevant":true,"constructed":true}
59606	1	"59606-double-jump"	14	[]	5	1443	1	"A.J. Nazzaro"	1	"이중 도약"	"내 덱에서 <b>추방자</b> 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/82e8fbacfd71d7a8cfaf79bd21cdba33b2de8cb7e774314ce26cfd9250bf3b58.png"	""	"타임 어택에 없어서는 안될 기술."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9f8718de84772b188c84de6b005317a08b82d5c48721ac44bae2c3f279befea0.png"	[86]	{"relevant":true,"constructed":true}
61939	1	"61939-illidari-studies"	14	[]	5	1466	1	"MAR Studio"	1	"일리다리 탐구"	"<b>추방자</b> 카드를 <b>발견</b>합니다. 내 다음 <b>추방자</b> 카드의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/11a62ee9ca02336375307fcbe4ff6a29a1d4e6e5f9f34c99eeff1cc9a7727b3f.png"	""	"\"운전할 땐 책 읽지 마세요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/601546a0b0d0dfc2053aec5b160c7e9de548b59fb7d66ade527699e477c21180.png"	[21,86]	{"relevant":true,"constructed":true}
814	1	"814-snipe"	3	[]	5	3	1	"Lorenzo Minaca"	2	"저격"	"<b>비밀:</b> 상대편이 하수인을 낸 후에, 그 하수인에게 피해를 6 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8db540d2afa17dc69271e5d474dc58bb78eee6568f0d12248d422ca172b3cc31.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8fe2b07030c25b5d3f245eea2937eddaf6c315a0a35319d351876d2f27cd2644.png"	"저격... 하는 사람은 죽이는 맛, 당하는 사람은 죽을 맛입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/24bfe29d16456624af13cd872759450b2ce78fd2e93df81384e520b616667ee4.png"	[5]	{"relevant":true,"constructed":true}
904	1	"904-eviscerate"	7	[]	5	3	1	"Ariel Olivetti"	2	"절개"	"피해를 2 줍니다. <b>연계:</b> 대신 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7417914480ff050c517ca9aaae7741c9fc60a1cf5cc4a964e688e4c3ea709312.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f3a9d69e207fdbaa14c56b1047e626484c105bf2a59a53374235619d7a66a02c.png"	"단점이 없는 건 아닙니다. 팔꿈치를 삐끗할 수가 있다고요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/961b4f350f0df304683991764a1515a9befa76584a2f77c650253d6d342b1b9c.png"	[13]	{"relevant":true,"constructed":true}
70202	1	"70202-reconnaissance"	7	[]	5	1626	1	"Ivan Fomin"	2	"정찰"	"다른 직업의 <b>죽음의 메아리</b> 하수인을 <b>발견</b>합니다. 그 하수인의 비용이 (2) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f9d184831bca594d03f950f41b20ad9ae7b30cddbaa268d120e01a6f388eb29.png"	""	"\"하지만 사령관님, 전 정찰보단 정찬이 좋단 말예요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/935e2eb727c5b24de260a5fc2bef60674459d3c8b0f807738ad4940c871e0725.png"	[12,21]	{"relevant":true,"constructed":true}
61585	1	"61585-rigged-faire-game"	4	[]	5	1466	4	"J. Cheung & K. Turovec"	3	"조작된 축제 게임"	"<b>비밀:</b> 상대편의 턴 동안 피해를 입지 않았다면 카드를 3장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68d093dee3c2f8f4f5aece0b8462f808603512c5d83f0f6df9a6379e5dab54bc.png"	""	"모든 승부는 공평합니다. 하지만 어떤 승부는 다른 승부보다 더 공평합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b8a45d3281b0fdc11ca2d093e274e211baf9cc07adafc8eff5322fd3549c4673.png"	[5]	{"relevant":true,"constructed":true}
1991	1	"1991-feign-death"	3	[]	5	13	4	"Luca Zontini"	2	"죽은 척하기"	"내 하수인들의 <b>죽음의 메아리</b> 능력을 모두 발동시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9a0159aaae6cc367b8e6a15aa995ed38e261086505c2188961b518ad4af12786.png"	""	"확실한 \"죽음\"을 연기하기 위해선 적절한 냄새가 중요합니다. 이 부분에서 고수와 하수가 나뉘게 되죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a5106528f65f3cc15bea4e5b70f6ab1dd94a1d405f358a67415a12c213c16dd0.jpg"	[12]	{"relevant":true,"constructed":true}
42652	1	"42652-play-dead"	3	[]	5	1001	1	"Peter Stapleton"	1	"죽은척!"	"아군 하수인의 <b>죽음의 메아리</b> 능력을 발동시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e66ce91e2b1f82868f4a62c1842a1ddec1b1c7b0610069879fa1fd818b4098aa.png"	""	"말을 지나치게 잘 들었군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/92555eae90c16345018c2c3418f7c8665198ec9cae2df4caaa17519518b35ee0.png"	[12]	{"relevant":true,"constructed":true}
79741	1	"79741-promotion"	5	[]	5	1691	4	"Matt Dixon"	1	"진급"	"은빛 성기사단 신병에게 +3/+3과 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c7eaaf013cdc607986a2e04380f8ce2255b1e7f6cf1e6ae7a0ca753ea7f6a030.png"	""	"진급을 하면 휴가도 생기고, 월급도 오르고!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4d404b95537e134699c92fda7e95a8727583a5a37cabb218003766cd3859beee.png"	[1]	{"relevant":true,"constructed":true}
59410	1	"59410-in-formation"	10	[]	5	1443	1	"Anton Zemskov"	2	"진형 구축!"	"무작위 <b>도발</b> 하수인 둘을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aea7a9ddd408f99687b5e090e434d9fa76251714edcc5236a4e7fe9f241f11b8.png"	""	"그 누구도 스칼로맨스 학생들의 강력함을 의심하지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ea48880ff3fa9ed0c08fff556f4b7375218196991ee52201a9b1c9a4847bfe12.png"	[1]	{"relevant":true,"constructed":true}
53796	1	"53796-into-the-fray"	10	[]	5	1158	3	"Konstantin Turovec"	1	"참전"	"내 손에 있는 모든 <b>도발</b> 하수인에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fd9ea6afbd0cc65d720c9adaa7a45d053d864ed779430f9d593c6ea6b18dcaa8.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/61d9b1ddc04a4e5bb83fc2523acb31c55d3624e4935c15dd758e7fd2b9063c57.png"	"\"내 참전을 막지 마시오!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e8444467a0230879565916e7dad175cc7cc4e5ce5ba14d342dc6c481718340d1.png"	[1]	{"relevant":true,"constructed":true}
63130	1	"63130-bulk-up"	10	[]	5	1525	1	"Matt Dixon"	2	"체격 키우기"	"내 손에 있는 무작위 <b>도발</b> 하수인에게 +1/+1을 부여하고, 그 하수인을 복사합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f0e6f40e1bc170d256c37592e8d55ad464ac20566eb8b04a76f1a6ae12ae9ab3.png"	""	"식전 빵 위에 코도 스테이크 두 덩이, 초원타조알 다섯 알, 신선하고 차가운 우유까~지!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9fb2e085255081d00d3aa52556042caaebc184ec99212b092e956fb4a6a7f45c.png"	[1]	{"relevant":true,"constructed":true}
64773	1	"64773-overdraft"	8	[]	5	1578	4	"Wayne Wu"	1	"초과 인출"	"<b>교환성</b> <b>과부하</b>된 내 마나 수정을 모두 잠금 해제하고, 그만큼 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e0962b44d362e3d73142744b636838ce577e1f036e23e944946dcd16f1ab828c.png"	""	"어라? 내 마나 다 어디 갔지?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/52d327b77bdcbe2321f05b7321a2841ad2abbe0e3b325f33d4e1a290d5376ac6.png"	[14,97]	{"relevant":true,"constructed":true}
84292	1	"84292-last-stand"	10	[]	5	1776	3	"Mooncolony "	1	"최후의 저항"	"<b>도발</b> 하수인을 뽑습니다. <b>마나갈증 (7):</b> 그 하수인의 능력치가 2배가 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eb0b1cbce83131728639bac335f2040860c4715ef8f04fcff1111e4ad5a479d6.png"	""	"한 게임에서 최후의 저항을 두 번 쓰면, 한 번은 거짓말을 한 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3f173fd021cdc3d38358129395755c05eb75aca9e8a0bc2d0c893973281131f9.png"	[1,257]	{"relevant":true,"constructed":true}
1047	1	"1047-tracking"	3	[]	5	1635	2	"Mauro Cascioli"	1	"추적"	"내 덱에서 카드를 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/06bedb908106b7b1297d2fa3d037dedbb89ab1862beba6c755361792ee911580.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/678c4bbe3ab58dbb92dc767d22f2c062ea085fe33c9bdca97ebb7b4c07de9a2c.png"	"어떤 카드를 덱에 넣어야 할지 결정 못 하는 소심한 분들을 위해!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac6f4abe529b9bd6e3cba5c907819b5dba149de39cbbdaa8638ff977b6b139b0.png"	[21]	{"relevant":true,"constructed":true}
86574	1	"86574-faithful-companions"	3	[]	5	1776	3	"Eva Widermann"	7	"충직한 벗"	"내 덱에서 야수를 <b>발견</b>하여 소환합니다. <b>마나갈증 ( ):</b> 내 손에 있는 야수를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac47fc61407e5f3a5ab9a7013d0ba03052ebda5217b289f49fa5b3f0e3f99870.png"	""	"애정 표현 방식이 특이할 뿐이랍니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d94f0b38b161acf3b389d6d1d498b9476adfcd7a393e2350d16e1c5e9fd19277.png"	[21,257]	{"relevant":true,"constructed":true}
61967	1	"61967-resizing-pouch"	12	[2,3]	5	1466	1	"Studio Hive"	1	"크기 조절 주머니"	"내 남은 마나 수정과 동일한 비용의 카드를 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/298b680bc259aa16a455aece03753e307cc87ff6cacaeecb205b708cf30e916e.png"	""	"크기 조절 주머니 속 크기 조절 주머니 크기를 조절하는 모습이 상상이나 되십니까?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/efe803819fd8856b6d77a294e7cc051c4321ffceafc1a2c33ccd3d2a445d6f50.png"	[21]	{"relevant":true,"constructed":true}
65608	1	"65608-need-for-greed"	14	[]	5	1578	1	"A.J. Nazzaro"	5	"탐욕스러운 입찰"	"<b>교환성</b> 카드를 3장 뽑습니다. 이번 턴에 이 카드를 뽑았다면, 비용이 (3)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f201d4b14ab7a33ee4e277786f166d8900fad9200ed589f735ea5d8b98e5218c.png"	""	"미안. 차비 누르려고 했는데 손이 미끄러졌네?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bd8a3fa20e96200bbc282f738f4ec1058a2577b77c92a5596f662537e0e2ccd3.png"	[97]	{"relevant":true,"constructed":true}
3001	1	"3001-explorers-hat"	3	[]	5	20	3	"Joe Wilson"	1	"탐험가의 모자"	"하수인에게 +1/+1과 \"<b>죽음의 메아리:</b> 탐험가의 모자를 얻음\" 능력을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d2f647ef92e4dd3dbaff030e15be54f1f27a139db4346780321a99ebf1e5e4f9.png"	""	"해리슨 존스는 탐험가 연맹 모험에 등장하지 못했습니다. 하지만 그의 모자는 등장하게 되었죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3dac74f85256853352ee1af3cddc79a4f63b59141fc1f619aa2017257a3a58c9.png"	[12]	{"relevant":true,"constructed":true}
78508	1	"78508-vengeful-visage"	4	[]	5	1691	4	"Mooncolony "	3	"투영된 앙심"	"<b>비밀:</b> 적 하수인이 내 영웅을 공격한 후에, 적 영웅을 즉시 공격하는 그 하수인을 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d4b7df78a387915b4382fc8fac6791a1c7210129c07aefed2f88f255d73d5a9.png"	""	"확실한 거울치료를 보장합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fcc1d8d83bcb1718671b4fbb5fc7fcd1d87be6b59f6b198eb1026928edf29633.png"	[5]	{"relevant":true,"constructed":true}
66288	1	"66288-investment-opportunity"	8	[]	5	1578	1	"Dave Greco"	1	"투자 기회"	"<b>과부하</b> 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2ef0578d23bc734e2d17e88102cdcc4ba9a4c50b6ba70cb2f89b799730cd1cee.png"	""	"\"이거 리모델링 하면 무조건 떡상한다니까?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b2c4645f5f463562fe2aaee7013fac5bdce8cd7e992a280b100853abb7152f8d.png"	[14]	{"relevant":true,"constructed":true}
2015	1	"2015-sabotage"	7	[]	5	13	4	"Dave Allsop"	4	"파괴 공작"	"무작위 적 하수인을 처치합니다. <b>연계:</b> 상대편의 무기를 파괴합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a377cff0b27ae0c6317d66847f91d727ff70c72d9555c4088b98902410a5dbb1.png"	""	"전혀 엉뚱한 하수인이 죽어도 도적들은 그것이 의도한 거라고 우길 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4a0d33248e575a71dc54e7f8bd6c1960046a947341925ba18bf3fb70a4f4dcad.png"	[13]	{"relevant":true,"constructed":true}
46058	1	"46058-gather-your-party"	10	[]	5	1004	3	"L. Lullabi & K. Turovec"	6	"파티 모집"	"하수인을 <b>소집</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/784a7580f3af6eb6b73b8b35c38ea8e948ada5a91e9e88c46e3fc52c3fa4f7aa.png"	""	"모험 상시 대기! 위험 보장! 전리품 획득 확률 반반! 황천 갈 가능성 있을 유!! 함께하시겠습니까?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a29bb144953b4e10038ff603b692e93b5325ff626ef61f1f93b1f96fc1ee95cf.jpg"	[39]	{"relevant":true,"constructed":true}
84749	1	"84749-feast-and-famine"	5	[]	5	1776	1	"Melvin Chan"	2	"포식과 절식"	"이번 턴에 내 영웅이 공격력을 +3 얻습니다. <b>마나갈증 (4):</b> <b>생명력 흡수</b>도 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e4e0fbf4e5edeac28e225a0eda4f0f1a413aa81e077bba25f5ccd7da3135512.png"	""	"부탁입니다, 선생님. 뭐라도 조금만 나눠주시면 안 될까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2d21e1db6afb59136026bdeef6d37ed2a0b27227ea7d2e0cb231044498cc23d0.png"	[38,257]	{"relevant":true,"constructed":true}
59877	1	"59877-plagiarize"	7	[]	5	1443	1	"Matt Dixon"	2	"표절"	"<b>비밀:</b> 상대편의 턴이 끝날 때, 상대편이 낸 카드들을 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/222e287a60870a1f48cbbb67bb1501dd3d2dbc96cc97419e40bc5141fe1d6b9c.png"	""	"잘 베끼는 것도 실력입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fe6a5e2ba47b998ab8cd7a278d5e3dbd13be3699a45000ef1f4e9d380353e34d.png"	[5]	{"relevant":true,"constructed":true}
42009	1	"42009-free-from-amber"	6	[]	5	27	3	"Anton Kagounkina"	8	"호박석 속의 괴수"	"비용이 (8) 이상인 하수인을 <b>발견</b>하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0bc22bdcd137bcfdfd037a1a535d3f661a2378b1d490781f58b1b10c514e46e9.png"	""	"짜잔! 하수인 DNA!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac85d563d5d136daaf152d152f92b41e569d72c1f58154f60d45cb85cfe84ad0.jpg"	[21]	{"relevant":true,"constructed":true}
78081	1	"78081-service-bell"	5	[]	5	1691	3	"Vika Yarova"	3	"호출종"	"내 덱에서 직업 카드를 <b>발견</b>하고 그 카드와 동일한 모든 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bd23de898a187ea4f9ccd047b630de10feaa87eb7b301b42c9e366258b704e6c.png"	""	"여기요! 물 좀 더 주세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4f0f2b78be6699cbb9a5229a984386169a00118e0b3729b5cce1a4fc60de6dec.png"	[21]	{"relevant":true,"constructed":true}
